model	edition	paragraph	at	word	hypothesis
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G007	chcthy	⟦chcthy⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G008	daiin	Menge Γ
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G001	sho	mit
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G002	cholo	⟦cholo⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G003	cheor	⟦cheor⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G004	chodaiin	⟦chodaiin⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G001	tchoky	⟦tchoky⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G002	kchol	⟦kchol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G003	shol	feucht
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G004	chotchey	⟦chotchey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G005	tchol	⟦tchol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G001	yt	⟦yt⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G002	chor	Blüten
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G003	otchy	Material T
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G004	chok	⟦chok⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G005	y	⟦y⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G006	t	⟦t⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G007	chey	⟦chey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G008	r	⟦r⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G009	okaiin	Zubereitung
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G001	shy	⟦shy⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G002	kcheey	⟦kcheey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G003	daiin	Menge Γ
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G004	cthol	⟦cthol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G005	chos	⟦chos⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G006	chokor	⟦chokor⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G001	sh	⟦sh⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G002	cho	⟦cho⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G003	kchey	⟦kchey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G004	qokokchy	⟦qokokchy⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G001	okchy	⟦okchy⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G002	chokcheo	⟦chokcheo⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G003	kchal	⟦kchal⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G001	s	und
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G002	chol	getrocknet
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G003	chotol	⟦chotol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G004	qotchy	zugeben
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G001	tcho	⟦tcho⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G002	tchol	⟦tchol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G003	chol	getrocknet
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G004	cthy	Kraut
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G001	qotchy	zugeben
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G002	chody	⟦chody⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G003	ctho	⟦ctho⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G004	r	⟦r⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G005	chey	⟦chey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G006	kch[a:o]rg	⟦kch[a:o]rg⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G001	chokeey	⟦chokeey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G002	qokcheey	⟦qokcheey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G003	schey	⟦schey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G004	d	⟦d⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G005	aiin	⟦aiin⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G006	dy	⟦dy⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G001	sho	mit
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G002	chokchy	⟦chokchy⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G003	kchoar	⟦kchoar⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G004	sotodan	⟦sotodan⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G001	otchey	⟦otchey⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G002	keol	⟦keol⟧
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G003	daiin	Menge Γ
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G001	tchoky	⟦tchoky⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G002	kchol	⟦kchol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G003	shol	feucht
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G004	chotchey	⟦chotchey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G005	tchol	⟦tchol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G001	yt	⟦yt⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G002	chor	Blüten
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G003	otchy	Eigenschaft T
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G004	chok	⟦chok⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G005	y	⟦y⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G006	t	⟦t⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G007	chey	⟦chey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G008	r	⟦r⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.10|G009	okaiin	Zubereitung
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G001	shy	⟦shy⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G002	kcheey	⟦kcheey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G003	daiin	Menge Γ
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G004	cthol	⟦cthol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G005	chos	⟦chos⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G006	chokor	⟦chokor⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G001	sh	⟦sh⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G002	cho	⟦cho⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G003	kchey	⟦kchey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.12|G004	qokokchy	⟦qokokchy⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G001	okchy	⟦okchy⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G002	chokcheo	⟦chokcheo⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.13|G003	kchal	⟦kchal⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G001	s	und
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G002	chol	getrocknet
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G003	chotol	⟦chotol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G004	qotchy	zugeben
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G001	tcho	⟦tcho⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G002	tchol	⟦tchol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G003	chol	getrocknet
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G004	cthy	Kraut
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G001	qotchy	zugeben
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G002	chody	⟦chody⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G003	ctho	⟦ctho⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G004	r	⟦r⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G005	chey	⟦chey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G006	kch[a:o]rg	⟦kch[a:o]rg⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G001	chokeey	⟦chokeey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G002	qokcheey	⟦qokcheey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G003	schey	⟦schey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G004	d	⟦d⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G005	aiin	⟦aiin⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.17|G006	dy	⟦dy⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G001	sho	mit
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G002	chokchy	⟦chokchy⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G003	kchoar	⟦kchoar⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.18|G004	sotodan	⟦sotodan⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G001	otchey	⟦otchey⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G002	keol	⟦keol⟧
Q	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G003	daiin	Menge Γ
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G001	told	⟦told⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G002	shar	⟦shar⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G003	ytshy	⟦ytshy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G004	otchdal	⟦otchdal⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G005	dchal	⟦dchal⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G006	dchy	⟦dchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G007	ytdg	⟦ytdg⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G001	qoeees	⟦qoeees⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G002	or	⟦or⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G003	oaiin	⟦oaiin⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G004	shy	⟦shy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G005	okshy	⟦okshy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G006	qokchy	⟦qokchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G007	qokchy	⟦qokchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G008	s	und
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G009	g	⟦g⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G001	or	⟦or⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G002	shy	⟦shy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G003	qoky	⟦qoky⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G004	qoky	⟦qoky⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G005	chkchy	⟦chkchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G006	qokshy	⟦qokshy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G007	qokam	⟦qokam⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G001	qotchy	zugeben
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G002	qokay	⟦qokay⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G003	qokchy	⟦qokchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G004	ykcho	⟦ykcho⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G005	ydl	⟦ydl⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G006	dar	⟦dar⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G001	r	⟦r⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G002	ychoees	⟦ychoees⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G003	ykchy	⟦ykchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G004	qol	⟦qol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G005	kchy	⟦kchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G006	qotchol	⟦qotchol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G007	daiir	⟦daiir⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G008	om	⟦om⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G001	qotor	⟦qotor⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G002	chor	Blüten
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G003	otchy	Material T
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G004	qokeees	⟦qokeees⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G005	chy	Wasser
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G006	s	und
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G007	ar	Anteil
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G008	ykar	⟦ykar⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G001	ychol	⟦ychol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G002	dor	⟦dor⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G003	chod	⟦chod⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G004	qokol	⟦qokol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G005	daiin	Menge Γ
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G006	qokol	⟦qokol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G007	dar	⟦dar⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G008	dy	⟦dy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G001	tolol	⟦tolol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G002	sh	⟦sh⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G003	cphoy	⟦cphoy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G004	daror	⟦daror⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G005	ddy	⟦ddy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G006	ytor	⟦ytor⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G007	ykam	⟦ykam⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G001	okchor	⟦okchor⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G002	qotchy	zugeben
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G003	qokchy	⟦qokchy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G004	ytol	⟦ytol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G005	doky	⟦doky⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G006	dy	⟦dy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G001	yka	⟦yka⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G002	dshy	⟦dshy⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G003	dair	Anteil Β
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G004	ykol	⟦ykol⟧
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G005	dom	⟦dom⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G001	told	⟦told⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G002	shar	⟦shar⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G003	ytshy	⟦ytshy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G004	otchdal	⟦otchdal⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G005	dchal	⟦dchal⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G006	dchy	⟦dchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.1|G007	ytdg	⟦ytdg⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G001	qoeees	⟦qoeees⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G002	or	⟦or⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G003	oaiin	⟦oaiin⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G004	shy	⟦shy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G005	okshy	⟦okshy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G006	qokchy	⟦qokchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G007	qokchy	⟦qokchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G008	s	und
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.2|G009	g	⟦g⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G001	or	⟦or⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G002	shy	⟦shy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G003	qoky	⟦qoky⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G004	qoky	⟦qoky⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G005	chkchy	⟦chkchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G006	qokshy	⟦qokshy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.3|G007	qokam	⟦qokam⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G001	qotchy	zugeben
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G002	qokay	⟦qokay⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G003	qokchy	⟦qokchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G004	ykcho	⟦ykcho⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G005	ydl	⟦ydl⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G006	dar	⟦dar⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G001	r	⟦r⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G002	ychoees	⟦ychoees⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G003	ykchy	⟦ykchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G004	qol	⟦qol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G005	kchy	⟦kchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G006	qotchol	⟦qotchol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G007	daiir	⟦daiir⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.5|G008	om	⟦om⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G001	qotor	⟦qotor⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G002	chor	Blüten
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G003	otchy	Eigenschaft T
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G004	qokeees	⟦qokeees⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G005	chy	Wasser
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G006	s	und
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G007	ar	Anteil
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.6|G008	ykar	⟦ykar⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G001	ychol	⟦ychol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G002	dor	⟦dor⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G003	chod	⟦chod⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G004	qokol	⟦qokol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G005	daiin	Menge Γ
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G006	qokol	⟦qokol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G007	dar	⟦dar⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G008	dy	⟦dy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G001	tolol	⟦tolol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G002	sh	⟦sh⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G003	cphoy	⟦cphoy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G004	daror	⟦daror⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G005	ddy	⟦ddy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G006	ytor	⟦ytor⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.8|G007	ykam	⟦ykam⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G001	okchor	⟦okchor⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G002	qotchy	zugeben
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G003	qokchy	⟦qokchy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G004	ytol	⟦ytol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G005	doky	⟦doky⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G006	dy	⟦dy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G001	yka	⟦yka⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G002	dshy	⟦dshy⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G003	dair	Anteil Β
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G004	ykol	⟦ykol⟧
Q	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G005	dom	⟦dom⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G001	pochaiin	⟦pochaiin⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G002	cthor	⟦cthor⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G003	chpcheos	⟦chpcheos⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G004	opchey	⟦opchey⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G005	py	⟦py⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G006	kchy	⟦kchy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G001	qokchy	⟦qokchy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G002	kchol	⟦kchol⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G003	sor	⟦sor⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G004	qokchos	⟦qokchos⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G005	ykchy	⟦ykchy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G006	darom	⟦darom⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G001	otchy	Material T
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G002	chol	getrocknet
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G003	daiin	Menge Γ
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G004	qotol	⟦qotol⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G005	ytol	⟦ytol⟧
