target_occurrence_id	surface_provenance_only	page	physical_folio	locus	ordinal	line_token_count	line_position	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	admission_source	current_reader_state	frame_ids	d1_left_eligible_donors	d1_right_eligible_donors	r2_left_eligible_donors	r2_right_eligible_donors	written_line_eva	target_default_credit	target_role_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit
G769-T0192	ckhy	f37r	f37	f37r.11	3	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	daiin@2:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	dain@4:d1:roles=NONE:features=NONE	daiin@2:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT ; okchor@1:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/HOT/MATERIAL/PREPARATION/VALUE_AMOUNT	dain@4:d1:roles=NONE:features=NONE	okchor daiin ckhy dain daiin	0	0	0	0	0
G769-T0193	ol	f39r	f39	f39r.14	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F14_MEDIAL_TWO_SIDED_LINKER	chekl@3:d1:roles=KNOWN_OTHER:features=NONE	NONE	chekl@3:d1:roles=KNOWN_OTHER:features=NONE	NONE	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam	0	0	0	0	0
G769-T0198	ol	f3r	f3	f3r.19	2	9	MIDDLE	0	2	1	1	0	0	1	GDT770_ADMITTED_EXTENSION	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	otchor@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/DRY/MATERIAL/PREPARATION/VALUE_AMOUNT	cheor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT	otchor@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/DRY/MATERIAL/PREPARATION/VALUE_AMOUNT	cheor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT ; qoeor@4:d2:roles=NONE:features=NONE	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	0	0	0	0	0
G769-T0200	ol	f40r	f40	f40r.4	10	10	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	NONE	NONE	or aiin chekody dar qokol okaiin okar oky okoldy ol	0	0	0	0	0
G769-T0202	ol	f40r	f40	f40r.9	2	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	taiin@1:d1:roles=NONE:features=NONE	olaiin@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	taiin@1:d1:roles=NONE:features=NONE	olaiin@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	taiin ol olaiin or dain okaiin okaiin okaiin daram	0	0	0	0	0
G769-T0213	ols	f46r	f46	f46r.13	7	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	ar akaiin shol okeey chol dar ols lain y	0	0	0	0	0
G769-T0214	otar	f46v	f46	f46v.2	7	14	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	NONE	NONE	daiin@5:d2:roles=SCALAR_VALUE:features=VALUE_AMOUNT	NONE	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	0	0	0	0	0
G769-T0223	otar	f50v	f50	f50v.4	10	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	dar qoain olaiin ols aiin o l okeedy okchdy otar chckhey or	0	0	0	0	0
G769-T0226	ol	f52v	f52	f52v.8	5	5	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE|F08_HOT_R2	NONE	NONE	qokeey@3:d2:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	kodaiin cthy qokeey s ol	0	0	0	0	0
G769-T0228	ol	f55r	f55	f55r.10	11	11	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	okeey@9:d2:roles=KNOWN_OTHER:features=NONE	NONE	dair okal qokar or or o ar odaiin okeey darchd ol	0	0	0	0	0
G769-T0229	ckhy	f55r	f55	f55r.12	2	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	oain@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=PREPARATION/VALUE_AMOUNT	NONE	oain@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=PREPARATION/VALUE_AMOUNT	oiiin@4:d2:roles=CONTENT_PREPARATION:features=PREPARATION	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	0	0	0	0	0
G769-T0230	otar	f55r	f55	f55r.13	5	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	ain@7:d2:roles=NONE:features=NONE	lchdal ockhy daiin otol otar shar ain	0	0	0	0	0
G769-T0232	ol	f55v	f55	f55v.10	2	12	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F01_AMOUNT_DIRECT|F14_MEDIAL_TWO_SIDED_LINKER|F16_RELATIONAL_AMOUNT_ORDER	oaiin@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=PREPARATION/VALUE_AMOUNT	NONE	oaiin@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=PREPARATION/VALUE_AMOUNT	aiin@4:d2:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	0	0	0	0
G769-T0233	otar	f55v	f55	f55v.10	8	12	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F09_COLD_R2	ytaiin@7:d1:roles=QUALITY_STAGE:features=COLD/STAGE	NONE	ytaiin@7:d1:roles=QUALITY_STAGE:features=COLD/STAGE	NONE	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	0	0	0	0
G769-T0234	ol	f55v	f55	f55v.10	12	12	LAST	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	NONE	NONE	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	0	0	0	0	0
G769-T0239	ol	f58r	f58	f58r.13	9	10	MIDDLE	0	3	1	1	0	0	1	GDT770_ADMITTED_EXTENSION	GDT770_CURRENT_MASKED_READER	F06_TARGET_BEFORE_PROCESS	chaiin@8:d1:roles=NONE:features=NONE	NONE	chaiin@8:d1:roles=NONE:features=NONE ; chal@7:d2:roles=KNOWN_OTHER:features=NONE	NONE	ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly	0	0	0	0	0
G769-T0242	ol	f58v	f58	f58v.30	9	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	daiin sheoy ykey sheky qokal qokeey okain okar ol dam	0	0	0	0	0
G769-T0243	ol	f66r	f66	f66r.61	10	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	0	0	0	0	0
G769-T0253	ol	f75r	f75	f75r.12	6	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	NONE	NONE	shey@4:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	shey@8:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	0	0	0	0	0
G769-T0254	otar	f75r	f75	f75r.14	10	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	qokain@9:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokain@9:d1:roles=KNOWN_OTHER:features=NONE	NONE	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	0	0	0	0	0
G769-T0256	ol	f75r	f75	f75r.24	7	7	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	checthy@5:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokain olkeey qolkary sain checthy lor ol	0	0	0	0	0
G769-T0257	ol	f75r	f75	f75r.26	2	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	dain@1:d1:roles=NONE:features=NONE	sheol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST	dain@1:d1:roles=NONE:features=NONE	sheol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST ; dain@4:d2:roles=NONE:features=NONE	dain ol sheol dain ol qoly dar ajy	0	0	0	0	0
G769-T0258	ol	f75r	f75	f75r.26	5	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	dain@4:d1:roles=NONE:features=NONE	NONE	dain@4:d1:roles=NONE:features=NONE ; sheol@3:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST	NONE	dain ol sheol dain ol qoly dar ajy	0	0	0	0	0
G769-T0261	otar	f75r	f75	f75r.34	7	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	kain@9:d2:roles=KNOWN_OTHER:features=NONE	s olkedy okal dar oty okar otar ol kain oltedy	0	0	0	0	0
G769-T0262	ol	f75r	f75	f75r.34	8	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	kain@9:d1:roles=KNOWN_OTHER:features=NONE	NONE	kain@9:d1:roles=KNOWN_OTHER:features=NONE	s olkedy okal dar oty okar otar ol kain oltedy	0	0	0	0	0
G769-T0264	otar	f75r	f75	f75r.43	6	7	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F08_HOT_R2	chkar@5:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/HOT/VALUE_AMOUNT	NONE	chkar@5:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/HOT/VALUE_AMOUNT ; qokain@4:d2:roles=KNOWN_OTHER:features=NONE	NONE	yshedy chekar oldy qokain chkar otar oldy	0	0	0	0	0
G769-T0265	otar	f75r	f75	f75r.44	7	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	okoldy@6:d1:roles=CLOSE/CONTENT_PREPARATION/QUALITY_STAGE:features=CLOSE/HOT/MATERIAL/PREPARATION/STAGE	NONE	okoldy@6:d1:roles=CLOSE/CONTENT_PREPARATION/QUALITY_STAGE:features=CLOSE/HOT/MATERIAL/PREPARATION/STAGE	olaiin@9:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	0	0	0	0	0
G769-T0252	ol	f75r	f75	f75r.5	7	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	ain@6:d1:roles=NONE:features=NONE	NONE	ain@6:d1:roles=NONE:features=NONE	qokeey@9:d2:roles=QUALITY_STAGE:features=HOT/STAGE	shey kar chey ckhey r ain ol olsheedy qokeey qoky	0	0	0	0	0
G769-T0268	ol	f75v	f75	f75v.12	5	14	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	keed@7:d2:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	0	0	0	0	0
G769-T0270	ckhy	f75v	f75	f75v.17	8	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	saiin@7:d1:roles=AMOUNT_VALUE/H2_RECORD_FORM:features=H2/VALUE_AMOUNT	lshedy@9:d1:roles=H4_RECORD_FORM:features=H4	saiin@7:d1:roles=AMOUNT_VALUE/H2_RECORD_FORM:features=H2/VALUE_AMOUNT	lshedy@9:d1:roles=H4_RECORD_FORM:features=H4	sal shed ykain qokain sheckhy ld saiin ckhy lshedy	0	0	0	0	0
G769-T0272	ol	f75v	f75	f75v.40	6	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	NONE	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	0	0	0	0	0
G769-T0273	ol	f75v	f75	f75v.40	10	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	qokain@12:d2:roles=KNOWN_OTHER:features=NONE	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	0	0	0	0	0
G769-T0276	ol	f75v	f75	f75v.44	2	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	olshees@1:d1:roles=KNOWN_OTHER:features=NONE	sheckhy@3:d1:roles=KNOWN_OTHER:features=NONE	olshees@1:d1:roles=KNOWN_OTHER:features=NONE	sheckhy@3:d1:roles=KNOWN_OTHER:features=NONE ; qokain@4:d2:roles=KNOWN_OTHER:features=NONE	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	0	0	0	0	0
G769-T0277	ol	f75v	f75	f75v.47	5	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	qokain@3:d2:roles=KNOWN_OTHER:features=NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE ; qokedy@7:d2:roles=KNOWN_OTHER:features=NONE	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	0	0	0	0	0
G769-T0266	ol	f75v	f75	f75v.7	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	qokal@2:d2:roles=KNOWN_OTHER:features=NONE	lchdy@6:d2:roles=H4_RECORD_FORM:features=H4	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	0	0	0	0	0
G769-T0267	otar	f75v	f75	f75v.7	11	11	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE|F09_COLD_R2	qotedy@10:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/COLD/STAGE	NONE	qotedy@10:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/COLD/STAGE ; otedy@9:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	0	0	0	0	0
G769-T0285	ol	f76r	f76	f76r.28	4	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	chear@3:d1:roles=KNOWN_OTHER:features=NONE	aiin@5:d1:roles=KNOWN_OTHER:features=NONE	chear@3:d1:roles=KNOWN_OTHER:features=NONE	aiin@5:d1:roles=KNOWN_OTHER:features=NONE ; chodaiin@6:d2:roles=KNOWN_OTHER:features=NONE	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	0	0	0	0	0
G769-T0286	otar	f76r	f76	f76r.35	8	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	cheol@7:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	NONE	cheol@7:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY ; okeolor@6:d2:roles=KNOWN_OTHER:features=NONE	NONE	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	0	0	0	0	0
G769-T0288	ol	f76r	f76	f76r.56	2	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokaiin@1:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokaiin@1:d1:roles=KNOWN_OTHER:features=NONE	qokeey@4:d2:roles=QUALITY_STAGE:features=HOT/STAGE	qokaiin ol shedy qokeey or shdy	0	0	0	0	0
G769-T0289	otar	f76v	f76	f76v.19	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	NONE	shedy@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shedy@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky	0	0	0	0	0
G769-T0291	ol	f76v	f76	f76v.39	7	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS|F07_LINE_FINAL_OR_CLOSE|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	san@6:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	keedy@8:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	san@6:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT ; okedy@5:d2:roles=KNOWN_OTHER:features=NONE	keedy@8:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	0	0	0	0	0
G769-T0294	ol	f77r	f77	f77r.43	3	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F06_TARGET_BEFORE_PROCESS	NONE	NONE	NONE	qotaiin@5:d2:roles=KNOWN_OTHER:features=NONE	d chee ol cheedy qotaiin qoteedy qotedy raiin	0	0	0	0	0
G769-T0298	ol	f77v	f77	f77v.23	3	10	MIDDLE	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	qokal@1:d2:roles=KNOWN_OTHER:features=NONE	doraiin@5:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	qokal chees ol shedy doraiin ol qoky ches ol dal	0	0	0	0	0
G769-T0299	ol	f77v	f77	f77v.23	6	10	MIDDLE	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	doraiin@5:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	qoky@7:d1:roles=QUALITY_STAGE:features=HOT/STAGE	doraiin@5:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	qoky@7:d1:roles=QUALITY_STAGE:features=HOT/STAGE ; ches@8:d2:roles=KNOWN_OTHER:features=NONE	qokal chees ol shedy doraiin ol qoky ches ol dal	0	0	0	0	0
G769-T0300	ol	f77v	f77	f77v.27	9	9	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	qokain@8:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokain@8:d1:roles=KNOWN_OTHER:features=NONE	NONE	tshedy qokain chedal fchedy cheky sain chedy qokain ol	0	0	0	0	0
G769-T0302	ol	f77v	f77	f77v.30	2	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	shey@1:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shey@1:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	qokedy@4:d2:roles=KNOWN_OTHER:features=NONE	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	0	0	0	0	0
G769-T0303	ol	f77v	f77	f77v.41	9	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	ldchey@8:d1:roles=KNOWN_OTHER:features=NONE	raiin@10:d1:roles=H3_RECORD_FORM:features=H3	ldchey@8:d1:roles=KNOWN_OTHER:features=NONE	raiin@10:d1:roles=H3_RECORD_FORM:features=H3	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	0	0	0	0	0
G769-T0310	otar	f78r	f78	f78r.31	6	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	0	0	0	0	0
G769-T0312	ol	f78r	f78	f78r.37	2	7	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F01_AMOUNT_DIRECT|F16_RELATIONAL_AMOUNT_ORDER	NONE	NONE	NONE	aiin@4:d2:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	osal ol s aiin shee aiin oly	0	0	0	0	0
G769-T0313	ol	f78r	f78	f78r.38	4	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	oteedy@3:d1:roles=KNOWN_OTHER:features=NONE	aiin@5:d1:roles=KNOWN_OTHER:features=NONE	oteedy@3:d1:roles=KNOWN_OTHER:features=NONE ; aiin@2:d2:roles=KNOWN_OTHER:features=NONE	aiin@5:d1:roles=KNOWN_OTHER:features=NONE	sar aiin oteedy ol aiin chedy	0	0	0	0	0
G769-T0304	otar	f78r	f78	f78r.4	5	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	NONE	NONE	shedy@3:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	qokeedy qokedy shedy tchedy otar olkedy dam	0	0	0	0	0
G769-T0322	ol	f78v	f78	f78v.11	6	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	ykal@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL	NONE	ykal@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL ; okeey@4:d2:roles=KNOWN_OTHER:features=NONE	qokain@8:d2:roles=KNOWN_OTHER:features=NONE	qol chedy qol okeey ykal ol chdy qokain chcthy daiin	0	0	0	0	0
