surface_id	visible_surface	register_status	prose_occurrences	astro_occurrences	common_atom_sequences	classification	historical_layer	composition_autonomy	apprentice_action_de	memorized_body_or_residue	classification_evidence	short_spoken_value_de
SF0095	cphocthy	ASTRO_ONLY	0	1	CTH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmelsobjekt oder Eingangsbedingung
SF0096	cphol	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0097	cphy	PROSE_ONLY	1	0	CPH+Y	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	CPH	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	aktuellen Posten nachseihen
SF0098	cthaiin	PROSE_ONLY	1	0	CTH+AIIN	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Fertigmaß
SF0099	cthoor	PROSE_ONLY	1	0	CTH+OR	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Ansatz bereit
SF0100	cthy	PROSE_ONLY	3	0	CTH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereit
SF0101	d	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	d	ASTRO:NO_COMMON_CORE	Festwert
SF0102	dadaiin	ASTRO_ONLY	0	1	AIIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Sollwert oder Grad eines Diagrammplatzes
SF0103	daiial	ASTRO_ONLY	0	1	AL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Zielsektor, Zielstern oder Zielfeld
SF0104	daiiin	PROSE_ONLY	1	0	IIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Öffnungsstufe
SF0105	daiin	PROSE_AND_ASTRO	11	4	AIIN	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	Sollmaß
SF0106	dain	PROSE_AND_ASTRO	2	1	DAIN	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	DAIN	PROSE:MEMORIZED_WHOLE	Tuch
SF0107	dair	ASTRO_ONLY	0	3	AIR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmels-, Ring- oder Zeigerlauf
SF0108	dairydy	PROSE_ONLY	1	0	AIR+Y+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Wasserlauf schliessen; Schluss
SF0109	dal	PROSE_AND_ASTRO	5	5	AL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	dorthin
SF0110	dalchdy	PROSE_ONLY	1	0	AL+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	dorthin umsetzen; Schluss
SF0111	daldy	PROSE_ONLY	1	0	AL+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Nebenoeffnung; Schluss
SF0112	dar	PROSE_AND_ASTRO	2	2	AR	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	aus dem Ansatz
SF0113	daram	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0114	dary	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0115	dchdar	ASTRO_ONLY	0	1	CHD+AR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Umsetzen + Quelle
SF0116	dchdy	PROSE_ONLY	1	0	CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	weitergeführten Posten überführen; Schluss
SF0117	dchedy	PROSE_ONLY	1	0	CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Posten überführen; Schluss
SF0118	dchetay	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	dchetay	ASTRO:NO_COMMON_CORE	fester Hauptphasenwert
SF0119	dchey	PROSE_ONLY	1	0	DCHE+Y	PRODUCTIVE_FRAME_PLUS_NOMENCLATOR_BODY	BREVIGRAPH_PLUS_NOMENCLATOR	PARTIAL	Rahmen lesen, Körper auswendig ergänzen	DCHE	PROSE:PRODUCTIVE_FRAME_PLUS_MEMORIZED_BODY	Wurzel als aktueller Posten
SF0120	dchol	PROSE_ONLY	1	0	DCHOL	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	DCHOL	PROSE:MEMORIZED_WHOLE	vorigen Posten fortsetzen
SF0121	dchor	ASTRO_ONLY	0	2	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Bedingungs-, Tabellen- oder Wahlansatz
SF0122	dchy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	dchy	ASTRO:NO_COMMON_CORE	fester Zustand
SF0123	dl	PROSE_ONLY	2	0	LOCAL_WHOLE	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	LOCAL_WHOLE	PROSE:MEMORIZED_WHOLE	Zusatz
SF0124	doair	ASTRO_ONLY	0	1	AIR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmels-, Ring- oder Zeigerlauf
SF0125	doiin	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	doiin	ASTRO:NO_COMMON_CORE	Grad- oder Bedingungsstufe
SF0126	doiir	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	doiir	ASTRO:NO_COMMON_CORE	fester Grundindex
SF0127	dokan	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren
SF0128	dolchedy	ASTRO_ONLY	0	1	OL+CHD	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Fortsetzen + Umsetzen
SF0129	dolchsody	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0130	dosar	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0131	dshedy	PROSE_ONLY	1	0	SHED+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz absetzen; Schluss
SF0132	dsheol	PROSE_ONLY	1	0	SH+E+OL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz weiter ruhen lassen
SF0133	dy	PROSE_AND_ASTRO	5	9	Y	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	dieser Posten
SF0134	eckhear	ASTRO_ONLY	0	1	CKHE+AR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Seihen/Trennen + Quelle
SF0135	eesydy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	eesydy	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0136	es	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	es	ASTRO:NO_COMMON_CORE	ausgewählter Nebenwert
SF0137	etyd	PROSE_ONLY	1	0	E+TY	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kleiner Restteil
SF0138	ey	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	ey	ASTRO:NO_COMMON_CORE	aktueller Auswahlwert
SF0139	eykeody	ASTRO_ONLY	0	1	E+YK+E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Klassenposten in kurzer Stufe markieren
SF0140	g	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	g	ASTRO:NO_COMMON_CORE	Gradwert
SF0141	giin	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	giin	ASTRO:NO_COMMON_CORE	Grad- oder Bedingungsstufe
SF0142	iokeeor	ASTRO_ONLY	0	1	OK+OR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Aktivieren + Ansatz/Satz
SF0143	kaiiin	PROSE_ONLY	1	0	IIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Weichstufe
SF0144	kain	PROSE_ONLY	2	0	AIN	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	eine Portion
SF0145	kair	PROSE_ONLY	1	0	AIR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Beckenwasser
SF0146	kchal	PROSE_ONLY	1	0	KCH+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	an der Zielstelle bearbeiten
SF0147	kchey	PROSE_AND_ASTRO	1	1	KCH+E+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	diesen Posten kurz bearbeiten
SF0148	kchoar	PROSE_ONLY	1	0	CHEO+AR	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	CHEO	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Auszug daraus
SF0149	kchol	PROSE_ONLY	1	0	KCH+OL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	weiter bearbeiten
SF0150	kchy	PROSE_AND_ASTRO	1	1	KCH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	diesen Posten bearbeiten
SF0151	keol	PROSE_ONLY	1	0	E+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kurz weiterbearbeiten
SF0152	lar	PROSE_ONLY	1	0	L+AR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	von dort abfuehren
SF0153	lcheckhedy	PROSE_ONLY	1	0	L+CKHE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	abseihen; Schluss
SF0154	lcheckhy	PROSE_ONLY	1	0	L+CKH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Ausgangsdurchlass
SF0155	lched	PROSE_ONLY	1	0	L+CHD	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	abführen
SF0156	lchedal	PROSE_ONLY	1	0	L+CHD+AL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	zur Ablaufstelle führen
SF0157	lchedar	PROSE_ONLY	1	0	L+CHD+AR	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	von dort abführen
SF0158	lchedy	PROSE_ONLY	8	0	L+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	abführen; Schluss
SF0159	lcheey	PROSE_ONLY	1	0	L+CHEEY	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE	NOMENCLATOR_PLUS_BREVIGRAPH	PARTIAL	Körper lernen, produktiven Rand lesen	CHEEY	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Klarlauf abfuehren
SF0160	lchy	PROSE_ONLY	1	0	L+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	abziehen
SF0161	ldalor	PROSE_ONLY	1	0	AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Endziel
SF0162	ldy	PROSE_ONLY	2	0	L+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	abziehen; Ende
SF0163	lkedy	PROSE_ONLY	1	0	L+E+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	kurz abführen; Schluss
SF0164	lkshy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	lkshy	ASTRO:NO_COMMON_CORE	Position oder Bedingung halten
SF0165	lo	PROSE_ONLY	1	0	L	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	abfuehren
SF0166	lochedy	PROSE_ONLY	1	0	L+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Rest abfuehren; Schluss
SF0167	lol	PROSE_ONLY	1	0	L+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	von dort weiterfuehren
SF0168	ls	PROSE_ONLY	1	0	L	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Durchlassöffnung
SF0169	lshedy	PROSE_ONLY	2	0	WASH+CLOSE	LEXICAL_BODY_PLUS_PRODUCTIVE_EDGE	NOMENCLATOR_PLUS_BREVIGRAPH	PARTIAL	Körper lernen, produktiven Rand lesen	WASH	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	waschen; Schluss
SF0170	lsho	PROSE_ONLY	1	0	WASH	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	WASH	PROSE:MEMORIZED_WHOLE	Waschgang beginnen
SF0171	ly	PROSE_ONLY	1	0	L+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	aktuellen Posten abführen
SF0172	o	ASTRO_ONLY	0	2	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	o	ASTRO:NO_COMMON_CORE	Grundwert
SF0173	oaiin	ASTRO_ONLY	0	1	AIIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Sollwert oder Grad eines Diagrammplatzes
SF0174	oar	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0175	oaram	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0176	ochol	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0177	ochoyk	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmelsobjekt oder Eingangsbedingung
SF0178	ockhy	ASTRO_ONLY	0	3	CKH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	durch Sektor, Ring oder Pruefweg fuehren
SF0179	ocphy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	ocphy	ASTRO:NO_COMMON_CORE	Grundauswahl
SF0180	octheol	PROSE_ONLY	1	0	CTH+OL	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereitgestellten Gang fortsetzen
SF0181	octhey	ASTRO_ONLY	0	1	CTH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	ausgewählte Grundbedingung
SF0182	octhole	ASTRO_ONLY	0	1	CTH+OL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Bereitwert + Fortsetzen
SF0183	octhys	ASTRO_ONLY	0	1	CTH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	sekundäre Grundbedingung
SF0184	odaeiin	ASTRO_ONLY	0	1	OD+IIN	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Arbeits- oder Bedingungsstufe markieren
SF0185	odaiiin	ASTRO_ONLY	0	1	OD+IIN	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Stufe markieren
SF0186	odain	ASTRO_ONLY	0	1	OD+AIN	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Portion markieren
SF0187	odair	ASTRO_ONLY	0	1	OD+AIR	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Lauf oder Bahn markieren
SF0188	odal	ASTRO_ONLY	0	1	OD+AL	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Ziel markieren
SF0189	odas	ASTRO_ONLY	0	1	OD	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Nebenwert markieren
