component_recipe	literal_reading_de	generic_workshop_phrase_de	source_neighbor_count	source_recipes	generic_phrase_collision_count	generic_phrase_collision_recipes	appendix_rule	surface_rule
K+AR+AR	GEBEN · AUSGANG · AUSGANG	Gib vom Ausgang und vom Ausgang.	2	OK+AR+AR | P+AR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+AIN	GEBEN · NEHMEN · ANTEIL	Gib den Anteil; nimm den Anteil.	2	K+CH+AIIN | K+CH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+O+AL	GEBEN · NEHMEN · AUSFÜHRUNG · ZIELORT	Gib; nimm am Zielort als Ausführung.	2	K+CH+O+AR | OK+CH+O+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CHD+DY	GEBEN · BEARBEITEN · SCHLUSS	Gib; bearbeite; schließe den Schritt.	2	OK+CHD+DY | P+CHD+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+E+AIIN	GEBEN · GRAD I · WERT	Gib den Wert auf Grad I.	2	K+E+OR | K+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+E+AIN	GEBEN · GRAD I · ANTEIL	Gib den Anteil auf Grad I.	2	K+E+OR | K+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+EE+O+D_ADDR+Y	GEBEN · GRAD II · AUSFÜHRUNG · HIER · POSTEN	Gib den Posten auf Grad II als Ausführung hier.	2	K+EE+O+D_ADDR+AIIN | OK+EE+O+D_ADDR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+EE+OR	GEBEN · GRAD II · EINHEIT	Gib die Einheit auf Grad II.	2	K+EE+Y | OK+EE+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+O+E+OR	GEBEN · AUSFÜHRUNG · GRAD I · EINHEIT	Gib die Einheit auf Grad I als Ausführung.	2	K+O+E+Y | OK+O+E+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+OL+SH+Y	GEBEN · FORTSETZEN · HALTEN · POSTEN	Weiter: Gib den Posten; halte den Posten.	2	K+OL+CHD+Y | P+OL+SH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+AIR	VERBINDUNG · BAHN	Über die Verbindung und entlang der Bahn.	2	L+AL | L+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CH+EE+Y	VERBINDUNG · NEHMEN · GRAD II · POSTEN	Nimm den Posten über die Verbindung auf Grad II.	2	AR+CH+EE+Y | L+CH+EE+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+AIR	VERBINDUNG · BEARBEITEN · BAHN	Bearbeite über die Verbindung und entlang der Bahn.	2	L+CHD+AL | L+CHD+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+L	VERBINDUNG · VERBINDUNG	Über die Verbindung und über die Verbindung.	2	L+AL | L+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+OK+CHD+Y	VERBINDUNG · SETZEN · BEARBEITEN · POSTEN	Setze den Posten; bearbeite den Posten über die Verbindung.	2	L+K+CHD+Y | L+P+CHD+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+S	VERBINDUNG · WÄHLEN	Wähle über die Verbindung.	2	AL+S | L+CH	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+S+Y	VERBINDUNG · WÄHLEN · POSTEN	Wähle den Posten über die Verbindung.	2	AL+S+Y | L+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+SH+AL	VERBINDUNG · HALTEN · ZIELORT	Halte über die Verbindung und am Zielort.	2	L+CHD+AL | L+SH+L	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+SH+AR	VERBINDUNG · HALTEN · AUSGANG	Halte über die Verbindung und vom Ausgang.	2	L+CHD+AR | L+SH+L	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+SH+Y	VERBINDUNG · HALTEN · POSTEN	Halte den Posten über die Verbindung.	2	AL+SH+Y | L+CHD+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+T+OR	VERBINDUNG · EINSTELLEN · EINHEIT	Stelle die Einheit über die Verbindung ein.	2	L+T+AIIN | L+T+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+T+Y	VERBINDUNG · EINSTELLEN · POSTEN	Stelle den Posten über die Verbindung ein.	2	L+T+AIIN | L+T+AIN	1	L+T+Y|Y+T+L	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+CH+T+AIIN	AUSFÜHRUNG · NEHMEN · EINSTELLEN · WERT	Nimm den Wert; stelle den Wert ein als Ausführung.	2	O+CH+T+OR | O+CH+T+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+CH+T+AIN	AUSFÜHRUNG · NEHMEN · EINSTELLEN · ANTEIL	Nimm den Anteil; stelle den Anteil ein als Ausführung.	2	O+CH+T+OR | O+CH+T+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+CHD+OR	AUSFÜHRUNG · BEARBEITEN · EINHEIT	Bearbeite die Einheit als Ausführung.	2	O+CHD+Y | O+SH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+D_ADDR+AIR	AUSFÜHRUNG · HIER · BAHN	Entlang der Bahn hier.	2	O+D_ADDR+AR | O+D_ADDR+L	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+D_ADDR+AL	AUSFÜHRUNG · HIER · ZIELORT	Am Zielort hier.	2	O+D_ADDR+AR | O+D_ADDR+L	1	D_ADDR+AL|O+D_ADDR+AL	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+E+K+AIIN	AUSFÜHRUNG · GRAD I · GEBEN · WERT	Gib den Wert auf Grad I als Ausführung.	2	O+E+K+AIN | O+E+P+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+E+P+AIN	AUSFÜHRUNG · GRAD I · EINSETZEN · ANTEIL	Setze den Anteil ein auf Grad I als Ausführung.	2	O+E+K+AIN | O+E+P+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+EE+AIIN	AUSFÜHRUNG · GRAD II · WERT	Führe den Wert aus auf Grad II.	2	O+EE+OR | O+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+EE+AIN	AUSFÜHRUNG · GRAD II · ANTEIL	Führe den Anteil aus auf Grad II.	2	O+EE+OR | O+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+LOCAL_CHAR_F+AIR	AUSFÜHRUNG · HIER · BAHN	Entlang der Bahn mit der lokalen Variante.	2	O+LOCAL_CHAR_F+AL | O+LOCAL_CHAR_F+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+LOCAL_CHAR_F+L	AUSFÜHRUNG · HIER · VERBINDUNG	Über die Verbindung mit der lokalen Variante.	2	O+LOCAL_CHAR_F+AL | O+LOCAL_CHAR_F+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OK+Y	AUSFÜHRUNG · SETZEN · POSTEN	Setze den Posten als Ausführung.	2	O+OK+AIN | O+P+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+P+AIN	AUSFÜHRUNG · EINSETZEN · ANTEIL	Setze den Anteil ein als Ausführung.	2	O+OK+AIN | O+P+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+SH+Y	AUSFÜHRUNG · HALTEN · POSTEN	Halte den Posten als Ausführung.	2	O+CHD+Y | O+SH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+AIR+AR	SETZEN · BAHN · AUSGANG	Setze entlang der Bahn und vom Ausgang.	2	OK+AL+AR | OK+AR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+AIR+DY	SETZEN · BAHN · SCHLUSS	Setze entlang der Bahn; schließe den Schritt.	2	OK+AL+DY | OK+AR+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+AL+AIR	SETZEN · ZIELORT · BAHN	Setze am Zielort und entlang der Bahn.	2	OK+AL+AL | OK+AL+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+AL+L	SETZEN · ZIELORT · VERBINDUNG	Setze am Zielort und über die Verbindung.	2	OK+AL+AL | OK+AL+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+AR+AL	SETZEN · AUSGANG · ZIELORT	Setze vom Ausgang und am Zielort.	2	OK+AL+AL | OK+AR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIN	SETZEN · NEHMEN · ANTEIL	Setze den Anteil; nimm den Anteil.	2	OK+CH+OR | OK+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+O+AR	SETZEN · NEHMEN · AUSFÜHRUNG · AUSGANG	Setze; nimm vom Ausgang als Ausführung.	2	K+CH+O+AR | OK+CH+O+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CHD+AL	SETZEN · BEARBEITEN · ZIELORT	Setze; bearbeite am Zielort.	2	OK+SH+AL | P+CHD+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+E+AIIN	SETZEN · GRAD I · WERT	Setze den Wert auf Grad I.	2	OK+E+OR | OK+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+E+AIN	SETZEN · GRAD I · ANTEIL	Setze den Anteil auf Grad I.	2	OK+E+OR | OK+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+E+AIR	SETZEN · GRAD I · BAHN	Setze entlang der Bahn auf Grad I.	2	OK+E+AL | OK+E+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+E+L	SETZEN · GRAD I · VERBINDUNG	Setze über die Verbindung auf Grad I.	2	OK+E+AL | OK+E+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+EE+AIIN	SETZEN · GRAD II · WERT	Setze den Wert auf Grad II.	2	OK+EE+OR | OK+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+EE+AIN	SETZEN · GRAD II · ANTEIL	Setze den Anteil auf Grad II.	2	OK+EE+OR | OK+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+EE+O+D_ADDR+AIIN	SETZEN · GRAD II · AUSFÜHRUNG · HIER · WERT	Setze den Wert auf Grad II als Ausführung hier.	2	K+EE+O+D_ADDR+AIIN | OK+EE+O+D_ADDR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L+AR	SETZEN · VERBINDUNG · AUSGANG	Setze über die Verbindung und vom Ausgang.	2	OK+AL+AR | OK+AR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L+DY	SETZEN · VERBINDUNG · SCHLUSS	Setze über die Verbindung; schließe den Schritt.	2	OK+AL+DY | OK+AR+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+O+AIN	SETZEN · AUSFÜHRUNG · ANTEIL	Setze den Anteil als Ausführung.	2	OK+O+AIIN | OK+O+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+O+E+Y	SETZEN · AUSFÜHRUNG · GRAD I · POSTEN	Setze den Posten auf Grad I als Ausführung.	2	K+O+E+Y | OK+O+E+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+O+OR	SETZEN · AUSFÜHRUNG · EINHEIT	Setze die Einheit als Ausführung.	2	OK+O+AIIN | OK+O+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+S+OR	SETZEN · WÄHLEN · EINHEIT	Setze die Einheit; wähle die Einheit.	2	OK+CH+OR | OK+S+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+SH+AR	SETZEN · HALTEN · AUSGANG	Setze; halte vom Ausgang.	2	OK+SH+AL | P+SH+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+AIR	FORTSETZEN · BAHN	Weiter: Entlang der Bahn.	2	OL+AL | OL+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+AL+AIN	FORTSETZEN · ZIELORT · ANTEIL	Weiter: Am Zielort: Anteil.	2	OL+AL+Y | OT+AL+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+AR+Y	FORTSETZEN · AUSGANG · POSTEN	Weiter: Vom Ausgang: Posten.	2	OL+AL+Y | OT+AR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+CH+AIN	FORTSETZEN · NEHMEN · ANTEIL	Weiter: Nimm den Anteil.	2	OL+CH+Y | OL+S+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+CH+OR	FORTSETZEN · NEHMEN · EINHEIT	Weiter: Nimm die Einheit.	2	OL+CH+Y | OT+CH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+E+AIIN	FORTSETZEN · GRAD I · WERT	Weiter: Wert auf Grad I.	2	OL+E+OR | OT+E+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+E+Y	FORTSETZEN · GRAD I · POSTEN	Weiter: Posten auf Grad I.	2	OL+E+OR | OT+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+AIR	FORTSETZEN · GEBEN · BAHN	Weiter: Gib entlang der Bahn.	2	OL+K+AL | OL+K+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+L	FORTSETZEN · GEBEN · VERBINDUNG	Weiter: Gib über die Verbindung.	2	OL+K+AL | OL+K+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+L	FORTSETZEN · VERBINDUNG	Weiter: Über die Verbindung.	2	OL+AL | OL+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+OK+AIIN	FORTSETZEN · SETZEN · WERT	Weiter: Setze den Wert.	2	OL+K+AIIN | OL+OK+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+OK+AIN	FORTSETZEN · SETZEN · ANTEIL	Weiter: Setze den Anteil.	2	OL+K+AIN | OL+OK+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+P+Y	FORTSETZEN · EINSETZEN · POSTEN	Weiter: Setze den Posten ein.	2	OL+K+Y | OL+OK+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+S+Y	FORTSETZEN · WÄHLEN · POSTEN	Weiter: Wähle den Posten.	2	OL+CH+Y | OL+S+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OR+AR	EINHEIT · AUSGANG	Einheit vom Ausgang.	2	OR+AL | Y+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OR+L	EINHEIT · VERBINDUNG	Einheit über die Verbindung.	2	OR+AL | Y+L	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+AIR	DANACH · BAHN	Danach: Entlang der Bahn.	2	OT+AL | OT+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+AIR+DY	DANACH · BAHN · SCHLUSS	Danach: Entlang der Bahn; schließe den Schritt.	2	OT+AL+DY | OT+AR+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+AIR+Y	DANACH · BAHN · POSTEN	Danach: Entlang der Bahn: Posten.	2	OT+AL+Y | OT+AR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+AL+AIIN	DANACH · ZIELORT · WERT	Danach: Am Zielort: Wert.	2	OT+AL+AIN | OT+AL+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+AL+OR	DANACH · ZIELORT · EINHEIT	Danach: Am Zielort: Einheit.	2	OT+AL+AIN | OT+AL+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
