component_recipe	intake_tier	register	literal_reading_de	owner_local_atom_expansion_de	owner_local_workshop_phrase_de	surface_rule
CH+T+AIN	T2_FUTURE_STRONG	BIOLOGICAL	NEHMEN · EINSTELLEN · ANTEIL	POSTEN ENTNEHMEN · STATIONSWERT EINSTELLEN · STATIONSANTEIL	Entnimm den Stationsanteil; stelle den Stationsanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CH+T+AIN	T2_FUTURE_STRONG	CELESTIAL	NEHMEN · EINSTELLEN · ANTEIL	POSITION AUFNEHMEN · WERT EINSTELLEN · SEKTORANTEIL	Nimm den Sektoranteil auf; stelle den Sektoranteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CH+T+AIN	T2_FUTURE_STRONG	HERBAL	NEHMEN · EINSTELLEN · ANTEIL	PFLANZENTEIL NEHMEN · ARBEITSSTUFE EINSTELLEN · MATERIALANTEIL	Nimm den Materialanteil; stelle den Materialanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CH+T+AIN	T2_FUTURE_STRONG	PHARMA	NEHMEN · EINSTELLEN · ANTEIL	DROGENPOSTEN NEHMEN · ANSATZWERT EINSTELLEN · DROGENANTEIL	Nimm den Drogenanteil; stelle den Drogenanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CH+T+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	NEHMEN · EINSTELLEN · ANTEIL	ENTNEHMEN · FESTLEGEN · TEILWERT	Entnimm den Teilwert; lege den Teilwert fest.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	BEARBEITEN · VERBINDUNG	POSTEN BEARBEITEN · SICHTBARE VERBINDUNG	Bearbeite über die sichtbare Verbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CHD+L	T2_FUTURE_STRONG	CELESTIAL	BEARBEITEN · VERBINDUNG	EINTRAG BEARBEITEN · RINGVERBINDUNG	Bearbeite über die Ringverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CHD+L	T2_FUTURE_STRONG	HERBAL	BEARBEITEN · VERBINDUNG	MATERIAL BEARBEITEN · VERBINDUNG IM PFLANZENARTIKEL	Bearbeite über die Verbindung im Pflanzenartikel.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CHD+L	T2_FUTURE_STRONG	PHARMA	BEARBEITEN · VERBINDUNG	ANSATZ BEARBEITEN · GEFÄSSVERBINDUNG	Bearbeite über die Gefäßverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	BEARBEITEN · VERBINDUNG	EINTRAG BEARBEITEN · EINTRAGSVERBINDUNG	Bearbeite über die Eintragsverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
D_ADDR+CH+AIN	T2_FUTURE_STRONG	BIOLOGICAL	HIER · NEHMEN · ANTEIL	HIER · POSTEN ENTNEHMEN · STATIONSANTEIL	Entnimm den Stationsanteil hier.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
D_ADDR+CH+AIN	T2_FUTURE_STRONG	CELESTIAL	HIER · NEHMEN · ANTEIL	HIER · POSITION AUFNEHMEN · SEKTORANTEIL	Nimm den Sektoranteil auf hier.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
D_ADDR+CH+AIN	T2_FUTURE_STRONG	HERBAL	HIER · NEHMEN · ANTEIL	HIER · PFLANZENTEIL NEHMEN · MATERIALANTEIL	Nimm den Materialanteil hier.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
D_ADDR+CH+AIN	T2_FUTURE_STRONG	PHARMA	HIER · NEHMEN · ANTEIL	HIER · DROGENPOSTEN NEHMEN · DROGENANTEIL	Nimm den Drogenanteil hier.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
D_ADDR+CH+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	HIER · NEHMEN · ANTEIL	HIER · ENTNEHMEN · TEILWERT	Entnimm den Teilwert hier.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+Y	T2_FUTURE_STRONG	BIOLOGICAL	GEBEN · NEHMEN · POSTEN	POSTEN ZUFÜHREN · POSTEN ENTNEHMEN · STATIONSPOSTEN	Führe den Stationsposten zu; entnimm den Stationsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+Y	T2_FUTURE_STRONG	CELESTIAL	GEBEN · NEHMEN · POSTEN	WERT ZUORDNEN · POSITION AUFNEHMEN · POSITIONSPOSTEN	Ordne den Positionsposten zu; nimm den Positionsposten auf.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+Y	T2_FUTURE_STRONG	HERBAL	GEBEN · NEHMEN · POSTEN	MATERIAL ZUGEBEN · PFLANZENTEIL NEHMEN · PFLANZENPOSTEN	Gib den Pflanzenposten zu; nimm den Pflanzenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+Y	T2_FUTURE_STRONG	PHARMA	GEBEN · NEHMEN · POSTEN	ZUTAT ZUGEBEN · DROGENPOSTEN NEHMEN · DROGENPOSTEN	Gib den Drogenposten zu; nimm den Drogenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+CH+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	GEBEN · NEHMEN · POSTEN	ZUORDNEN · ENTNEHMEN · LAUFENDER EINTRAG	Ordne den laufenden Eintrag zu; entnimm den laufenden Eintrag.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+L	T2_FUTURE_STRONG	BIOLOGICAL	GEBEN · VERBINDUNG	POSTEN ZUFÜHREN · SICHTBARE VERBINDUNG	Führe über die sichtbare Verbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+L	T2_FUTURE_STRONG	CELESTIAL	GEBEN · VERBINDUNG	WERT ZUORDNEN · RINGVERBINDUNG	Ordne über die Ringverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+L	T2_FUTURE_STRONG	HERBAL	GEBEN · VERBINDUNG	MATERIAL ZUGEBEN · VERBINDUNG IM PFLANZENARTIKEL	Gib über die Verbindung im Pflanzenartikel zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+L	T2_FUTURE_STRONG	PHARMA	GEBEN · VERBINDUNG	ZUTAT ZUGEBEN · GEFÄSSVERBINDUNG	Gib über die Gefäßverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
K+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	GEBEN · VERBINDUNG	ZUORDNEN · EINTRAGSVERBINDUNG	Ordne über die Eintragsverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+L	T2_FUTURE_STRONG	BIOLOGICAL	VERBINDUNG · BEARBEITEN · VERBINDUNG	SICHTBARE VERBINDUNG · POSTEN BEARBEITEN · SICHTBARE VERBINDUNG	Bearbeite über die sichtbare Verbindung und über die sichtbare Verbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+L	T2_FUTURE_STRONG	CELESTIAL	VERBINDUNG · BEARBEITEN · VERBINDUNG	RINGVERBINDUNG · EINTRAG BEARBEITEN · RINGVERBINDUNG	Bearbeite über die Ringverbindung und über die Ringverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+L	T2_FUTURE_STRONG	HERBAL	VERBINDUNG · BEARBEITEN · VERBINDUNG	VERBINDUNG IM PFLANZENARTIKEL · MATERIAL BEARBEITEN · VERBINDUNG IM PFLANZENARTIKEL	Bearbeite über die Verbindung im Pflanzenartikel und über die Verbindung im Pflanzenartikel.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+L	T2_FUTURE_STRONG	PHARMA	VERBINDUNG · BEARBEITEN · VERBINDUNG	GEFÄSSVERBINDUNG · ANSATZ BEARBEITEN · GEFÄSSVERBINDUNG	Bearbeite über die Gefäßverbindung und über die Gefäßverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+CHD+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	VERBINDUNG · BEARBEITEN · VERBINDUNG	EINTRAGSVERBINDUNG · EINTRAG BEARBEITEN · EINTRAGSVERBINDUNG	Bearbeite über die Eintragsverbindung und über die Eintragsverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+K+OR	T2_FUTURE_STRONG	BIOLOGICAL	VERBINDUNG · GEBEN · EINHEIT	SICHTBARE VERBINDUNG · POSTEN ZUFÜHREN · STATIONSEINHEIT	Führe die Stationseinheit über die sichtbare Verbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+K+OR	T2_FUTURE_STRONG	CELESTIAL	VERBINDUNG · GEBEN · EINHEIT	RINGVERBINDUNG · WERT ZUORDNEN · POSITIONSEINHEIT	Ordne die Positionseinheit über die Ringverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+K+OR	T2_FUTURE_STRONG	HERBAL	VERBINDUNG · GEBEN · EINHEIT	VERBINDUNG IM PFLANZENARTIKEL · MATERIAL ZUGEBEN · ARBEITSEINHEIT	Gib die Arbeitseinheit über die Verbindung im Pflanzenartikel zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+K+OR	T2_FUTURE_STRONG	PHARMA	VERBINDUNG · GEBEN · EINHEIT	GEFÄSSVERBINDUNG · ZUTAT ZUGEBEN · ANSATZEINHEIT	Gib die Ansatzeinheit über die Gefäßverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
L+K+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	VERBINDUNG · GEBEN · EINHEIT	EINTRAGSVERBINDUNG · ZUORDNEN · EINTRAGSEINHEIT	Ordne die Eintragseinheit über die Eintragsverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OR	T2_FUTURE_STRONG	BIOLOGICAL	AUSFÜHRUNG · EINHEIT	AUSFÜHRUNG · STATIONSEINHEIT	Führe die Stationseinheit aus.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OR	T2_FUTURE_STRONG	CELESTIAL	AUSFÜHRUNG · EINHEIT	AUSFÜHRUNG · POSITIONSEINHEIT	Führe die Positionseinheit aus.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OR	T2_FUTURE_STRONG	HERBAL	AUSFÜHRUNG · EINHEIT	AUSFÜHRUNG · ARBEITSEINHEIT	Führe die Arbeitseinheit aus.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OR	T2_FUTURE_STRONG	PHARMA	AUSFÜHRUNG · EINHEIT	AUSFÜHRUNG · ANSATZEINHEIT	Führe die Ansatzeinheit aus.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
O+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	AUSFÜHRUNG · EINHEIT	AUSFÜHRUNG · EINTRAGSEINHEIT	Führe die Eintragseinheit aus.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	SETZEN · NEHMEN · WERT	STATIONSGANG ANSETZEN · POSTEN ENTNEHMEN · STATIONSWERT	Setze den Stationswert im Stationsgang an; entnimm den Stationswert.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIIN	T2_FUTURE_STRONG	CELESTIAL	SETZEN · NEHMEN · WERT	POSITION SETZEN · POSITION AUFNEHMEN · POSITIONSWERT	Setze den Positionswert; nimm den Positionswert auf.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIIN	T2_FUTURE_STRONG	HERBAL	SETZEN · NEHMEN · WERT	ARBEITSGANG ANSETZEN · PFLANZENTEIL NEHMEN · ARBEITSWERT	Setze den Arbeitswert im Arbeitsgang an; nimm den Arbeitswert.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIIN	T2_FUTURE_STRONG	PHARMA	SETZEN · NEHMEN · WERT	ANSATZ ANSETZEN · DROGENPOSTEN NEHMEN · MENGENWERT	Setze den Mengenwert als Ansatz an; nimm den Mengenwert.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+CH+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	SETZEN · NEHMEN · WERT	EINTRAGEN · ENTNEHMEN · KENNWERT	Trage den Kennwert ein; entnimm den Kennwert.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L	T2_FUTURE_STRONG	BIOLOGICAL	SETZEN · VERBINDUNG	STATIONSGANG ANSETZEN · SICHTBARE VERBINDUNG	Setze über die sichtbare Verbindung im Stationsgang an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L	T2_FUTURE_STRONG	CELESTIAL	SETZEN · VERBINDUNG	POSITION SETZEN · RINGVERBINDUNG	Setze über die Ringverbindung.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L	T2_FUTURE_STRONG	HERBAL	SETZEN · VERBINDUNG	ARBEITSGANG ANSETZEN · VERBINDUNG IM PFLANZENARTIKEL	Setze über die Verbindung im Pflanzenartikel im Arbeitsgang an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L	T2_FUTURE_STRONG	PHARMA	SETZEN · VERBINDUNG	ANSATZ ANSETZEN · GEFÄSSVERBINDUNG	Setze über die Gefäßverbindung als Ansatz an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OK+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	SETZEN · VERBINDUNG	EINTRAGEN · EINTRAGSVERBINDUNG	Trage über die Eintragsverbindung ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+OR	T2_FUTURE_STRONG	BIOLOGICAL	FORTSETZEN · GEBEN · EINHEIT	STATION WEITERFÜHREN · POSTEN ZUFÜHREN · STATIONSEINHEIT	Weiter: Führe die Stationseinheit zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+OR	T2_FUTURE_STRONG	CELESTIAL	FORTSETZEN · GEBEN · EINHEIT	RINGFOLGE FORTSETZEN · WERT ZUORDNEN · POSITIONSEINHEIT	Weiter: Ordne die Positionseinheit zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+OR	T2_FUTURE_STRONG	HERBAL	FORTSETZEN · GEBEN · EINHEIT	PFLANZENBEHANDLUNG FORTSETZEN · MATERIAL ZUGEBEN · ARBEITSEINHEIT	Weiter: Gib die Arbeitseinheit zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+OR	T2_FUTURE_STRONG	PHARMA	FORTSETZEN · GEBEN · EINHEIT	ANSATZ FORTSETZEN · ZUTAT ZUGEBEN · ANSATZEINHEIT	Weiter: Gib die Ansatzeinheit zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OL+K+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	FORTSETZEN · GEBEN · EINHEIT	WEITERFÜHREN · ZUORDNEN · EINTRAGSEINHEIT	Weiter: Ordne die Eintragseinheit zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+E+AIN	T2_FUTURE_STRONG	BIOLOGICAL	DANACH · GRAD I · ANTEIL	NÄCHSTE STATION · GRAD I · STATIONSANTEIL	Danach: Stationsanteil auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+E+AIN	T2_FUTURE_STRONG	CELESTIAL	DANACH · GRAD I · ANTEIL	NÄCHSTE POSITION · GRAD I · SEKTORANTEIL	Danach: Sektoranteil auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+E+AIN	T2_FUTURE_STRONG	HERBAL	DANACH · GRAD I · ANTEIL	NÄCHSTER BEHANDLUNGSGANG · GRAD I · MATERIALANTEIL	Danach: Materialanteil auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+E+AIN	T2_FUTURE_STRONG	PHARMA	DANACH · GRAD I · ANTEIL	NÄCHSTER ANSATZ · GRAD I · DROGENANTEIL	Danach: Drogenanteil auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+E+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	DANACH · GRAD I · ANTEIL	NÄCHSTER EINTRAG · GRAD I · TEILWERT	Danach: Teilwert auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · WERT	POSTEN EINSETZEN · STATIONSWERT	Setze den Stationswert ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIIN	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · WERT	EINTRAG EINSETZEN · POSITIONSWERT	Setze den Positionswert ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIIN	T2_FUTURE_STRONG	HERBAL	EINSETZEN · WERT	MATERIAL EINSETZEN · ARBEITSWERT	Setze den Arbeitswert ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIIN	T2_FUTURE_STRONG	PHARMA	EINSETZEN · WERT	ZUTAT EINSETZEN · MENGENWERT	Setze den Mengenwert ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · WERT	IN EINTRAG EINSETZEN · KENNWERT	Setze den Kennwert in den Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIN	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · ANTEIL	POSTEN EINSETZEN · STATIONSANTEIL	Setze den Stationsanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIN	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · ANTEIL	EINTRAG EINSETZEN · SEKTORANTEIL	Setze den Sektoranteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIN	T2_FUTURE_STRONG	HERBAL	EINSETZEN · ANTEIL	MATERIAL EINSETZEN · MATERIALANTEIL	Setze den Materialanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIN	T2_FUTURE_STRONG	PHARMA	EINSETZEN · ANTEIL	ZUTAT EINSETZEN · DROGENANTEIL	Setze den Drogenanteil ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · ANTEIL	IN EINTRAG EINSETZEN · TEILWERT	Setze den Teilwert in den Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIR	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · BAHN	POSTEN EINSETZEN · STATIONSBAHN	Setze entlang der Stationsbahn ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIR	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · BAHN	EINTRAG EINSETZEN · RINGBAHN	Setze entlang der Ringbahn ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIR	T2_FUTURE_STRONG	HERBAL	EINSETZEN · BAHN	MATERIAL EINSETZEN · VERARBEITUNGSBAHN	Setze entlang der Verarbeitungsbahn ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIR	T2_FUTURE_STRONG	PHARMA	EINSETZEN · BAHN	ZUTAT EINSETZEN · TRANSFERBAHN	Setze entlang der Transferbahn ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · BAHN	IN EINTRAG EINSETZEN · LESEBAHN	Setze entlang der Lesebahn in den Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · ZIELORT	POSTEN EINSETZEN · ZIELSTATION	Setze an der Zielstation ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · ZIELORT	EINTRAG EINSETZEN · ZIELPOSITION	Setze an der Zielposition ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL	T2_FUTURE_STRONG	HERBAL	EINSETZEN · ZIELORT	MATERIAL EINSETZEN · ZIELSTELLE	Setze an der Zielstelle ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL	T2_FUTURE_STRONG	PHARMA	EINSETZEN · ZIELORT	ZUTAT EINSETZEN · ZIELGEFÄSS	Setze am Zielgefäß ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · ZIELORT	IN EINTRAG EINSETZEN · ZIELSPALTE	Setze an der Zielspalte in den Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OR	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · EINHEIT	POSTEN EINSETZEN · STATIONSEINHEIT	Setze die Stationseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OR	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · EINHEIT	EINTRAG EINSETZEN · POSITIONSEINHEIT	Setze die Positionseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OR	T2_FUTURE_STRONG	HERBAL	EINSETZEN · EINHEIT	MATERIAL EINSETZEN · ARBEITSEINHEIT	Setze die Arbeitseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OR	T2_FUTURE_STRONG	PHARMA	EINSETZEN · EINHEIT	ZUTAT EINSETZEN · ANSATZEINHEIT	Setze die Ansatzeinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · EINHEIT	IN EINTRAG EINSETZEN · EINTRAGSEINHEIT	Setze die Eintragseinheit in den Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+AL	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · HALTEN · ZIELORT	POSTEN EINSETZEN · POSTEN HALTEN · ZIELSTATION	Setze ein; halte an der Zielstation.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+AL	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · HALTEN · ZIELORT	EINTRAG EINSETZEN · POSITION HALTEN · ZIELPOSITION	Setze ein; halte an der Zielposition.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+AL	T2_FUTURE_STRONG	HERBAL	EINSETZEN · HALTEN · ZIELORT	MATERIAL EINSETZEN · MATERIAL HALTEN · ZIELSTELLE	Setze ein; halte an der Zielstelle.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+AL	T2_FUTURE_STRONG	PHARMA	EINSETZEN · HALTEN · ZIELORT	ZUTAT EINSETZEN · ANSATZ HALTEN · ZIELGEFÄSS	Setze ein; halte am Zielgefäß.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
