event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision
E096	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	kchoar	PROC063	K+HO+AR	CMD047	ZUDOSIEREN · GABE · QUELLE	NO	abgebildete mehrköpfige stachelige Pflanze	die Gabe von dort zugeben	ZUFUEHREN · GABE · QUELLE	K	YES
E097	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sotodan	PROC064	OT+O+AIN	CMD119	DANACH · ARBEITSGANG · PORTION	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	DANACH · GANG · PORTION	O	YES
E098	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	otchey	PROC065	OT+Y	CMD121	DANACH · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	DANACH · DIES	NONE	NO
E099	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	keol	PROC066	K+E+OL	CMD045	ZUDOSIEREN · KURZ · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	ZUFUEHREN · KURZ · FORTSETZEN	K	YES
E100	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	MASS	NONE	NO
E101	f81v	B1	B1-S001	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E102	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO
E103	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kair	PROC068	K+AIR	CMD042	ZUDOSIEREN · LAUF	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Lauf einspeisen	ZUFUEHREN · LAUF	K	YES
E104	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO
E105	f81v	B1	B1-S002	B_BAD_ANWENDUNG	sar	PROC003	AR	CMD008	QUELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	QUELLE	NONE	NO
E106	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	FORTSETZEN	NONE	NO
E107	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kain	PROC069	K+AIN	CMD041	ZUDOSIEREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	ZUFUEHREN · PORTION	K	YES
E108	f81v	B1	B1-S002	B_BAD_ANWENDUNG	olkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUDOSIEREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter dosiert zugeben	FORTSETZEN · ZUFUEHREN · PORTION	K	YES
E109	f81v	B1	B1-S002	B_BAD_ANWENDUNG	al	PROC055	AL	CMD004	ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	ZIEL	NONE	NO
E110	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	FORTSETZEN	NONE	NO
E111	f81v	B1	B1-S002	B_BAD_ANWENDUNG	rol	PROC071	R+OL	CMD128	KUEHLEN · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	KUEHLEN · FORTSETZEN	NONE	NO
E112	f81v	B1	B1-S002	B_BAD_ANWENDUNG	dl	PROC072	L	CMD051	WEITERLEITEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	FUEHREN	L	YES
E113	f81v	B1	B1-S002	B_BAD_ANWENDUNG	olor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	NO	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	FORTSETZEN · ANSATZ	NONE	NO
E114	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	FORTSETZEN	NONE	NO
E115	f81v	B1	B1-S002	B_BAD_ANWENDUNG	sheckhal	PROC073	SH+E+CKH+AL	CMD133	HALTEN · KURZ · DURCHLASS · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	HALTEN · KURZ · DURCHLASS · ZIEL	NONE	NO
E116	f81v	B1	B1-S002	B_BAD_ANWENDUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	MASS	NONE	NO
E117	f81v	B1	B1-S002	B_BAD_ANWENDUNG	qokeedal	PROC074	OK+EE+AL	CMD087	ANSETZEN · LANG · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	ANSETZEN · LANG · ZIEL	NONE	NO
E118	f81v	B1	B1-S002	B_BAD_ANWENDUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	MASS	NONE	NO
E119	f81v	B1	B1-S002	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	DURCHLASS · DIES	NONE	NO
E120	f81v	B1	B1-S002	B_BAD_ANWENDUNG	schedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO
E121	f81v	B1	B1-S003	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	FORTSETZEN	NONE	NO
E122	f81v	B1	B1-S003	B_BAD_ANWENDUNG	sshkchdy	PROC077	SH+K+CHD+DY	CMD142	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	HALTEN · ZUFUEHREN · UMSETZEN; SCHLUSS	K	YES
E123	f81v	B1	B1-S004	B_BAD_ANWENDUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO
E124	f81v	B1	B1-S004	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO
E125	f81v	B1	B1-S004	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO
E126	f81v	B1	B1-S005	B_BAD_ANWENDUNG	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter überführen und den Schritt schließen	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E127	f81v	B1	B1-S006	B_BAD_ANWENDUNG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO
E128	f81v	B1	B1-S006	B_BAD_ANWENDUNG	shckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	DURCHLASS · DIES	NONE	NO
E129	f81v	B1	B1-S006	B_BAD_ANWENDUNG	dl	PROC072	L	CMD051	WEITERLEITEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	FUEHREN	L	YES
E130	f81v	B1	B1-S006	B_BAD_ANWENDUNG	ral	PROC081	R+AL	CMD126	KUEHLEN · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	KUEHLEN · ZIEL	NONE	NO
E131	f81v	B1	B1-S007	B_BAD_ANWENDUNG	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E132	f81v	B1	B1-S008	B_BAD_ANWENDUNG	chey	PROC019	Y	CMD158	DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	DIES	NONE	NO
E133	f81v	B1	B1-S008	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	FORTSETZEN	NONE	NO
E134	f81v	B1	B1-S008	B_BAD_ANWENDUNG	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	WAERMEN · KURZ · DIES	NONE	NO
E135	f81v	B1	B1-S008	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO
E136	f81v	B1	B1-S008	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO
E137	f81v	B1	B1-S009	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E138	f81v	B1	B1-S010	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E139	f81v	B1	B1-S011	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	DURCHLASS · DIES	NONE	NO
E140	f81v	B1	B1-S011	B_BAD_ANWENDUNG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	ANSETZEN · DIES	NONE	NO
E141	f81v	B1	B1-S012	B_BAD_ANWENDUNG	lsho	PROC084	LSH+O	CMD070	WASCHEN · ARBEITSGANG	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang waschen	WASCHEN · GANG	O	YES
E142	f81v	B1	B1-S012	B_BAD_ANWENDUNG	qokey	PROC085	OK+E+Y	CMD086	ANSETZEN · KURZ · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz wirken lassen	ANSETZEN · KURZ · DIES	NONE	NO
E143	f81v	B1	B1-S012	B_BAD_ANWENDUNG	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	WASCHEN · KURZ; SCHLUSS	NONE	NO
E144	f81v	B1	B1-S013	B_BAD_ANWENDUNG	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	WASCHEN · KURZ; SCHLUSS	NONE	NO
E145	f81v	B1	B1-S014	B_BAD_ANWENDUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO
E146	f81v	B1	B1-S014	B_BAD_ANWENDUNG	qolky	PROC087	SOLK+Y	CMD152	AUFFANGEN · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten auffangen	AUFFANGEN · DIES	NONE	NO
E147	f81v	B1	B1-S014	B_BAD_ANWENDUNG	lchedal	PROC088	L+CHD+AL	CMD057	WEITERLEITEN · UMSETZEN · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen	FUEHREN · UMSETZEN · ZIEL	L	YES
E148	f81v	B1	B1-S014	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	FORTSETZEN	NONE	NO
E149	f81v	B1	B1-S014	B_BAD_ANWENDUNG	otar	PROC089	OT+AR	CMD111	DANACH · QUELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	DANACH · QUELLE	NONE	NO
E150	f81v	B1	B1-S015	B_BAD_ANWENDUNG	ytey	PROC090	T+E+Y	CMD154	EINTRAGEN · KURZ · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	EINTRAGEN · KURZ · DIES	NONE	NO
E151	f81v	B1	B1-S015	B_BAD_ANWENDUNG	okchedy	PROC091	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E152	f81v	B1	B1-S016	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO
E153	f81v	B1	B1-S016	B_BAD_ANWENDUNG	okeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO
E154	f81v	B1	B1-S016	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO
E155	f81v	B1	B1-S016	B_BAD_ANWENDUNG	cheedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO
E156	f81v	B1	B1-S017	B_BAD_ANWENDUNG	sal	PROC055	AL	CMD004	ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	ZIEL	NONE	NO
E157	f81v	B1	B1-S017	B_BAD_ANWENDUNG	teol	PROC093	E+OL	CMD033	KURZ · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	KURZ · FORTSETZEN	NONE	NO
E158	f81v	B1	B1-S017	B_BAD_ANWENDUNG	dchdy	PROC094	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO
E159	f81v	B1	B1-S018	B_BAD_ANWENDUNG	ly	PROC095	L+Y	CMD068	WEITERLEITEN · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	FUEHREN · DIES	L	YES
E160	f81v	B1	B1-S018	B_BAD_ANWENDUNG	dsheol	PROC096	SH+E+OL	CMD138	HALTEN · KURZ · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz halten	HALTEN · KURZ · FORTSETZEN	NONE	NO
E161	f81v	B1	B1-S018	B_BAD_ANWENDUNG	oiiin	PROC097	O+IIN	CMD075	ARBEITSGANG · STUFE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	GANG · STUFE	O	YES
E162	f81v	B1	B1-S018	B_BAD_ANWENDUNG	olkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	AUFFANGEN · LANG; SCHLUSS	NONE	NO
E163	f81v	B1	B1-S019	B_BAD_ANWENDUNG	tedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO
E164	f81v	B1	B1-S020	B_BAD_ANWENDUNG	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · DIES	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz warm halten	WAERMEN · KURZ · DIES	NONE	NO
E165	f81v	B1	B1-S020	B_BAD_ANWENDUNG	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASS · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	HALTEN · DURCHLASS · KURZ; SCHLUSS	NONE	NO
E166	f81v	B1	B1-S021	B_BAD_ANWENDUNG	chal	PROC055	AL	CMD004	ZIEL	NO	gemeinsame zweireihige Figuren-/Beckenstation	an der bezeichneten Stelle weiterarbeiten	ZIEL	NONE	NO
E167	f82r	B2	B2-S001	B_BAD_ANWENDUNG	dchedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten überführen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO
E168	f82r	B2	B2-S002	B_BAD_ANWENDUNG	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter überführen und den Schritt schließen	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E169	f82r	B2	B2-S003	B_BAD_ANWENDUNG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	oberes Beckenpaar mit Zylinder	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO
E170	f82r	B2	B2-S003	B_BAD_ANWENDUNG	dy	PROC019	Y	CMD158	DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	DIES	NONE	NO
E171	f82r	B2	B2-S003	B_BAD_ANWENDUNG	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	ANSETZEN · LANG; SCHLUSS	NONE	NO
E172	f82r	B2	B2-S004	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO
E173	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lcheckhy	PROC101	L+CKH+Y	CMD061	WEITERLEITEN · DURCHLASS · DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass durchleiten	FUEHREN · DURCHLASS · DIES	L	YES
E174	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lched	PROC102	L+CHD	CMD056	WEITERLEITEN · UMSETZEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten führen und umsetzen	FUEHREN · UMSETZEN	L	YES
E175	f82r	B2	B2-S004	B_BAD_ANWENDUNG	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO
E176	f82r	B2	B2-S004	B_BAD_ANWENDUNG	lcheckhedy	PROC103	L+CKH+E+DY	CMD060	WEITERLEITEN · DURCHLASS · KURZ; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz durchleiten und den Schritt schließen	FUEHREN · DURCHLASS · KURZ; SCHLUSS	L	YES
E177	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaly	PROC104	OK+AL+Y	CMD081	ANSETZEN · ZIEL · DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL · DIES	NONE	NO
E178	f82r	B2	B2-S005	B_BAD_ANWENDUNG	solkaiin	PROC105	SOLK+AIIN	CMD148	AUFFANGEN · MASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß bis zum Maß auffangen	AUFFANGEN · MASS	NONE	NO
E179	f82r	B2	B2-S005	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	DURCHLASS · DIES	NONE	NO
E180	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	ANSETZEN · MASS	NONE	NO
E181	f82r	B2	B2-S005	B_BAD_ANWENDUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	ANSETZEN · MASS	NONE	NO
E182	f82r	B2	B2-S005	B_BAD_ANWENDUNG	octheol	PROC106	O+CTH+E+OL	CMD072	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	GANG · BEREIT · KURZ · FORTSETZEN	O	YES
E183	f82r	B2	B2-S005	B_BAD_ANWENDUNG	chkeey	PROC107	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	WAERMEN · LANG · DIES	NONE	NO
E184	f82r	B2	B2-S005	B_BAD_ANWENDUNG	ldy	PROC108	L+DY	CMD062	WEITERLEITEN; SCHLUSS	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten abführen und den Schritt schließen	FUEHREN; SCHLUSS	L	YES
E185	f82r	B2	B2-S006	B_BAD_ANWENDUNG	oteey	PROC109	OT+EE+Y	CMD118	DANACH · LANG · DIES	NO	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	DANACH · LANG · DIES	NONE	NO
E186	f82r	B2	B2-S006	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	ANSETZEN · ZIEL	NONE	NO
E187	f82r	B2	B2-S006	B_BAD_ANWENDUNG	sheckhy	PROC110	SH+E+CKH+Y	CMD134	HALTEN · KURZ · DURCHLASS · DIES	NO	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz zurückhalten	HALTEN · KURZ · DURCHLASS · DIES	NONE	NO
E188	f82r	B2	B2-S006	B_BAD_ANWENDUNG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	oberes Beckenpaar mit Zylinder	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO
E189	f82r	B2	B2-S007	B_BAD_ANWENDUNG	dshedy	PROC111	SH+E+DY	CMD137	HALTEN · KURZ; SCHLUSS	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten kurz ruhen lassen und den Schritt schließen	HALTEN · KURZ; SCHLUSS	NONE	NO
E190	f82r	B2	B2-S008	B_BAD_ANWENDUNG	sotaiin	PROC112	OT+AIIN	CMD109	DANACH · MASS	NO	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	DANACH · MASS	NONE	NO
E191	f82r	B2	B2-S008	B_BAD_ANWENDUNG	qokar	PROC113	OK+AR	CMD082	ANSETZEN · QUELLE	NO	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	ANSETZEN · QUELLE	NONE	NO
E192	f82r	B2	B2-S008	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO
