bundle_id	bundle_ordinal	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	learned_name_event_count	explicit_action_root_count	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	best_models	selected_model	selection_reason	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	selected_bundle_reading_de	claim_status
G474-B036	36	f72r	CELESTIAL	f72r2.5	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0194	okealar	OK+AL+AR	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Sternstelle »e« → Zielposition → Ausgangsposition.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	Sternstelle »e« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B037	37	f72r	CELESTIAL	f72r2.7	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0236	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach beziehe den Positionsposten von der Ausgangsposition und zur Zielposition.	Eintrag »otaraldy« — Folgevermerk, Ausgangszuordnung, Zielzuordnung, Postenangabe.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B038	38	f72r	CELESTIAL	f72r2.8	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0237	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Eintrag »okalar« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B039	39	f72r	CELESTIAL	f72r2.9	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0238	okal	OK+AL	SETZEN · ZIELORT	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition.	Setze den Eintrag zur Zielposition.	Eintrag »okal« — Setzvermerk, Zielzuordnung.	Setze den Eintrag zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B040	40	f72r	CELESTIAL	f72r2.10	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0239	okaly	OK+AL+Y	SETZEN · ZIELORT · POSTEN	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → Positionsposten.	Setze den Positionsposten zur Zielposition.	Eintrag »okaly« — Setzvermerk, Zielzuordnung, Postenangabe.	Setze den Positionsposten zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B041	41	f72r	CELESTIAL	f72r2.11	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0240	okal	OK+AL	SETZEN · ZIELORT	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition.	Setze den Eintrag zur Zielposition.	Eintrag »okal« — Setzvermerk, Zielzuordnung.	Setze den Eintrag zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B042	42	f72r	CELESTIAL	f72r2.12	lokale Kennung für Tierkreis-Ringgruppe D	2	P1008-E0241|P1008-E0242	okeey|ary	OK+EE+Y / AR+Y	SETZEN · GRAD II · POSTEN / AUSGANG · POSTEN	0	1	1	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Setzpunkt → Grad II → Positionsposten. 2. Adressspur: Ausgangsposition → Positionsposten.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	1. Eintrag »okeey« — Setzvermerk, Grad II, Postenangabe. 2. Eintrag »ary« — Ausgangszuordnung, Postenangabe.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B043	43	f72r	CELESTIAL	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0243	oteeary	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Sternstelle »ee« → Ausgangsposition → Sternstelle »y«.	Danach beziehe den Sternstelleneintrag »ee« und den Sternstelleneintrag »y« von der Ausgangsposition.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B044	44	f72r	CELESTIAL	f72r2.14	lokale Kennung für Tierkreis-Ringgruppe D	2	P1008-E0244|P1008-E0245	otair|dy	OT+AIR / Y	DANACH · BAHN / POSTEN	0	0	0	2	2	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten.	1. Danach beziehe den Eintrag entlang der Ringbahn. 2. Beziehe den Positionsposten.	1. Eintrag »otair« — Folgevermerk, Bahnvermerk. 2. Eintrag »dy« — Postenangabe.	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B045	45	f72r	CELESTIAL	f72r2.15	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0246	okaircham	OK+AIR+AM_ADDR	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Ringbahn → Sternstelle »ch« → hier.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	Sternstelle »ch« — Setzvermerk, Bahnvermerk, Hier-Vermerk.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B046	46	f72r	CELESTIAL	f72r2.16	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0247	okeal	OK+AL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Sternstelle »e« → Zielposition.	Setze den Sternstelleneintrag »e« zur Zielposition.	Sternstelle »e« — Setzvermerk, Zielzuordnung.	Setze den Sternstelleneintrag »e« zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B047	47	f72r	CELESTIAL	f72r2.17	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0248	otar	OT+AR	DANACH · AUSGANG	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Ausgangsposition.	Danach beziehe den Eintrag von der Ausgangsposition.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	Adressspur: danach → Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B048	48	f72r	CELESTIAL	f72r2.18	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0249	okaly	OK+AL+Y	SETZEN · ZIELORT · POSTEN	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → Positionsposten.	Setze den Positionsposten zur Zielposition.	Eintrag »okaly« — Setzvermerk, Zielzuordnung, Postenangabe.	Setze den Positionsposten zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B049	49	f72r	CELESTIAL	f72r2.19	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0250	orary	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Positionseinheit → Ausgangsposition → Sternstelle »y«.	Beziehe den Sternstelleneintrag »y« und die Positionseinheit von der Ausgangsposition.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B050	50	f72r	CELESTIAL	f72r2.20	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0251	okyd	OK	SETZEN · [STERNSTELLENNAME:yd]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Sternstelle »yd«.	Setze den Sternstelleneintrag »yd«.	Sternstelle »yd« — Setzvermerk.	Setze den Sternstelleneintrag »yd«.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B051	51	f72r	CELESTIAL	f72r2.21	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0252	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → weiter → hier.	Danach und weiter beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »otolam« — Folgevermerk, Fortsetzungsvermerk, Hier-Vermerk.	Adressspur: danach → weiter → hier.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B052	52	f72r	CELESTIAL	f72r2.23	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0279	otal	OT+AL	DANACH · ZIELORT	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Zielposition.	Danach beziehe den Eintrag zur Zielposition.	Eintrag »otal« — Folgevermerk, Zielzuordnung.	Adressspur: danach → Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B053	53	f72r	CELESTIAL	f72r2.24	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0280	ralal	AL+AL	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »r« → Zielposition → Zielposition.	Beziehe den Sternstelleneintrag »r« zur Zielposition [außen] und zur Zielposition [innen].	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B054	54	f72r	CELESTIAL	f72r2.25	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0281	okam	OK+AM_ADDR	SETZEN · HIER	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → hier.	Setze den Eintrag an der bezeichneten Stelle.	Eintrag »okam« — Setzvermerk, Hier-Vermerk.	Setze den Eintrag an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B055	55	f72r	CELESTIAL	f72r2.26	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0282	otalshy	OT+AL+Y	DANACH · ZIELORT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Zielposition → Positionsposten.	Danach beziehe den Positionsposten zur Zielposition.	Eintrag »otalshy« — Folgevermerk, Zielzuordnung, Postenangabe.	Adressspur: danach → Zielposition → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B056	56	f72r	CELESTIAL	f72r2.27	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0283	okaldy	OK+AL+DY	SETZEN · ZIELORT · SCHLUSS	0	1	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → Endpunkt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Eintrag »okaldy« — Setzvermerk, Zielzuordnung, Schlussvermerk.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B057	57	f72r	CELESTIAL	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0284	chosar	AR	[STERNSTELLENNAME:chos] · AUSGANG	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »chos« → Ausgangsposition.	Beziehe den Sternstelleneintrag »chos« von der Ausgangsposition.	Sternstelle »chos« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B058	58	f72r	CELESTIAL	f72r2.29	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0285	otam	OT+AM_ADDR	DANACH · HIER	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → hier.	Danach beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »otam« — Folgevermerk, Hier-Vermerk.	Adressspur: danach → hier.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B059	59	f72r	CELESTIAL	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0286	ainaly	AL+Y	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »ain« → Zielposition → Positionsposten.	Beziehe den Sternstelleneintrag »ain« und den Positionsposten zur Zielposition.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B060	60	f72r	CELESTIAL	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	1	P1008-E0287	okarcham	OK+AR+AM_ADDR	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Ausgangsposition → Sternstelle »ch« → hier.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Sternstelle »ch« — Setzvermerk, Ausgangszuordnung, Hier-Vermerk.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B061	61	f72r	CELESTIAL	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0350	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: weiter → Sternstelle »k« → Zielposition → Positionswert.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B062	62	f72r	CELESTIAL	f72r3.3	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0351	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: weiter → Zielposition → Positionsposten.	Weiter beziehe den Positionsposten zur Zielposition.	Eintrag »olalsy« — Fortsetzungsvermerk, Zielzuordnung, Postenangabe.	Adressspur: weiter → Zielposition → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B063	63	f72r	CELESTIAL	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0352	oraiinam	OR+AM_ADDR	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Positionseinheit → Sternstelle »aiin« → hier.	Beziehe den Sternstelleneintrag »aiin« und die Positionseinheit an der bezeichneten Stelle.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B064	64	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0353	osarsheeeo	AR+SH	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Sternstelle »os« → Ausgangsposition → Haltepunkt → Sternstelle »eeeo«.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Sternstelle »os« / Sternstelle »eeeo« — Ausgangszuordnung, Haltevermerk.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B065	65	f72r	CELESTIAL	f72r3.6	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0354|P1008-E0355	oto|aiin	OT+O / AIIN	DANACH · AUSFÜHRUNG / WERT	0	0	1	2	2	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	1. Danach beziehe den Eintrag, als Ausführung. 2. Beziehe den Positionswert.	1. Eintrag »oto« — Folgevermerk, Ausführungsvermerk. 2. Eintrag »aiin« — Wertangabe.	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B066	66	f72r	CELESTIAL	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	3	P1008-E0356|P1008-E0357|P1008-E0358	opoiiinoin|al|ches	O+IIN / AL / CH+E+S	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE / ZIELORT / NEHMEN · GRAD I · WÄHLEN	1	2	3	2	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Sternstelle »opoiiin« → Ausführungspunkt → Stufe. 2. Adressspur: Zielposition. 3. Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	1. Sternstelle »opoiiin« — Ausführungsvermerk, Stufenvermerk. 2. Eintrag »al« — Zielzuordnung. 3. Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B067	67	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0359|P1008-E0360	ypaiin|alaly	AIIN / AL+AL+Y	[STERNSTELLENNAME:yp] · WERT / ZIELORT · ZIELORT · POSTEN	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Sternstelle »yp« → Positionswert. 2. Adressspur: Zielposition → Zielposition → Positionsposten.	1. Beziehe den Sternstelleneintrag »yp« und den Positionswert. 2. Beziehe den Positionsposten zur Zielposition [außen] und zur Zielposition [innen].	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B068	68	f72r	CELESTIAL	f72r3.9	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0361|P1008-E0362	oteey|daiin	OT+EE+Y / AIIN	DANACH · GRAD II · POSTEN / WERT	0	0	0	2	2	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	1. Danach beziehe den Positionsposten, auf Grad II. 2. Beziehe den Positionswert.	1. Eintrag »oteey« — Folgevermerk, Grad II, Postenangabe. 2. Eintrag »daiin« — Wertangabe.	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B069	69	f72r	CELESTIAL	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0363	oeeodaiin	AIIN	[STERNSTELLENNAME:oeeo] · WERT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »oeeo« → Positionswert.	Beziehe den Sternstelleneintrag »oeeo« und den Positionswert.	Sternstelle »oeeo« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B070	70	f72r	CELESTIAL	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0364	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	1	1	2	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Ausführungspunkt → hier → Haltepunkt → weiter → Sternstelle »dy«.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	Sternstelle »dy« — Ausführungsvermerk, Hier-Vermerk, Haltevermerk, Fortsetzungsvermerk.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B071	71	f72r	CELESTIAL	f72r3.12	lokale Kennung für Tierkreis-Ringgruppe G	2	P1008-E0365|P1008-E0366	opoeey|okaiin	EE+Y / OK+AIIN	[STERNSTELLENNAME:opo] · GRAD II · POSTEN / SETZEN · WERT	1	1	1	1	1	COORDINATE|INSTRUCTION|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Sternstelle »opo« → Grad II → Positionsposten. 2. Adressspur: Setzpunkt → Positionswert.	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert.	1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe.	1. Sternstelle »opo« — Grad II, Postenangabe. 2. Eintrag »okaiin« — Setzvermerk, Wertangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B072	72	f72r	CELESTIAL	f72r3.13	lokale Kennung für Tierkreis-Ringgruppe G	1	P1008-E0367	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »yk« → weiter → Ringbahn → weiter.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B073	73	f72r	CELESTIAL	f72r3.15	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0409	oralkam	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Positionseinheit → Zielposition → Sternstelle »k« → hier.	Beziehe den Sternstelleneintrag »k« und die Positionseinheit zur Zielposition an der bezeichneten Stelle.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B074	74	f72r	CELESTIAL	f72r3.16	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0410	ytairal	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »yt« → Ringbahn → Zielposition.	Beziehe den Sternstelleneintrag »yt« entlang der Ringbahn und zur Zielposition.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B075	75	f72r	CELESTIAL	f72r3.17	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0411	oeeesaiin	AIIN	[STERNSTELLENNAME:oeees] · WERT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »oeees« → Positionswert.	Beziehe den Sternstelleneintrag »oeees« und den Positionswert.	Sternstelle »oeees« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
