triptych_event_id	bundle_id	event_ordinal_in_bundle	source_event_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	coordinate_event_reading_de	instruction_event_reading_de	catalogue_event_reading_de	bundle_selected_model	selected_event_reading_de	component_meaning_change	learned_name_change
G474-E070	G474-B052	1	P1008-E0279	f72r	CELESTIAL	f72r2.23	otal	OT+AL	DANACH · ZIELORT	Adressspur: danach → Zielposition.	Danach beziehe den Eintrag zur Zielposition.	Eintrag »otal« — Folgevermerk, Zielzuordnung.	COORDINATE	Adressspur: danach → Zielposition.	NO	NO
G474-E071	G474-B053	1	P1008-E0280	f72r	CELESTIAL	f72r2.24	ralal	AL+AL	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	Adressspur: Sternstelle »r« → Zielposition → Zielposition.	Beziehe den Sternstelleneintrag »r« zur Zielposition [außen] und zur Zielposition [innen].	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	CATALOGUE	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	NO	NO
G474-E072	G474-B054	1	P1008-E0281	f72r	CELESTIAL	f72r2.25	okam	OK+AM_ADDR	SETZEN · HIER	Adressspur: Setzpunkt → hier.	Setze den Eintrag an der bezeichneten Stelle.	Eintrag »okam« — Setzvermerk, Hier-Vermerk.	INSTRUCTION	Setze den Eintrag an der bezeichneten Stelle.	NO	NO
G474-E073	G474-B055	1	P1008-E0282	f72r	CELESTIAL	f72r2.26	otalshy	OT+AL+Y	DANACH · ZIELORT · POSTEN	Adressspur: danach → Zielposition → Positionsposten.	Danach beziehe den Positionsposten zur Zielposition.	Eintrag »otalshy« — Folgevermerk, Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: danach → Zielposition → Positionsposten.	NO	NO
G474-E074	G474-B056	1	P1008-E0283	f72r	CELESTIAL	f72r2.27	okaldy	OK+AL+DY	SETZEN · ZIELORT · SCHLUSS	Adressspur: Setzpunkt → Zielposition → Endpunkt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Eintrag »okaldy« — Setzvermerk, Zielzuordnung, Schlussvermerk.	INSTRUCTION	Setze den Eintrag zur Zielposition, und schließe den Schritt.	NO	NO
G474-E075	G474-B057	1	P1008-E0284	f72r	CELESTIAL	f72r2.28	chosar	AR	[STERNSTELLENNAME:chos] · AUSGANG	Adressspur: Sternstelle »chos« → Ausgangsposition.	Beziehe den Sternstelleneintrag »chos« von der Ausgangsposition.	Sternstelle »chos« — Ausgangszuordnung.	CATALOGUE	Sternstelle »chos« — Ausgangszuordnung.	NO	NO
G474-E076	G474-B058	1	P1008-E0285	f72r	CELESTIAL	f72r2.29	otam	OT+AM_ADDR	DANACH · HIER	Adressspur: danach → hier.	Danach beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »otam« — Folgevermerk, Hier-Vermerk.	COORDINATE	Adressspur: danach → hier.	NO	NO
G474-E077	G474-B059	1	P1008-E0286	f72r	CELESTIAL	f72r2.30	ainaly	AL+Y	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	Adressspur: Sternstelle »ain« → Zielposition → Positionsposten.	Beziehe den Sternstelleneintrag »ain« und den Positionsposten zur Zielposition.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	CATALOGUE	Sternstelle »ain« — Zielzuordnung, Postenangabe.	NO	NO
G474-E078	G474-B060	1	P1008-E0287	f72r	CELESTIAL	f72r2.31	okarcham	OK+AR+AM_ADDR	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	Adressspur: Setzpunkt → Ausgangsposition → Sternstelle »ch« → hier.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Sternstelle »ch« — Setzvermerk, Ausgangszuordnung, Hier-Vermerk.	INSTRUCTION	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	NO	NO
G474-E079	G474-B061	1	P1008-E0350	f72r	CELESTIAL	f72r3.2	olkalaiin	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	Adressspur: weiter → Sternstelle »k« → Zielposition → Positionswert.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition.	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	CATALOGUE	Sternstelle »k« — Fortsetzungsvermerk, Zielzuordnung, Wertangabe.	NO	NO
G474-E080	G474-B062	1	P1008-E0351	f72r	CELESTIAL	f72r3.3	olalsy	OL+AL+Y	FORTSETZEN · ZIELORT · POSTEN	Adressspur: weiter → Zielposition → Positionsposten.	Weiter beziehe den Positionsposten zur Zielposition.	Eintrag »olalsy« — Fortsetzungsvermerk, Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: weiter → Zielposition → Positionsposten.	NO	NO
G474-E081	G474-B063	1	P1008-E0352	f72r	CELESTIAL	f72r3.4	oraiinam	OR+AM_ADDR	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	Adressspur: Positionseinheit → Sternstelle »aiin« → hier.	Beziehe den Sternstelleneintrag »aiin« und die Positionseinheit an der bezeichneten Stelle.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	CATALOGUE	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	NO	NO
G474-E082	G474-B064	1	P1008-E0353	f72r	CELESTIAL	f72r3.5	osarsheeeo	AR+SH	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	Adressspur: Sternstelle »os« → Ausgangsposition → Haltepunkt → Sternstelle »eeeo«.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Sternstelle »os« / Sternstelle »eeeo« — Ausgangszuordnung, Haltevermerk.	INSTRUCTION	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	NO	NO
G474-E083	G474-B065	1	P1008-E0354	f72r	CELESTIAL	f72r3.6	oto	OT+O	DANACH · AUSFÜHRUNG	Adressspur: danach → Ausführungspunkt.	Danach beziehe den Eintrag, als Ausführung.	Eintrag »oto« — Folgevermerk, Ausführungsvermerk.	COORDINATE	Adressspur: danach → Ausführungspunkt.	NO	NO
G474-E084	G474-B065	2	P1008-E0355	f72r	CELESTIAL	f72r3.6	aiin	AIIN	WERT	Adressspur: Positionswert.	Beziehe den Positionswert.	Eintrag »aiin« — Wertangabe.	COORDINATE	Adressspur: Positionswert.	NO	NO
G474-E085	G474-B066	1	P1008-E0356	f72r	CELESTIAL	f72r3.7	opoiiinoin	O+IIN	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	Adressspur: Sternstelle »opoiiin« → Ausführungspunkt → Stufe.	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	Sternstelle »opoiiin« — Ausführungsvermerk, Stufenvermerk.	INSTRUCTION	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	NO	NO
G474-E086	G474-B066	2	P1008-E0357	f72r	CELESTIAL	f72r3.7	al	AL	ZIELORT	Adressspur: Zielposition.	Beziehe den Eintrag zur Zielposition.	Eintrag »al« — Zielzuordnung.	INSTRUCTION	Beziehe den Eintrag zur Zielposition.	NO	NO
G474-E087	G474-B066	3	P1008-E0358	f72r	CELESTIAL	f72r3.7	ches	CH+E+S	NEHMEN · GRAD I · WÄHLEN	Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	INSTRUCTION	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	NO	NO
G474-E088	G474-B067	1	P1008-E0359	f72r	CELESTIAL	f72r3.8	ypaiin	AIIN	[STERNSTELLENNAME:yp] · WERT	Adressspur: Sternstelle »yp« → Positionswert.	Beziehe den Sternstelleneintrag »yp« und den Positionswert.	Sternstelle »yp« — Wertangabe.	CATALOGUE	Sternstelle »yp« — Wertangabe.	NO	NO
G474-E089	G474-B067	2	P1008-E0360	f72r	CELESTIAL	f72r3.8	alaly	AL+AL+Y	ZIELORT · ZIELORT · POSTEN	Adressspur: Zielposition → Zielposition → Positionsposten.	Beziehe den Positionsposten zur Zielposition [außen] und zur Zielposition [innen].	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	CATALOGUE	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	NO	NO
G474-E090	G474-B068	1	P1008-E0361	f72r	CELESTIAL	f72r3.9	oteey	OT+EE+Y	DANACH · GRAD II · POSTEN	Adressspur: danach → Grad II → Positionsposten.	Danach beziehe den Positionsposten, auf Grad II.	Eintrag »oteey« — Folgevermerk, Grad II, Postenangabe.	COORDINATE	Adressspur: danach → Grad II → Positionsposten.	NO	NO
G474-E091	G474-B068	2	P1008-E0362	f72r	CELESTIAL	f72r3.9	daiin	AIIN	WERT	Adressspur: Positionswert.	Beziehe den Positionswert.	Eintrag »daiin« — Wertangabe.	COORDINATE	Adressspur: Positionswert.	NO	NO
G474-E092	G474-B069	1	P1008-E0363	f72r	CELESTIAL	f72r3.10	oeeodaiin	AIIN	[STERNSTELLENNAME:oeeo] · WERT	Adressspur: Sternstelle »oeeo« → Positionswert.	Beziehe den Sternstelleneintrag »oeeo« und den Positionswert.	Sternstelle »oeeo« — Wertangabe.	CATALOGUE	Sternstelle »oeeo« — Wertangabe.	NO	NO
G474-E093	G474-B070	1	P1008-E0364	f72r	CELESTIAL	f72r3.11	ofsholdy	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	Adressspur: Ausführungspunkt → hier → Haltepunkt → weiter → Sternstelle »dy«.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	Sternstelle »dy« — Ausführungsvermerk, Hier-Vermerk, Haltevermerk, Fortsetzungsvermerk.	INSTRUCTION	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle.	NO	NO
G474-E094	G474-B071	1	P1008-E0365	f72r	CELESTIAL	f72r3.12	opoeey	EE+Y	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	Adressspur: Sternstelle »opo« → Grad II → Positionsposten.	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	Sternstelle »opo« — Grad II, Postenangabe.	CATALOGUE	Sternstelle »opo« — Grad II, Postenangabe.	NO	NO
G474-E095	G474-B071	2	P1008-E0366	f72r	CELESTIAL	f72r3.12	okaiin	OK+AIIN	SETZEN · WERT	Adressspur: Setzpunkt → Positionswert.	Setze den Positionswert.	Eintrag »okaiin« — Setzvermerk, Wertangabe.	CATALOGUE	Eintrag »okaiin« — Setzvermerk, Wertangabe.	NO	NO
G474-E096	G474-B072	1	P1008-E0367	f72r	CELESTIAL	f72r3.13	ykolairol	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	Adressspur: Sternstelle »yk« → weiter → Ringbahn → weiter.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn.	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	CATALOGUE	Sternstelle »yk« — Fortsetzungsvermerk, Bahnvermerk, Fortsetzungsvermerk.	NO	NO
G474-E097	G474-B073	1	P1008-E0409	f72r	CELESTIAL	f72r3.15	oralkam	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	Adressspur: Positionseinheit → Zielposition → Sternstelle »k« → hier.	Beziehe den Sternstelleneintrag »k« und die Positionseinheit zur Zielposition an der bezeichneten Stelle.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	CATALOGUE	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	NO	NO
G474-E098	G474-B074	1	P1008-E0410	f72r	CELESTIAL	f72r3.16	ytairal	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	Adressspur: Sternstelle »yt« → Ringbahn → Zielposition.	Beziehe den Sternstelleneintrag »yt« entlang der Ringbahn und zur Zielposition.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	CATALOGUE	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	NO	NO
G474-E099	G474-B075	1	P1008-E0411	f72r	CELESTIAL	f72r3.17	oeeesaiin	AIIN	[STERNSTELLENNAME:oeees] · WERT	Adressspur: Sternstelle »oeees« → Positionswert.	Beziehe den Sternstelleneintrag »oeees« und den Positionswert.	Sternstelle »oeees« — Wertangabe.	CATALOGUE	Sternstelle »oeees« — Wertangabe.	NO	NO
G474-E100	G474-B076	1	P1008-E0412	f72r	CELESTIAL	f72r3.18	ory	OR+Y	EINHEIT · POSTEN	Adressspur: Positionseinheit → Positionsposten.	Beziehe die Positionseinheit und den Positionsposten.	Eintrag »ory« — Einheitsangabe, Postenangabe.	COORDINATE	Adressspur: Positionseinheit → Positionsposten.	NO	NO
G474-E101	G474-B077	1	P1008-E0413	f72r	CELESTIAL	f72r3.19	ochey	O+CH+E+Y	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN	Adressspur: Ausführungspunkt → Entnahmepunkt → Grad I → Positionsposten.	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	Eintrag »ochey« — Ausführungsvermerk, Entnahmevermerk, Grad I, Postenangabe.	INSTRUCTION	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	NO	NO
G474-E102	G474-B077	2	P1008-E0414	f72r	CELESTIAL	f72r3.19	fydy	Y+DY	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	Adressspur: Sternstelle »f« → Positionsposten → Endpunkt.	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	Sternstelle »f« — Postenangabe, Schlussvermerk.	INSTRUCTION	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	NO	NO
G474-E103	G474-B078	1	P1008-E0415	f72r	CELESTIAL	f72r3.20	of	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER	Adressspur: Ausführungspunkt → hier.	Beziehe den Eintrag, als Ausführung an der bezeichneten Stelle.	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	CATALOGUE	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	NO	NO
G474-E104	G474-B078	2	P1008-E0416	f72r	CELESTIAL	f72r3.20	o	O	AUSFÜHRUNG	Adressspur: Ausführungspunkt.	Beziehe den Eintrag, als Ausführung.	Eintrag »o« — Ausführungsvermerk.	CATALOGUE	Eintrag »o« — Ausführungsvermerk.	NO	NO
G474-E105	G474-B078	3	P1008-E0417	f72r	CELESTIAL	f72r3.20	eeesaly	AL+Y	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	Adressspur: Sternstelle »eees« → Zielposition → Positionsposten.	Beziehe den Sternstelleneintrag »eees« und den Positionsposten zur Zielposition.	Sternstelle »eees« — Zielzuordnung, Postenangabe.	CATALOGUE	Sternstelle »eees« — Zielzuordnung, Postenangabe.	NO	NO
G474-E106	G474-B079	1	P1008-E0418	f72r	CELESTIAL	f72r3.21	ykaraiin	AR+AIIN	[STERNSTELLENNAME:yk] · AUSGANG · WERT	Adressspur: Sternstelle »yk« → Ausgangsposition → Positionswert.	Beziehe den Sternstelleneintrag »yk« und den Positionswert von der Ausgangsposition.	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	CATALOGUE	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	NO	NO
G474-E107	G474-B079	2	P1008-E0419	f72r	CELESTIAL	f72r3.21	airal	AIR+AL	BAHN · ZIELORT	Adressspur: Ringbahn → Zielposition.	Beziehe den Eintrag entlang der Ringbahn und zur Zielposition.	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	CATALOGUE	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	NO	NO
G474-E108	G474-B080	1	P1008-E0420	f72r	CELESTIAL	f72r3.22	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	Adressspur: Setzpunkt → Zielposition → Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Eintrag »okalar« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	INSTRUCTION	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	NO	NO
G474-E109	G474-B081	1	P1008-E0421	f72r	CELESTIAL	f72r3.23	orara	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	Adressspur: Positionseinheit → Ausgangsposition → Sternstelle »a«.	Beziehe den Sternstelleneintrag »a« und die Positionseinheit von der Ausgangsposition.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	CATALOGUE	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	NO	NO
G474-E110	G474-B082	1	P1008-E0422	f72r	CELESTIAL	f72r3.24	olaiin	OL+AIIN	FORTSETZEN · WERT	Adressspur: weiter → Positionswert.	Weiter beziehe den Positionswert.	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe.	CATALOGUE	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe.	NO	NO
G474-E111	G474-B082	2	P1008-E0423	f72r	CELESTIAL	f72r3.24	olay	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	Adressspur: weiter → Sternstelle »ay«.	Weiter beziehe den Sternstelleneintrag »ay«.	Sternstelle »ay« — Fortsetzungsvermerk.	CATALOGUE	Sternstelle »ay« — Fortsetzungsvermerk.	NO	NO
G474-E112	G474-B083	1	P1008-E0424	f72r	CELESTIAL	f72r3.25	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	Adressspur: weiter → Sternstelle »f« → Haltepunkt → Sternstelle »eor« → Zielposition.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	Sternstelle »f« / Sternstelle »eor« — Fortsetzungsvermerk, Haltevermerk, Zielzuordnung.	INSTRUCTION	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	NO	NO
G474-E113	G474-B084	1	P1008-E0452	f72r	CELESTIAL	f72r3.27	opalal	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	Adressspur: Sternstelle »op« → Zielposition → Zielposition.	Beziehe den Sternstelleneintrag »op« zur Zielposition [außen] und zur Zielposition [innen].	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	CATALOGUE	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	NO	NO
G474-E114	G474-B085	1	P1008-E0453	f72r	CELESTIAL	f72r3.28	yfary	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	Adressspur: Sternstelle »yf« → Ausgangsposition → Sternstelle »y«.	Beziehe den Sternstelleneintrag »yf« und den Sternstelleneintrag »y« von der Ausgangsposition.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	CATALOGUE	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	NO	NO
G474-E115	G474-B086	1	P1008-E0454	f72r	CELESTIAL	f72r3.29	oraiiral	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	Adressspur: Positionseinheit → Sternstelle »aiir« → Zielposition.	Beziehe den Sternstelleneintrag »aiir« und die Positionseinheit zur Zielposition.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	CATALOGUE	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	NO	NO
G474-E116	G474-B087	1	P1008-E0455	f72r	CELESTIAL	f72r3.30	ytoar	AR	[STERNSTELLENNAME:yto] · AUSGANG	Adressspur: Sternstelle »yto« → Ausgangsposition.	Beziehe den Sternstelleneintrag »yto« von der Ausgangsposition.	Sternstelle »yto« — Ausgangszuordnung.	CATALOGUE	Sternstelle »yto« — Ausgangszuordnung.	NO	NO
G474-E117	G474-B087	2	P1008-E0456	f72r	CELESTIAL	f72r3.30	shar	SH+AR	HALTEN · AUSGANG	Adressspur: Haltepunkt → Ausgangsposition.	Halte den Eintrag von der Ausgangsposition.	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	CATALOGUE	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	NO	NO
G474-E118	G474-B088	1	P1008-E0457	f72r	CELESTIAL	f72r3.31	octho	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	Adressspur: Sternstelle »o« → Entnahmepunkt → Einstellpunkt → Sternstelle »o«.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Sternstelle »o« / Sternstelle »o« — Entnahmevermerk, Einstellvermerk.	INSTRUCTION	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	NO	NO
G474-E119	G474-B089	1	P1008-E0458	f72r	CELESTIAL	f72r3.32	aral	AR+AL	AUSGANG · ZIELORT	Adressspur: Ausgangsposition → Zielposition.	Beziehe den Eintrag von der Ausgangsposition und zur Zielposition.	Eintrag »aral« — Ausgangszuordnung, Zielzuordnung.	COORDINATE	Adressspur: Ausgangsposition → Zielposition.	NO	NO
G474-E120	G474-B090	1	P1008-E0459	f72r	CELESTIAL	f72r3.33	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	Adressspur: weiter → Sternstelle »et« → Zielposition.	Weiter beziehe den Sternstelleneintrag »et« zur Zielposition.	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	CATALOGUE	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	NO	NO
G474-E121	G474-B091	1	P1003-E0081	f77r	BIOLOGICAL	f77r.1	darchdar	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	Adressspur: Badstation »d« → Ausgangsstation → Badstation »chd« → Ausgangsstation.	Beziehe die Badstation »d« und die Badstation »chd« von der Ausgangsstation [außen] und von der Ausgangsstation [innen].	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	CATALOGUE	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	NO	NO
G474-E122	G474-B092	1	P1003-E0082	f77r	BIOLOGICAL	f77r.2	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	Adressspur: weiter → Badstation »kchs«.	Weiter beziehe die Badstation »kchs«.	Badstation »kchs« — Fortsetzungsvermerk.	CATALOGUE	Badstation »kchs« — Fortsetzungsvermerk.	NO	NO
G474-E123	G474-B093	1	P1003-E0083	f77r	BIOLOGICAL	f77r.3	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	Adressspur: danach → Grad I → Endpunkt.	Danach beziehe den Eintrag, auf Grad I, und schließe den Schritt.	Eintrag »otedy« — Folgevermerk, Grad I, Schlussvermerk.	COORDINATE	Adressspur: danach → Grad I → Endpunkt.	NO	NO
G474-E124	G474-B094	1	P1003-E0084	f77r	BIOLOGICAL	f77r.4	otork	OT	DANACH · [BADSTATIONSNAME:ork]	Adressspur: danach → Badstation »ork«.	Danach beziehe die Badstation »ork«.	Badstation »ork« — Folgevermerk.	CATALOGUE	Badstation »ork« — Folgevermerk.	NO	NO
G474-E125	G474-B095	1	P1003-E0085	f77r	BIOLOGICAL	f77r.5	otol	OT+OL	DANACH · FORTSETZEN	Adressspur: danach → weiter.	Danach und weiter beziehe den Eintrag.	Eintrag »otol« — Folgevermerk, Fortsetzungsvermerk.	COORDINATE	Adressspur: danach → weiter.	NO	NO
G474-E126	G474-B096	1	P1003-E0086	f77r	BIOLOGICAL	f77r.6	dchdy	CHD+DY	BEARBEITEN · SCHLUSS	Adressspur: Bearbeitungsstelle → Endpunkt.	Bearbeite den Eintrag, und schließe den Schritt.	Eintrag »dchdy« — Bearbeitungsvermerk, Schlussvermerk.	INSTRUCTION	Bearbeite den Eintrag, und schließe den Schritt.	NO	NO
G474-E127	G474-B097	1	P1003-E0087	f77r	BIOLOGICAL	f77r.7	soral	AL	[BADSTATIONSNAME:sor] · ZIELORT	Adressspur: Badstation »sor« → Zielstation.	Beziehe die Badstation »sor« zur Zielstation.	Badstation »sor« — Zielzuordnung.	CATALOGUE	Badstation »sor« — Zielzuordnung.	NO	NO
G474-E128	G474-B098	1	P1003-E0088	f77r	BIOLOGICAL	f77r.8	dotedy	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	Adressspur: Badstation »d« → danach → Badstation »edy«.	Danach beziehe die Badstation »d« und die Badstation »edy«.	Badstation »d« / Badstation »edy« — Folgevermerk.	CATALOGUE	Badstation »d« / Badstation »edy« — Folgevermerk.	NO	NO
G474-E129	G474-B099	1	P1003-E0410	f77r	BIOLOGICAL	f77r.49	otchdy	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	Adressspur: danach → Bearbeitungsstelle → Endpunkt.	Danach bearbeite den Eintrag, und schließe den Schritt.	Eintrag »otchdy« — Folgevermerk, Bearbeitungsvermerk, Schlussvermerk.	INSTRUCTION	Danach bearbeite den Eintrag, und schließe den Schritt.	NO	NO
G474-E130	G474-B100	1	P1003-E0411	f77r	BIOLOGICAL	f77r.50	otolaiin	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	Adressspur: danach → weiter → Stationswert.	Danach und weiter beziehe den Stationswert.	Eintrag »otolaiin« — Folgevermerk, Fortsetzungsvermerk, Wertangabe.	COORDINATE	Adressspur: danach → weiter → Stationswert.	NO	NO
G474-E131	G474-B100	2	P1003-E0412	f77r	BIOLOGICAL	f77r.50	o	O	AUSFÜHRUNG	Adressspur: Ausführungspunkt.	Beziehe den Eintrag, als Ausführung.	Eintrag »o« — Ausführungsvermerk.	COORDINATE	Adressspur: Ausführungspunkt.	NO	NO
G474-E132	G474-B101	1	P1003-E0413	f88v	PHARMA	f88v.1	okalyd	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	Adressspur: Setzpunkt → Zielgefäß → Droge »yd«.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Droge »yd« — Setzvermerk, Zielzuordnung.	INSTRUCTION	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	NO	NO
G474-E133	G474-B102	1	P1003-E0414	f88v	PHARMA	f88v.2	cheocthy	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	Adressspur: Droge »cheo« → Entnahmepunkt → Einstellpunkt → Drogenposten.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Droge »cheo« — Entnahmevermerk, Einstellvermerk, Postenangabe.	INSTRUCTION	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	NO	NO
G474-E134	G474-B103	1	P1003-E0415	f88v	PHARMA	f88v.3	cpheor	OR	[DROGENNAME:cphe] · EINHEIT	Adressspur: Droge »cphe« → Ansatzeinheit.	Beziehe den Drogeneintrag »cphe« und die Ansatzeinheit.	Droge »cphe« — Einheitsangabe.	CATALOGUE	Droge »cphe« — Einheitsangabe.	NO	NO
G474-E135	G474-B104	1	P1003-E0416	f88v	PHARMA	f88v.4	otar	OT+AR	DANACH · AUSGANG	Adressspur: danach → Ausgangsgefäß.	Danach beziehe den Eintrag vom Ausgangsgefäß.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	CATALOGUE	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	NO	NO
