target_ordinal	surface	primary_anchor_recipe	final_recipe	old_anchor_modes	target_modes	old_instance_mode_relation	anchor_contract_signature	full_contract_signature	anchor_allowed_modes	full_allowed_modes	contract_relation	extension_fills_action_slot	extension_fills_argument_slot	anchor_modes_contract_feasible	target_modes_contract_feasible	normalized_context_status	neutral_component_reading_de	known_contextual_readings_de	guard
56	kardy	K+AR	K+AR+DY	REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
57	kcheeky	K+Y	K+CH+EE+K+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
58	kcheody	CH+E+O	K+CH+E+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
59	kchody	CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
60	kechody	CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
61	keedey	E+Y	K+EE+D_ADDR+E+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben; auf Grad II; hier; auf Grad I.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
63	keody	O+D_ADDR+Y	K+E+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben; auf Grad I; zur Ausführung; hier.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
64	kodalchy	K+O+D_ADDR	K+O+D_ADDR+AL+CH+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
66	kody	O+DY	K+O+DY	REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
68	lkeol	K+E+OL	L+K+E+OL	REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
69	lodaiin	O+D_ADDR+AIIN	L+O+D_ADDR+AIIN	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_OPEN/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
72	ltsholy	T+SH+OL	L+T+SH+OL+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
73	ofaram	O+LOCAL_CHAR_F+AR	O+LOCAL_CHAR_F+AR+AM_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
75	okedals	OK+AL	OK+AL+S	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
76	okedam	OK+E+D_ADDR	OK+E+D_ADDR+AM_ADDR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
78	olsheor	SH+E+OR	OL+SH+E+OR	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
79	otalor	OT+AL	OT+AL+OR	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
81	pchof	O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
83	pofochey	O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
84	psheody	SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
85	pydaiin	Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten und den Wert einsetzen; hier.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
88	qoekedy	K+E+DY	CARRIER_Q+O+E+K+E+DY	SELF_CONTAINED	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
94	qokshd	OK+SH	OK+SH+D_ADDR	REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
95	qopaiin	CARRIER_Q+O+P	CARRIER_Q+O+P+AIIN	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
96	qotchoiin	O+IIN	OT+CH+O+IIN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
98	qoteeod	OT+EE+O	OT+EE+O+D_ADDR	SELF_CONTAINED	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_DISJOINT	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
99	qoteoly	OT+E+OL	OT+E+OL+Y	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_INCLUDED	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
100	rotaiin	OT+AIIN	R+OT+AIIN	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
101	saiis	S+A_ADDR	S+A_ADDR+IIN+S	REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
103	shckhar	CH+K+AR	SH+CH+K+AR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
104	shckheody	E+O	SH+CH+K+E+O+DY	REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
112	shekeefy	SH+E+K	SH+E+K+EE+LOCAL_CHAR_F+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten halten und geben; auf Grad I; auf Grad II; hier.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I und auf Grad II; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
117	sheod	SH+E+O	SH+E+O+D_ADDR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
120	shofol	SH+O	SH+O+LOCAL_CHAR_F+OL	REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
