gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L128	P912-E2033	f69v	f69v	CELESTIAL	f69v.1	888	drei getrennte heterogene Himmelsraeder	chol	OL	1	OL	NONE	NONE	NONE	FORTSETZEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	48	1	OL	175	5	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f89r	f70v	YES	OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L129	P912-E2034	f69v	f69v	CELESTIAL	f69v.1	889	drei getrennte heterogene Himmelsraeder	chees	SH+EE+S_ADDR	3	SH	EE+S_ADDR	NONE	NONE	HALTEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: HALTEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:LOKALSTRUKTUR=HIER]	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	SH+EE+S_ADDR	4	1	f77r|f81r|f88v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	YES	SH+EE+S_ADDR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L130	P912-E2035	f69v	f69v	CELESTIAL	f69v.1	890	drei getrennte heterogene Himmelsraeder	yto	Y+T+O	3	Y+T	O	NONE	NONE	POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	Y+T+O	2	1	f1r|f67r2	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	Y+T+O	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L131	P912-E2036	f69v	f69v	CELESTIAL	f69v.1	891	drei getrennte heterogene Himmelsraeder	odair	O+D_ADDR+AIR	3	AIR	O+D_ADDR	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L132	P912-E2037	f69v	f69v	CELESTIAL	f69v.1	892	drei getrennte heterogene Himmelsraeder	oty	OT+Y	2	OT+Y	NONE	NONE	NONE	DANACH · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	10	1	OT+Y	33	4	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	YES	OT+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L133	P912-E2038	f69v	f69v	CELESTIAL	f69v.1	893	drei getrennte heterogene Himmelsraeder	oteeo	OT+EE+O	3	OT	EE+O	NONE	NONE	DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	OT+EE+O	1	1	f72r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L134	P912-E2039	f69v	f69v	CELESTIAL	f69v.1	894	drei getrennte heterogene Himmelsraeder	dar	D_ADDR+AR	2	AR	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	47	1	D_ADDR+AR	47	1	f10r|f13r|f17r|f18r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	YES	D_ADDR+AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L135	P912-E2040	f69v	f69v	CELESTIAL	f69v.1	895	drei getrennte heterogene Himmelsraeder	o	O	1	NONE	O	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG]	A_EXACT_RUNNING_SURFACE_RECIPE	19	1	O	28	2	f10r|f17r|f1r|f24v|f56r|f72r|f75r|f76r|f77r|f83r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f72r|f76r|f77r	f70v	YES	O	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L136	P912-E2041	f69v	f69v	CELESTIAL	f69v.1	896	drei getrennte heterogene Himmelsraeder	eykeody	E+Y+K+E+O+DY	6	Y+K	E+E+O+DY	NONE	NONE	[E:STEUERUNG=GRAD I] · POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: [E:STEUERUNG=GRAD I] · POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L137	P912-E2042	f69v	f69v	CELESTIAL	f69v.1	897	drei getrennte heterogene Himmelsraeder	dchor	D_ADDR+CH+OR	3	CH+OR	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · EINHEIT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · EINHEIT	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	D_ADDR+CH+OR	3	1	f13r|f24v|f68r1	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	D_ADDR+CH+OR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L138	P912-E2043	f69v	f69v	CELESTIAL	f69v.1	898	drei getrennte heterogene Himmelsraeder	char	AR	1	AR	NONE	NONE	NONE	AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	AR	39	2	f10r|f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f71v|f72r	f70v	YES	AR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L139	P912-E2044	f69v	f69v	CELESTIAL	f69v.2	899	drei getrennte heterogene Himmelsraeder	yka	Y+K+A_ADDR	3	Y+K	A_ADDR	NONE	NONE	POSTEN · GEBEN · [A_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [A_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L140	P912-E2045	f69v	f69v	CELESTIAL	f69v.2	900	drei getrennte heterogene Himmelsraeder	chol	OL	1	OL	NONE	NONE	NONE	FORTSETZEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	48	1	OL	175	5	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f89r	f70v	YES	OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L141	P912-E2046	f69v	f69v	CELESTIAL	f69v.2	901	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	Y+K+AR	NONE	NONE	NONE	POSTEN · GEBEN · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	Y+K+AR	3	1	f55v|f76r|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2	f67r2	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L142	P912-E2047	f69v	f69v	CELESTIAL	f69v.2	902	drei getrennte heterogene Himmelsraeder	dal	AL	1	AL	NONE	NONE	NONE	ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	AL	75	3	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v	f67r2|f70v	YES	AL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L143	P912-E2048	f69v	f69v	CELESTIAL	f69v.2	903	drei getrennte heterogene Himmelsraeder	ykady	Y+K+A_ADDR+Y	4	Y+K+Y	A_ADDR	NONE	NONE	POSTEN · GEBEN · [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L144	P912-E2049	f69v	f69v	CELESTIAL	f69v.2	904	drei getrennte heterogene Himmelsraeder	iokeeor	OK+EE+OR	3	OK+OR	EE	NONE	NONE	SETZEN · [EE:STEUERUNG=GRAD II] · EINHEIT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [EE:STEUERUNG=GRAD II] · EINHEIT	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	1	1	f82r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	YES	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L145	P912-E2050	f69v	f69v	CELESTIAL	f69v.2	905	drei getrennte heterogene Himmelsraeder	cheey	SH+EE+Y	3	SH+Y	EE	NONE	NONE	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	25	1	SH+EE+Y	43	2	f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	YES	SH+EE+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L146	P912-E2051	f69v	f69v	CELESTIAL	f69v.2	906	drei getrennte heterogene Himmelsraeder	choly	OL+Y	2	OL+Y	NONE	NONE	NONE	FORTSETZEN · POSTEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: FORTSETZEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	OL+Y	31	7	f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L147	P912-E2052	f69v	f69v	CELESTIAL	f69v.2	907	drei getrennte heterogene Himmelsraeder	ykeeal	Y+K+EE+AL	4	Y+K+AL	EE	NONE	NONE	POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · ZIELORT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · ZIELORT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L148	P912-E2053	f69v	f69v	CELESTIAL	f69v.2	908	drei getrennte heterogene Himmelsraeder	cheo	CHEO	1	NONE	CHEO	CHEO	NONE	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI drei getrennte heterogene Himmelsraeder: [CHEO:LOKALSTRUKTUR=LOKALER EINTRAG]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	6	1	CH+E+O	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L149	P912-E2054	f69v	f69v	CELESTIAL	f69v.2	909	drei getrennte heterogene Himmelsraeder	oaram	O+AR+AM_ADDR	3	AR	O+AM_ADDR	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · AUSGANG · [AM_ADDR:LOKALSTRUKTUR=HIER]	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG · [AM_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L150	P912-E2055	f69v	f69v	CELESTIAL	f69v.2	910	drei getrennte heterogene Himmelsraeder	ockhy	O+CKH+Y	3	Y	O+CKH	CKH	NONE	[O:STEUERUNG=AUSFÜHRUNG] · [CKH:LOKALSTRUKTUR=VERBINDUNGSWEG] · POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · [CKH:LOKALSTRUKTUR=VERBINDUNGSWEG] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	2	1	O+CH+K+Y	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f68r1	f68r1	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L151	P912-E2056	f69v	f69v	CELESTIAL	f69v.2	911	drei getrennte heterogene Himmelsraeder	sheey	SH+EE+Y	3	SH+Y	EE	NONE	NONE	HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	18	1	SH+EE+Y	43	2	f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	LOCAL_RECIPE_SHAPE_OTHER_PAGE	NONE	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L152	P912-E2057	f69v	f69v	CELESTIAL	f69v.2	912	drei getrennte heterogene Himmelsraeder	aiin	AIIN	1	AIIN	NONE	NONE	NONE	WERT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: WERT	A_EXACT_RUNNING_SURFACE_RECIPE	55	1	AIIN	155	2	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v|f72r	f67r2|f70v	YES	AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L153	P912-E2058	f69v	f69v	CELESTIAL	f69v.2	913	drei getrennte heterogene Himmelsraeder	y	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	39	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L154	P912-E2059	f69v	f69v	CELESTIAL	f69v.2	914	drei getrennte heterogene Himmelsraeder	daiial	DA+IIN+AL	3	AL	DA+IIN	NONE	NONE	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · ZIELORT	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · ZIELORT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
