locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f113v.19	f113v	S	B	f113v.19|P01|f113v.19|P02|f113v.19|P03	daiin qokeeody qokar okaiin qokaiin okar checthy okalched lchal qckham	daz <qokeeody> was du ich <okar> <checthy> <okalched> <lchal> <qckham>	daz <qokeeody> was du ich <okar> <checthy> <okalched> <lchal> <qckham>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.2	f113v	S	B	f113v.2|P01|f113v.2|P02|f113v.2|P03	teoar ain qotar ycheey otaiir otaiin okchy lkchdy oteol ar al araiin okal cheyor	<teoar> <ain> <qotar> <ycheey> <otaiir> sie <okchy> <lkchdy> <oteol> mit ir <araiin> <okal> <cheyor>	<teoar> <ain> <qotar> <ycheey> <otaiir> sie <okchy> <lkchdy> <oteol> mit ir <araiin> <okal> <cheyor>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.20	f113v	S	B	f113v.20|P01|f113v.20|P02|f113v.20|P03	lkaiin chckhhy chody otchar or otary olaiin	<lkaiin> <chckhhy> <chody> <otchar> an <otary> <olaiin>	<lkaiin> <chckhhy> <chody> <otchar> an <otary> <olaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.21	f113v	S	B	f113v.21|P01|f113v.21|P02|f113v.21|P03	polaiin otar qotain chtol tarol cheol kaiin chpkcheos okar aithchr lo	<polaiin> <otar> <qotain> <chtol> <tarol> ein <kaiin> <chpkcheos> <okar> <aithchr> <lo>	<polaiin> <otar> <qotain> <chtol> <tarol> ein <kaiin> <chpkcheos> <okar> <aithchr> <lo>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.22	f113v	S	B	f113v.22|P01|f113v.22|P02|f113v.22|P03	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	du du <cheeky> <raiin> <olal> du <cheody> du du <otar> <aly>	du du <cheeky> <raiin> <olal> du <cheody> du du <otar> <aly>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.23	f113v	S	B	f113v.23|P01|f113v.23|P02|f113v.23|P03	ykaiin al kar okain qokaiin chokair okar al cheody qokar otal lkl lol	<ykaiin> ir <kar> <okain> ich <chokair> <okar> ir <cheody> was <otal> <lkl> <lol>	<ykaiin> ir <kar> <okain> ich <chokair> <okar> ir <cheody> was <otal> <lkl> <lol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.24	f113v	S	B	f113v.24|P01|f113v.24|P02	olkeey lcheey loar cheos	<olkeey> <lcheey> <loar> <cheos>	<olkeey> <lcheey> <loar> <cheos>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.25	f113v	S	B	f113v.25|P01|f113v.25|P02|f113v.25|P03	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	<tokary> <lkchey> <lkeedy> <otey> <pcheol> <qopchey> <cthol> <opaiin> in <keeor> <opshedy> <qotam>	<tokary> <lkchey> <lkeedy> <otey> <pcheol> <qopchey> <cthol> <opaiin> in <keeor> <opshedy> <qotam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.26	f113v	S	B	f113v.26|P01|f113v.26|P02	okiin al keechy qoteeol otar ar otchey otaiin al otaiin otol qotody loty	<okiin> ir <keechy> <qoteeol> <otar> mit <otchey> sie ir sie <otol> <qotody> <loty>	<okiin> ir <keechy> <qoteeol> <otar> mit <otchey> sie ir sie <otol> <qotody> <loty>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.27	f113v	S	B	f113v.27|P01|f113v.27|P02|f113v.27|P03	ycheeolcheeo alkeedy	<ycheeolcheeo> <alkeedy>	<ycheeolcheeo> <alkeedy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.28	f113v	S	B	f113v.28|P01|f113v.28|P02|f113v.28|P03	paiir oteey lkaiin oshox ar ash opheey cphedy opcheody okalchdy qotol oky	<paiir> <oteey> <lkaiin> <oshox> mit <ash> <opheey> <cphedy> <opcheody> <okalchdy> <qotol> <oky>	<paiir> <oteey> <lkaiin> <oshox> mit <ash> <opheey> <cphedy> <opcheody> <okalchdy> <qotol> <oky>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.29	f113v	S	B	f113v.29|P01|f113v.29|P02|f113v.29|P03	ykeeol chedy qokeey olkeeey okaiin ar cthey okaiin al lor air arald	<ykeeol> der ist <olkeeey> du mit <cthey> du ir <lor> <air> <arald>	<ykeeol> der ist <olkeeey> du mit <cthey> du ir <lor> <air> <arald>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.3	f113v	S	B	f113v.3|P01|f113v.3|P02|f113v.3|P03	sar aiin chotar okeeodar qokain olol olam	<sar> den <chotar> <okeeodar> von <olol> <olam>	<sar> den <chotar> <okeeodar> von <olol> <olam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.30	f113v	S	B	f113v.30|P01|f113v.30|P02|f113v.30|P03	ysheey qoeey or aiiin okeeol otain ar al okaiiin aiin shody otcham	<ysheey> <qoeey> an <aiiin> <okeeol> <otain> mit ir <okaiiin> den <shody> <otcham>	<ysheey> <qoeey> an <aiiin> <okeeol> <otain> mit ir <okaiiin> den <shody> <otcham>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.31	f113v	S	B	f113v.31|P01|f113v.31|P02	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	<daiiin> ein <teeoar> <shek> <lchedy> du <chckhaiin> sie sie <araral>	<daiiin> ein <teeoar> <shek> <lchedy> du <chckhaiin> sie sie <araral>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.32	f113v	S	B	f113v.32|P01|f113v.32|P02|f113v.32|P03	sheol keey qokain char ar olar aiiin okar	<sheol> <keey> von <char> mit <olar> <aiiin> <okar>	<sheol> <keey> von <char> mit <olar> <aiiin> <okar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.33	f113v	S	B	f113v.33|P01|f113v.33|P02|f113v.33|P03	polsaisy oteo qokeedy qokaiin okal qofcheol qokaiin opalor lkch ofchr	<polsaisy> <oteo> er ich <okal> <qofcheol> ich <opalor> <lkch> <ofchr>	<polsaisy> <oteo> er ich <okal> <qofcheol> ich <opalor> <lkch> <ofchr>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.34	f113v	S	B	f113v.34|P01|f113v.34|P02	daiin cheaiin okchey cheky qokain otecheedy qokaiin chckhey cheoram	daz <cheaiin> <okchey> <cheky> von <otecheedy> ich <chckhey> <cheoram>	daz <cheaiin> <okchey> <cheky> von <otecheedy> ich <chckhey> <cheoram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.35	f113v	S	B	f113v.35|P01|f113v.35|P02|f113v.35|P03	qokaiin air lor chedy otain	ich <air> <lor> der <otain>	ich <air> <lor> der <otain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.36	f113v	S	B	f113v.36|P01|f113v.36|P02|f113v.36|P03	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	<ofaral> <olkaiin> <okar> <okeeedy> <tshedy> er <otcheypchedy> <tsho> <lteam>	<ofaral> <olkaiin> <okar> <okeeedy> <tshedy> er <otcheypchedy> <tsho> <lteam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.37	f113v	S	B	f113v.37|P01|f113v.37|P02|f113v.37|P03	qol aiin olaiin oteeey lchedy qokair ydaiin	<qol> den <olaiin> <oteeey> <lchedy> <qokair> <ydaiin>	<qol> den <olaiin> <oteeey> <lchedy> <qokair> <ydaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.38	f113v	S	B	f113v.38|P01|f113v.38|P02	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	<pcholky> <otar> <airol> <okeedy> <chokor> <sheedy> <oteey> <teear> <otorsheey> <qoteal>	<pcholky> <otar> <airol> <okeedy> <chokor> <sheedy> <oteey> <teear> <otorsheey> <qoteal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.39	f113v	S	B	f113v.39|P01|f113v.39|P02|f113v.39|P03	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	<osheol> ein mit <aloiiin> <oteeey> <otain> <chekey> von <chcthy> <qotam> <lr>	<osheol> ein mit <aloiiin> <oteeey> <otain> <chekey> von <chcthy> <qotam> <lr>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.4	f113v	S	B	f113v.4|P01|f113v.4|P02|f113v.4|P03	fchoctheody keeodar oteedy rchedy qokechy otches oporaiin oteody otaiin otl aroshy	<fchoctheody> <keeodar> <oteedy> <rchedy> <qokechy> <otches> <oporaiin> <oteody> sie <otl> <aroshy>	<fchoctheody> <keeodar> <oteedy> <rchedy> <qokechy> <otches> <oporaiin> <oteody> sie <otl> <aroshy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.40	f113v	S	B	f113v.40|P01|f113v.40|P02|f113v.40|P03	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qoeeeey aiin	<oraiin> <cheor> <alkain> <oteey> mit den sie so <lkeeedy> <qoeeeey> den	<oraiin> <cheor> <alkain> <oteey> mit den sie so <lkeeedy> <qoeeeey> den	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.41	f113v	S	B	f113v.41|P01|f113v.41|P02|f113v.41|P03	dair aiin okain ar aiin cheody	<dair> den <okain> mit den <cheody>	<dair> den <okain> mit den <cheody>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.42	f113v	S	B	f113v.42|P01|f113v.42|P02|f113v.42|P03	pol keeo dy qoeees aiin oraiin oteol fchedy oteeey dar otakeol ol	<pol> <keeo> do <qoeees> den <oraiin> <oteol> <fchedy> <oteeey> vn <otakeol> in	<pol> <keeo> do <qoeees> den <oraiin> <oteol> <fchedy> <oteeey> vn <otakeol> in	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.43	f113v	S	B	f113v.43|P01|f113v.43|P02|f113v.43|P03	ycheol keey lkeees or aiin otaiin chkain olar olchedy qot aiinos	<ycheol> <keey> <lkeees> an den sie <chkain> <olar> <olchedy> <qot> <aiinos>	<ycheol> <keey> <lkeees> an den sie <chkain> <olar> <olchedy> <qot> <aiinos>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.44	f113v	S	B	f113v.44|P01|f113v.44|P02	daiin cheal otain okar otaiin oloiin	daz <cheal> <otain> <okar> sie <oloiin>	daz <cheal> <otain> <okar> sie <oloiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.45	f113v	S	B	f113v.45|P01|f113v.45|P02|f113v.45|P03	polaiin arol shear okeeeody lsar lkeey opchedy qokchdy ota aram	<polaiin> <arol> <shear> <okeeeody> <lsar> <lkeey> <opchedy> <qokchdy> <ota> <aram>	<polaiin> <arol> <shear> <okeeeody> <lsar> <lkeey> <opchedy> <qokchdy> <ota> <aram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.46	f113v	S	B	f113v.46|P01|f113v.46|P02|f113v.46|P03	olkaiin cheey lain al cheey	<olkaiin> dem <lain> ir dem	<olkaiin> dem <lain> ir dem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.47	f113v	S	B	f113v.47|P01|f113v.47|P02|f113v.47|P03	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	<polaiin> <ksheeol> <lkaiin> <tair> d <qotain> mit <akal> d <qopchedy> <ldy>	<polaiin> <ksheeol> <lkaiin> <tair> d <qotain> mit <akal> d <qopchedy> <ldy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.48	f113v	S	B	f113v.48|P01|f113v.48|P02|f113v.48|P03	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	<ycheol> dem <qol> <lsheedy> ich der <kain> <qokeeedy> <lkaiin> <okal> do	<ycheol> dem <qol> <lsheedy> ich der <kain> <qokeeedy> <lkaiin> <okal> do	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.49	f113v	S	B	f113v.49|P01|f113v.49|P02	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	<yshey> <teeo> <oteedy> ist sie <olaiin> <cheokain> <lkeey> <ltal> <keedy>	<yshey> <teeo> <oteedy> ist sie <olaiin> <cheokain> <lkeey> <ltal> <keedy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.5	f113v	S	B	f113v.5|P01|f113v.5|P02|f113v.5|P03	dcheos otaiin otedy otodaiin qokeey rcheey qoeear oteedy qokeedy otedar ar ot otees al	<dcheos> sie zu <otodaiin> ist <rcheey> <qoeear> <oteedy> er <otedar> mit <ot> <otees> ir	<dcheos> sie zu <otodaiin> ist <rcheey> <qoeear> <oteedy> er <otedar> mit <ot> <otees> ir	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.6	f113v	S	B	f113v.6|P01|f113v.6|P02|f113v.6|P03	tcheolchy lcheol chockhy cheodaiidaiin	<tcheolchy> <lcheol> <chockhy> <cheodaiidaiin>	<tcheolchy> <lcheol> <chockhy> <cheodaiidaiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.7	f113v	S	B	f113v.7|P01|f113v.7|P02|f113v.7|P03	fcheshd teody lkeeody oteedy lchealaim shockhol opchedy qotaiin otar ar al oteal	<fcheshd> <teody> <lkeeody> <oteedy> <lchealaim> <shockhol> <opchedy> <qotaiin> <otar> mit ir <oteal>	<fcheshd> <teody> <lkeeody> <oteedy> <lchealaim> <shockhol> <opchedy> <qotaiin> <otar> mit ir <oteal>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.8	f113v	S	B	f113v.8|P01	ycheody qokeeor choltar olkam chokam odal sheckhy qokchedy otor otar toky	<ycheody> <qokeeor> <choltar> <olkam> <chokam> <odal> <sheckhy> <qokchedy> <otor> <otar> <toky>	<ycheody> <qokeeor> <choltar> <olkam> <chokam> <odal> <sheckhy> <qokchedy> <otor> <otar> <toky>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f113v.9	f113v	S	B	f113v.9|P01|f113v.9|P02	dair ar okaiin chokaiin checkhol cholkaiin olchy	<dair> mit du <chokaiin> <checkhol> <cholkaiin> <olchy>	<dair> mit du <chokaiin> <checkhol> <cholkaiin> <olchy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.1	f114r	S	B	f114r.1|P01|f114r.1|P02|f114r.1|P03	tchedol doiros pcheos ytaiin okody yteeed oteeodl opaiin okarol	<tchedol> <doiros> <pcheos> <ytaiin> <okody> <yteeed> <oteeodl> <opaiin> <okarol>	<tchedol> <doiros> <pcheos> <ytaiin> <okody> <yteeed> <oteeodl> <opaiin> <okarol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.10	f114r	S	B	f114r.10|P01|f114r.10|P02	qokeedy chdodaiin qoedeey chdaiin chedalos	er <chdodaiin> <qoedeey> <chdaiin> <chedalos>	er <chdodaiin> <qoedeey> <chdaiin> <chedalos>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.11	f114r	S	B	f114r.11|P01|f114r.11|P02|f114r.11|P03	dalchy kolky qoedaiin dolor shedy qokchdy ofchedy tolpchy doiiin chocfhdy opailo	<dalchy> <kolky> <qoedaiin> <dolor> die <qokchdy> <ofchedy> <tolpchy> <doiiin> <chocfhdy> <opailo>	<dalchy> <kolky> <qoedaiin> <dolor> die <qokchdy> <ofchedy> <tolpchy> <doiiin> <chocfhdy> <opailo>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.12	f114r	S	B	f114r.12|P01|f114r.12|P02|f114r.12|P03	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	<ykcheshd> in <air> du zu <ykeeey> <teos> <lair> <sheod> <chody> <otchedair> <okam>	<ykcheshd> in <air> du zu <ykeeey> <teos> <lair> <sheod> <chody> <otchedair> <okam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.13	f114r	S	B	f114r.13|P01|f114r.13|P02	qokchedy daiin octhdy	<qokchedy> daz <octhdy>	<qokchedy> daz <octhdy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.14	f114r	S	B	f114r.14|P01|f114r.14|P02	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary	<solpchd> <oiin> <chcthdy> <qodair> in <daldy> <qopdain> <opdaiin> <opdairody> <opdaildo> <ary>	<solpchd> <oiin> <chcthdy> <qodair> in <daldy> <qopdain> <opdaiin> <opdairody> <opdaildo> <ary>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.15	f114r	S	B	f114r.15|P01|f114r.15|P02|f114r.15|P03	qoedy otair otar okod chodar y dal oeedy qokolkchdy dalol y qokaiin ched al	<qoedy> <otair> <otar> <okod> <chodar> <y> man <oeedy> <qokolkchdy> <dalol> <y> ich <ched> ir	<qoedy> <otair> <otar> <okod> <chodar> <y> man <oeedy> <qokolkchdy> <dalol> <y> ich <ched> ir	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.16	f114r	S	B	f114r.16|P01|f114r.16|P02|f114r.16|P03	cheoal sheedo lkol dair dair chdair cheoty otal cheo dair chekor otol chedy	<cheoal> <sheedo> <lkol> <dair> <dair> <chdair> <cheoty> <otal> <cheo> <dair> <chekor> <otol> der	<cheoal> <sheedo> <lkol> <dair> <dair> <chdair> <cheoty> <otal> <cheo> <dair> <chekor> <otol> der	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.17	f114r	S	B	f114r.17|P01|f114r.17|P02|f114r.17|P03	qokeedain cheedy qokey qokeeodaiin daiin octhd akaiin otchedy qokchedy chckhd	<qokeedain> <cheedy> <qokey> <qokeeodaiin> daz <octhd> <akaiin> <otchedy> <qokchedy> <chckhd>	<qokeedain> <cheedy> <qokey> <qokeeodaiin> daz <octhd> <akaiin> <otchedy> <qokchedy> <chckhd>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.18	f114r	S	B	f114r.18|P01|f114r.18|P02	lcheos okar y cheodeeey qoeeody qodaiin daildain	<lcheos> <okar> <y> <cheodeeey> <qoeeody> <qodaiin> <daildain>	<lcheos> <okar> <y> <cheodeeey> <qoeeody> <qodaiin> <daildain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.19	f114r	S	B	f114r.19|P01|f114r.19|P02|f114r.19|P03	pairody shedar qopchdy dchedy dol qopchedy daiin ofchedaiin chodaiin opair dar oty	<pairody> <shedar> <qopchdy> <dchedy> <dol> <qopchedy> daz <ofchedaiin> <chodaiin> <opair> vn <oty>	<pairody> <shedar> <qopchdy> <dchedy> <dol> <qopchedy> daz <ofchedaiin> <chodaiin> <opair> vn <oty>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.2	f114r	S	B	f114r.2|P01|f114r.2|P02|f114r.2|P03	deedar qoteeddy dair okedy okoeey raiin oor cheed ol keeed lkeeedam	<deedar> <qoteeddy> <dair> <okedy> <okoeey> <raiin> <oor> <cheed> in <keeed> <lkeeedam>	<deedar> <qoteeddy> <dair> <okedy> <okoeey> <raiin> <oor> <cheed> in <keeed> <lkeeedam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.20	f114r	S	B	f114r.20|P01|f114r.20|P02|f114r.20|P03	sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol	<sair> <chedaiin> <dalchdy> <daiidy> <olchedy> <chedaiin> <oteedy> <qoted> den <otar> zu <do> <rol>	<sair> <chedaiin> <dalchdy> <daiidy> <olchedy> <chedaiin> <oteedy> <qoted> den <otar> zu <do> <rol>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.21	f114r	S	B	f114r.21|P01|f114r.21|P02	lcheey lchedo lcheo dkair	<lcheey> <lchedo> <lcheo> <dkair>	<lcheey> <lchedo> <lcheo> <dkair>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.22	f114r	S	B	f114r.22|P01|f114r.22|P02|f114r.22|P03	tchedair shodaiin dair kchedy qopeedy chdypdaiin qokairolchdy rodeedy qcphhedy	<tchedair> <shodaiin> <dair> <kchedy> <qopeedy> <chdypdaiin> <qokairolchdy> <rodeedy> <qcphhedy>	<tchedair> <shodaiin> <dair> <kchedy> <qopeedy> <chdypdaiin> <qokairolchdy> <rodeedy> <qcphhedy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.23	f114r	S	B	f114r.23|P01|f114r.23|P02|f114r.23|P03	orcheo al taiin qokedaiin oeain al s ain ches	<orcheo> ir <taiin> <qokedaiin> <oeain> ir ze <ain> <ches>	<orcheo> ir <taiin> <qokedaiin> <oeain> ir ze <ain> <ches>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.24	f114r	S	B	f114r.24|P01|f114r.24|P02|f114r.24|P03	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty choposair cphy dair	<tchedaiin> <oldal> di <chpcheey> <chcphey> <cphochy> <chos> <aiir> <chty> <choposair> <cphy> <dair>	<tchedaiin> <oldal> di <chpcheey> <chcphey> <cphochy> <chos> <aiir> <chty> <choposair> <cphy> <dair>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.25	f114r	S	B	f114r.25|P01|f114r.25|P02|f114r.25|P03	oaiil chey qokeedy chedy qoeey qokodaiin cheey kair aiy okol aiir otair or airy	<oaiil> des er der <qoeey> <qokodaiin> dem <kair> <aiy> <okol> <aiir> <otair> an <airy>	<oaiil> des er der <qoeey> <qokodaiin> dem <kair> <aiy> <okol> <aiir> <otair> an <airy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.26	f114r	S	B	f114r.26|P01	ycheeodaiin olkaiir qokaiin chodaiin okar olkaiin okaiin cheody airoy olam	<ycheeodaiin> <olkaiir> ich <chodaiin> <okar> <olkaiin> du <cheody> <airoy> <olam>	<ycheeodaiin> <olkaiir> ich <chodaiin> <okar> <olkaiin> du <cheody> <airoy> <olam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.27	f114r	S	B	f114r.27|P01|f114r.27|P02|f114r.27|P03	cheeo daiin sheedy qodaiin ksam chodal olchedy	<cheeo> daz <sheedy> <qodaiin> <ksam> <chodal> <olchedy>	<cheeo> daz <sheedy> <qodaiin> <ksam> <chodal> <olchedy>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.28	f114r	S	B	f114r.28|P01|f114r.28|P02|f114r.28|P03	pchedairs oeail chotar qokeedair olkaiin opdaiin otol dair chdy tedair aiiraim	<pchedairs> <oeail> <chotar> <qokeedair> <olkaiin> <opdaiin> <otol> <dair> <chdy> <tedair> <aiiraim>	<pchedairs> <oeail> <chotar> <qokeedair> <olkaiin> <opdaiin> <otol> <dair> <chdy> <tedair> <aiiraim>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.29	f114r	S	B	f114r.29|P01|f114r.29|P02|f114r.29|P03	chol oeedy keedy chcheky cheodeey keedeedy daiiin ald air ar shol chedy otchedy qoty	si <oeedy> <keedy> <chcheky> <cheodeey> <keedeedy> <daiiin> <ald> <air> mit vnd der <otchedy> <qoty>	si <oeedy> <keedy> <chcheky> <cheodeey> <keedeedy> <daiiin> <ald> <air> mit vnd der <otchedy> <qoty>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.3	f114r	S	B	f114r.3|P01|f114r.3|P02	ycheod	<ycheod>	<ycheod>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.30	f114r	S	B	f114r.30|P01|f114r.30|P02|f114r.30|P03	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	<y> <chedar> <okeedy> <lkeedy> den <oeedaiin> <qoaiin> <ykedy> <okair> <olkeedy> <qoain> <ain> so <ram>	<y> <chedar> <okeedy> <lkeedy> den <oeedaiin> <qoaiin> <ykedy> <okair> <olkeedy> <qoain> <ain> so <ram>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.31	f114r	S	B	f114r.31|P01|f114r.31|P02|f114r.31|P03	sair aiin cheedain okaiin otedy qokeedain orain	<sair> den <cheedain> du zu <qokeedain> <orain>	<sair> den <cheedain> du zu <qokeedain> <orain>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.32	f114r	S	B	f114r.32|P01|f114r.32|P02	tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy dair qotar	<tcheodaiin> <chaiin> ich sie <otalkain> <otchedain> <qotcho> <chdy> <dair> <qotar>	<tcheodaiin> <chaiin> ich sie <otalkain> <otchedain> <qotcho> <chdy> <dair> <qotar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.33	f114r	S	B	f114r.33|P01|f114r.33|P02|f114r.33|P03	daiin oteed aiin saiin yteey aiin al odaiin chedal odain aiin cheo dal chedy	daz <oteed> den <saiin> <yteey> den ir <odaiin> <chedal> <odain> den <cheo> man der	daz <oteed> den <saiin> <yteey> den ir <odaiin> <chedal> <odain> den <cheo> man der	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.34	f114r	S	B	f114r.34|P01|f114r.34|P02|f114r.34|P03	ytain olkaiin ykar chdar alkam	<ytain> <olkaiin> <ykar> <chdar> <alkam>	<ytain> <olkaiin> <ykar> <chdar> <alkam>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.35	f114r	S	B	f114r.35|P01|f114r.35|P02|f114r.35|P03	pcheos air oy sheo qokchey sheekas oar ytched lked okchdar otal kar	<pcheos> <air> <oy> <sheo> <qokchey> <sheekas> <oar> <ytched> <lked> <okchdar> <otal> <kar>	<pcheos> <air> <oy> <sheo> <qokchey> <sheekas> <oar> <ytched> <lked> <okchdar> <otal> <kar>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.36	f114r	S	B	f114r.36|P01|f114r.36|P02|f114r.36|P03	ychedar aikhdy otarain ykeodaiin qoeedaiin qokal sain otchedy qokar	<ychedar> <aikhdy> <otarain> <ykeodaiin> <qoeedaiin> sin <sain> <otchedy> was	<ychedar> <aikhdy> <otarain> <ykeodaiin> <qoeedaiin> sin <sain> <otchedy> was	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f114r.37	f114r	S	B	f114r.37|P01|f114r.37|P02|f114r.37|P03	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	<odar> an den <otshedy> du <yky> <ols> in <kaiin> <chees> <air> <qotaiin> <chedaiiin>	<odar> an den <otshedy> du <yky> <ols> in <kaiin> <chees> <air> <qotaiin> <chedaiiin>	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
