unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status	controlled_unit_reading_de	controlled_rewrite_status
214	BIOLOGICAL_PROSE	f82r	B2-S016	E214	cheal	B2_LOWER_POOL_EDGE_STATIONS	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
215	BIOLOGICAL_PROSE	f82r	B2-S016	E215	lchedar	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: von dort abführen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
216	BIOLOGICAL_PROSE	f82r	B2-S016	E216	ches	B2_LOWER_POOL_EDGE_STATIONS	C08	Führe die Handlung aus; schließe nur bei Endkarte: teilen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
217	BIOLOGICAL_PROSE	f82r	B2-S016	E217	aiin	B2_LOWER_POOL_EDGE_STATIONS	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
218	BIOLOGICAL_PROSE	f82r	B2-S016	E218	oteey	B2_LOWER_POOL_EDGE_STATIONS	C02	Danach oder in demselben Gang: langer Folgeposten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
219	BIOLOGICAL_PROSE	f82r	B2-S016	E219	qokaiin	B2_LOWER_POOL_EDGE_STATIONS	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
220	BIOLOGICAL_PROSE	f82r	B2-S016	E220	okey	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
221	BIOLOGICAL_PROSE	f82r	B2-S016	E221	pchedy	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: einführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
222	BIOLOGICAL_PROSE	f82r	B2-S017	E222	rsheal	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: kurz am Ziel ruhen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
223	BIOLOGICAL_PROSE	f82r	B2-S017	E223	daldy	B2_LOWER_POOL_EDGE_STATIONS	C11	Setze die bezeichnete Zielstelle: Nebenoeffnung; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
224	BIOLOGICAL_PROSE	f82r	B2-S018	E224	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
225	BIOLOGICAL_PROSE	f82r	B2-S019	E225	rshedy	B2_LOWER_POOL_EDGE_STATIONS	C08	Führe die Handlung aus; schließe nur bei Endkarte: Waschgang abschließen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
226	BIOLOGICAL_PROSE	f82r	B2-S020	E226	qoteedy	B2_LOWER_POOL_EDGE_STATIONS	C02	Danach oder in demselben Gang: lange Folge; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
227	BIOLOGICAL_PROSE	f82r	B2-S021	E227	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
228	BIOLOGICAL_PROSE	f82r	B2-S022	E228	lochedy	B2_LOWER_POOL_EDGE_STATIONS	C01	Setze die gelernte Fachkarte: Rest abfuehren; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	FIGURE_WORKPIECE>BASIN>STATION>OPENING>INLET>OUTLET>RUN>WASH_LIQUID>ADDITIVE>TEMPERATURE>DURATION>BODY_WORK_AREA>IMMERSION>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	FINITE_SELECTED_LEXICON	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	BOUND_WITHOUT_FREE_CONTENT_NOUN
229	BIOLOGICAL_PROSE	f83r	B3-S001	E229	olkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
230	BIOLOGICAL_PROSE	f83r	B3-S002	E230	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	C02	Danach oder in demselben Gang: danach dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
231	BIOLOGICAL_PROSE	f83r	B3-S002	E231	chkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	C03	Führe aus und beachte Dauer oder Endpunkt: länger wärmen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
232	BIOLOGICAL_PROSE	f83r	B3-S003	E232	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
233	BIOLOGICAL_PROSE	f83r	B3-S003	E233	daiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
234	BIOLOGICAL_PROSE	f83r	B3-S003	E234	chey	B3_UPPER_MARGIN_OPEN_FAN_STATION	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
235	BIOLOGICAL_PROSE	f83r	B3-S003	E235	lchedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	C01	Setze die gelernte Fachkarte: abführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
236	BIOLOGICAL_PROSE	f83r	B3-S004	E236	qokaiin	B3_UPPER_MARGIN_OPEN_FAN_STATION	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
237	BIOLOGICAL_PROSE	f83r	B3-S004	E237	qotal	B3_UPPER_MARGIN_OPEN_FAN_STATION	C02	Danach oder in demselben Gang: danach dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
238	BIOLOGICAL_PROSE	f83r	B3-S004	E238	dar	B3_UPPER_MARGIN_OPEN_FAN_STATION	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
239	BIOLOGICAL_PROSE	f83r	B3-S005	E239	schedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
240	BIOLOGICAL_PROSE	f83r	B3-S006	E240	chedchy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	C07	Führe es mit diesem laufenden Posten aus: diesen Posten überführen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
241	BIOLOGICAL_PROSE	f83r	B3-S006	E241	qokal	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B3	FIGURE_WORKPIECE>BASIN>STATION>OPENING>OUTLET>RUN>RECEIVER>WASH_LIQUID>TEMPERATURE>DURATION>BODY_WORK_AREA>FILTER	NO	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	FINITE_SELECTED_LEXICON	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	BOUND_WITHOUT_FREE_CONTENT_NOUN
