collision_group_id	recipe_count	component_recipes	intake_tiers	same_atom_multiset	combined_observed_event_count	full_transition_signature_sha256	exact_vector_equality	interpretation
COLLISION0089	2	OL+SH+E+Y|SH+E+OL+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	4b7ed43524efa0d67785ec7319577473bc45d957c36499dcaab40bfc5c155f20	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0090	2	OL+T+Y|Y+T+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	633dccba0e6b7306096e48d039cb815dccc13842f4fa9fea5b6c4df9b7f9771c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0091	2	OL+Y|Y+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	32	de358120a32c053ad97d3ad01592c288df1267abb0c2974daabe192c597dc0cd	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0092	2	OS|RESUME_CARD	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	9	2d6eea05bce1ed21172eb000c69b750bbfb0ae2d199d7888953441e2ffd31dce	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0093	2	P+CH+Y|Y+P+CH	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	81762e26426f68a47a8182d96b20c98e0c7df30538af20c49a886abf69c92f04	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0094	2	R+AM_ADDR|R+A_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	121d3694fe6b497fd77cf649bd3ece4d015a66b197372273cb1cb6fd4c596996	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0095	2	S+OL+SH+E|S+SH+E+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	772c3313f9bcaff74c1980fcdc5bec2aead22c53eee6534b6279de6f87ef1dc0	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0096	2	SH+CH+K+E+Y|SH+E+CH+K+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	7	563dec4666ac45758cfe3d64694758a90ace11e1e8499b2374c522b460b01762	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0097	2	SH+CH+T+E+Y|SH+E+CH+T+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	7	4e5df979a1d74f815c477193e3136d998cf07ab761c312a621f324955830d4a3	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0098	2	SH+E+K+Y|SH+E+Y+K	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	4	61ce838352f3974ee51cef5bf7a17e39c6bc7effe2c8005d345468fdd47d5427	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0099	2	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	6	960cf79761703ea1e45e81f51fb29ea41b6ed07d3bf7aefa48a504d1a0f2ebd4	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0100	2	SH+EE+D_ADDR|SH+EE+S_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	5	89446e598bab541c6859a239422bb4e9a6d05f4bffe95eaeda8e7855ce8bd495	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0101	2	SH+O+D_ADDR+AR+Y|SH+O+Y+LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	499c129cfaa4fe0e183db700a243240609f22855b8b3c3747d03b387f4c1225e	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0102	2	SH+Y+Y|Y+SH+Y	T4_NARROW_APPENDIX|T4_NARROW_APPENDIX	YES	4	8644096279a344d691853abf9fd3f8d032d3be743cdbb2ec3c40bb74f5cc5343	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0103	2	T+AL+Y|Y+T+AL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	77ab00cc69f532a77923c1ecb615c619e727c1eaa8b5af16d4a784be4524e013	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0104	2	T+Y|Y+T	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	4	3d980fdd4bbfa1e89b01e4c5cbea0cc00827f149e9e220a80754c9b9cee6dd74	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
