component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
CH+K+O+D_ADDR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	6e1a511ed4e1b641a1e41579c235bb944a077a0a152c1b8e49e5cd4f9136da9e	5e6efaafe40a3b83f5b71c8a8cf5afc9ef498dfdb8d3abc4c8c69e3acb967506
CH+K+O+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	fa8d7dd82e3fedf01baf91c06c30e7a920c8f32c4e6f4b652f50a742c796fd55	df3d8247a165aa21ec76755c0c74106aad18375b035ea38ce7679c6fc5b5f946
CH+K+OL	T0_EXACT_OBSERVED	3	5	49	5	245	0	5	24	cd0b746ed502beda5b45cf4321d770f662ee7d0d2cb06fadc2440bde1dac8369	eaaf5ad3c5cea8c5c44f35a606816e76296e6404b6c3a5b8c044cf82f579508c	046f13129a92414e2c1bc233eef627cd7863872aa662803b601900f12d3e4dd0
CH+K+OR	T0_EXACT_OBSERVED	3	3	49	5	245	0	1	5	52a564e1763fe45af7ba82c461105c3078e8b7e6379a7180cc47ed392d8b41f8	b95d3857b1884efb138eb78126ed4ff2293aabd8c0d8a9add18b4f054b037661	9c36cab18a720782ea44d982090ad374efae3581a2e4ebbf5cbf3b883ecefb03
CH+K+Y	T0_EXACT_OBSERVED	3	29	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	b2f9d34d9b6c7ca52949486a3c3976e38f82f1b5f0ee6fd889fcc63625d29bd7	17b2563a34a1b000398a69a45fb6404e2e2da91b356e797250565a27854b0e4f
CH+K+Y+D_ADDR+S	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	d0c2fc14c184c015c2b16aba322a969e1b5335fbf55d403b004e61f0806a269a	bd4ec649a453904ad22a343ced6730e903b833790184431537232ef2050f423a	93d529b14665aa1a2a6e4930c709cc8fc76e0e97fecc0fd74c454dfe7ccd65fe
CH+L	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	c62f41b3d760e1f015197f6814d2f21b56dd6a6eccdb0b5d98d75a503dd502d9	425773fb8a7951dbfe01ca9b8f63bc2087a67cede32a6b46ab1d289116f9fbfe
CH+L+CH+P+SH+EE+Y	T0_EXACT_OBSERVED	7	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	a8b554b518c3ff96a62f86d319d16f79c179a7762246b43443de8407e5fea619	f8c0396a5ca25840acec98c5661e1517d6dd7a73809d9eeb8d6de8c19804f000
CH+LOCAL_CHAR_F+AIIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	9a77bec6149aec412798d5ddc0afd8f1cec0f4554072f4ce9c11b7294ca59795	5c9e681909eefa7ffe00d2f378da5e6d0d5126d66b80989a0b4431ec039ea380
CH+LOCAL_CHAR_F+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	aeec8917c98150564af2a6ef6f185598967c38a4841d5bbb08215944cd292e25	578606a3144e46111aa90c4cf1a0f4be246cad84fdbaae9714b96ec7de7b60d5	4d627838d9de5c8361cb0f67637046771337e0cd4361b9d29db9a68285240607
CH+LOCAL_CHAR_F+O+AIIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	312c092b8c23da80c6fb4c6ec8229e18f9233cd0541b7fba8abe0baf9250907c	d0e479d358afb8751980f9230631d6ab6c2dd35f1db4b704e5c3710639b5b264
CH+LOCAL_CHAR_F+OL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	172fb14e804294ee7e417cf5d0295fe86d153deb00372b0090bb3c67a72aa318	92d8bcb36ca91b749e282b63a6a51bc3e3741e396cf6cf9d089eba01c132fd81
CH+LOCAL_CHAR_F+OL+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	398ed25003a0ed1161be6380fd19d4faa7fdabc0bd4f0d7eb54c36ef2ad96319	224e08bbd586aa74f59287ea1bc4f53820915b88853000e99564be66a9227235
CH+LOCAL_CHAR_F+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	9507dd35778937ad5c98a6d8e397ec5b547152c344dd6b29d5b11242fcb9d9ad	462e53b7de8adb5fe8bd8e666c0e086ae475b27bb2bb6218cc889bcb04e2081a
CH+LOCAL_CHAR_F+Y	T0_EXACT_OBSERVED	3	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	a164c030089036010bf379417734e438db81106267bce614d60ba8ecc2b01ec5	0cd3228af52cdc476e3d9a5d7679298b1b996f27a0afb94d724b8f59244fa326
CH+O+CH+LOCAL_CHAR_F+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	e74bf555a9f91774afabc19b631d0239931a515e809c628cd656f235fa7d1dee	285d12c959d791a0809f4ac540f301ead6d5095e13199a596de293ba0eef1e77
CH+O+CH+LOCAL_CHAR_F+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	8577cd47c8c79a923c6712a2e645a48484c4f2b6d08d9205a867bf20e801283d	533b19ec892d665e69aabc1cd66a2fbded72067d3f17df7e3f8192e70d91e3ab
CH+O+CH+T+AR	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	d55d106afe3cca1c3ff66047105cc14a76ae13adc02b581891978b67f7dac255	049df8bc3417a561383e39603619278b2597f7d0199a4c5c6a74b088d73305bc	92435324b730c62f776b1875bcd4c50beac748f855c92ff0e7831262cd0745e4
CH+O+CH+T+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	058b07a96d89fb8e4c1989bd214e8b9589bebd53eee9f8737a14f99aeb884204	ab9f040bd82bf61940450419e74eb16d6c54a16e78a69a157da64b970b3248ab
CH+O+CH+T+EEE+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	d59b54bdc024468273bcb69dd7a6f5e544fd192a98604dc307658d443c1893d6	47d2eac0fb161e448e81975b0ceadc71843f7e90ea8167bf4401195ae42e4537
CH+O+CH+T+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	1	5	3bba28a27e8802255767cb6f2658822aa4a4263907fb66d07c6217fb70adef11	c5f4f0395b12e29abfb0809eecdcc0dc62463eda5c701c0688756b1c5b31e16b	57071104a7a825739b924f707b82b547234df244573631201742458d91fa7115
CH+O+D_ADDR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	0eb35eddfdd7477e9a2716a4b900fb73287104098193f27358478150e6ea17c8	eb08717380a214d67fe4f8ea0120e3d68cac1f928fcf6c3ba75a89a1ee7c21ea
CH+O+D_ADDR+AIIN	T0_EXACT_OBSERVED	4	5	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	312c092b8c23da80c6fb4c6ec8229e18f9233cd0541b7fba8abe0baf9250907c	d0e479d358afb8751980f9230631d6ab6c2dd35f1db4b704e5c3710639b5b264
CH+O+D_ADDR+AIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	aeec8917c98150564af2a6ef6f185598967c38a4841d5bbb08215944cd292e25	08d66aca14b3141d58558538a9835c234676dbb61745f100d249df52fede4e31	82db6ef7ee714a34577ea3b0cb162a7f5fbba09535c61e97c4525bdf32b22aef
CH+O+D_ADDR+L	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	409119bf034f2004b53d999e314e4c21f4b1d446e3161c10f969035c71996da8	f8b8cee1f25dbdf19ab851557f4d2494790654844811bf4be0970b0b17a806a8
CH+O+D_ADDR+OR	T2_FUTURE_STRONG	4	3	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	1d1a3d0f862876bb050d41cc72a7c700794e919b936d9a9f8f2d3dd35ac5f699	d3d3f95fac550ff66572c0158554f7bd8aab722f68d1d4c7e51872557d1b2715
CH+O+D_ADDR+Y	T0_EXACT_OBSERVED	4	8	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	4777eb5dbe407f8fed074ea8421aa4185d7f7c4d1a4305750210409620810aa5	848a6a3c5ac0dc18448dd1456ce186b1fbe7a776697994112d6a655ed23427fc
CH+O+E+R	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	24	88b439dc726edcd943c6e5b83796a48eb99f1b6574c789d7e9dbbe378d91c142	8acdbf107364b50ef31c3191a472083f011c50e0d803adbccbdb1f85aa4775d9	c2e55e30b7b04c01e7a01fd631c523492a36100bf1a6c03df455e3c62c393d66
CH+O+EE+A_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	b3a327139a7a522d24820a0b8551cce25bbd3a3fcb691d00b08ebe44acfdc5f3	1d852e033759f54ef64dd8105ad82993723c9ef3c8dd0b3ec502e2cb5565d1da
CH+O+P	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	1a6b6537d57036237b39379c35637b849833df18bc8eb0376c974970c14dc7cc	f125a6361424616f4dcace9c2783617416ade14b754a12c971e3936d89df6a25
CH+O+P+CH+AL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	0da75b9ba2a84eaefdb4e9d409d5df129cab5b71447ca3733b0f0c224b1936af	95567e25e7d260bd4f4cd630cf3b7e161bee14bbc4885d841368719081ee6f90
CH+O+P+CHD+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	689ea4c54d2c74db23a36758a0c71239fcf3675fe74796b80e02bfb6358d12db	f84c54921a7318766f0970ad0af1f0a1c4a509e3666db2944c7dfe0b92eaaa8c
CH+O+S	T0_EXACT_OBSERVED	3	5	49	5	245	0	5	23	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	0a4b210b724e5c2be361731d502d5efe496215ae6eac7913185e4500d580e960	0e2407efab58ab0484547c64e5704fa1edac2eab0c82e2629530e03da128943e
CH+O+S+AL+S	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	9e7ed4369d7322fbc5977e81e931dffdf9b204b4168d2d6ad3fd3107d0718509	e8f686ac98d2d094d172e4af1f60ee3b9c10d870a8a1baf8177c163b1838dec2
CH+OK+AL	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	e1ad65c1bf2f7f5e24459b59455387f4ad85bed84fc951bba2eda4ce795fd340	067cc83d76e2d80e2f82fd054a38657c4171039e526d071702f03e21338b33fb
CH+OK+AR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	694867b003e666ce6beb05398365e4f80882587bddc6f311cd84b6026c3c3b0c	a75ae1d4b7ed5688d1a3311ddb462bab47037b05f2be9e7888edb7ff3673a3b4
CH+OK+E+Y	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	a91ef441cccfc38e414dd36a6a0efbc4de3fb9c8109fae9128d4d2eb14669559	cc017b0876880033691139af2779413646196ec25ee7f9c519097ef4a260b74e
CH+OK+EE+DY	T4_NARROW_APPENDIX	4	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	8428c6e73823db8f0be52e2efc3ff6704d1ed09253480ec775c62a5f2eb9f4d7	245d0c1ba398a5b6e35b4ddab9613ec1d79cd4806342abe21a7d665efda1b948
CH+OK+O	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	bfb40f935d75a8acceaf0dfe044efb15c76494c942d57c024c1129a383964630	0b7e9bb87149b1a18ebe5d8f70a47cfbadd89a977e46bb197d60d1cffba86310
CH+OK+O+Y	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	8f6cbe739eb239366ff7c538eef7dbbe0387f8daf590fe495b70c134c1c0855d	41c165aae7a252bdf97bb73e1ca1ff2a7321a6115d9c2934512c33448389ced5
CH+OK+OL	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	1ca8a63d940a04b32e77adb3e3e01984b9e6816adf68e18fa7d97af50c266687	0ff8c6bfa150ea2f94c495f7615d2b82f5d9e516ab66f2ace9f9e4a5804c169f
CH+OK+OR	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	636fc601260a02ce8e6b6ae15fe6ada695e296db3105dc06e2002a0c2f902e8d	d8e0deddc8ea362fd747d700f57be079a226a91949fbb1116ee92838ef75d803
CH+OK+Y	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	2b27892a5b5c10357785417f53468ca4dbadaf24d0eb39ffe5f6a9e60695ffcb	45e7634f02043220f2940bb0ecddd3517b0c5728cdc7b580ae0e16710054472e
CH+OL+D_ADDR+SH+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	9683963d1a2d47122afbb710a99c539ff3ae711ef2fdbe55d377c2c47203ea2c	9edfecfc15c056fb39b939854473a1841daaaa07867122f7995aabb9b785fa66
CH+OR	T0_EXACT_OBSERVED	2	23	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	ae46ff1364de739f6da625d44d72fea1c9c270770190a4c239c792d343bfe2c0	d802a554d1efb35672f54e8175482ed3f580797999f5b74df35d3e68decded82
CH+OR+CH+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	f8bfb6fb4c291ca0c1bbada6f37ea8f6c2c4aecbd27b28a1fc44e7fe4145b123	793ddc20faaac609f5f3e692d9097a0861efdc79023a074dfa740f3ed8c3e72a
CH+OR+OL+S+AL	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	6999bd8578de229a76a212cb55f645194250f1586ae1377b36e97f4b7b424eab	05e1bc29563072af4504a8d4b2f4a4eb7365244bb21e13ebe678afd17219fdf2	c76bbb30f04ee7e92313a15259f7bf56552d82095659482440da09865881dad2
CH+OR+SH+E+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	6d169b6db04c50109cfed183ee5b1579b6b3c15836cee94dbfea60ef1f0af50b	0cb35ab714d468e6bbd033072e98868df4df3e97954f50648dab688015a05831
CH+OT+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	352c23ff6db81ed686a4f8aea022daebbc4f8cbf4971c6cdc13d831422bbdfc3	5a4f289a8142db8830b553cde9ea3ff567d8e11858b882812bcb25fd5c10634c
CH+OT+AM_ADDR	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	43eeee0f6b6c9892195e2719628a242632878826fa7eee05bdf2627a177c858e	298ca9b698b2cf5535109cfcadcf0030a4ab38c2bd19a0e14b504c47f454a160
CH+OT+CH+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	5295a9a853428966d4881b7267050e390b031ad75a038f9c2ac57b289c9c1580	16920e3e12f4161f1d407f9d9acffa80061f5283975c4a1f3d7ae0996a2ed0c1
CH+OT+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	86572859ab122d800f4e9c23f8e8a894914a36e3a617b5c02c23b723349f550f	eea0f1880b7180beba7ab12dde7bf605ec3102a3474b163078076ee88ac4ade5
CH+OT+EE+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	8ecb0f0470e295bed3b3e9affc7b5cb02631743f4c9429f110f0c61d156cfa78	7e76034fa86928225efd550c571c48bc2ba23d68e7c0b48da5288e3314a1d5e0
CH+OT+O+M_LOCAL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	ebe6541a57b38aa33e1e332afa1820b05ecd416965b36ef4226d615ccfcf2de1	68a13cec2aa35fce285b360086eba07017483bc881b1e2e5e3b500d65af532ba
CH+OT+OL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	55deb3a2c2345e6857755b0bbf523b60387d74956db1324948b5717ab3e02d9e	74d4d39d8cd5ae62d1bb3f4ef02d0b61b6cb7c1a920599b39a109c4c0f079a48
CH+OT+Y	T0_EXACT_OBSERVED	3	4	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	c9fc1c76f376142a44821bbc82b00b73b803d98a0ccc46e97e072e8fe72179a1	433173ed33f39acff022ab054b364b9001fe24f99a0035a02bf6919bee4d754f
CH+P+AIIN	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	0b50e46f6f71613ecf94a890221d34a60ea8b378245c10040a1640986270c6ee	d8a6494375649f6eea3dec62761deb7a0c8480fee6a499c3d0393b8ffe50231f	708f5bc3497a91035c162b855a6124f4cf06a5e0777a4192c9c6a02861a9e976
CH+P+AIN	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	57e213d8fe1cb1ee305ccc8fc4bb74045ee86735fed6f305ba09204f031fbdda	de2c9dbd4de3b1896cbbc169268df56b33f4a14243ae0895690c146ba93360ad	52d7b5223fcbcad2b5b3690b6b04452ad8165d3850e89ee9ef834d5d2690ac4b
CH+P+AIR	T2_FUTURE_STRONG	3	3	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	3c72b8d6990544f6a1eb29d02046f282d47732d2b254a06b3a95755f929430ec	11bb9a0ca3d4988b1de7ced6d22b2e033f2ad0a3dffa1b3bb76ce998a8bd9c3a
CH+P+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	98873a48a5aebdd4b6f9e36a117a492f1e4d598974c498ee89d87592ce4cbf71	ebf867c7911b58a8f6c24d80d575f7f3f24ede3308e682f3c75188a9fb48ba4e
CH+P+AL+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	0e9e830fb60e2ffba879ce7dd8f6b1d1504994c5629ee71a27eafb9dac77aa76	7681ca75f3bafaeb417b11835a9a59b0560e9a37fc7ccd9397dce7e0db4541d4
CH+P+AR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	61b8aa6eb8d056c5565cd9e3e813b399efdf10f8dba99bec87e6a3709f800f62	4cf55cb1c684c9c503b31f1d9d6eb3649adcbb7100f9c40a8935286e08228ad9
CH+P+CH+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	85b17ab90a0bd6ccbdc4a4966f99c3c4938700e15e77a945819c0c4c01f9d6ee	545e8f625fca65907897a3bfdc4d07a2400ebabdf5ebc803ff755ad5a6573438
CH+P+E+AL+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	b3121b522c17178acfa9a3b1329cb60be3e6d74b456ee7a90a83cf7c4c098beb	56e9460782c5650fcf53ccc669a711a3372284429e378a50579a39b3470c6bbd
CH+P+E+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	0407d01dd316c17426401c9524764a8f3f37d8af50aad7cb5722eae6a3ef64f5	69096870dce46b9bca712e5e7a51cd01cdcbb2150328966bf80e83fae4e3aec8
CH+P+E+O+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	ea691e9ac6267fde3db8f46b922aa10919d1794ef7f9c79dea2c0b88efe5edac	07b8fe1c8c6658a4322995266b7cf8c9a470ded838f05a9828126732c41e5f07
CH+P+E+OR	T4_NARROW_APPENDIX	4	2	49	5	245	0	1	5	c4d508e315ec2c86b8882e39a24d094812882c2f5bddb33bb6cd414e9742f22f	1f6a51499af3451e27ec280568078e691783aba3d57bf437fc80d7d9507dca61	f0bc0fcee43111abe8d9f51986f17c4d89fe8abde11649853d4386ba17899c75
CH+P+E+S+AIIN	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	4a664ed34649f81be1d805c2e047e51d64eabe111d7ba73e35061741f10fc261	bf96f62fd5c9efcbc9362e2e80669bdc63e3c4a006fec7b9b605de5e851a4947	13e995dd46f8c15936c656d6e04bc0a41c85a1bf92002ac3ce9466bb5636a458
CH+P+E+Y	T0_EXACT_OBSERVED	4	3	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	a14bf879837e47f947921dec4385e36b98c4002048f2f98208d3d7980f0d94b9	403c3da8c885cdd78b3e57ec4572209ff6ec0d40ee3b4fbf9c29fe8e17ccec3d
CH+P+EEE+D_ADDR+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	e87ad9034eb9d888b51f94efe040ebb5356d2c426c9c7f7566be1094a303272f	7e747e8f1b2a65ac99520730bf43f3058b15a698ff43faa9f2a078ce2cd93b75
CH+P+L	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	560a1f238b99e3279ea26ba539ada09582e1c4bc06a59ada4edfe0216affb6ee	0e3330e748102b1452f179ec6d30bb0bf605edbb6f89f8432259c85f4185ecbe
CH+P+O	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	1a6b6537d57036237b39379c35637b849833df18bc8eb0376c974970c14dc7cc	f125a6361424616f4dcace9c2783617416ade14b754a12c971e3936d89df6a25
CH+P+O+D_ADDR+AIIN+L+S	T0_EXACT_OBSERVED	7	1	49	5	245	0	1	5	4a664ed34649f81be1d805c2e047e51d64eabe111d7ba73e35061741f10fc261	c1d0c009db06927b7f3ab365b8a51235b6a0265ffeec776d917683386c29394c	2b0ad8f74cf9addcb769830f398e2637a54a33569c16beb9b12c367dce3ee716
CH+P+O+D_ADDR+AL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	25	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	badab8d1b8971016601d31527705a20cd4430fe77e7d3176c17e911931551da6	321aaf533512bfd7610995c90258836b15886b044ab7b06eee90370e4f2d02d1
CH+P+O+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	8aae60aa2b11a72173cd410e7cb2e8737848b13bd1824108e6209364ad5faa5b	23c95146f84530be714997186ef219ca8d39cefdf5d44243e159bb8c6ec662e6
CH+P+OL	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	23	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	d9d4f1badb7e50b31c519397c0e265404412181138462f32634b84ac9ca77238	338397d1125be779cedf4660b52479c490cd5a35ae679bdba8aca91e574d2108
CH+P+OR	T0_EXACT_OBSERVED	3	2	49	5	245	0	1	5	c4d508e315ec2c86b8882e39a24d094812882c2f5bddb33bb6cd414e9742f22f	9ec171e277e2d5b41871f0900d54aac365101fe94ffcd9955d460ef3c027991e	9743f4f5f7d4da3806062c4331d837981d17e07336550582d303a4291d180b61
CH+P+SH+EE+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	24	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	d4c27abf2b3a19769c2cff604eae974d4a3d6e3eea9a6661c29a298ea4f628e0	974d3340f53f982185d785f5fb12fc00015b732a4ecfd1a694b3622ea64b990c
CH+P+Y	T0_EXACT_OBSERVED	3	2	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	440a11fdc6f3538390eccb2d37352b56f48578958c566a91da74e1cc1df9eee4	dbe8f6f7bf10f17ac56efb84ece0e4f2e38e7754bb41b62a083072a55dc5b9b2
CH+R	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	24	88b439dc726edcd943c6e5b83796a48eb99f1b6574c789d7e9dbbe378d91c142	ed9ad54555856719cbc25c9dee84150ae97a9d0c6bb9c026d090619d19b32c58	ff07c1aad4a60d68a2795e0ee76c7fed3815ad11ccdbe0f5bd888e750c796ce5
