event_id	batch_id	role	locus	surface	component_recipe	visual_object_id	visible_object_de	clause_id	short_working_reading_de
P912-E2483	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	chey	Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	DIES
P912-E2484	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	ckhey	CKH+E+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	DURCHLASS · KURZ · DIES
P912-E2485	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	s	S	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSWÄHLEN
P912-E2486	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	or	OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSATZ
P912-E2487	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	shear	SH+E+AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	HALTEN · KURZ · VORRAT
P912-E2488	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	ar	AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	VORRAT
P912-E2489	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	alsy	AL+S+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ZIELSTELLE · AUSWÄHLEN · DIES
P912-E2490	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	kor	K+OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ZUGEBEN · ANSATZ
P912-E2491	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	chey	Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	DIES
P912-E2492	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	qokol	OK+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · FORTSETZEN
P912-E2493	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	cheol	CHEO+L	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · LEITEN
P912-E2494	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	chody	CH+O+D_ADDR+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ENTNEHMEN · AUSFÜHREN · TEIL · DIES
P912-E2495	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	qokol	OK+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · FORTSETZEN
P912-E2496	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	kchor	K+CH+OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ZUGEBEN · ENTNEHMEN · ANSATZ
P912-E2497	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	chol	OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN
P912-E2498	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.29	dal	AL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ZIELSTELLE
P912-E2499	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	ykeeey	Y+K+EEE+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	DIES · ZUGEBEN · VOLL · DIES
P912-E2500	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	cheor	CHEO+R	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · MARKIEREN
P912-E2501	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	cheotey	CHEO+T+E+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · EINSTELLEN · KURZ · DIES
P912-E2502	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	cheol	CHEO+L	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · LEITEN
P912-E2503	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	qokeor	OK+E+OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · KURZ · ANSATZ
P912-E2504	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	chetchy	CH+E+T+CH+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ENTNEHMEN · KURZ · EINSTELLEN · ENTNEHMEN · DIES
P912-E2505	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.30	ofal	O+LOCAL_CHAR_F+AL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSFÜHREN · NEBENWEG · ZIELSTELLE
P912-E2506	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	dar	D_ADDR+AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	TEIL · VORRAT
P912-E2507	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	chear	CH+E+AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ENTNEHMEN · KURZ · VORRAT
P912-E2508	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	chol	OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN
P912-E2509	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	dol	D_ADDR+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	TEIL · FORTSETZEN
P912-E2510	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	qoekeor	CARRIER_Q+O+E+K+E+OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · KURZ · ANSATZ
P912-E2511	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.31	cheom	CHEO+AM_ADDR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · INNEN
