owner_row_id	source_level	source_id	page	section	record_or_diagram	locus	member_count	member_ids	v69_formal_role	image_namespace	owner_class	owner_id	ownership_status	technical_silent_argument_default	visible_geometric_basis	strongest_rival	confidence	v69_change	direction_policy	semantic_ceiling
P042	PROSE_FIELD	F042	f81v	BIOLOGICAL	B1	f81v.27	1	163	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P043	PROSE_FIELD	F043	f81v	BIOLOGICAL	B1	f81v.27	2	164|165	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P044	PROSE_FIELD	F044	f81v	BIOLOGICAL	B1	f81v.27	1	166	TARGET_ASSIGN|TARGET_ASSIGN	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P045	PROSE_FIELD	F045	f82r	BIOLOGICAL	B2	f82r.2	1	167	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	DIRECT_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P046	PROSE_FIELD	F046	f82r	BIOLOGICAL	B2	f82r.2	1	168	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P047	PROSE_FIELD	F047	f82r	BIOLOGICAL	B2	f82r.2	3	169|170|171	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P048	PROSE_FIELD	F048	f82r	BIOLOGICAL	B2	f82r.2	3	172|173|174	COMPOSITE_SEQUENCE|TARGET_ASSIGN	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P049	PROSE_FIELD	F049	f82r	BIOLOGICAL	B2	f82r.3	2	175|176	COMPOSITE_SEQUENCE|ACTION_TEMPER	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P050	PROSE_FIELD	F050	f82r	BIOLOGICAL	B2	f82r.3	4	177|178|179|180	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P051	PROSE_FIELD	F051	f82r	BIOLOGICAL	B2	f82r.4	4	181|182|183|184	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P052	PROSE_FIELD	F052	f82r	BIOLOGICAL	B2	f82r.4	4	185|186|187|188	COMPOSITE_SEQUENCE|TARGET_ASSIGN > ACTION_APPLY	B2	LOCAL_APPARATUS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P053	PROSE_FIELD	F053	f82r	BIOLOGICAL	B2	f82r.7	1	189	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	DIRECT_VISIBLE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	ikonographischer Strahl und Stern auf einem Schmuckband	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P054	PROSE_FIELD	F054	f82r	BIOLOGICAL	B2	f82r.7	3	190|191|192	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	ikonographischer Strahl und Stern auf einem Schmuckband	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P055	PROSE_FIELD	F055	f82r	BIOLOGICAL	B2	f82r.7	1	193	EXEMPLAR_ONLY|NONE	B2	LOCAL_APPARATUS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	ikonographischer Strahl und Stern auf einem Schmuckband	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P056	PROSE_FIELD	F056	f82r	BIOLOGICAL	B2	f82r.7	4	194|195|196|197	COMPOSITE_SEQUENCE|ACTION_TEMPER > ACTION_APPLY > STATE_GATE	B2	LOCAL_APPARATUS	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	mittlere linke Ring-/Fächerstation samt horizontalem Inline-Knoten	Wellenlinien entspringen am Handgerät; der Doppelstrich läuft durch den Sternknoten	ikonographischer Strahl und Stern auf einem Schmuckband	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P057	PROSE_FIELD	F057	f82r	BIOLOGICAL	B2	f82r.19	4	198|199|200|201	EXEMPLAR_ONLY|NONE	B2	UNRESOLVED_LOCAL_STATION	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Inline-Knotenstation oder unabhängiges Liegepodest	LOW	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P058	PROSE_FIELD	F058	f82r	BIOLOGICAL	B2	f82r.19	1	202	EXEMPLAR_ONLY|NONE	B2	UNRESOLVED_LOCAL_STATION	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	örtliche mittlere f82r-Station, die nur das Exemplar zwischen Linie und Liegepodest entscheidet	horizontale Linie liegt nahe über dem Liegepodest, berührt es aber nicht sicher	Inline-Knotenstation oder unabhängiges Liegepodest	LOW	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P059	PROSE_FIELD	F059	f82r	BIOLOGICAL	B2	f82r.23	7	203|204|205|206|207|208|209	COMPOSITE_SEQUENCE|STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN	B2	SHARED_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	DIRECT_VISIBLE	unteres grünes Mehrfigurenfeld auf f82r	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	mehrere getrennte allegorische Figurenplätze	HIGH	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P060	PROSE_FIELD	F060	f82r	BIOLOGICAL	B2	f82r.23	1	210	TERMINAL_DRAIN|TERMINAL_DRAIN	B2	SHARED_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	unteres grünes Mehrfigurenfeld auf f82r	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	mehrere getrennte allegorische Figurenplätze	HIGH	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P061	PROSE_FIELD	F061	f82r	BIOLOGICAL	B2	f82r.23	1	211	EXEMPLAR_ONLY|NONE	B2	SHARED_POOL	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE	unteres grünes Mehrfigurenfeld auf f82r	zahlreiche Figuren schneiden dieselbe unregelmäßige grüne Fläche; zwei Vertikalformen reichen an den Rand	mehrere getrennte allegorische Figurenplätze	HIGH	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P062	PROSE_FIELD	F062	f82r	BIOLOGICAL	B2	f82r.26	2	212|213	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P063	PROSE_FIELD	F063	f82r	BIOLOGICAL	B2	f82r.26	7	214|215|216|217|218|219|220	COMPOSITE_SEQUENCE|TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P064	PROSE_FIELD	F064	f82r	BIOLOGICAL	B2	f82r.27	1	221	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P065	PROSE_FIELD	F065	f82r	BIOLOGICAL	B2	f82r.27	2	222|223	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P066	PROSE_FIELD	F066	f82r	BIOLOGICAL	B2	f82r.27	1	224	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P067	PROSE_FIELD	F067	f82r	BIOLOGICAL	B2	f82r.27	1	225	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P068	PROSE_FIELD	F068	f82r	BIOLOGICAL	B2	f82r.27	1	226	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P069	PROSE_FIELD	F069	f82r	BIOLOGICAL	B2	f82r.27	1	227	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P070	PROSE_FIELD	F070	f82r	BIOLOGICAL	B2	f82r.27	1	228	EXEMPLAR_ONLY|NONE	B2	FIGURE_STATION_SET	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE	lokale Figurenplätze am Rand des unteren f82r-Feldes	kleine Gefäße und Figuren sind am gemeinsamen Feldrand wiederholt, aber nicht durch Leitungen gekoppelt	das gesamte grüne Feld als ungeteilter Besitzer	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P071	PROSE_FIELD	F071	f83r	BIOLOGICAL	B3	f83r.3	1	229	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	DIRECT_VISIBLE	oberste f83r-Randstation mit offenem Punkt-/Fächerende	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	rein ikonographischer Strahlenbesitzer	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P072	PROSE_FIELD	F072	f83r	BIOLOGICAL	B3	f83r.3	2	230|231	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	oberste f83r-Randstation mit offenem Punkt-/Fächerende	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	rein ikonographischer Strahlenbesitzer	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P073	PROSE_FIELD	F073	f83r	BIOLOGICAL	B3	f83r.3	4	232|233|234|235	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TERMINAL_DRAIN	B3	FIGURE_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	oberste f83r-Randstation mit offenem Punkt-/Fächerende	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	rein ikonographischer Strahlenbesitzer	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P074	PROSE_FIELD	F074	f83r	BIOLOGICAL	B3	f83r.3	3	236|237|238	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	B3	FIGURE_STATION	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE	oberste f83r-Randstation mit offenem Punkt-/Fächerende	oberste Randfigur steht unmittelbar unter offenem Ende und Fächermotiv	rein ikonographischer Strahlenbesitzer	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P075	PROSE_FIELD	F075	f83r	BIOLOGICAL	B3	f83r.6	1	239	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE	mittlere f83r-Randfigur in rundem Gefäß	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P076	PROSE_FIELD	F076	f83r	BIOLOGICAL	B3	f83r.6	3	240|241|242	COMPOSITE_SEQUENCE|TARGET_ASSIGN	B3	FIGURE_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	mittlere f83r-Randfigur in rundem Gefäß	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P077	PROSE_FIELD	F077	f83r	BIOLOGICAL	B3	f83r.6	3	243|244|245	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	B3	FIGURE_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	mittlere f83r-Randfigur in rundem Gefäß	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P078	PROSE_FIELD	F078	f83r	BIOLOGICAL	B3	f83r.6	1	246	TERMINAL_DRAIN|TERMINAL_DRAIN	B3	FIGURE_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	mittlere f83r-Randfigur in rundem Gefäß	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P079	PROSE_FIELD	F079	f83r	BIOLOGICAL	B3	f83r.6	1	247	ACTION_APPLY|ACTION_APPLY	B3	FIGURE_STATION	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE	mittlere f83r-Randfigur in rundem Gefäß	zweite Randfigur ist sichtbar in einer eigenen rund eingefassten Station	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P080	PROSE_FIELD	F080	f83r	BIOLOGICAL	B3	f83r.8	2	248|249	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	DIRECT_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P081	PROSE_FIELD	F081	f83r	BIOLOGICAL	B3	f83r.8	4	250|251|252|253	COMPOSITE_SEQUENCE|ACTION_APPLY	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P082	PROSE_FIELD	F082	f83r	BIOLOGICAL	B3	f83r.11	2	254|255	COMPOSITE_SEQUENCE|LINK_ACTIVE	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
