clause_id	physical_page	register	page_model	start_event	end_event	events	action_tokens	macro_segments	single_segments	macro_action_tokens	source_quantity_inventory	target_path_inventory	grade_inventory	end_reason	natural_macro_translation_de
P915-C053	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0598	P912-E0599	2	1	0	1	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen. Schritt schließen.
P915-C054	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0600	P912-E0605	6	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen und ansetzen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Grad: kurz. Schritt schließen.
P915-C055	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0606	P912-E0655	50	37	10	13	24	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann ansetzen, dann halten, dann ansetzen; dann kennzeichnen; dann halten, dann den Gang ausführen; dann halten, dann erneut ansetzen; dann ausführen und einen neuen Zug ansetzen; dann halten, dann den Gang ausführen; dann halten, dann erneut ansetzen; dann umsetzen; dann halten, dann zugeben, dann umsetzen; dann auswählen; dann einsetzen; dann zugeben; dann halten, dann erneut ansetzen; dann ansetzen; dann auswählen; dann halten; dann umsetzen, dann ansetzen, dann ansetzen; dann auffangen; dann auffangen; dann auswählen; dann bereitstellen; dann auswählen; dann halten, dann erneut ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C056	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0656	P912-E0658	3	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C057	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0659	P912-E0659	1	1	0	1	0	NONE	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen. Weg: weiterer Lauf. Schritt schließen.
P915-C058	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0660	P912-E0673	14	9	0	9	0	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: kennzeichnen; dann halten; dann einsetzen; dann halten; dann halten; dann einstellen; dann einsetzen; dann halten; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C059	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0674	P912-E0674	1	1	0	1	0	NONE	Ziel- oder Anschlussstelle	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Weg: Ziel- oder Anschlussstelle. Schritt schließen.
P915-C060	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0675	P912-E0677	3	1	0	1	0	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen. Einsatz: Entnahmestelle oder bezeichnetes Teil. Schritt schließen.
P915-C061	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0678	P912-E0681	4	5	0	5	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: kennzeichnen; dann einstellen; dann umsetzen; dann einsetzen; dann umsetzen. Schritt schließen.
P915-C062	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0682	P912-E0688	7	4	0	4	0	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten; dann bereitstellen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: weiterer Lauf; Grad: kurz, länger. Schritt schließen.
P915-C063	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0689	P912-E0689	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C064	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0690	P912-E0690	1	1	0	1	0	NONE	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen. Weg: weiterer Lauf. Schritt schließen.
P915-C065	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0691	P912-E0700	10	5	2	1	4	Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: behandeln; dann den Gang ausführen und danach zugeben; dann in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: länger. Schritt schließen.
P915-C066	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0701	P912-E0714	14	11	3	5	6	Portion	Ziel- oder Anschlussstelle	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann ausführen; dann behandeln; dann in zwei aufeinanderfolgenden Zügen ansetzen; dann behandeln; dann ansetzen und zur nächsten Stelle umsetzen; dann den Gang ausführen und danach zugeben; dann absetzen. Einsatz: Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz, länger. Schritt schließen.
P915-C067	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0715	P912-E0717	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und den Gang ausführen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C068	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0718	P912-E0721	4	3	1	1	2	Entnahmestelle oder bezeichnetes Teil	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C069	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0722	P912-E0724	3	2	1	0	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C070	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0725	P912-E0725	1	0	0	0	0	NONE	Ziel- oder Anschlussstelle	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Weg: Ziel- oder Anschlussstelle. Schritt schließen.
P915-C071	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0726	P912-E0728	3	3	0	3	0	NONE	Ziel- oder Anschlussstelle	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: einsetzen; dann halten; dann absetzen. Weg: Ziel- oder Anschlussstelle. Schritt schließen.
P915-C072	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0729	P912-E0731	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann einen Anteil entnehmen; dann auswählen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion. Schritt schließen.
P915-C073	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0732	P912-E0732	1	1	0	1	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen. Schritt schließen.
P915-C074	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0733	P912-E0734	2	1	0	1	0	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil. Schritt schließen.
P915-C075	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0735	P912-E0735	1	0	0	0	0	NONE	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Weg: weiterer Lauf. Schritt schließen.
P915-C076	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0736	P912-E0738	3	2	0	2	0	NONE	weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann absetzen. Weg: weiterer Lauf; Grad: länger. Schritt schließen.
P915-C077	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0739	P912-E0743	5	5	1	3	2	Portion	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen; dann umsetzen und an der neuen Stelle ansetzen; dann entnehmen; dann bereitstellen. Einsatz: Portion; Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C078	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0744	P912-E0744	1	1	0	1	0	NONE	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen. Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C079	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0745	P912-E0747	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen, dann den nächsten Posten auswählen; dann auffangen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C080	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0748	P912-E0755	8	4	1	1	3	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann ansetzen, dann zugeben; dann einstellen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C081	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0756	P912-E0761	6	5	1	3	2	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten; dann einstellen und danach ansetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Grad: länger. Schritt schließen.
P915-C082	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0762	P912-E0763	2	1	0	1	0	Portion	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Einsatz: Portion. Schritt schließen.
P915-C083	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0764	P912-E0765	2	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben. Grad: länger. Schritt schließen.
P915-C084	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0766	P912-E0766	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C085	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0767	P912-E0770	4	2	1	0	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C086	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0771	P912-E0771	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C087	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0772	P912-E0774	3	3	1	1	2	NONE	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten; dann einstellen und danach ansetzen. Grad: kurz, länger. Schritt schließen.
P915-C088	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0775	P912-E0775	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C089	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0776	P912-E0776	1	2	1	0	2	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen. Grad: kurz. Schritt schließen.
P915-C090	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0777	P912-E0778	2	1	0	1	0	NONE	weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Weg: weiterer Lauf; Grad: länger. Schritt schließen.
P915-C091	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0779	P912-E0779	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C092	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0780	P912-E0780	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C093	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0781	P912-E0781	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C094	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0782	P912-E0782	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C095	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0783	P912-E0783	1	0	0	0	0	NONE	weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Weg: weiterer Lauf. Schritt schließen.
P915-C096	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0784	P912-E0784	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten. Grad: kurz. Schritt schließen.
P915-C097	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0785	P912-E0785	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C098	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0786	P912-E0786	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C099	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0787	P912-E0787	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: auffangen. Grad: länger. Schritt schließen.
P915-C100	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0788	P912-E0789	2	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben. Grad: kurz. Schritt schließen.
P915-C101	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0790	P912-E0791	2	1	0	1	0	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil. Schritt schließen.
P915-C102	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0792	P912-E0793	2	2	0	2	0	Portion	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann absetzen. Einsatz: Portion. Schritt schließen.
P915-C103	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0794	P912-E0795	2	1	0	1	0	NONE	Ziel- oder Anschlussstelle	länger	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben. Weg: Ziel- oder Anschlussstelle; Grad: länger. Schritt schließen.
P915-C104	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0796	P912-E0796	1	2	0	2	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: kennzeichnen; dann absetzen. Schritt schließen.
P915-C105	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0797	P912-E0797	1	2	1	0	2	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen und ansetzen. Grad: länger. Schritt schließen.
P915-C106	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0798	P912-E0798	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C107	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0799	P912-E0799	1	0	0	0	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: länger. Schritt schließen.
P915-C108	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0800	P912-E0802	3	2	1	0	2	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zugeben. Grad: länger. Schritt schließen.
P915-C109	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0803	P912-E0804	2	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten. Grad: kurz. Schritt schließen.
P915-C110	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0805	P912-E0805	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C111	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0806	P912-E0806	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C112	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0807	P912-E0808	2	0	0	0	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: länger. Schritt schließen.
P915-C113	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0809	P912-E0810	2	1	0	1	0	Entnahmestelle oder bezeichnetes Teil;Ansatz	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz; Grad: kurz. Schritt schließen.
P915-C114	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0811	P912-E0812	2	1	0	1	0	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: behandeln. Einsatz: Entnahmestelle oder bezeichnetes Teil. Schritt schließen.
P915-C115	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0813	P912-E0816	4	2	0	2	0	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann behandeln. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion. Schritt schließen.
P915-C116	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0817	P912-E0819	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann auswählen und ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Grad: kurz. Schritt schließen.
P915-C117	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0820	P912-E0820	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C118	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0821	P912-E0821	1	0	0	0	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: kurz. Schritt schließen.
P915-C119	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0822	P912-E0822	1	1	0	1	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Schritt schließen.
P915-C120	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0823	P912-E0829	7	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: entnehmen, dann den nächsten Posten auswählen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß; Grad: kurz. Schritt schließen.
P915-C121	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0830	P912-E0832	3	3	1	1	2	NONE	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann erneut ansetzen; dann ansetzen. Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C122	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0833	P912-E0835	3	1	0	1	0	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C123	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0836	P912-E0836	1	0	0	0	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: kurz. Schritt schließen.
P915-C124	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0837	P912-E0837	1	0	0	0	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: kurz. Schritt schließen.
P915-C125	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0838	P912-E0840	3	3	1	0	3	Sollmaß	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann ansetzen, dann ansetzen. Einsatz: Sollmaß; Grad: kurz. Schritt schließen.
P915-C126	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0841	P912-E0842	2	2	1	0	2	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann erneut ansetzen. Grad: kurz. Schritt schließen.
P915-C127	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0843	P912-E0844	2	1	0	1	0	Portion	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen. Einsatz: Portion. Schritt schließen.
P915-C128	f75r	BIOLOGICAL	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P912-E0845	P912-E0847	3	1	0	1	0	Ansatz	NONE	NONE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	An der gezeigten Station: umsetzen. Einsatz: Ansatz. Für die Fortsetzung offenlassen.
P915-C129	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0858	P912-E0860	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: einsetzen; dann halten und anschließend zugeben. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz, länger. Schritt schließen.
P915-C130	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0861	P912-E0865	5	4	1	2	2	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten und anschließend zugeben; dann einsetzen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C131	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0866	P912-E0869	4	6	2	2	4	Portion	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten und anschließend zugeben; dann ausführen; dann spülen; dann zugeben und neu ansetzen. Einsatz: Portion; Grad: kurz. Schritt schließen.
P915-C132	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0870	P912-E0883	14	9	1	7	2	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zugeben; dann ansetzen; dann auswählen; dann zugeben; dann zugeben; dann kennzeichnen; dann auswählen; dann auffangen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: länger. Schritt schließen.
