replay_attachment_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	local_head_configuration	direct_or_stack	teaching_rule_families	micro_signature	selected_attachment_de	changed_in_pass1023	owner_bound_selection	other_page_support_by_family	all_rule_families_supported_outside_page	micro_signature_other_pages	micro_signature_page_private	replay_result
P1024-A00872	SA00872	f72r	CELESTIAL	P1009-S053	P1008-E0106	f72r1.1	okalshey	S+A_ADDR+L+SH+E+Y	L	VERBINDUNG	BOTH	DIRECT_LOCAL	L_AIR_RIGHT_FALLBACK	L_AIR_LOCAL_RIGHT	[L=VERBINDUNG]→SH=HALTEN	NO	NO	L_AIR_RIGHT_FALLBACK:f10r,f11r,f17r,f18r,f55v,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00873	SA00873	f72r	CELESTIAL	P1009-S053	P1008-E0106	f72r1.1	okalshey	S+A_ADDR+L+SH+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00874	SA00874	f72r	CELESTIAL	P1009-S053	P1008-E0106	f72r1.1	okalshey	S+A_ADDR+L+SH+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00875	SA00875	f72r	CELESTIAL	P1009-S053	P1008-E0108	f72r1.1	chalaiin	AL+AIIN	AL	ZIELORT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	SH=HALTEN⟨VORIGE KARTE⟩[AL=ZIELORT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00876	SA00876	f72r	CELESTIAL	P1009-S053	P1008-E0108	f72r1.1	chalaiin	AL+AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	SH=HALTEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00877	SA00877	f72r	CELESTIAL	P1009-S053	P1008-E0112	f72r1.1	ar	AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	K=GEBEN⟨GEERBT⟩[AR=AUSGANG]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00878	SA00878	f72r	CELESTIAL	P1009-S053	P1008-E0113	f72r1.1	aiin	AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00879	SA00879	f72r	CELESTIAL	P1009-S053	P1008-E0117	f72r1.1	sal	S+AL	AL	ZIELORT	LEFT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_LOCAL_LEFT	S=WÄHLEN[AL=ZIELORT]	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00880	SA00880	f72r	CELESTIAL	P1009-S053	P1008-E0118	f72r1.1	okeo	OK+E+O	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00881	SA00881	f72r	CELESTIAL	P1009-S053	P1008-E0119	f72r1.1	dar	D_ADDR+AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AR=AUSGANG]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00882	SA00882	f72r	CELESTIAL	P1009-S053	P1008-E0120	f72r1.1	ar	AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[AR=AUSGANG]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00883	SA00883	f72r	CELESTIAL	P1009-S053	P1008-E0121	f72r1.1	adal	AL	AL	ZIELORT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[AL=ZIELORT]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00884	SA00884	f72r	CELESTIAL	P1009-S053	P1008-E0122	f72r1.1	dar	D_ADDR+AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[AR=AUSGANG]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00885	SA00885	f72r	CELESTIAL	P1009-S053	P1008-E0123	f72r1.1	okeeas	OK+EE+Y	EE	GRAD II	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[EE=GRAD II]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00886	SA00886	f72r	CELESTIAL	P1009-S053	P1008-E0123	f72r1.1	okeeas	OK+EE+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00887	SA00887	f72r	CELESTIAL	P1009-S053	P1008-E0124	f72r1.1	aiin	AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00888	SA00888	f72r	CELESTIAL	P1009-S053	P1008-E0125	f72r1.1	oteey	OT+EE+Y	EE	GRAD II	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[EE=GRAD II]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00889	SA00889	f72r	CELESTIAL	P1009-S053	P1008-E0125	f72r1.1	oteey	OT+EE+Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00890	SA00890	f72r	CELESTIAL	P1009-S053	P1008-E0126	f72r1.1	okaiin	OK+AIIN	AIIN	WERT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIIN=WERT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00891	SA00891	f72r	CELESTIAL	P1009-S054	P1008-E0144	f72r1.12	oteodar	OT+E+O+D_ADDR+AR	E	GRAD I	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	Q_OT_PACKAGE_FORWARD	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	YES	NO	Q_OT_PACKAGE_FORWARD:f55v,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88v	YES	f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00892	SA00892	f72r	CELESTIAL	P1009-S054	P1008-E0144	f72r1.12	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	Q_OT_PACKAGE_FORWARD	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	YES	NO	Q_OT_PACKAGE_FORWARD:f55v,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88v	YES	f17r,f18r,f55v,f56r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00893	SA00893	f72r	CELESTIAL	P1009-S054	P1008-E0145	f72r1.12	ytey	T+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00894	SA00894	f72r	CELESTIAL	P1009-S054	P1008-E0145	f72r1.12	ytey	T+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00895	SA00895	f72r	CELESTIAL	P1009-S054	P1008-E0146	f72r1.12	otey	OT+E+Y	E	GRAD I	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[E=GRAD I]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00896	SA00896	f72r	CELESTIAL	P1009-S054	P1008-E0146	f72r1.12	otey	OT+E+Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00897	SA00897	f72r	CELESTIAL	P1009-S054	P1008-E0147	f72r1.12	shetey	SH+EE+Y	EE	GRAD II	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[EE=GRAD II]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00898	SA00898	f72r	CELESTIAL	P1009-S054	P1008-E0147	f72r1.12	shetey	SH+EE+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00899	SA00899	f72r	CELESTIAL	P1009-S054	P1008-E0148	f72r1.12	chokshor	OK+OR	OR	EINHEIT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[OR=EINHEIT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00900	SA00900	f72r	CELESTIAL	P1009-S054	P1008-E0149	f72r1.12	okalal	OK+AL+AR	AL	ZIELORT	LEFT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_LOCAL_LEFT	OK=SETZEN[AL=ZIELORT]	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00901	SA00901	f72r	CELESTIAL	P1009-S054	P1008-E0149	f72r1.12	okalal	OK+AL+AR	AR	AUSGANG	LEFT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_LOCAL_LEFT	OK=SETZEN[AR=AUSGANG]	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00902	SA00902	f72r	CELESTIAL	P1009-S054	P1008-E0150	f72r1.12	otaiin	OT+AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00903	SA00903	f72r	CELESTIAL	P1009-S054	P1008-E0151	f72r1.12	sheolaiin	SH+E+OL+AIIN	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00904	SA00904	f72r	CELESTIAL	P1009-S054	P1008-E0151	f72r1.12	sheolaiin	SH+E+OL+AIIN	AIIN	WERT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[AIIN=WERT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00905	SA00905	f72r	CELESTIAL	P1009-S054	P1008-E0152	f72r1.12	otaiin	OT+AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	SH=HALTEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00906	SA00906	f72r	CELESTIAL	P1009-S054	P1008-E0153	f72r1.12	chetey	CH+E+T+E+Y	E	GRAD I	BOTH	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00907	SA00907	f72r	CELESTIAL	P1009-S054	P1008-E0153	f72r1.12	chetey	CH+E+T+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00908	SA00908	f72r	CELESTIAL	P1009-S054	P1008-E0153	f72r1.12	chetey	CH+E+T+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A00909	SA00909	f72r	CELESTIAL	P1009-S054	P1008-E0154	f72r1.12	cheolor	OL+OR	OR	EINHEIT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
