replay_event_id	event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	all_atoms_on_apprentice_sheet	contains_local_channel	exact_surface_other_pages	exact_recipe_other_pages	surface_page_private	recipe_page_private	event_replay_result
P1024-E0431	P912-E0269	f55v	HERBAL	P1009-S026	f55v.6	ykair	Y+K+AIR	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0432	P912-E0270	f55v	HERBAL	P1009-S026	f55v.6	cheky	CH+K+E+Y	4	YES	NO	f72r,f75r,f81v,f83r,f89r	f72r,f75r,f81v,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0433	P912-E0271	f55v	HERBAL	P1009-S026	f55v.6	daiiny	D_ADDR+AIIN+Y	3	YES	YES	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0434	P912-E0272	f55v	HERBAL	P1009-S026	f55v.7	okchd	OK+CHD	2	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0435	P912-E0273	f55v	HERBAL	P1009-S026	f55v.7	ykain	Y+K+AIN	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0436	P912-E0274	f55v	HERBAL	P1009-S026	f55v.7	sheokey	SH+E+OK+E+Y	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0437	P912-E0275	f55v	HERBAL	P1009-S026	f55v.7	or	OR	1	YES	NO	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0438	P912-E0276	f55v	HERBAL	P1009-S026	f55v.7	ain	AIN	1	YES	NO	f67r2,f75r,f76r,f77r,f88v,f89r	f10r,f11r,f18r,f67r2,f75r,f76r,f77r,f81v,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0439	P912-E0277	f55v	HERBAL	P1009-S026	f55v.7	ch	CH	1	YES	NO	f75r	f75r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0440	P912-E0278	f55v	HERBAL	P1009-S026	f55v.7	kchdy	K+CHD+Y	3	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0441	P912-E0279	f55v	HERBAL	P1009-S026	f55v.7	pchal	P+CH+AL	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0442	P912-E0280	f55v	HERBAL	P1009-S026	f55v.7	ar	AR	1	YES	NO	f67r2,f71v,f72r,f75r,f76r,f77r,f83r,f88r,f89r	f10r,f67r2,f71v,f72r,f75r,f76r,f77r,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0443	P912-E0281	f55v	HERBAL	P1009-S026	f55v.7	aldy	AL+D_ADDR+Y	3	YES	YES	f67r2	f67r2	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0444	P912-E0282	f55v	HERBAL	P1009-S026	f55v.7	dary	DA+R+Y	3	YES	NO	f18r,f68r1,f77r	f18r,f68r1,f77r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0445	P912-E0283	f55v	HERBAL	P1009-S026	f55v.8	tar	T+AR	2	YES	NO	f83r	f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0446	P912-E0284	f55v	HERBAL	P1009-S026	f55v.8	chedy	CHD+Y	2	YES	NO	f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0447	P912-E0285	f55v	HERBAL	P1009-S026	f55v.8	qokaiin	OK+AIIN	2	YES	NO	f76r,f77r,f81v,f82r,f83r	f17r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0448	P912-E0286	f55v	HERBAL	P1009-S026	f55v.8	okar	OK+AR	2	YES	NO	f56r,f72r,f75r,f76r,f81v,f89r	f56r,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0449	P912-E0287	f55v	HERBAL	P1009-S026	f55v.8	qol	OL	1	YES	NO	f75r,f76r,f77r,f81v,f82r,f83r,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0450	P912-E0288	f55v	HERBAL	P1009-S026	f55v.8	otar	OT+AR	2	YES	NO	f10r,f71v,f72r,f75r,f76r,f81v	f10r,f71v,f72r,f75r,f76r,f81v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0451	P912-E0289	f55v	HERBAL	P1009-S026	f55v.8	cho	HO	1	YES	YES	f17r,f56r,f88v,f89r	f17r,f18r,f56r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0452	P912-E0290	f55v	HERBAL	P1009-S026	f55v.8	ar	AR	1	YES	NO	f67r2,f71v,f72r,f75r,f76r,f77r,f83r,f88r,f89r	f10r,f67r2,f71v,f72r,f75r,f76r,f77r,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0453	P912-E0291	f55v	HERBAL	P1009-S026	f55v.8	talody	T+AL+O+D_ADDR+Y	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0454	P912-E0292	f55v	HERBAL	P1009-S026	f55v.8	okar	OK+AR	2	YES	NO	f56r,f72r,f75r,f76r,f81v,f89r	f56r,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0455	P912-E0293	f55v	HERBAL	P1009-S026	f55v.8	y	Y	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0456	P912-E0294	f55v	HERBAL	P1009-S026	f55v.9	ykaky	Y+K+A_ADDR+K+Y	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0457	P912-E0295	f55v	HERBAL	P1009-S026	f55v.9	qokchy	OK+Y	2	YES	NO	f10r,f13r,f17r,f18r,f83r,f89r	f10r,f13r,f17r,f18r,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0458	P912-E0296	f55v	HERBAL	P1009-S026	f55v.9	okal	OK+AL	2	YES	NO	f18r,f71v,f72r,f75r,f76r,f81v,f82r	f18r,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0459	P912-E0297	f55v	HERBAL	P1009-S026	f55v.9	chey	Y	1	YES	NO	f18r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0460	P912-E0298	f55v	HERBAL	P1009-S026	f55v.9	or	OR	1	YES	NO	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0461	P912-E0299	f55v	HERBAL	P1009-S026	f55v.9	or	OR	1	YES	NO	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0462	P912-E0300	f55v	HERBAL	P1009-S026	f55v.9	aiin	AIIN	1	YES	NO	f10r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0463	P912-E0301	f55v	HERBAL	P1009-S026	f55v.9	okaiin	OK+AIIN	2	YES	NO	f17r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f88r	f17r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0464	P912-E0302	f55v	HERBAL	P1009-S026	f55v.9	ykain	Y+K+AIN	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0465	P912-E0303	f55v	HERBAL	P1009-S026	f55v.9	otaky	OT+A_ADDR+K+Y	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0466	P912-E0304	f55v	HERBAL	P1009-S026	f55v.10	oaiin	O+AIIN	2	YES	NO	f67r2	f67r2	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0467	P912-E0305	f55v	HERBAL	P1009-S026	f55v.10	ol	OL	1	YES	NO	f18r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0468	P912-E0306	f55v	HERBAL	P1009-S026	f55v.10	s	S	1	YES	NO	f11r,f13r,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f11r,f13r,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0469	P912-E0307	f55v	HERBAL	P1009-S026	f55v.10	aiin	AIIN	1	YES	NO	f10r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0470	P912-E0308	f55v	HERBAL	P1009-S026	f55v.10	okaiin	OK+AIIN	2	YES	NO	f17r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f88r	f17r,f56r,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0471	P912-E0309	f55v	HERBAL	P1009-S026	f55v.10	oky	OK+Y	2	YES	NO	f10r,f76r,f81v,f82r,f88r,f89r	f10r,f13r,f17r,f18r,f56r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0472	P912-E0310	f55v	HERBAL	P1009-S026	f55v.10	ytaiin	Y+T+AIIN	3	YES	NO	f83r	f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0473	P912-E0311	f55v	HERBAL	P1009-S026	f55v.10	otar	OT+AR	2	YES	NO	f10r,f71v,f72r,f75r,f76r,f81v	f10r,f71v,f72r,f75r,f76r,f81v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0474	P912-E0312	f55v	HERBAL	P1009-S026	f55v.10	y	Y	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0475	P912-E0313	f55v	HERBAL	P1009-S026	f55v.10	kal	K+AL	2	YES	NO	f71v,f75r,f76r	f71v,f75r,f76r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0476	P912-E0314	f55v	HERBAL	P1009-S026	f55v.10	ykar	Y+K+AR	3	YES	NO	f76r,f88r	f18r,f76r,f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0477	P912-E0315	f55v	HERBAL	P1009-S026	f55v.10	ol	OL	1	YES	NO	f18r,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0478	P912-E0316	f55v	HERBAL	P1009-S026	f55v.11	ykaiin	Y+K+AIIN	3	YES	NO	f81v	f77r,f81v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0479	P912-E0317	f55v	HERBAL	P1009-S026	f55v.11	cheoar	CH+E+O+AR	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0480	P912-E0318	f55v	HERBAL	P1009-S026	f55v.11	cheeky	CH+K+EE+Y	4	YES	NO	f75r,f77r,f81v,f83r	f75r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0481	P912-E0319	f55v	HERBAL	P1009-S026	f55v.11	oldy	OL+DY	2	YES	NO	f13r,f67r2,f75r,f76r,f81v,f83r,f88r,f89r	f13r,f18r,f67r2,f75r,f76r,f81v,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0482	P912-E0320	f55v	HERBAL	P1009-S027	f55v.11	aiin	AIIN	1	YES	NO	f10r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0483	P912-E0321	f55v	HERBAL	P1009-S027	f55v.11	okal	OK+AL	2	YES	NO	f18r,f71v,f72r,f75r,f76r,f81v,f82r	f18r,f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0484	P912-E0322	f55v	HERBAL	P1009-S027	f55v.11	oltchy	OL+T+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0485	P912-E0323	f55v	HERBAL	P1009-S027	f55v.11	or	OR	1	YES	NO	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f17r,f18r,f67r2,f71v,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0486	P912-E0324	f55v	HERBAL	P1009-S027	f55v.11	y	Y	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0487	P912-E0325	f55v	HERBAL	P1009-S027	f55v.11	orain	OR+AIN	2	YES	NO	NONE	f72r,f76r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0488	P912-E0326	f55v	HERBAL	P1009-S027	f55v.12	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0489	P912-E0327	f55v	HERBAL	P1009-S027	f55v.12	ar	AR	1	YES	NO	f67r2,f71v,f72r,f75r,f76r,f77r,f83r,f88r,f89r	f10r,f67r2,f71v,f72r,f75r,f76r,f77r,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0490	P912-E0328	f55v	HERBAL	P1009-S027	f55v.12	cheky	CH+K+E+Y	4	YES	NO	f72r,f75r,f81v,f83r,f89r	f72r,f75r,f81v,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0491	P912-E0329	f55v	HERBAL	P1009-S027	f55v.12	olkeechy	OL+K+EE+CH+Y	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0492	P912-E0330	f55v	HERBAL	P1009-S027	f55v.12	sl	S+L	2	YES	NO	f77r	f77r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0493	P912-E0331	f55v	HERBAL	P1009-S027	f55v.12	ar	AR	1	YES	NO	f67r2,f71v,f72r,f75r,f76r,f77r,f83r,f88r,f89r	f10r,f67r2,f71v,f72r,f75r,f76r,f77r,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0494	P912-E0332	f55v	HERBAL	P1009-S027	f55v.12	aiin	AIIN	1	YES	NO	f10r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0495	P912-E0333	f55v	HERBAL	P1009-S027	f55v.12	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f56r,f67r2,f71v,f72r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0496	P912-E0334	f55v	HERBAL	P1009-S027	f55v.12	otam	OT+AM_ADDR	2	YES	YES	f72r,f75r,f88r	f72r,f75r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0497	P912-E0335	f56r	HERBAL	P1009-S028	f56r.1	o	O	1	YES	NO	f10r,f17r,f72r,f75r,f76r,f83r,f89r	f10r,f17r,f72r,f75r,f76r,f77r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0498	P912-E0336	f56r	HERBAL	P1009-S028	f56r.1	chal	CH+AL	2	YES	NO	f71v,f72r,f75r,f76r,f81v	f71v,f72r,f75r,f76r,f81v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0499	P912-E0337	f56r	HERBAL	P1009-S028	f56r.1	chchs	CH+CH+S	3	YES	NO	f72r	f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0500	P912-E0338	f56r	HERBAL	P1009-S028	f56r.1	y	Y	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f72r,f76r,f77r,f81v,f88v,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0501	P912-E0339	f56r	HERBAL	P1009-S028	f56r.1	oty	OT+Y	2	YES	NO	f71v,f75r,f76r	f10r,f11r,f13r,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0502	P912-E0340	f56r	HERBAL	P1009-S028	f56r.1	esedy	E+S+E+DY	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0503	P912-E0341	f56r	HERBAL	P1009-S029	f56r.1	chy	Y	1	YES	NO	f10r,f11r,f17r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0504	P912-E0342	f56r	HERBAL	P1009-S029	f56r.1	ychocphy	Y+CH+O+CH+P+Y	6	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0505	P912-E0343	f56r	HERBAL	P1009-S029	f56r.1	chorchy	CH+OR+CH+Y	4	YES	NO	f10r	f10r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0506	P912-E0344	f56r	HERBAL	P1009-S029	f56r.1	chy	Y	1	YES	NO	f10r,f11r,f17r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0507	P912-E0345	f56r	HERBAL	P1009-S029	f56r.2	chokchey	OK+CH+E+Y	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0508	P912-E0346	f56r	HERBAL	P1009-S029	f56r.2	chol	OL	1	YES	NO	f10r,f11r,f13r,f17r,f18r,f67r2,f72r,f76r,f77r,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0509	P912-E0347	f56r	HERBAL	P1009-S029	f56r.2	choly	OL+Y	2	YES	NO	f72r,f76r	f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0510	P912-E0348	f56r	HERBAL	P1009-S029	f56r.2	korchy	K+OR+CH+Y	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0511	P912-E0349	f56r	HERBAL	P1009-S029	f56r.2	chykey	CH+Y+K+E+Y	5	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0512	P912-E0350	f56r	HERBAL	P1009-S029	f56r.2	choty	CH+OT+Y	3	YES	NO	f11r,f72r	f11r,f72r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0513	P912-E0351	f56r	HERBAL	P1009-S029	f56r.2	shokaiin	SH+OK+AIIN	3	YES	NO	NONE	f72r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0514	P912-E0352	f56r	HERBAL	P1009-S029	f56r.3	olchey	OL+Y	2	YES	NO	f75r,f77r,f81v	f67r2,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0515	P912-E0353	f56r	HERBAL	P1009-S029	f56r.3	chokchol	OK+OL	2	YES	NO	NONE	f10r,f11r,f17r,f18r,f67r2,f71v,f72r,f77r,f83r,f88r,f88v,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0516	P912-E0354	f56r	HERBAL	P1009-S029	f56r.3	chey	Y	1	YES	NO	f18r,f55v,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0517	P912-E0355	f56r	HERBAL	P1009-S029	f56r.3	keey	K+EE+Y	3	YES	NO	f71v,f72r,f76r,f89r	f71v,f72r,f76r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0518	P912-E0356	f56r	HERBAL	P1009-S029	f56r.3	qokeey	OK+EE+Y	3	YES	NO	f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0519	P912-E0357	f56r	HERBAL	P1009-S029	f56r.3	chokeey	OK+EE+Y	3	YES	NO	NONE	f68r1,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0520	P912-E0358	f56r	HERBAL	P1009-S029	f56r.3	choksy	OK+S+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0521	P912-E0359	f56r	HERBAL	P1009-S029	f56r.4	qot	OT	1	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0522	P912-E0360	f56r	HERBAL	P1009-S029	f56r.4	chor	CH+OR	2	YES	NO	f10r,f13r,f17r,f18r,f88r,f88v,f89r	f10r,f13r,f17r,f18r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0523	P912-E0361	f56r	HERBAL	P1009-S029	f56r.4	chor	CH+OR	2	YES	NO	f10r,f13r,f17r,f18r,f88r,f88v,f89r	f10r,f13r,f17r,f18r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0524	P912-E0362	f56r	HERBAL	P1009-S029	f56r.4	chokor	OK+OR	2	YES	NO	NONE	f17r,f18r,f72r,f88r,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0525	P912-E0363	f56r	HERBAL	P1009-S029	f56r.4	chkor	CH+K+OR	3	YES	NO	NONE	f76r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E0526	P912-E0364	f56r	HERBAL	P1009-S029	f56r.4	chy	Y	1	YES	NO	f10r,f11r,f17r,f72r,f75r,f76r,f77r,f81v,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f67r2,f71v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0527	P912-E0365	f56r	HERBAL	P1009-S029	f56r.4	okar	OK+AR	2	YES	NO	f55v,f72r,f75r,f76r,f81v,f89r	f55v,f72r,f75r,f76r,f77r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0528	P912-E0366	f56r	HERBAL	P1009-S029	f56r.4	chdy	CHD+Y	2	YES	NO	f75r,f76r,f77r,f81v,f82r,f83r	f55v,f72r,f75r,f76r,f77r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0529	P912-E0367	f56r	HERBAL	P1009-S029	f56r.5	chochor	HO+CH+OR	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E0530	P912-E0368	f56r	HERBAL	P1009-S029	f56r.5	cho	HO	1	YES	YES	f17r,f55v,f88v,f89r	f17r,f18r,f55v,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E0531	P912-E0369	f56r	HERBAL	P1009-S029	f56r.5	chodaly	HO+AL+Y	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
