local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0092	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	G498-M069	S	S+AIIN	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-L0093	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	G498-M074	CHD	CHD+AIIN	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-L0094	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M048	OK	OK+AIIN	44	1	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1823|G407-E1954|G407-E2080|G407-E2093|G407-E2129|G407-E2133|G407-E2277|G407-E2332|G407-E2387|G407-E2413|G407-E2443|G407-E2451|G407-E2460|G407-E2521|G407-E2545|G407-E2551|G407-E2566|G407-E2596|G407-E2600|G407-E2601|G407-E2605|G407-E2609|G407-E2630|G407-E2646|G407-E2685|G407-E2936|G407-E2956|G407-E2966|G407-E2976|G407-E3198|G407-E3199|G407-E3244|G407-E3248|G407-E3280|G407-E3287|G407-E3348|G407-E3351|G407-E3393|G407-E3410|G407-E3464|G407-E3480|G407-E3506|G407-E3551|G407-E3584	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	YES
G499-L0095	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M063	K	K+AIIN	3	1	f81r|f81v	G407-E2911|G407-E2961|G407-E3006	Führe den Stationswert zu.	Führe den Stationswert zu.	YES
G499-L0096	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M068	S	S+AIIN	13	1	f75r|f76r|f77r|f81v|f83r	G407-E1556|G407-E1944|G407-E2305|G407-E2315|G407-E2355|G407-E2470|G407-E2561|G407-E2947|G407-E3588|G407-E3639|G407-E3691|G407-E3706|G407-E3725	Wähle den Stationswert.	Wähle den Stationswert.	YES
G499-L0097	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M073	CHD	CHD+AIIN	5	1	f77r|f83r	G407-E2424|G407-E2502|G407-E2516|G407-E2610|G407-E3751	Bearbeite den Stationswert.	Bearbeite den Stationswert.	YES
G499-L0098	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M078	T	T+AIIN	2	1	f81r|f82r	G407-E2893|G407-E3440	Stelle den Stationswert ein.	Stelle den Stationswert ein.	YES
G499-L0099	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	G498-M083	R	R+AIIN	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	Markiere den Stationswert.	YES
G499-L0100	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M049	OK	OK+AIIN	7	1	f71v|f72r	G407-E1132|G407-E1178|G407-E1193|G407-E1194|G407-E1231|G407-E1289|G407-E1298	Setze den Positionswert.	Setze den Positionswert.	YES
G499-L0101	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M064	K	K+AIIN	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-L0102	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M069	S	S+AIIN	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-L0103	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	G498-M074	CHD	CHD+AIIN	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-L0104	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M050	OK	OK+AIIN	1	1	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G499-L0105	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M055	CH	CH+AIIN	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-L0106	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M070	S	S+AIIN	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-L0107	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	G498-M080	T	T+AIIN	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-L0108	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M047	OK	OK+AIIN	11	1	f17r|f24v|f55v|f56r|f95v	G407-E0515|G407-E0634|G407-E0721|G407-E0747|G407-E0763|G407-E0770|G407-E0861|G407-E4435|G407-E4444|G407-E4480|G407-E4574	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	YES
G499-L0109	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M052	CH	CH+AIIN	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-L0110	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M057	SH	SH+AIIN	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-L0111	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M072	CHD	CHD+AIIN	1	1	f95v	G407-E4549	Bearbeite den Arbeitswert.	Bearbeite den Arbeitswert.	YES
G499-L0112	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M077	T	T+AIIN	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	YES
G499-L0113	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	G498-M082	R	R+AIIN	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-L0114	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M050	OK	OK+AIIN	1	1	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G499-L0115	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M055	CH	CH+AIIN	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-L0116	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M070	S	S+AIIN	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-L0117	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	G498-M080	T	T+AIIN	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-L0118	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M046	OK	OK+AIIN	1	1	f1r	G407-E0037	Trage den Kennwert ein.	Trage den Kennwert ein.	YES
G499-L0119	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M056	SH	SH+AIIN	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-L0120	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	G498-M061	K	K+AIIN	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-L0121	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M047	OK	OK+AIIN	11	1	f17r|f24v|f55v|f56r|f95v	G407-E0515|G407-E0634|G407-E0721|G407-E0747|G407-E0763|G407-E0770|G407-E0861|G407-E4435|G407-E4444|G407-E4480|G407-E4574	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	YES
G499-L0122	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M052	CH	CH+AIIN	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-L0123	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M057	SH	SH+AIIN	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-L0124	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M072	CHD	CHD+AIIN	1	1	f95v	G407-E4549	Bearbeite den Arbeitswert.	Bearbeite den Arbeitswert.	YES
G499-L0125	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M077	T	T+AIIN	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	YES
G499-L0126	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	G498-M082	R	R+AIIN	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-L0127	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M046	OK	OK+AIIN	1	1	f1r	G407-E0037	Trage den Kennwert ein.	Trage den Kennwert ein.	YES
G499-L0128	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M056	SH	SH+AIIN	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-L0129	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	G498-M061	K	K+AIIN	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-L0130	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M050	OK	OK+AIIN	1	1	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G499-L0131	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M055	CH	CH+AIIN	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-L0132	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M070	S	S+AIIN	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-L0133	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	G498-M080	T	T+AIIN	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-L0134	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M046	OK	OK+AIIN	1	1	f1r	G407-E0037	Trage den Kennwert ein.	Trage den Kennwert ein.	YES
G499-L0135	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M056	SH	SH+AIIN	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-L0136	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	G498-M061	K	K+AIIN	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-L0137	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M049	OK	OK+AIIN	7	1	f71v|f72r	G407-E1132|G407-E1178|G407-E1193|G407-E1194|G407-E1231|G407-E1289|G407-E1298	Setze den Positionswert.	Setze den Positionswert.	YES
G499-L0138	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M064	K	K+AIIN	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-L0139	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M069	S	S+AIIN	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-L0140	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	G498-M074	CHD	CHD+AIIN	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-L0141	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	G498-M046	OK	OK+AIIN	1	1	f1r	G407-E0037	Trage den Kennwert ein.	Trage den Kennwert ein.	YES
G499-L0142	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	G498-M056	SH	SH+AIIN	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-L0143	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	G498-M061	K	K+AIIN	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-L0144	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M049	OK	OK+AIIN	7	1	f71v|f72r	G407-E1132|G407-E1178|G407-E1193|G407-E1194|G407-E1231|G407-E1289|G407-E1298	Setze den Positionswert.	Setze den Positionswert.	YES
G499-L0145	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M064	K	K+AIIN	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-L0146	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M069	S	S+AIIN	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-L0147	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	G498-M074	CHD	CHD+AIIN	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-L0148	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M050	OK	OK+AIIN	1	1	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G499-L0149	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M055	CH	CH+AIIN	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-L0150	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M070	S	S+AIIN	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-L0151	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	G498-M080	T	T+AIIN	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-L0152	G498-M086	@ACTION+AIIN	P	P+AIIN	SOURCE_SECTION_T	G498-M046	OK	OK+AIIN	1	1	f1r	G407-E0037	Trage den Kennwert ein.	Trage den Kennwert ein.	YES
G499-L0153	G498-M086	@ACTION+AIIN	P	P+AIIN	SOURCE_SECTION_T	G498-M056	SH	SH+AIIN	1	1	f1r	G407-E0161	Halte den Kennwert fest.	Halte den Kennwert fest.	YES
G499-L0154	G498-M086	@ACTION+AIIN	P	P+AIIN	SOURCE_SECTION_T	G498-M061	K	K+AIIN	2	1	f1r	G407-E0176|G407-E0182	Ordne den Kennwert zu.	Ordne den Kennwert zu.	YES
G499-L0155	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M047	OK	OK+AIIN	11	1	f17r|f24v|f55v|f56r|f95v	G407-E0515|G407-E0634|G407-E0721|G407-E0747|G407-E0763|G407-E0770|G407-E0861|G407-E4435|G407-E4444|G407-E4480|G407-E4574	Setze den Arbeitswert im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	YES
G499-L0156	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M052	CH	CH+AIIN	4	1	f10r|f11r|f55v	G407-E0245|G407-E0331|G407-E0355|G407-E0722	Nimm den Arbeitswert.	Nimm den Arbeitswert.	YES
G499-L0157	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M057	SH	SH+AIIN	3	1	f13r|f18r	G407-E0389|G407-E0566|G407-E0597	Halte den Arbeitswert.	Halte den Arbeitswert.	YES
G499-L0158	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M072	CHD	CHD+AIIN	1	1	f95v	G407-E4549	Bearbeite den Arbeitswert.	Bearbeite den Arbeitswert.	YES
G499-L0159	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M077	T	T+AIIN	2	1	f10r|f95v	G407-E0265|G407-E4534	Stelle den Arbeitswert ein.	Stelle den Arbeitswert ein.	YES
G499-L0160	G498-M087	@ACTION+AIIN	P	P+AIIN	HERBAL	G498-M082	R	R+AIIN	1	1	f95v	G407-E4540	Markiere den Arbeitswert.	Markiere den Arbeitswert.	YES
G499-L0161	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M048	OK	OK+AIIN	44	1	f75r|f76r|f77r|f81v|f82r|f83r	G407-E1823|G407-E1954|G407-E2080|G407-E2093|G407-E2129|G407-E2133|G407-E2277|G407-E2332|G407-E2387|G407-E2413|G407-E2443|G407-E2451|G407-E2460|G407-E2521|G407-E2545|G407-E2551|G407-E2566|G407-E2596|G407-E2600|G407-E2601|G407-E2605|G407-E2609|G407-E2630|G407-E2646|G407-E2685|G407-E2936|G407-E2956|G407-E2966|G407-E2976|G407-E3198|G407-E3199|G407-E3244|G407-E3248|G407-E3280|G407-E3287|G407-E3348|G407-E3351|G407-E3393|G407-E3410|G407-E3464|G407-E3480|G407-E3506|G407-E3551|G407-E3584	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	YES
G499-L0162	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M063	K	K+AIIN	3	1	f81r|f81v	G407-E2911|G407-E2961|G407-E3006	Führe den Stationswert zu.	Führe den Stationswert zu.	YES
G499-L0163	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M068	S	S+AIIN	13	1	f75r|f76r|f77r|f81v|f83r	G407-E1556|G407-E1944|G407-E2305|G407-E2315|G407-E2355|G407-E2470|G407-E2561|G407-E2947|G407-E3588|G407-E3639|G407-E3691|G407-E3706|G407-E3725	Wähle den Stationswert.	Wähle den Stationswert.	YES
G499-L0164	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M073	CHD	CHD+AIIN	5	1	f77r|f83r	G407-E2424|G407-E2502|G407-E2516|G407-E2610|G407-E3751	Bearbeite den Stationswert.	Bearbeite den Stationswert.	YES
G499-L0165	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M078	T	T+AIIN	2	1	f81r|f82r	G407-E2893|G407-E3440	Stelle den Stationswert ein.	Stelle den Stationswert ein.	YES
G499-L0166	G498-M088	@ACTION+AIIN	P	P+AIIN	BIOLOGICAL	G498-M083	R	R+AIIN	7	1	f76r|f77r|f82r	G407-E2340|G407-E2603|G407-E2676|G407-E2694|G407-E3370|G407-E3374|G407-E3423	Markiere den Stationswert.	Markiere den Stationswert.	YES
G499-L0167	G498-M089	@ACTION+AIIN	P	P+AIIN	CELESTIAL	G498-M049	OK	OK+AIIN	7	1	f71v|f72r	G407-E1132|G407-E1178|G407-E1193|G407-E1194|G407-E1231|G407-E1289|G407-E1298	Setze den Positionswert.	Setze den Positionswert.	YES
G499-L0168	G498-M089	@ACTION+AIIN	P	P+AIIN	CELESTIAL	G498-M064	K	K+AIIN	1	1	f71v	G407-E1106	Ordne den Positionswert zu.	Ordne den Positionswert zu.	YES
G499-L0169	G498-M089	@ACTION+AIIN	P	P+AIIN	CELESTIAL	G498-M069	S	S+AIIN	2	1	f67r2|f72r	G407-E0942|G407-E1257	Wähle den Positionswert.	Wähle den Positionswert.	YES
G499-L0170	G498-M089	@ACTION+AIIN	P	P+AIIN	CELESTIAL	G498-M074	CHD	CHD+AIIN	2	1	f67r2|f72r	G407-E0961|G407-E1305	Bearbeite den Positionswert.	Bearbeite den Positionswert.	YES
G499-L0171	G498-M090	@ACTION+AIIN	P	P+AIIN	PHARMA	G498-M050	OK	OK+AIIN	1	1	f88r	G407-E3877	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G499-L0172	G498-M090	@ACTION+AIIN	P	P+AIIN	PHARMA	G498-M055	CH	CH+AIIN	1	1	f89r	G407-E4160	Nimm den Mengenwert.	Nimm den Mengenwert.	YES
G499-L0173	G498-M090	@ACTION+AIIN	P	P+AIIN	PHARMA	G498-M070	S	S+AIIN	6	1	f88r|f88v|f89r	G407-E3829|G407-E4057|G407-E4112|G407-E4285|G407-E4291|G407-E4335	Wähle den Mengenwert.	Wähle den Mengenwert.	YES
G499-L0174	G498-M090	@ACTION+AIIN	P	P+AIIN	PHARMA	G498-M080	T	T+AIIN	1	1	f89r	G407-E4161	Stelle den Mengenwert ein.	Stelle den Mengenwert ein.	YES
G499-L0175	G498-M094	@ACTION+AIN	OK	OK+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0176	G498-M096	@ACTION+AIN	CH	CH+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0177	G498-M097	@ACTION+AIN	CH	CH+AIN	HERBAL	G498-M092	OK	OK+AIN	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-L0178	G498-M097	@ACTION+AIN	CH	CH+AIN	HERBAL	G498-M107	K	K+AIN	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-L0179	G498-M097	@ACTION+AIN	CH	CH+AIN	HERBAL	G498-M112	S	S+AIN	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-L0180	G498-M097	@ACTION+AIN	CH	CH+AIN	HERBAL	G498-M117	CHD	CHD+AIN	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-L0181	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M093	OK	OK+AIN	54	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1440|G407-E1473|G407-E1490|G407-E1507|G407-E1540|G407-E1545|G407-E1548|G407-E1550|G407-E1554|G407-E1570|G407-E1596|G407-E1606|G407-E1617|G407-E1631|G407-E1692|G407-E1714|G407-E1727|G407-E1741|G407-E1743|G407-E1747|G407-E1777|G407-E1798|G407-E1850|G407-E1995|G407-E2038|G407-E2081|G407-E2105|G407-E2110|G407-E2122|G407-E2275|G407-E2309|G407-E2409|G407-E2498|G407-E2550|G407-E2557|G407-E2573|G407-E2607|G407-E2623|G407-E2738|G407-E2761|G407-E2764|G407-E2856|G407-E2957|G407-E2975|G407-E2984|G407-E3081|G407-E3187|G407-E3277|G407-E3324|G407-E3326|G407-E3437|G407-E3602|G407-E3728|G407-E3745	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	YES
G499-L0182	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M108	K	K+AIN	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-L0183	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M113	S	S+AIN	18	1	f75r|f76r|f77r|f81r|f82r|f83r	G407-E1542|G407-E1553|G407-E1634|G407-E1638|G407-E1803|G407-E1842|G407-E2031|G407-E2124|G407-E2166|G407-E2168|G407-E2224|G407-E2319|G407-E2377|G407-E2440|G407-E2803|G407-E3449|G407-E3623|G407-E3720	Wähle den Stationsanteil.	Wähle den Stationsanteil.	YES
G499-L0184	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M118	CHD	CHD+AIN	2	1	f76r|f83r	G407-E1894|G407-E3653	Bearbeite den Stationsanteil.	Bearbeite den Stationsanteil.	YES
G499-L0185	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M123	T	T+AIN	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-L0186	G498-M098	@ACTION+AIN	CH	CH+AIN	BIOLOGICAL	G498-M128	R	R+AIN	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-L0187	G498-M099	@ACTION+AIN	CH	CH+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0188	G498-M100	@ACTION+AIN	CH	CH+AIN	PHARMA	G498-M095	OK	OK+AIN	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-L0189	G498-M100	@ACTION+AIN	CH	CH+AIN	PHARMA	G498-M115	S	S+AIN	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-L0190	G498-M100	@ACTION+AIN	CH	CH+AIN	PHARMA	G498-M120	CHD	CHD+AIN	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-L0191	G498-M100	@ACTION+AIN	CH	CH+AIN	PHARMA	G498-M125	T	T+AIN	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-L0192	G498-M101	@ACTION+AIN	SH	SH+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0193	G498-M102	@ACTION+AIN	SH	SH+AIN	HERBAL	G498-M092	OK	OK+AIN	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-L0194	G498-M102	@ACTION+AIN	SH	SH+AIN	HERBAL	G498-M107	K	K+AIN	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-L0195	G498-M102	@ACTION+AIN	SH	SH+AIN	HERBAL	G498-M112	S	S+AIN	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-L0196	G498-M102	@ACTION+AIN	SH	SH+AIN	HERBAL	G498-M117	CHD	CHD+AIN	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
