cross_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_register	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_action_and_frame
G499-X0104	G498-M136	@ACTION+AL	OK	OK+AL	SOURCE_SECTION_T	G498-M138	BIOLOGICAL	34	4	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1518|G407-E1524|G407-E1627|G407-E1694|G407-E1733|G407-E1881|G407-E1953|G407-E2171|G407-E2180|G407-E2199|G407-E2231|G407-E2314|G407-E2364|G407-E2370|G407-E2527|G407-E2538|G407-E2840|G407-E2873|G407-E2938|G407-E3048|G407-E3057|G407-E3102|G407-E3122|G407-E3141|G407-E3190|G407-E3204|G407-E3210|G407-E3214|G407-E3220|G407-E3263|G407-E3275|G407-E3504|G407-E3567|G407-E3661	Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation. || Setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation. || Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation. || Setze die Stationseinheit [wie zuvor] im Stationsgang an; zur Zielstation.	YES
G499-X0105	G498-M136	@ACTION+AL	OK	OK+AL	SOURCE_SECTION_T	G498-M139	CELESTIAL	5	2	f68r1|f71v|f72r	G407-E1049|G407-E1130|G407-E1201|G407-E1255|G407-E1278	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze den Positionsposten [wie zuvor]; zur Zielposition. || Setze den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-X0106	G498-M136	@ACTION+AL	OK	OK+AL	SOURCE_SECTION_T	G498-M140	PHARMA	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-X0107	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M141	SOURCE_SECTION_T	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-X0108	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M142	HERBAL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-X0109	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M143	BIOLOGICAL	4	3	f75r|f76r|f81v	G407-E1441|G407-E2200|G407-E2360|G407-E3176	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	Entnimm den Stationsanteil [wie zuvor]; zur Zielstation. || Entnimm den Stationsposten [wie zuvor]; zur Zielstation. || Entnimm die Stationseinheit [wie zuvor]; zur Zielstation.	YES
G499-X0110	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M144	CELESTIAL	2	2	f71v|f72r	G407-E1096|G407-E1215	Nimm auf; zur Zielposition.	Nimm auf; zur Zielposition. || Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES
G499-X0111	G498-M146	@ACTION+AL	SH	SH+AL	SOURCE_SECTION_T	G498-M148	BIOLOGICAL	1	1	f75r	G407-E1576	Halte den Stationsposten [wie zuvor]; zur Zielstation.	Halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0112	G498-M147	@ACTION+AL	SH	SH+AL	HERBAL	G498-M148	BIOLOGICAL	1	1	f75r	G407-E1576	Halte den Stationsposten [wie zuvor]; zur Zielstation.	Halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0113	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M148	BIOLOGICAL	1	1	f75r	G407-E1576	Halte den Stationsposten [wie zuvor]; zur Zielstation.	Halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0114	G498-M150	@ACTION+AL	SH	SH+AL	PHARMA	G498-M148	BIOLOGICAL	1	1	f75r	G407-E1576	Halte den Stationsposten [wie zuvor]; zur Zielstation.	Halte den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0115	G498-M151	@ACTION+AL	K	K+AL	SOURCE_SECTION_T	G498-M152	HERBAL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-X0116	G498-M151	@ACTION+AL	K	K+AL	SOURCE_SECTION_T	G498-M153	BIOLOGICAL	3	1	f75r|f76r	G407-E1453|G407-E1960|G407-E2142	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES
G499-X0117	G498-M151	@ACTION+AL	K	K+AL	SOURCE_SECTION_T	G498-M154	CELESTIAL	1	1	f71v	G407-E1136	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES
G499-X0118	G498-M155	@ACTION+AL	K	K+AL	PHARMA	G498-M152	HERBAL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-X0119	G498-M155	@ACTION+AL	K	K+AL	PHARMA	G498-M153	BIOLOGICAL	3	1	f75r|f76r	G407-E1453|G407-E1960|G407-E2142	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES
G499-X0120	G498-M155	@ACTION+AL	K	K+AL	PHARMA	G498-M154	CELESTIAL	1	1	f71v	G407-E1136	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES
G499-X0121	G498-M156	@ACTION+AL	S	S+AL	SOURCE_SECTION_T	G498-M158	BIOLOGICAL	8	1	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0122	G498-M156	@ACTION+AL	S	S+AL	SOURCE_SECTION_T	G498-M159	CELESTIAL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-X0123	G498-M157	@ACTION+AL	S	S+AL	HERBAL	G498-M158	BIOLOGICAL	8	1	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0124	G498-M157	@ACTION+AL	S	S+AL	HERBAL	G498-M159	CELESTIAL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-X0125	G498-M160	@ACTION+AL	S	S+AL	PHARMA	G498-M158	BIOLOGICAL	8	1	f75r|f76r|f77r|f81v|f82r	G407-E1502|G407-E1934|G407-E2328|G407-E2339|G407-E2411|G407-E2707|G407-E3145|G407-E3369	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0126	G498-M160	@ACTION+AL	S	S+AL	PHARMA	G498-M159	CELESTIAL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-X0127	G498-M161	@ACTION+AL	CHD	CHD+AL	SOURCE_SECTION_T	G498-M163	BIOLOGICAL	1	1	f83r	G407-E3775	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0128	G498-M161	@ACTION+AL	CHD	CHD+AL	SOURCE_SECTION_T	G498-M164	CELESTIAL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-X0129	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	G498-M163	BIOLOGICAL	1	1	f83r	G407-E3775	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0130	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	G498-M164	CELESTIAL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-X0131	G498-M165	@ACTION+AL	CHD	CHD+AL	PHARMA	G498-M163	BIOLOGICAL	1	1	f83r	G407-E3775	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0132	G498-M165	@ACTION+AL	CHD	CHD+AL	PHARMA	G498-M164	CELESTIAL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-X0133	G498-M166	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	G498-M168	BIOLOGICAL	2	1	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	YES
G499-X0134	G498-M166	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	G498-M169	CELESTIAL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
G499-X0135	G498-M167	@ACTION+AL	T	T+AL	HERBAL	G498-M168	BIOLOGICAL	2	1	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	YES
G499-X0136	G498-M167	@ACTION+AL	T	T+AL	HERBAL	G498-M169	CELESTIAL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
G499-X0137	G498-M170	@ACTION+AL	T	T+AL	PHARMA	G498-M168	BIOLOGICAL	2	1	f77r|f83r	G407-E2698|G407-E3592	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	Stelle den Stationsposten [wie zuvor] ein; zur Zielstation.	YES
G499-X0138	G498-M170	@ACTION+AL	T	T+AL	PHARMA	G498-M169	CELESTIAL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
G499-X0139	G498-M171	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	G498-M173	BIOLOGICAL	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0140	G498-M171	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	G498-M175	PHARMA	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-X0141	G498-M172	@ACTION+AL	R	R+AL	HERBAL	G498-M173	BIOLOGICAL	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0142	G498-M172	@ACTION+AL	R	R+AL	HERBAL	G498-M175	PHARMA	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-X0143	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M173	BIOLOGICAL	1	1	f81v	G407-E3084	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	Markiere den Stationsposten [wie zuvor]; zur Zielstation.	YES
G499-X0144	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M175	PHARMA	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-X0145	G498-M181	@ACTION+AL+Y	OK	OK+AL+Y	SOURCE_SECTION_T	G498-M183	BIOLOGICAL	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-X0146	G498-M181	@ACTION+AL+Y	OK	OK+AL+Y	SOURCE_SECTION_T	G498-M184	CELESTIAL	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-X0147	G498-M182	@ACTION+AL+Y	OK	OK+AL+Y	HERBAL	G498-M183	BIOLOGICAL	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-X0148	G498-M182	@ACTION+AL+Y	OK	OK+AL+Y	HERBAL	G498-M184	CELESTIAL	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-X0149	G498-M185	@ACTION+AL+Y	OK	OK+AL+Y	PHARMA	G498-M183	BIOLOGICAL	3	1	f76r|f77r|f82r	G407-E2050|G407-E2548|G407-E3195	Setze den Stationsposten im Stationsgang an; zur Zielstation.	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES
G499-X0150	G498-M185	@ACTION+AL+Y	OK	OK+AL+Y	PHARMA	G498-M184	CELESTIAL	2	1	f72r	G407-E1263|G407-E1275	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	YES
G499-X0151	G498-M186	@ACTION+AL+Y	CH	CH+AL+Y	SOURCE_SECTION_T	G498-M188	BIOLOGICAL	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-X0152	G498-M186	@ACTION+AL+Y	CH	CH+AL+Y	SOURCE_SECTION_T	G498-M190	PHARMA	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-X0153	G498-M187	@ACTION+AL+Y	CH	CH+AL+Y	HERBAL	G498-M188	BIOLOGICAL	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-X0154	G498-M187	@ACTION+AL+Y	CH	CH+AL+Y	HERBAL	G498-M190	PHARMA	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-X0155	G498-M189	@ACTION+AL+Y	CH	CH+AL+Y	CELESTIAL	G498-M188	BIOLOGICAL	1	1	f76r	G407-E2256	Entnimm den Stationsposten; zur Zielstation.	Entnimm den Stationsposten; zur Zielstation.	YES
G499-X0156	G498-M189	@ACTION+AL+Y	CH	CH+AL+Y	CELESTIAL	G498-M190	PHARMA	2	1	f88v|f89r	G407-E4021|G407-E4200	Nimm den Drogenposten; zum Zielgefäß.	Nimm den Drogenposten; zum Zielgefäß.	YES
G499-X0157	G498-M211	@ACTION+AL+Y	T	T+AL+Y	SOURCE_SECTION_T	G498-M214	CELESTIAL	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-X0158	G498-M212	@ACTION+AL+Y	T	T+AL+Y	HERBAL	G498-M214	CELESTIAL	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-X0159	G498-M213	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	G498-M214	CELESTIAL	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-X0160	G498-M215	@ACTION+AL+Y	T	T+AL+Y	PHARMA	G498-M214	CELESTIAL	1	1	f72r	G407-E1295	Stelle den Positionsposten ein; zur Zielposition.	Stelle den Positionsposten ein; zur Zielposition.	YES
G499-X0161	G498-M216	@ACTION+AL+Y	R	R+AL+Y	SOURCE_SECTION_T	G498-M218	BIOLOGICAL	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-X0162	G498-M217	@ACTION+AL+Y	R	R+AL+Y	HERBAL	G498-M218	BIOLOGICAL	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-X0163	G498-M219	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	G498-M218	BIOLOGICAL	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-X0164	G498-M220	@ACTION+AL+Y	R	R+AL+Y	PHARMA	G498-M218	BIOLOGICAL	1	1	f83r	G407-E3782	Markiere den Stationsposten; zur Zielstation.	Markiere den Stationsposten; zur Zielstation.	YES
G499-X0165	G498-M226	@ACTION+CH+E+Y	OK	OK+CH+E+Y	SOURCE_SECTION_T	G498-M227	HERBAL	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0166	G498-M228	@ACTION+CH+E+Y	OK	OK+CH+E+Y	BIOLOGICAL	G498-M227	HERBAL	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0167	G498-M229	@ACTION+CH+E+Y	OK	OK+CH+E+Y	CELESTIAL	G498-M227	HERBAL	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0168	G498-M230	@ACTION+CH+E+Y	OK	OK+CH+E+Y	PHARMA	G498-M227	HERBAL	1	1	f56r	G407-E0807	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0169	G498-M241	@ACTION+CH+E+Y	K	K+CH+E+Y	SOURCE_SECTION_T	G498-M242	HERBAL	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0170	G498-M243	@ACTION+CH+E+Y	K	K+CH+E+Y	BIOLOGICAL	G498-M242	HERBAL	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0171	G498-M244	@ACTION+CH+E+Y	K	K+CH+E+Y	CELESTIAL	G498-M242	HERBAL	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0172	G498-M245	@ACTION+CH+E+Y	K	K+CH+E+Y	PHARMA	G498-M242	HERBAL	1	1	f56r	G407-E0870	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0173	G498-M246	@ACTION+CH+E+Y	S	S+CH+E+Y	SOURCE_SECTION_T	G498-M247	HERBAL	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0174	G498-M248	@ACTION+CH+E+Y	S	S+CH+E+Y	BIOLOGICAL	G498-M247	HERBAL	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0175	G498-M249	@ACTION+CH+E+Y	S	S+CH+E+Y	CELESTIAL	G498-M247	HERBAL	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0176	G498-M250	@ACTION+CH+E+Y	S	S+CH+E+Y	PHARMA	G498-M247	HERBAL	1	1	f56r	G407-E0891	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES
G499-X0177	G498-M257	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	G498-M256	SOURCE_SECTION_T	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-X0178	G498-M258	@ACTION+CH+E+Y	T	T+CH+E+Y	BIOLOGICAL	G498-M256	SOURCE_SECTION_T	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-X0179	G498-M259	@ACTION+CH+E+Y	T	T+CH+E+Y	CELESTIAL	G498-M256	SOURCE_SECTION_T	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-X0180	G498-M260	@ACTION+CH+E+Y	T	T+CH+E+Y	PHARMA	G498-M256	SOURCE_SECTION_T	1	1	f1r	G407-E0129	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	Lege den laufenden Eintrag fest und entnimm den laufenden Eintrag; auf Grad I.	YES
G499-X0181	G498-M261	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	G498-M263	BIOLOGICAL	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-X0182	G498-M262	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	G498-M263	BIOLOGICAL	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-X0183	G498-M264	@ACTION+CH+E+Y	R	R+CH+E+Y	CELESTIAL	G498-M263	BIOLOGICAL	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-X0184	G498-M265	@ACTION+CH+E+Y	R	R+CH+E+Y	PHARMA	G498-M263	BIOLOGICAL	1	1	f82r	G407-E3246	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	Markiere den Stationsposten und entnimm den Stationsposten; auf Grad I.	YES
G499-X0185	G498-M271	@ACTION+CHD+Y	OK	OK+CHD+Y	SOURCE_SECTION_T	G498-M273	BIOLOGICAL	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-X0186	G498-M272	@ACTION+CHD+Y	OK	OK+CHD+Y	HERBAL	G498-M273	BIOLOGICAL	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-X0187	G498-M274	@ACTION+CHD+Y	OK	OK+CHD+Y	CELESTIAL	G498-M273	BIOLOGICAL	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-X0188	G498-M275	@ACTION+CHD+Y	OK	OK+CHD+Y	PHARMA	G498-M273	BIOLOGICAL	4	1	f81r|f83r	G407-E2888|G407-E3578|G407-E3646|G407-E3712	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	YES
G499-X0189	G498-M286	@ACTION+CHD+Y	K	K+CHD+Y	SOURCE_SECTION_T	G498-M287	HERBAL	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-X0190	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	G498-M287	HERBAL	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-X0191	G498-M289	@ACTION+CHD+Y	K	K+CHD+Y	CELESTIAL	G498-M287	HERBAL	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-X0192	G498-M290	@ACTION+CHD+Y	K	K+CHD+Y	PHARMA	G498-M287	HERBAL	2	1	f55v|f95v	G407-E0740|G407-E4522	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
G499-X0193	G498-M301	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	G498-M302	HERBAL	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-X0194	G498-M301	@ACTION+CHD+Y	T	T+CHD+Y	SOURCE_SECTION_T	G498-M303	BIOLOGICAL	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
G499-X0195	G498-M304	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	G498-M302	HERBAL	1	1	f95v	G407-E4490	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	Stelle den Pflanzenposten ein und bearbeite den Pflanzenposten.	YES
G499-X0196	G498-M304	@ACTION+CHD+Y	T	T+CHD+Y	CELESTIAL	G498-M303	BIOLOGICAL	4	1	f75r|f83r	G407-E1665|G407-E3455|G407-E3597|G407-E3659	Stelle den Stationsposten ein und bearbeite den Stationsposten.	Stelle den Stationsposten ein und bearbeite den Stationsposten.	YES
