global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
38	38	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	MARKIEREN · ANTEIL	TEIL MARKIEREN · MATERIALANTEIL	Markiere den Materialanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	5	f17r|f18r|f24v|f55v|f95v	1	BIOLOGICAL	3	3	f76r|f81r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
39	39	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M097	@ACTION+AIN	CH	CH+AIN	HERBAL	NEHMEN · ANTEIL	PFLANZENTEIL NEHMEN · MATERIALANTEIL	Nimm den Materialanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	5	f17r|f18r|f24v|f55v|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
40	40	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M089	@ACTION+AIIN	P	P+AIIN	CELESTIAL	EINSETZEN · WERT	EINTRAG EINSETZEN · POSITIONSWERT	Setze den Positionswert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	3	f67r2|f71v|f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
41	41	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M132	@ACTION+AIN	P	P+AIN	HERBAL	EINSETZEN · ANTEIL	MATERIAL EINSETZEN · MATERIALANTEIL	Setze den Materialanteil ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	5	f17r|f18r|f24v|f55v|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
42	42	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M102	@ACTION+AIN	SH	SH+AIN	HERBAL	HALTEN · ANTEIL	MATERIAL HALTEN · MATERIALANTEIL	Halte den Materialanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|K|S|CHD	12	4	5	f17r|f18r|f24v|f55v|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
43	43	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M288	@ACTION+CHD+Y	K	K+CHD+Y	BIOLOGICAL	GEBEN · BEARBEITEN · POSTEN	POSTEN ZUFÜHREN · POSTEN BEARBEITEN · STATIONSPOSTEN	Führe den Stationsposten zu und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	1	HERBAL	2	2	f55v|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
44	44	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M278	@ACTION+CHD+Y	CH	CH+CHD+Y	BIOLOGICAL	NEHMEN · BEARBEITEN · POSTEN	POSTEN ENTNEHMEN · POSTEN BEARBEITEN · STATIONSPOSTEN	Entnimm den Stationsposten und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
45	45	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M293	@ACTION+CHD+Y	S	S+CHD+Y	BIOLOGICAL	WÄHLEN · BEARBEITEN · POSTEN	STATION WÄHLEN · POSTEN BEARBEITEN · STATIONSPOSTEN	Wähle den Stationsposten und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
46	46	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M283	@ACTION+CHD+Y	SH	SH+CHD+Y	BIOLOGICAL	HALTEN · BEARBEITEN · POSTEN	POSTEN HALTEN · POSTEN BEARBEITEN · STATIONSPOSTEN	Halte den Stationsposten und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	0	NONE	NO	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
47	47	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M298	@ACTION+CHD+Y	CHD	CHD+CHD+Y	BIOLOGICAL	BEARBEITEN · BEARBEITEN · POSTEN	POSTEN BEARBEITEN · POSTEN BEARBEITEN · STATIONSPOSTEN	Bearbeite den Stationsposten und bearbeite den Stationsposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	2	1	CHD	YES	4	OK|T|R|P	11	4	5	f75r|f81r|f81v|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
48	48	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	BEARBEITEN · WERT	ANSATZ BEARBEITEN · MENGENWERT	Bearbeite den Mengenwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|CH|S|T	9	4	3	f88r|f88v|f89r	3	HERBAL|BIOLOGICAL|CELESTIAL	8	5	f67r2|f72r|f77r|f83r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
49	49	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	GEBEN · WERT	ZUTAT ZUGEBEN · MENGENWERT	Gib den Mengenwert zu.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|CH|S|T	9	4	3	f88r|f88v|f89r	3	SOURCE_SECTION_T|BIOLOGICAL|CELESTIAL	6	4	f1r|f71v|f81r|f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
50	50	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	MARKIEREN · WERT	POSTEN MARKIEREN · MENGENWERT	Markiere den Mengenwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|CH|S|T	9	4	3	f88r|f88v|f89r	2	HERBAL|BIOLOGICAL	8	4	f76r|f77r|f82r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
51	51	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	HALTEN · WERT	ANSATZ HALTEN · MENGENWERT	Halte den Mengenwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|CH|S|T	9	4	3	f88r|f88v|f89r	2	SOURCE_SECTION_T|HERBAL	4	3	f1r|f13r|f18r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
52	52	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M090	@ACTION+AIIN	P	P+AIIN	PHARMA	EINSETZEN · WERT	ZUTAT EINSETZEN · MENGENWERT	Setze den Mengenwert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|CH|S|T	9	4	3	f88r|f88v|f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
53	53	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M351	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	MARKIEREN · FORTSETZEN	KENNZEICHNEN · WEITERFÜHREN	Fahre fort, das zuvor Genannte zu kennzeichnen.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	2	1	0	NONE	NO	4	OK|SH|K|T	6	6	1	f1r	1	BIOLOGICAL	4	3	f75r|f76r|f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
54	54	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M341	@ACTION+OL	CHD	CHD+OL	SOURCE_SECTION_T	BEARBEITEN · FORTSETZEN	EINTRAG BEARBEITEN · WEITERFÜHREN	Fahre fort: Bearbeite das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	6	6	1	f1r	1	BIOLOGICAL	2	2	f76r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
55	55	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M356	@ACTION+OL	P	P+OL	SOURCE_SECTION_T	EINSETZEN · FORTSETZEN	IN EINTRAG EINSETZEN · WEITERFÜHREN	Fahre fort: Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	6	6	1	f1r	1	BIOLOGICAL	1	1	f77r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
56	56	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M321	@ACTION+OL	CH	CH+OL	SOURCE_SECTION_T	NEHMEN · FORTSETZEN	ENTNEHMEN · WEITERFÜHREN	Fahre fort: Entnimm das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	6	6	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
57	57	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M336	@ACTION+OL	S	S+OL	SOURCE_SECTION_T	WÄHLEN · FORTSETZEN	AUSWÄHLEN · WEITERFÜHREN	Fahre fort: Wähle das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	4	OK|SH|K|T	6	6	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
58	58	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M006	@ACTION	CH	CH	SOURCE_SECTION_T	NEHMEN	ENTNEHMEN	Entnimm das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	4	OK|SH|S|R	5	5	1	f1r	2	HERBAL|BIOLOGICAL	2	2	f55v|f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
59	59	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M016	@ACTION	K	K	SOURCE_SECTION_T	GEBEN	ZUORDNEN	Ordne das zuvor Genannte zu.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	4	OK|SH|S|R	5	5	1	f1r	1	HERBAL	4	3	f13r|f24v|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
60	60	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M026	@ACTION	CHD	CHD	SOURCE_SECTION_T	BEARBEITEN	EINTRAG BEARBEITEN	Bearbeite das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	4	OK|SH|S|R	5	5	1	f1r	1	BIOLOGICAL	2	2	f77r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
61	61	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M031	@ACTION	T	T	SOURCE_SECTION_T	EINSTELLEN	FESTLEGEN	Lege das zuvor Genannte fest.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	4	OK|SH|S|R	5	5	1	f1r	1	HERBAL	1	1	f56r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
62	62	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M041	@ACTION	P	P	SOURCE_SECTION_T	EINSETZEN	IN EINTRAG EINSETZEN	Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	4	OK|SH|S|R	5	5	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
63	63	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	GEBEN · ANTEIL	ZUTAT ZUGEBEN · DROGENANTEIL	Gib den Drogenanteil zu.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|S|CHD|T	4	4	1	f89r	2	HERBAL|BIOLOGICAL	6	5	f75r|f76r|f81v|f83r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
64	64	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	MARKIEREN · ANTEIL	POSTEN MARKIEREN · DROGENANTEIL	Markiere den Drogenanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	4	OK|S|CHD|T	4	4	1	f89r	1	BIOLOGICAL	3	3	f76r|f81r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
65	65	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M100	@ACTION+AIN	CH	CH+AIN	PHARMA	NEHMEN · ANTEIL	DROGENPOSTEN NEHMEN · DROGENANTEIL	Nimm den Drogenanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|S|CHD|T	4	4	1	f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
66	66	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M135	@ACTION+AIN	P	P+AIN	PHARMA	EINSETZEN · ANTEIL	ZUTAT EINSETZEN · DROGENANTEIL	Setze den Drogenanteil ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|S|CHD|T	4	4	1	f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
67	67	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M105	@ACTION+AIN	SH	SH+AIN	PHARMA	HALTEN · ANTEIL	ANSATZ HALTEN · DROGENANTEIL	Halte den Drogenanteil.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	4	OK|S|CHD|T	4	4	1	f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
68	68	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M157	@ACTION+AL	S	S+AL	HERBAL	WÄHLEN · ZIELORT	PFLANZENTEIL WÄHLEN · ZIELSTELLE	Wähle das zuvor Genannte; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	2	BIOLOGICAL|CELESTIAL	10	7	f67r2|f72r|f75r|f76r|f77r|f81v|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
69	69	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M167	@ACTION+AL	T	T+AL	HERBAL	EINSTELLEN · ZIELORT	ARBEITSSTUFE EINSTELLEN · ZIELSTELLE	Stelle das zuvor Genannte ein; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	2	BIOLOGICAL|CELESTIAL	3	3	f71v|f77r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
70	70	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M440	@ACTION+Y	T	T+Y	PHARMA	EINSTELLEN · POSTEN	ANSATZWERT EINSTELLEN · DROGENPOSTEN	Stelle den Drogenposten ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	2	HERBAL|BIOLOGICAL	3	3	f10r|f13r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
71	71	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	BEARBEITEN · ZIELORT	MATERIAL BEARBEITEN · ZIELSTELLE	Bearbeite das zuvor Genannte; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	2	BIOLOGICAL|CELESTIAL	2	2	f72r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
72	72	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M172	@ACTION+AL	R	R+AL	HERBAL	MARKIEREN · ZIELORT	TEIL MARKIEREN · ZIELSTELLE	Markiere das zuvor Genannte; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	2	BIOLOGICAL|PHARMA	2	2	f81v|f88r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
73	73	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M445	@ACTION+Y	R	R+Y	PHARMA	MARKIEREN · POSTEN	POSTEN MARKIEREN · DROGENPOSTEN	Markiere den Drogenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	1	BIOLOGICAL	2	2	f75r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
74	74	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M450	@ACTION+Y	P	P+Y	PHARMA	EINSETZEN · POSTEN	ZUTAT EINSETZEN · DROGENPOSTEN	Setze den Drogenposten ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
75	75	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M147	@ACTION+AL	SH	SH+AL	HERBAL	HALTEN · ZIELORT	MATERIAL HALTEN · ZIELSTELLE	Halte das zuvor Genannte; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
76	76	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M420	@ACTION+Y	SH	SH+Y	PHARMA	HALTEN · POSTEN	ANSATZ HALTEN · DROGENPOSTEN	Halte den Drogenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	1	BIOLOGICAL	1	1	f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
77	77	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M415	@ACTION+Y	CH	CH+Y	PHARMA	NEHMEN · POSTEN	DROGENPOSTEN NEHMEN · DROGENPOSTEN	Nimm den Drogenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
