source_ordinal	source_id	main_visible_event	page	record	statement_id	exact_card_id	surface	component_recipe	reading_de	render_count	layout_license
216	S216	E217	f82r	B2	B2-S016	PROC009	aiin	AIIN	SOLLMASS	1	NORMAL_ONCE
217	S217	E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	1	NORMAL_ONCE
218	S218	E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	1	NORMAL_ONCE
219	S219	E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	ANSETZEN · KURZ · DIES	1	NORMAL_ONCE
220	S220	E221	f82r	B2	B2-S016	PROC125	pchedy	P+CHD+DY	FUELLEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
221	S221	E222	f82r	B2	B2-S017	PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	NORMAL_ONCE
222	S222	E223	f82r	B2	B2-S017	PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	NORMAL_ONCE
223	S223	E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
224	S224	E225	f82r	B2	B2-S019	PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	1	NORMAL_ONCE
225	S225	E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	1	NORMAL_ONCE
226	S226	E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
227	S227	E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
228	S228	E229	f83r	B3	B3-S001	PROC098	olkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	1	NORMAL_ONCE
229	S229	E230	f83r	B3	B3-S002	PROC131	qotal	OT+AL	DANACH · ZIELSTELLE	1	NORMAL_ONCE
230	S230	E231	f83r	B3	B3-S002	PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	NORMAL_ONCE
231	S231	E232	f83r	B3	B3-S003	PROC019	chey	Y	DIES	1	NORMAL_ONCE
232	S232	E233	f83r	B3	B3-S003	PROC009	daiin	AIIN	SOLLMASS	1	NORMAL_ONCE
233	S233	E234	f83r	B3	B3-S003	PROC019	chey	Y	DIES	1	NORMAL_ONCE
234	S234	E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
235	S235	E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	1	NORMAL_ONCE
236	S236	E237	f83r	B3	B3-S004	PROC131	qotal	OT+AL	DANACH · ZIELSTELLE	1	NORMAL_ONCE
237	S237	E238	f83r	B3	B3-S004	PROC003	dar	AR	QUELLE	1	NORMAL_ONCE
238	S238	E239	f83r	B3	B3-S005	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	1	NORMAL_ONCE
239	S239	E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
240	S240	E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	1	NORMAL_ONCE
241	S241	E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
242	S242	E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	1	NORMAL_ONCE
243	S243	E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
244	S244	E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
245	S245	E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
246	S246	E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	ANSETZEN · DIES	1	NORMAL_ONCE
247	S247	E248	f83r	B3	B3-S010	PROC134	pchedal	P+CHD+AL	FUELLEN · UMSETZEN · ZIELSTELLE	1	NORMAL_ONCE
248	S248	E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	1	NORMAL_ONCE
249	S249	E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	1	NORMAL_ONCE
250	S250	E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	ANSETZEN · DIES	1	NORMAL_ONCE
251	S251	E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
252	S252	E253	f83r	B3	B3-S011	PROC137	chary	AR+Y	QUELLE · DIES	1	NORMAL_ONCE
253	S253	E254	f83r	B3	B3-S012	PROC016	sor	OR	ANSATZ	1	NORMAL_ONCE
254	S254	E255	f83r	B3	B3-S012	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
255	S255	E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	1	NORMAL_ONCE
256	S256	E257	f83r	B3	B3-S013	PROC069	chkain	K+AIN	ZUGEBEN · PORTION	1	NORMAL_ONCE
257	S257	E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	1	NORMAL_ONCE
258	S258	E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	NORMAL_ONCE
259	S259	E260	f83r	B3	B3-S014	PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	NORMAL_ONCE
260	S260	E261	f83r	B3	B3-S014	PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	NORMAL_ONCE
261	S261	E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
262	S262	E263	f83r	B3	B3-S016	PROC140	lo	L+O	LEITEN · ARBEITSGANG	1	NORMAL_ONCE
263	S263	E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
264	S264	E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
265	S265	E266	f83r	B3	B3-S018	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
266	S266	E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	NORMAL_ONCE
267	S267	E268	f83r	B3	B3-S020	PROC055	dal	AL	ZIELSTELLE	1	NORMAL_ONCE
268	S268	E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
269	S269	E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	1	NORMAL_ONCE
270	S270	E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · DIES	1	NORMAL_ONCE
271	S271	E272	f83r	B3	B3-S021	PROC055	dal	AL	ZIELSTELLE	1	NORMAL_ONCE
272	S272	E273	f83r	B3	B3-S021	PROC019	sy	Y	DIES	1	NORMAL_ONCE
273	S273	E274	f83r	B3	B3-S021	PROC009	saiin	AIIN	SOLLMASS	1	NORMAL_ONCE
274	S274	E275	f83r	B3	B3-S021	PROC142	shedal	SHED+AL	ABSETZEN · ZIELSTELLE	1	NORMAL_ONCE
275	S275	E276	f83r	B3	B3-S021	PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	1	NORMAL_ONCE
276	S276	E277	f83r	B3	B3-S021	PROC019	chey	Y	DIES	1	NORMAL_ONCE
277	S277	E278	f83r	B3	B3-S021	PROC055	tal	AL	ZIELSTELLE	1	NORMAL_ONCE
278	S278	E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · DIES	1	NORMAL_ONCE
279	S279	E280	f83r	B3	B3-S021	PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
280	S280	E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
281	S281	E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
282	S282	E283	f83r	B3	B3-S024	PROC076	tchedy	CHD+DY	UMSETZEN · SCHLUSS	1	NORMAL_ONCE
283	S283	E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
284	S284	E285	f83r	B3	B3-S026	PROC146	cheedar	EE+AR	LANG · QUELLE	1	NORMAL_ONCE
285	S285	E286	f83r	B3	B3-S026	PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	1	NORMAL_ONCE
286	S286	E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
287	S287	E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	1	NORMAL_ONCE
288	S288	E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	BEREITEN · DIES	1	NORMAL_ONCE
289	S289	E290	f83r	B3	B3-S026	PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	NORMAL_ONCE
290	S290	E291	f83r	B3	B3-S026	PROC098	solkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	1	NORMAL_ONCE
291	S291	E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	1	NORMAL_ONCE
292	S292	E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	1	NORMAL_ONCE
293	S293	E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	NORMAL_ONCE
294	S294	E295	f83r	B3	B3-S029	PROC013	sol	OL	WEITER	1	NORMAL_ONCE
295	S295	E296	f83r	B3	B3-S029	PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	1	NORMAL_ONCE
296	S296	E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	NORMAL_ONCE
297	S297	E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	ANSETZEN · DIES	1	NORMAL_ONCE
298	S298	E299	f83r	B3	B3-S030	PROC009	saiin	AIIN	SOLLMASS	1	NORMAL_ONCE
299	S299	E300	f83r	B3	B3-S030	PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	1	NORMAL_ONCE
300	S300	E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
301	S301	E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
302	S302	E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	1	NORMAL_ONCE
303	S303	E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
304	S304	E305	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	NORMAL_ONCE
305	S305	E306	f83r	B3	B3-S032	PROC112	otaiin	OT+AIIN	DANACH · SOLLMASS	1	NORMAL_ONCE
306	S306	E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	1	NORMAL_ONCE
307	S307	E308	f83r	B3	B3-S033	PROC108	ldy	L+DY	LEITEN · SCHLUSS	1	NORMAL_ONCE
308	S308	E309	f83r	B3	B3-S034	PROC097	soiiin	O+IIN	ARBEITSGANG · ARBEITSSTUFE	1	NORMAL_ONCE
309	S309	E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	BEREITEN · DIES	1	NORMAL_ONCE
310	S310	E311	f83r	B3	B3-S034	PROC004	chety	T+Y	ANWENDEN · DIES	1	NORMAL_ONCE
311	S311	E312	f83r	B3	B3-S034	PROC112	otaiin	OT+AIIN	DANACH · SOLLMASS	1	NORMAL_ONCE
312	S312	E313	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	1	NORMAL_ONCE
313	S313	E314	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
314	S314	E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
315	S315	E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	WEITER · DIES	1	NORMAL_ONCE
316	S316	E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	1	NORMAL_ONCE
317	S317	E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	NORMAL_ONCE
318	S318	E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
319	S319	E320	f83r	B4	B4-S003	PROC131	otal	OT+AL	DANACH · ZIELSTELLE	1	NORMAL_ONCE
320	S320	E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	DANACH · DIES	1	NORMAL_ONCE
321	S321	E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	1	NORMAL_ONCE
322	S322	E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	ANSETZEN · DIES	1	NORMAL_ONCE
323	S323	E324	f83r	B4	B4-S003	PROC013	tol	OL	WEITER	1	NORMAL_ONCE
324	S324	E325	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
325	S325	E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	NORMAL_ONCE
326	S326	E327	f83r	B4	B4-S005	PROC156	dain	AIN	PORTION	1	NORMAL_ONCE
327	S327	E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
328	S328	E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	1	NORMAL_ONCE
329	S329	E330	f83r	B4	B4-S006	PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	NORMAL_ONCE
330	S330	E331	f83r	B4	B4-S007	PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	1	NORMAL_ONCE
331	S331	E332	f83r	B4	B4-S008	PROC009	saiin	AIIN	SOLLMASS	1	NORMAL_ONCE
332	S332	E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	1	NORMAL_ONCE
333	S333	E334	f83r	B4	B4-S008	PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	1	NORMAL_ONCE
334	S334	E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	NORMAL_ONCE
335	S335	E336	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
336	S336	E337	f83r	B4	B4-S010	PROC047	oldy	OL+DY	WEITER · SCHLUSS	1	NORMAL_ONCE
337	S337	E338	f83r	B4	B4-S011	PROC009	saiin	AIIN	SOLLMASS	1	NORMAL_ONCE
338	S338	E339	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	1	NORMAL_ONCE
339	S339	E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	1	NORMAL_ONCE
340	S340	E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	1	NORMAL_ONCE
341	S341	E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
342	S342	E343	f83r	B4	B4-S011	PROC013	sol	OL	WEITER	1	NORMAL_ONCE
343	S343	E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	NORMAL_ONCE
344	S344	E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
345	S345	E346	f83r	B4	B4-S013	PROC160	qokol	OK+OL	ANSETZEN · WEITER	1	NORMAL_ONCE
346	S346	E347	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
347	S347	E348	f83r	B4	B4-S014	PROC016	or	OR	ANSATZ	1	NORMAL_ONCE
348	S348	E349	f83r	B4	B4-S014	PROC019	chey	Y	DIES	1	NORMAL_ONCE
349	S349	E350	f83r	B4	B4-S014	PROC161	qockhey	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	1	NORMAL_ONCE
350	S350	E351	f83r	B4	B4-S014	PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	1	NORMAL_ONCE
351	S351	E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	1	NORMAL_ONCE
352	S352	E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	1	NORMAL_ONCE
353	S353	E354	f83r	B4	B4-S015	PROC069	kain	K+AIN	ZUGEBEN · PORTION	1	NORMAL_ONCE
354	S354	E355	f83r	B4	B4-S015	PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	NORMAL_ONCE
355	S355	E356	f83r	B4	B4-S015	PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	1	NORMAL_ONCE
356	S356	E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
357	S357	E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	1	NORMAL_ONCE
358	S358	E359	f83r	B4	B4-S016	PROC055	dal	AL	ZIELSTELLE	1	NORMAL_ONCE
359	S359	E360	f83r	B4	B4-S016	PROC165	skar	K+AR	ZUGEBEN · QUELLE	1	NORMAL_ONCE
360	S360	E361	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	1	NORMAL_ONCE
361	S361	E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
362	S362	E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	1	NORMAL_ONCE
363	S363	E364	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	ABSETZEN · ZIELSTELLE	1	NORMAL_ONCE
364	S364	E365	f83r	B5	B5-S003	PROC055	dal	AL	ZIELSTELLE	1	NORMAL_ONCE
365	S365	E366	f83r	B5	B5-S003	PROC013	cheol	OL	WEITER	1	NORMAL_ONCE
366	S366	E367	f83r	B5	B5-S003	PROC167	lol	L+OL	LEITEN · WEITER	1	NORMAL_ONCE
367	S367	E368	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	NORMAL_ONCE
368	S368	E369	f83r	B5	B5-S003	PROC009	aiin	AIIN	SOLLMASS	1	NORMAL_ONCE
369	S369	E370	f83r	B5	B5-S003	PROC013	sol	OL	WEITER	1	NORMAL_ONCE
370	S370	E371	f83r	B5	B5-S003	PROC169	daiiin	DA+IIN	ZWEIT · ARBEITSSTUFE	1	NORMAL_ONCE
371	S371	E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	1	NORMAL_ONCE
372	S372	E373	f83r	B6	B6-S001	PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	1	NORMAL_ONCE
373	S373	E374	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	1	NORMAL_ONCE
374	S374	E375	f83r	B6	B6-S001	PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	1	NORMAL_ONCE
375	S375	E376	f83r	B6	B6-S001	PROC013	ol	OL	WEITER	1	NORMAL_ONCE
376	S376	E377	f83r	B6	B6-S001	PROC009	daiin	AIIN	SOLLMASS	1	NORMAL_ONCE
377	S377	E378	f83r	B6	B6-S001	PROC013	ol	OL	WEITER	1	NORMAL_ONCE
378	S378	E379	f83r	B6	B6-S001	PROC156	dain	AIN	PORTION	1	NORMAL_ONCE
379	S379	E380	f83r	B6	B6-S001	PROC019	chey	Y	DIES	1	NORMAL_ONCE
380	S380	E381	f83r	B6	B6-S001	PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	NORMAL_ONCE
