visible_event	source_id	page	record	statement_id	exact_card_id	surface	component_recipe	render_operation
E301	S300	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	NORMAL_ONCE
E302	S301	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	NORMAL_ONCE
E303	S302	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	NORMAL_ONCE
E304	S303	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	NORMAL_ONCE
E305	S304	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	NORMAL_ONCE
E306	S305	f83r	B3	B3-S032	PROC112	otaiin	OT+AIIN	NORMAL_ONCE
E307	S306	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	NORMAL_ONCE
E308	S307	f83r	B3	B3-S033	PROC108	ldy	L+DY	NORMAL_ONCE
E309	S308	f83r	B3	B3-S034	PROC097	soiiin	O+IIN	NORMAL_ONCE
E310	S309	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	NORMAL_ONCE
E311	S310	f83r	B3	B3-S034	PROC004	chety	T+Y	NORMAL_ONCE
E312	S311	f83r	B3	B3-S034	PROC112	otaiin	OT+AIIN	NORMAL_ONCE
E313	S312	f83r	B3	B3-S034	PROC153	olsaly	OL+AL+Y	NORMAL_ONCE
E314	S313	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	NORMAL_ONCE
E315	S314	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	NORMAL_ONCE
E316	S315	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	NORMAL_ONCE
E317	S316	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	NORMAL_ONCE
E318	S317	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	NORMAL_ONCE
E319	S318	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	NORMAL_ONCE
E320	S319	f83r	B4	B4-S003	PROC131	otal	OT+AL	NORMAL_ONCE
E321	S320	f83r	B4	B4-S003	PROC065	otchey	OT+Y	NORMAL_ONCE
E322	S321	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	NORMAL_ONCE
E323	S322	f83r	B4	B4-S003	PROC008	qoky	OK+Y	NORMAL_ONCE
E324	S323	f83r	B4	B4-S003	PROC013	tol	OL	NORMAL_ONCE
E325	S324	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	NORMAL_ONCE
E326	S325	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	NORMAL_ONCE
E327	S326	f83r	B4	B4-S005	PROC156	dain	AIN	NORMAL_ONCE
E328	S327	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	NORMAL_ONCE
E329	S328	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	NORMAL_ONCE
E330	S329	f83r	B4	B4-S006	PROC099	shckhedy	SH+CKH+E+DY	NORMAL_ONCE
E331	S330	f83r	B4	B4-S007	PROC099	shckhedy	SH+CKH+E+DY	NORMAL_ONCE
E332	S331	f83r	B4	B4-S008	PROC009	saiin	AIIN	NORMAL_ONCE
E333	S332	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	NORMAL_ONCE
E334	S333	f83r	B4	B4-S008	PROC157	sheey	SH+EE+Y	NORMAL_ONCE
E335	S334	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	NORMAL_ONCE
E336	S335	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	NORMAL_ONCE
E337	S336	f83r	B4	B4-S010	PROC047	oldy	OL+DY	NORMAL_ONCE
E338	S337	f83r	B4	B4-S011	PROC009	saiin	AIIN	NORMAL_ONCE
E339	S338	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	NORMAL_ONCE
E340	S339	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	NORMAL_ONCE
E341	S340	f83r	B4	B4-S011	PROC080	okain	OK+AIN	NORMAL_ONCE
E342	S341	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	NORMAL_ONCE
E343	S342	f83r	B4	B4-S011	PROC013	sol	OL	NORMAL_ONCE
E344	S343	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	NORMAL_ONCE
E345	S344	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	NORMAL_ONCE
E346	S345	f83r	B4	B4-S013	PROC160	qokol	OK+OL	NORMAL_ONCE
E347	S346	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	NORMAL_ONCE
E348	S347	f83r	B4	B4-S014	PROC016	or	OR	NORMAL_ONCE
E349	S348	f83r	B4	B4-S014	PROC019	chey	Y	NORMAL_ONCE
E350	S349	f83r	B4	B4-S014	PROC161	qockhey	O+CKH+E+Y	NORMAL_ONCE
E351	S350	f83r	B4	B4-S014	PROC162	dairydy	AIR+Y+DY	NORMAL_ONCE
E352	S351	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	NORMAL_ONCE
E353	S352	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	NORMAL_ONCE
E354	S353	f83r	B4	B4-S015	PROC069	kain	K+AIN	NORMAL_ONCE
E355	S354	f83r	B4	B4-S015	PROC163	chckhal	CH+CKH+AL	NORMAL_ONCE
E356	S355	f83r	B4	B4-S015	PROC164	solkey	SOLK+E+Y	NORMAL_ONCE
E357	S356	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	NORMAL_ONCE
E358	S357	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	NORMAL_ONCE
E359	S358	f83r	B4	B4-S016	PROC055	dal	AL	NORMAL_ONCE
E360	S359	f83r	B4	B4-S016	PROC165	skar	K+AR	NORMAL_ONCE
E361	S360	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	NORMAL_ONCE
E362	S361	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	NORMAL_ONCE
E363	S362	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	NORMAL_ONCE
E364	S363	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	NORMAL_ONCE
E365	S364	f83r	B5	B5-S003	PROC055	dal	AL	NORMAL_ONCE
E366	S365	f83r	B5	B5-S003	PROC013	cheol	OL	NORMAL_ONCE
E367	S366	f83r	B5	B5-S003	PROC167	lol	L+OL	NORMAL_ONCE
E368	S367	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	NORMAL_ONCE
E369	S368	f83r	B5	B5-S003	PROC009	aiin	AIIN	NORMAL_ONCE
E370	S369	f83r	B5	B5-S003	PROC013	sol	OL	NORMAL_ONCE
E371	S370	f83r	B5	B5-S003	PROC169	daiiin	DA+IIN	NORMAL_ONCE
E372	S371	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	NORMAL_ONCE
E373	S372	f83r	B6	B6-S001	PROC170	solkeey	SOLK+EE+Y	NORMAL_ONCE
E374	S373	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	NORMAL_ONCE
E375	S374	f83r	B6	B6-S001	PROC172	raly	R+AL+Y	NORMAL_ONCE
E376	S375	f83r	B6	B6-S001	PROC013	ol	OL	NORMAL_ONCE
E377	S376	f83r	B6	B6-S001	PROC009	daiin	AIIN	NORMAL_ONCE
E378	S377	f83r	B6	B6-S001	PROC013	ol	OL	NORMAL_ONCE
E379	S378	f83r	B6	B6-S001	PROC156	dain	AIN	NORMAL_ONCE
E380	S379	f83r	B6	B6-S001	PROC019	chey	Y	NORMAL_ONCE
E381	S380	f83r	B6	B6-S001	PROC173	ldalor	L+AL+OR	NORMAL_ONCE
