surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v93_context_realizations_de	source_reading_ids	v93_audit_decision	v93_evidence_class	v93_open_semantic_slots	v93_component_global_export_allowed
ctheey	ctheey#GLOBAL	CTH-Drogenmaterial, Form II	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	9	10	76	W3_SOLID_WORKING_THEORY	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 9 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	CTH-Drogenmaterial, Form II	ctheey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctheod	ctheod#GLOBAL	Krautansatz auf der mittleren Stufe abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Krautansatz auf der mittleren Stufe abschließen	ctheod#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctheol	ctheol#GLOBAL	Krautdrogenstoff der Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	8	8	8	71	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Krautdrogenstoff der Mittelstufe	ctheol#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctheor	ctheor#GLOBAL	eine Portion Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Portion Krautdroge	ctheor#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthey	cthey#GLOBAL	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	38	33	38	66	W3_SOLID_WORKING_THEORY	GDT638:ROUND_03	V48-Quelle GDT638:ROUND_03 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 38 exakte ZL3b-Vorkommen auf 33 Seiten und 38 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	cthey#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctho	ctho#GLOBAL	Krautansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	18	18	18	76	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 18 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Krautansatz	ctho#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthod	cthod#GLOBAL	gieße den Krautansatz ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	gieße den Krautansatz ab	cthod#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthodd	cthodd#GLOBAL	fertiger Krautabsud	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	fertiger Krautabsud	cthodd#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthody	cthody#GLOBAL	fertiger Krautansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	13	11	13	76	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 11 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	fertiger Krautansatz	cthody#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthoiin	cthoiin#GLOBAL	Blatt-/Krautzubereitung, Form III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT638:ROUND_01	V48-Quelle GDT638:ROUND_01 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Blatt-/Krautzubereitung, Form III	cthoiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthoj	cthoj#GLOBAL	ein Bündel Kraut	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	ein Bündel Kraut	cthoj#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthol	cthol#GLOBAL	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	51	34	50	66	W3_SOLID_WORKING_THEORY	GDT644:ROUND_02	V48-Quelle GDT644:ROUND_02 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 51 exakte ZL3b-Vorkommen auf 34 Seiten und 50 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	cthol#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctholdy	ctholdy#GLOBAL	Krautdrogenstoff fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Krautdrogenstoff fertigstellen	ctholdy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
ctholy	ctholy#GLOBAL	Blatt-/Krautdroge, Grundform	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT661:EXACT_WHOLE	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Blatt-/Krautdroge, Grundform	ctholy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthom	cthom#GLOBAL	eine Handvoll Blatt- oder Krautansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	61	W3_SOLID_WORKING_THEORY	GDT645:ROUND_05	V48-Quelle GDT645:ROUND_05 mit Staerke EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Handvoll Blatt- oder Krautansatz	cthom#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthoor	cthoor#1	eine Portion Krautansatz	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	eine Portion Krautansatz	cthoor#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
cthor	cthor#GLOBAL	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	43	33	43	66	W3_SOLID_WORKING_THEORY	GDT638:ROUND_04	V48-Quelle GDT638:ROUND_04 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 43 exakte ZL3b-Vorkommen auf 33 Seiten und 43 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	cthor#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthorchy	cthorchy#GLOBAL	Portion Krautdroge, leicht angetrocknet	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Portion Krautdroge, leicht angetrocknet	cthorchy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthororaiin	cthororaiin#1	drei Portionen Krautdroge	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	drei Portionen Krautdroge	cthororaiin#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
cthory	cthory#GLOBAL	Portion Blatt- oder Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Portion Blatt- oder Krautdroge	cthory#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthosg	cthosg#GLOBAL	Krautrückstand	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Krautrückstand	cthosg#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cths	cths#GLOBAL	eine Charge Krautdroge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Charge Krautdroge	cths#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
cthy	cthy#GLOBAL	CTH-Drogenmaterial	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	92	50	88	76	W3_SOLID_WORKING_THEORY	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 92 exakte ZL3b-Vorkommen auf 50 Seiten und 88 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	CTH-Drogenmaterial	cthy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
da	da#1	eine Teilmenge abmessen	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	31	W1_WEAK_WORKING	GDT680	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	eine Teilmenge abmessen	da#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
daid	daid#GLOBAL	zweite Dosis abmessen und abschließen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	zweite Dosis abmessen und abschließen	daid#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
daiidal	daiidal#1	abgemessenes Material I; Wert III	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	39	W1_WEAK_WORKING	GDT680|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Die Ganzform traegt MATERIAL_ROLE und VALUE_QUANTITY; V84 trennt abstrakten Wert und lokale Zaehllesung bereits systematisch. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; DAL-Ende und Wert-III-Analyse sind keine frei exportierbare Segmentierung. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Material I, dreimal abgemessen	daiidal#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
daiidy	daiidy#GLOBAL	drei Maße, vollständig abgeteilt	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	53	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	drei Maße, vollständig abgeteilt	daiidy#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
daiiin	daiiin#GLOBAL	Grad-/Maßwert IV	GLOBAL_V48_DEFAULT	KNOWN_CONTEXT_LICENSED	SEMANTIC_WORKING_READING	F2_CONTEXT_OR_READER_VARIANT	17	17	17	55	W2_PROVISIONAL_WORKING	V13:CONTEXTUAL_VALUE_SERIES	V48-Quelle V13:CONTEXTUAL_VALUE_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 17 exakte ZL3b-Vorkommen auf 17 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	NONE	0	Grad-/Maßwert IV	daiiin#GLOBAL	OUTSIDE_ACTIVE_V93_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED	NOT_EVALUATED
daiiiry	daiiiry#1	abgemessener Drogenanteil IV, leicht getrocknet	ACTIVE_V93_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	30	W1_WEAK_WORKING	GDT694	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgemessener Anteil IV, lediglich abgeschlossen	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	abgemessener Drogenanteil IV, leicht getrocknet	daiiiry#1	NOT_IN_GDT720_TRANCHE	INHERITED_V92	NOT_EVALUATED	NOT_EVALUATED
