case	edition	paragraph	leaf	writer	trace	predicted_groups	observed_groups	status	reason	nodes
1515	ZL3b	f33r|f33r.1-f33r.7	33	SEPARATE	FAPESMO	22	74	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1516	ZL3b	f33r|f33r.1-f33r.7	33	SEPARATE	FRISESOMORUM	22	74	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1517	ZL3b	f33v|f33v.1-f33v.6	33	FUSED	FAPESMO	10	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1518	ZL3b	f33v|f33v.1-f33v.6	33	FUSED	FRISESOMORUM	10	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1519	ZL3b	f33v|f33v.1-f33v.6	33	SEPARATE	FAPESMO	22	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1520	ZL3b	f33v|f33v.1-f33v.6	33	SEPARATE	FRISESOMORUM	22	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1521	ZL3b	f33v|f33v.7-f33v.11	33	FUSED	FAPESMO	10	51	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1522	ZL3b	f33v|f33v.7-f33v.11	33	FUSED	FRISESOMORUM	10	51	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1523	ZL3b	f33v|f33v.7-f33v.11	33	SEPARATE	FAPESMO	22	51	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1524	ZL3b	f33v|f33v.7-f33v.11	33	SEPARATE	FRISESOMORUM	22	51	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1525	ZL3b	f34r|f34r.1-f34r.9	34	FUSED	FAPESMO	10	90	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1526	ZL3b	f34r|f34r.1-f34r.9	34	FUSED	FRISESOMORUM	10	90	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1527	ZL3b	f34r|f34r.1-f34r.9	34	SEPARATE	FAPESMO	22	90	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1528	ZL3b	f34r|f34r.1-f34r.9	34	SEPARATE	FRISESOMORUM	22	90	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1529	ZL3b	f34r|f34r.10-f34r.15	34	FUSED	FAPESMO	10	59	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1530	ZL3b	f34r|f34r.10-f34r.15	34	FUSED	FRISESOMORUM	10	59	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1531	ZL3b	f34r|f34r.10-f34r.15	34	SEPARATE	FAPESMO	22	59	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1532	ZL3b	f34r|f34r.10-f34r.15	34	SEPARATE	FRISESOMORUM	22	59	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1533	ZL3b	f34v|f34v.1-f34v.5	34	FUSED	FAPESMO	10	54	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1534	ZL3b	f34v|f34v.1-f34v.5	34	FUSED	FRISESOMORUM	10	54	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1535	ZL3b	f34v|f34v.1-f34v.5	34	SEPARATE	FAPESMO	22	54	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1536	ZL3b	f34v|f34v.1-f34v.5	34	SEPARATE	FRISESOMORUM	22	54	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1537	ZL3b	f34v|f34v.6-f34v.11	34	FUSED	FAPESMO	10	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1538	ZL3b	f34v|f34v.6-f34v.11	34	FUSED	FRISESOMORUM	10	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1539	ZL3b	f34v|f34v.6-f34v.11	34	SEPARATE	FAPESMO	22	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1540	ZL3b	f34v|f34v.6-f34v.11	34	SEPARATE	FRISESOMORUM	22	63	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1541	ZL3b	f35r|f35r.1-f35r.8	35	FUSED	FAPESMO	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1542	ZL3b	f35r|f35r.1-f35r.8	35	FUSED	FRISESOMORUM	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1543	ZL3b	f35r|f35r.1-f35r.8	35	SEPARATE	FAPESMO	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1544	ZL3b	f35r|f35r.1-f35r.8	35	SEPARATE	FRISESOMORUM	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1545	ZL3b	f35r|f35r.9-f35r.15	35	FUSED	FAPESMO	10	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1546	ZL3b	f35r|f35r.9-f35r.15	35	FUSED	FRISESOMORUM	10	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1547	ZL3b	f35r|f35r.9-f35r.15	35	SEPARATE	FAPESMO	22	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1548	ZL3b	f35r|f35r.9-f35r.15	35	SEPARATE	FRISESOMORUM	22	52	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1549	ZL3b	f35v|f35v.1-f35v.21	35	FUSED	FAPESMO	10	91	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1550	ZL3b	f35v|f35v.1-f35v.21	35	FUSED	FRISESOMORUM	10	91	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1551	ZL3b	f35v|f35v.1-f35v.21	35	SEPARATE	FAPESMO	22	91	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1552	ZL3b	f35v|f35v.1-f35v.21	35	SEPARATE	FRISESOMORUM	22	91	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1553	ZL3b	f36r|f36r.1-f36r.3	36	FUSED	FAPESMO	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1554	ZL3b	f36r|f36r.1-f36r.3	36	FUSED	FRISESOMORUM	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1555	ZL3b	f36r|f36r.1-f36r.3	36	SEPARATE	FAPESMO	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1556	ZL3b	f36r|f36r.1-f36r.3	36	SEPARATE	FRISESOMORUM	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1557	ZL3b	f36r|f36r.4-f36r.9	36	FUSED	FAPESMO	10	41	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1558	ZL3b	f36r|f36r.4-f36r.9	36	FUSED	FRISESOMORUM	10	41	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1559	ZL3b	f36r|f36r.4-f36r.9	36	SEPARATE	FAPESMO	22	41	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1560	ZL3b	f36r|f36r.4-f36r.9	36	SEPARATE	FRISESOMORUM	22	41	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1561	ZL3b	f36v|f36v.1-f36v.4	36	FUSED	FAPESMO	10	34	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1562	ZL3b	f36v|f36v.1-f36v.4	36	FUSED	FRISESOMORUM	10	34	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1563	ZL3b	f36v|f36v.1-f36v.4	36	SEPARATE	FAPESMO	22	34	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1564	ZL3b	f36v|f36v.1-f36v.4	36	SEPARATE	FRISESOMORUM	22	34	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1565	ZL3b	f36v|f36v.5-f36v.14	36	FUSED	FAPESMO	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1566	ZL3b	f36v|f36v.5-f36v.14	36	FUSED	FRISESOMORUM	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1567	ZL3b	f36v|f36v.5-f36v.14	36	SEPARATE	FAPESMO	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1568	ZL3b	f36v|f36v.5-f36v.14	36	SEPARATE	FRISESOMORUM	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1569	ZL3b	f37r|f37r.1-f37r.3	37	FUSED	FAPESMO	10	26	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1570	ZL3b	f37r|f37r.1-f37r.3	37	FUSED	FRISESOMORUM	10	26	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1571	ZL3b	f37r|f37r.1-f37r.3	37	SEPARATE	FAPESMO	22	26	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1572	ZL3b	f37r|f37r.1-f37r.3	37	SEPARATE	FRISESOMORUM	22	26	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1573	ZL3b	f37r|f37r.4-f37r.7	37	FUSED	FAPESMO	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1574	ZL3b	f37r|f37r.4-f37r.7	37	FUSED	FRISESOMORUM	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1575	ZL3b	f37r|f37r.4-f37r.7	37	SEPARATE	FAPESMO	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1576	ZL3b	f37r|f37r.4-f37r.7	37	SEPARATE	FRISESOMORUM	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1577	ZL3b	f37r|f37r.8-f37r.11	37	FUSED	FAPESMO	10	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1578	ZL3b	f37r|f37r.8-f37r.11	37	FUSED	FRISESOMORUM	10	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1579	ZL3b	f37r|f37r.8-f37r.11	37	SEPARATE	FAPESMO	22	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1580	ZL3b	f37r|f37r.8-f37r.11	37	SEPARATE	FRISESOMORUM	22	30	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1581	ZL3b	f37v|f37v.1-f37v.7	37	FUSED	FAPESMO	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1582	ZL3b	f37v|f37v.1-f37v.7	37	FUSED	FRISESOMORUM	10	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1583	ZL3b	f37v|f37v.1-f37v.7	37	SEPARATE	FAPESMO	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1584	ZL3b	f37v|f37v.1-f37v.7	37	SEPARATE	FRISESOMORUM	22	29	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1585	ZL3b	f37v|f37v.8-f37v.13	37	FUSED	FAPESMO	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1586	ZL3b	f37v|f37v.8-f37v.13	37	FUSED	FRISESOMORUM	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1587	ZL3b	f37v|f37v.8-f37v.13	37	SEPARATE	FAPESMO	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1588	ZL3b	f37v|f37v.8-f37v.13	37	SEPARATE	FRISESOMORUM	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1589	ZL3b	f37v|f37v.14-f37v.23	37	FUSED	FAPESMO	10	35	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1590	ZL3b	f37v|f37v.14-f37v.23	37	FUSED	FRISESOMORUM	10	35	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1591	ZL3b	f37v|f37v.14-f37v.23	37	SEPARATE	FAPESMO	22	35	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1592	ZL3b	f37v|f37v.14-f37v.23	37	SEPARATE	FRISESOMORUM	22	35	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1593	ZL3b	f38r|f38r.1-f38r.6	38	FUSED	FAPESMO	10	44	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1594	ZL3b	f38r|f38r.1-f38r.6	38	FUSED	FRISESOMORUM	10	44	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1595	ZL3b	f38r|f38r.1-f38r.6	38	SEPARATE	FAPESMO	22	44	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1596	ZL3b	f38r|f38r.1-f38r.6	38	SEPARATE	FRISESOMORUM	22	44	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1597	ZL3b	f38v|f38v.1-f38v.8	38	FUSED	FAPESMO	10	68	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1598	ZL3b	f38v|f38v.1-f38v.8	38	FUSED	FRISESOMORUM	10	68	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1599	ZL3b	f38v|f38v.1-f38v.8	38	SEPARATE	FAPESMO	22	68	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1600	ZL3b	f38v|f38v.1-f38v.8	38	SEPARATE	FRISESOMORUM	22	68	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1601	ZL3b	f39r|f39r.1-f39r.5	39	FUSED	FAPESMO	10	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1602	ZL3b	f39r|f39r.1-f39r.5	39	FUSED	FRISESOMORUM	10	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1603	ZL3b	f39r|f39r.1-f39r.5	39	SEPARATE	FAPESMO	22	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1604	ZL3b	f39r|f39r.1-f39r.5	39	SEPARATE	FRISESOMORUM	22	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1605	ZL3b	f39r|f39r.6-f39r.9	39	FUSED	FAPESMO	10	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1606	ZL3b	f39r|f39r.6-f39r.9	39	FUSED	FRISESOMORUM	10	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1607	ZL3b	f39r|f39r.6-f39r.9	39	SEPARATE	FAPESMO	22	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1608	ZL3b	f39r|f39r.6-f39r.9	39	SEPARATE	FRISESOMORUM	22	39	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1609	ZL3b	f39r|f39r.10-f39r.16	39	FUSED	FAPESMO	10	71	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1610	ZL3b	f39r|f39r.10-f39r.16	39	FUSED	FRISESOMORUM	10	71	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1611	ZL3b	f39r|f39r.10-f39r.16	39	SEPARATE	FAPESMO	22	71	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1612	ZL3b	f39r|f39r.10-f39r.16	39	SEPARATE	FRISESOMORUM	22	71	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1613	ZL3b	f39v|f39v.1-f39v.6	39	FUSED	FAPESMO	10	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1614	ZL3b	f39v|f39v.1-f39v.6	39	FUSED	FRISESOMORUM	10	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1615	ZL3b	f39v|f39v.1-f39v.6	39	SEPARATE	FAPESMO	22	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1616	ZL3b	f39v|f39v.1-f39v.6	39	SEPARATE	FRISESOMORUM	22	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1617	ZL3b	f39v|f39v.7-f39v.14	39	FUSED	FAPESMO	10	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1618	ZL3b	f39v|f39v.7-f39v.14	39	FUSED	FRISESOMORUM	10	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1619	ZL3b	f39v|f39v.7-f39v.14	39	SEPARATE	FAPESMO	22	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1620	ZL3b	f39v|f39v.7-f39v.14	39	SEPARATE	FRISESOMORUM	22	73	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1621	ZL3b	f3r|f3r.1-f3r.10	3	FUSED	FAPESMO	10	47	COUNT_MISMATCH	expected 10 groups; observed 47	0
1622	ZL3b	f3r|f3r.1-f3r.10	3	FUSED	FRISESOMORUM	10	47	COUNT_MISMATCH	expected 10 groups; observed 47	0
1623	ZL3b	f3r|f3r.1-f3r.10	3	SEPARATE	FAPESMO	22	47	COUNT_MISMATCH	expected 22 groups; observed 47	0
1624	ZL3b	f3r|f3r.1-f3r.10	3	SEPARATE	FRISESOMORUM	22	47	COUNT_MISMATCH	expected 22 groups; observed 47	0
1625	ZL3b	f3r|f3r.11-f3r.14	3	FUSED	FAPESMO	10	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1626	ZL3b	f3r|f3r.11-f3r.14	3	FUSED	FRISESOMORUM	10	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1627	ZL3b	f3r|f3r.11-f3r.14	3	SEPARATE	FAPESMO	22	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1628	ZL3b	f3r|f3r.11-f3r.14	3	SEPARATE	FRISESOMORUM	22	20	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1629	ZL3b	f3r|f3r.15-f3r.17	3	FUSED	FAPESMO	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1630	ZL3b	f3r|f3r.15-f3r.17	3	FUSED	FRISESOMORUM	10	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1631	ZL3b	f3r|f3r.15-f3r.17	3	SEPARATE	FAPESMO	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1632	ZL3b	f3r|f3r.15-f3r.17	3	SEPARATE	FRISESOMORUM	22	22	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1633	ZL3b	f3r|f3r.18-f3r.20	3	FUSED	FAPESMO	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1634	ZL3b	f3r|f3r.18-f3r.20	3	FUSED	FRISESOMORUM	10	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1635	ZL3b	f3r|f3r.18-f3r.20	3	SEPARATE	FAPESMO	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1636	ZL3b	f3r|f3r.18-f3r.20	3	SEPARATE	FRISESOMORUM	22	25	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1637	ZL3b	f3v|f3v.1-f3v.6	3	FUSED	FAPESMO	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1638	ZL3b	f3v|f3v.1-f3v.6	3	FUSED	FRISESOMORUM	10	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1639	ZL3b	f3v|f3v.1-f3v.6	3	SEPARATE	FAPESMO	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1640	ZL3b	f3v|f3v.1-f3v.6	3	SEPARATE	FRISESOMORUM	22	42	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1641	ZL3b	f3v|f3v.7-f3v.14	3	FUSED	FAPESMO	10	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1642	ZL3b	f3v|f3v.7-f3v.14	3	FUSED	FRISESOMORUM	10	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1643	ZL3b	f3v|f3v.7-f3v.14	3	SEPARATE	FAPESMO	22	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1644	ZL3b	f3v|f3v.7-f3v.14	3	SEPARATE	FRISESOMORUM	22	43	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1645	ZL3b	f40r|f40r.1-f40r.7	40	FUSED	FAPESMO	10	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1646	ZL3b	f40r|f40r.1-f40r.7	40	FUSED	FRISESOMORUM	10	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1647	ZL3b	f40r|f40r.1-f40r.7	40	SEPARATE	FAPESMO	22	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1648	ZL3b	f40r|f40r.1-f40r.7	40	SEPARATE	FRISESOMORUM	22	70	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1649	ZL3b	f40r|f40r.8-f40r.11	40	FUSED	FAPESMO	10	33	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1650	ZL3b	f40r|f40r.8-f40r.11	40	FUSED	FRISESOMORUM	10	33	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1651	ZL3b	f40r|f40r.8-f40r.11	40	SEPARATE	FAPESMO	22	33	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1652	ZL3b	f40r|f40r.8-f40r.11	40	SEPARATE	FRISESOMORUM	22	33	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1653	ZL3b	f40v|f40v.1-f40v.12	40	FUSED	FAPESMO	10	48	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1654	ZL3b	f40v|f40v.1-f40v.12	40	FUSED	FRISESOMORUM	10	48	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1655	ZL3b	f40v|f40v.1-f40v.12	40	SEPARATE	FAPESMO	22	48	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1656	ZL3b	f40v|f40v.1-f40v.12	40	SEPARATE	FRISESOMORUM	22	48	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1657	ZL3b	f40v|f40v.13-f40v.19	40	FUSED	FAPESMO	10	57	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1658	ZL3b	f40v|f40v.13-f40v.19	40	FUSED	FRISESOMORUM	10	57	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1659	ZL3b	f40v|f40v.13-f40v.19	40	SEPARATE	FAPESMO	22	57	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1660	ZL3b	f40v|f40v.13-f40v.19	40	SEPARATE	FRISESOMORUM	22	57	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1661	ZL3b	f41r|f41r.1-f41r.5	41	FUSED	FAPESMO	10	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1662	ZL3b	f41r|f41r.1-f41r.5	41	FUSED	FRISESOMORUM	10	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1663	ZL3b	f41r|f41r.1-f41r.5	41	SEPARATE	FAPESMO	22	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1664	ZL3b	f41r|f41r.1-f41r.5	41	SEPARATE	FRISESOMORUM	22	47	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1665	ZL3b	f41r|f41r.6-f41r.11	41	FUSED	FAPESMO	10	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1666	ZL3b	f41r|f41r.6-f41r.11	41	FUSED	FRISESOMORUM	10	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1667	ZL3b	f41r|f41r.6-f41r.11	41	SEPARATE	FAPESMO	22	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1668	ZL3b	f41r|f41r.6-f41r.11	41	SEPARATE	FRISESOMORUM	22	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1669	ZL3b	f41v|f41v.2-f41v.8	41	FUSED	FAPESMO	10	65	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1670	ZL3b	f41v|f41v.2-f41v.8	41	FUSED	FRISESOMORUM	10	65	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1671	ZL3b	f41v|f41v.2-f41v.8	41	SEPARATE	FAPESMO	22	65	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1672	ZL3b	f41v|f41v.2-f41v.8	41	SEPARATE	FRISESOMORUM	22	65	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1673	ZL3b	f42r|f42r.1-f42r.6	42	FUSED	FAPESMO	10	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1674	ZL3b	f42r|f42r.1-f42r.6	42	FUSED	FRISESOMORUM	10	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1675	ZL3b	f42r|f42r.1-f42r.6	42	SEPARATE	FAPESMO	22	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1676	ZL3b	f42r|f42r.1-f42r.6	42	SEPARATE	FRISESOMORUM	22	27	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1677	ZL3b	f42r|f42r.7-f42r.15	42	FUSED	FAPESMO	10	64	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1678	ZL3b	f42r|f42r.7-f42r.15	42	FUSED	FRISESOMORUM	10	64	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1679	ZL3b	f42r|f42r.7-f42r.15	42	SEPARATE	FAPESMO	22	64	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1680	ZL3b	f42r|f42r.7-f42r.15	42	SEPARATE	FRISESOMORUM	22	64	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1681	ZL3b	f42r|f42r.16-f42r.23	42	FUSED	FAPESMO	10	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1682	ZL3b	f42r|f42r.16-f42r.23	42	FUSED	FRISESOMORUM	10	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1683	ZL3b	f42r|f42r.16-f42r.23	42	SEPARATE	FAPESMO	22	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1684	ZL3b	f42r|f42r.16-f42r.23	42	SEPARATE	FRISESOMORUM	22	50	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
1685	ZL3b	f42v|f42v.1-f42v.8	42	FUSED	FAPESMO	10	59	UNKNOWN_SOURCE	one or more lines fail inherited literal/seam eligibility	0
