cell_id	page	locus	token_index	surface	wrapper	thermal_symbol	moisture_symbol	e_bit	d_bit	quadrant	section	language	triple_reading_token_stable	working_default_de
G624-C033	f113r	f113r.22	9	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C035	f113r	f113r.25	9	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C011	f113r	f113r.27	10	tchey	BARE	t	ch	1	0	COLD_DRY	S	B	1	kalt-trocken (vorwärts gebunden/attributiv)
G624-C024	f113r	f113r.32	4	okshedy	o	k	sh	1	1	HOT_MOIST	S	B	0	im o-Rahmen: heiß-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f113r	f113r.35	8	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C016	f113r	f113r.37	1	tshedy	BARE	t	sh	1	1	COLD_MOIST	S	B	1	kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C018	f113r	f113r.37	5	okchdy	o	k	ch	0	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform
G624-C020	f113r	f113r.38	5	okchedy	o	k	ch	1	1	HOT_DRY	S	B	0	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C003	f113r	f113r.39	3	kchey	BARE	k	ch	1	0	HOT_DRY	S	B	0	heiß-trocken (vorwärts gebunden/attributiv)
G624-C011	f113r	f113r.40	11	tchey	BARE	t	ch	1	0	COLD_DRY	S	B	0	kalt-trocken (vorwärts gebunden/attributiv)
G624-C028	f113r	f113r.42	5	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f113r	f113r.42	8	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f113r	f113r.50	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f113v	f113v.1	2	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C017	f113v	f113v.2	7	okchy	o	k	ch	0	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C036	f113v	f113v.8	8	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C003	f113v	f113v.10	9	kchey	BARE	k	ch	1	0	HOT_DRY	S	B	1	heiß-trocken (vorwärts gebunden/attributiv)
G624-C036	f113v	f113v.13	6	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C026	f113v	f113v.13	7	otchdy	o	t	ch	0	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform
G624-C010	f113v	f113v.15	7	tchdy	BARE	t	ch	0	1	COLD_DRY	S	B	0	kalt-trockene Zustands-/Bindungsform
G624-C032	f113v	f113v.18	3	otshedy	o	t	sh	1	1	COLD_MOIST	S	B	0	im o-Rahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f113v	f113v.26	7	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C019	f113v	f113v.34	3	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C016	f113v	f113v.36	5	tshedy	BARE	t	sh	1	1	COLD_MOIST	S	B	1	kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f113v	f113v.36	7	otchey	o	t	ch	1	0	COLD_DRY	S	B	0	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C027	f113v	f113v.42	10	otchey	o	t	ch	1	0	COLD_DRY	S	B	0	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C034	f113v	f113v.45	9	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C004	f114r	f114r.5	9	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f114r	f114r.6	2	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f114r	f114r.8	6	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C018	f114r	f114r.9	8	okchdy	o	k	ch	0	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform
G624-C034	f114r	f114r.11	6	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C036	f114r	f114r.13	1	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f114r	f114r.17	8	otchedy	o	t	ch	1	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f114r	f114r.17	9	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f114r	f114r.22	4	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	0	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f114r	f114r.29	13	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f114r	f114r.36	9	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C032	f114r	f114r.37	4	otshedy	o	t	sh	1	1	COLD_MOIST	S	B	0	im o-Rahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f114r	f114r.38	2	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f114r	f114r.40	4	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C026	f114r	f114r.40	10	otchdy	o	t	ch	0	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform
G624-C043	f114r	f114r.42	6	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C042	f114r	f114r.43	8	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C044	f114v	f114v.3	8	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C044	f114v	f114v.6	4	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f114v	f114v.11	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f114v	f114v.12	7	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f114v	f114v.14	6	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f114v	f114v.15	10	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f114v	f114v.20	5	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C034	f114v	f114v.21	7	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C043	f114v	f114v.22	4	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C044	f114v	f114v.23	4	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f114v	f114v.25	3	otchedy	o	t	ch	1	1	COLD_DRY	S	B	0	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f114v	f114v.28	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C015	f114v	f114v.36	1	tshey	BARE	t	sh	1	0	COLD_MOIST	S	B	1	kalt-feucht (vorwärts gebunden/attributiv)
G624-C027	f114v	f114v.36	5	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C043	f114v	f114v.38	4	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C044	f115r	f115r.1	11	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C033	f115r	f115r.2	11	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C044	f115r	f115r.5	10	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	0	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C042	f115r	f115r.6	3	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C041	f115r	f115r.7	3	qotchy	qo	t	ch	0	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C012	f115r	f115r.10	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C035	f115r	f115r.10	3	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C044	f115r	f115r.10	8	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f115r	f115r.13	1	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f115r	f115r.13	3	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C048	f115r	f115r.16	2	qotshedy	qo	t	sh	1	1	COLD_MOIST	S	B	1	im qo-Qualitätsrahmen: kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C026	f115r	f115r.16	10	otchdy	o	t	ch	0	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform
G624-C041	f115r	f115r.17	3	qotchy	qo	t	ch	0	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C035	f115r	f115r.19	2	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C044	f115r	f115r.19	3	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C044	f115r	f115r.19	8	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f115r	f115r.20	5	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C010	f115r	f115r.22	3	tchdy	BARE	t	ch	0	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform
G624-C036	f115r	f115r.23	12	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C044	f115r	f115r.25	4	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C027	f115r	f115r.26	2	otchey	o	t	ch	1	0	COLD_DRY	S	B	1	im o-Rahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C044	f115r	f115r.31	4	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C019	f115r	f115r.37	9	okchey	o	k	ch	1	0	HOT_DRY	S	B	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C041	f115r	f115r.38	4	qotchy	qo	t	ch	0	0	COLD_DRY	S	B	0	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C033	f115r	f115r.38	5	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C004	f115r	f115r.38	9	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f115r	f115r.40	4	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C044	f115r	f115r.43	4	qotchedy	qo	t	ch	1	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f115r	f115r.43	5	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C036	f115r	f115r.43	6	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f115v	f115v.1	2	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C034	f115v	f115v.2	7	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C018	f115v	f115v.2	9	okchdy	o	k	ch	0	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform
G624-C036	f115v	f115v.3	2	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C040	f115v	f115v.3	3	qokshedy	qo	k	sh	1	1	HOT_MOIST	S	B	0	im qo-Qualitätsrahmen: heiß-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C043	f115v	f115v.3	4	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C026	f115v	f115v.8	5	otchdy	o	t	ch	0	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform
G624-C041	f115v	f115v.9	5	qotchy	qo	t	ch	0	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C043	f115v	f115v.11	7	qotchey	qo	t	ch	1	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C036	f115v	f115v.19	9	qokchedy	qo	k	ch	1	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C028	f115v	f115v.20	8	otchedy	o	t	ch	1	1	COLD_DRY	S	B	1	im o-Rahmen: kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C016	f115v	f115v.21	1	tshedy	BARE	t	sh	1	1	COLD_MOIST	S	B	0	kalt-feuchte Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C020	f115v	f115v.21	8	okchedy	o	k	ch	1	1	HOT_DRY	S	B	1	im o-Rahmen: heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C012	f115v	f115v.25	8	tchedy	BARE	t	ch	1	1	COLD_DRY	S	B	1	kalt-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C004	f115v	f115v.26	2	kchedy	BARE	k	ch	1	1	HOT_DRY	S	B	1	heiß-trockene Zustands-/Bindungsform; vorwärts gebunden/attributiv
G624-C041	f115v	f115v.33	2	qotchy	qo	t	ch	0	0	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C042	f115v	f115v.34	6	qotchdy	qo	t	ch	0	1	COLD_DRY	S	B	1	im qo-Qualitätsrahmen: kalt-trockene Zustands-/Bindungsform
G624-C033	f115v	f115v.40	9	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	0	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C009	f115v	f115v.41	7	tchy	BARE	t	ch	0	0	COLD_DRY	S	B	0	kalt-trocken (unmarkiert/prädikativ)
G624-C035	f115v	f115v.42	8	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f115v	f115v.44	4	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C035	f115v	f115v.44	5	qokchey	qo	k	ch	1	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C034	f116r	f116r.5	3	qokchdy	qo	k	ch	0	1	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trockene Zustands-/Bindungsform
G624-C033	f116r	f116r.41	9	qokchy	qo	k	ch	0	0	HOT_DRY	S	B	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C005	f11r	f11r.2	4	kshy	BARE	k	sh	0	0	HOT_MOIST	H	A	0	heiß-feucht (unmarkiert/prädikativ)
G624-C001	f11r	f11r.4	3	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C041	f11r	f11r.7	1	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C001	f11v	f11v.3	3	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C009	f11v	f11v.3	4	tchy	BARE	t	ch	0	0	COLD_DRY	H	A	1	kalt-trocken (unmarkiert/prädikativ)
G624-C011	f11v	f11v.4	7	tchey	BARE	t	ch	1	0	COLD_DRY	H	A	1	kalt-trocken (vorwärts gebunden/attributiv)
G624-C001	f13r	f13r.3	10	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C013	f13r	f13r.5	3	tshy	BARE	t	sh	0	0	COLD_MOIST	H	A	1	kalt-feucht (unmarkiert/prädikativ)
G624-C017	f13r	f13r.6	5	okchy	o	k	ch	0	0	HOT_DRY	H	A	1	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C033	f13r	f13r.8	2	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C019	f13r	f13r.8	6	okchey	o	k	ch	1	0	HOT_DRY	H	A	1	im o-Rahmen: heiß-trocken (vorwärts gebunden/attributiv)
G624-C001	f13r	f13r.10	2	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C025	f13v	f13v.1	3	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C025	f13v	f13v.1	6	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C033	f13v	f13v.3	1	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C025	f13v	f13v.3	4	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C021	f13v	f13v.4	7	okshy	o	k	sh	0	0	HOT_MOIST	H	A	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C025	f13v	f13v.8	1	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C017	f13v	f13v.8	6	okchy	o	k	ch	0	0	HOT_DRY	H	A	1	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C003	f13v	f13v.10	4	kchey	BARE	k	ch	1	0	HOT_DRY	H	A	1	heiß-trocken (vorwärts gebunden/attributiv)
G624-C033	f14r	f14r.2	5	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C041	f14r	f14r.9	4	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	0	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C001	f14r	f14r.13	3	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C001	f14r	f14r.13	4	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C025	f14v	f14v.2	7	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C021	f14v	f14v.5	1	okshy	o	k	sh	0	0	HOT_MOIST	H	A	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C041	f14v	f14v.5	5	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C005	f14v	f14v.7	2	kshy	BARE	k	sh	0	0	HOT_MOIST	H	A	0	heiß-feucht (unmarkiert/prädikativ)
G624-C025	f14v	f14v.7	7	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C001	f14v	f14v.7	9	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	0	heiß-trocken (unmarkiert/prädikativ)
G624-C041	f15r	f15r.3	2	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	0	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C041	f15r	f15r.5	1	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C021	f15r	f15r.10	3	okshy	o	k	sh	0	0	HOT_MOIST	H	A	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C001	f15r	f15r.14	2	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C043	f15v	f15v.6	1	qotchey	qo	t	ch	1	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (vorwärts gebunden/attributiv)
G624-C025	f15v	f15v.6	4	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C017	f16r	f16r.3	3	okchy	o	k	ch	0	0	HOT_DRY	H	A	1	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C017	f16r	f16r.11	4	okchy	o	k	ch	0	0	HOT_DRY	H	A	0	im o-Rahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C001	f16r	f16r.11	7	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	1	heiß-trocken (unmarkiert/prädikativ)
G624-C001	f16r	f16r.12	3	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	0	heiß-trocken (unmarkiert/prädikativ)
G624-C001	f16v	f16v.3	6	kchy	BARE	k	ch	0	0	HOT_DRY	H	A	0	heiß-trocken (unmarkiert/prädikativ)
G624-C041	f16v	f16v.7	3	qotchy	qo	t	ch	0	0	COLD_DRY	H	A	1	im qo-Qualitätsrahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C033	f16v	f16v.10	1	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C025	f17r	f17r.1	8	otchy	o	t	ch	0	0	COLD_DRY	H	A	1	im o-Rahmen: kalt-trocken (unmarkiert/prädikativ)
G624-C021	f17r	f17r.2	3	okshy	o	k	sh	0	0	HOT_MOIST	H	A	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C033	f17r	f17r.7	2	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C033	f18r	f18r.12	4	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
G624-C021	f18v	f18v.2	5	okshy	o	k	sh	0	0	HOT_MOIST	H	A	1	im o-Rahmen: heiß-feucht (unmarkiert/prädikativ)
G624-C033	f18v	f18v.2	6	qokchy	qo	k	ch	0	0	HOT_DRY	H	A	1	im qo-Qualitätsrahmen: heiß-trocken (unmarkiert/prädikativ)
