page	locus	section	changed_surfaces	newly_known_positions	meaning_revisions	complete_before	complete_after	strict_complete_after	zl3b_line	old_translation_de	new_translation_de
f10r	f10r.3	H	tchy|qotchy	1	1	0	0	0	qotor o tchy daiin chocthy qotchy chol or yty dy dy	kalte Drogenportion | [o:?] | [tchy:?] | Grad-/Maßwert III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | kalt-trocken | trocken; nominal trockenes Gut/Material | Teil-/Nominalträger; genaue Basisbedeutung offen | [yty:?] | [dy:?] | [dy:?]	kalte Drogenportion | [o:?] | kalt und trocken am Anfang des Grades | Grad-/Maßwert III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | kalt und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Teil-/Nominalträger; genaue Basisbedeutung offen | [yty:?] | [dy:?] | [dy:?]
f10r	f10r.5	H	qokchy	0	1	1	1	1	qokchy qotchol chol cthy	heiß-trocken | Material: kalt und trocken | trocken; nominal trockenes Gut/Material | CTH-Drogenmaterial	heiß und trocken am Anfang des Grades | Material: kalt und trocken | trocken; nominal trockenes Gut/Material | CTH-Drogenmaterial
f10r	f10r.6	H	chy|shy	0	2	0	0	0	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	[ycheor:?] | CTH-Drogenmaterial | Pflanzen-/Reproduktionsteil | Blatt-/Krautgut, Menge/Klasse III | [qoctholy:?] | [dy:?] | trocken, Grundform | kalt, Grad III | feucht, Grundform	[ycheor:?] | CTH-Drogenmaterial | Pflanzen-/Reproduktionsteil | Blatt-/Krautgut, Menge/Klasse III | [qoctholy:?] | [dy:?] | trocken am Anfang des Grades | kalt, Grad III | feucht am Anfang des Grades
f10r	f10r.9	H	chy	0	1	0	0	0	oykchor shor chor chy kaiiin dy chodaiin	[oykchor:?] | Blüten-/Fruchtstand; reproduktiver Teil | Pflanzen-/Reproduktionsteil | trocken, Grundform | heiß, Grad IV | [dy:?] | [chodaiin:?]	[oykchor:?] | Blüten-/Fruchtstand; reproduktiver Teil | Pflanzen-/Reproduktionsteil | trocken am Anfang des Grades | heiß, Grad IV | [dy:?] | [chodaiin:?]
f10v	f10v.1	H	qoty	0	1	0	0	0	paiin daiin sheo pcheey qoty daiin cthor otydy sain	Pulver, Typ/Charge III | Grad-/Maßwert III | [sheo:?] | Pulver, trocken gebunden, Form II | kalt, Grundform | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]	Pulver, Typ/Charge III | Grad-/Maßwert III | [sheo:?] | Pulver, trocken gebunden, Form II | kalt am Anfang des Grades | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [otydy:?] | [sain:?]
f10v	f10v.3	H	ty	1	0	0	0	0	dsho ytey kchol ol ty chol dy	[dsho:?] | [ytey:?] | [kchol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ty:?] | trocken; nominal trockenes Gut/Material | [dy:?]	[dsho:?] | [ytey:?] | [kchol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt am Anfang des Grades | trocken; nominal trockenes Gut/Material | [dy:?]
f10v	f10v.4	H	qotchey|shy	1	1	0	0	0	qotchytor shoiin daiin qotchey shy ytor dain	[qotchytor:?] | [shoiin:?] | Grad-/Maßwert III | [qotchey:?] | feucht, Grundform | [ytor:?] | Menge/Portion II	[qotchytor:?] | [shoiin:?] | Grad-/Maßwert III | kalt und trocken in der Mitte des Grades | feucht am Anfang des Grades | [ytor:?] | Menge/Portion II
f10v	f10v.5	H	qotchy|qokchy|ky	1	2	0	0	0	sho ykeey daiin qotchy qotor chol daiin qokchy ky	feuchter Ansatz | [ykeey:?] | Grad-/Maßwert III | kalt-trocken | kalte Drogenportion | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken | [ky:?]	feuchter Ansatz | [ykeey:?] | Grad-/Maßwert III | kalt und trocken am Anfang des Grades | kalte Drogenportion | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß und trocken am Anfang des Grades | heiß am Anfang des Grades
f10v	f10v.6	H	qoty	0	1	0	0	0	shoiin chor shcthy qoty qotoiin qokol chor aiin	[shoiin:?] | Pflanzen-/Reproduktionsteil | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt, Grundform | [qotoiin:?] | [qokol:?] | Pflanzen-/Reproduktionsteil | Menge III	[shoiin:?] | Pflanzen-/Reproduktionsteil | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt am Anfang des Grades | [qotoiin:?] | [qokol:?] | Pflanzen-/Reproduktionsteil | Menge III
f10v	f10v.7	H	chy|ky	1	1	0	0	0	qokol chy ky chol cheky daiin dain chckhan	[qokol:?] | trocken, Grundform | [ky:?] | trocken; nominal trockenes Gut/Material | [cheky:?] | Grad-/Maßwert III | Grad-/Maßwert II | [chckhan:?]	[qokol:?] | trocken am Anfang des Grades | heiß am Anfang des Grades | trocken; nominal trockenes Gut/Material | [cheky:?] | Grad-/Maßwert III | Grad-/Maßwert II | [chckhan:?]
f111r	f111r.1	S	shey|shey	0	2	0	0	0	kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror am shey	[kcholchdar:?] | [shar:?] | [aiip:?] | [chepchedy:?] | [chetalshy:?] | [sheek:?] | [shear:?] | feucht, attributiv gebunden | Wurzelportion | [am:?] | feucht, attributiv gebunden	[kcholchdar:?] | [shar:?] | [aiip:?] | [chepchedy:?] | [chetalshy:?] | [sheek:?] | [shear:?] | feucht in der Mitte des Grades | Wurzelportion | [am:?] | feucht in der Mitte des Grades
f111r	f111r.10	S	shedy|qokeey|chedy|oty	2	2	0	0	0	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	[ykeedaiin:?] | [shekain:?] | [shedy:?] | [qokear:?] | [ochey:?] | [reeey:?] | [qokeey:?] | [olaiiin:?] | getrockneter Zustand | [lkeeody:?] | Portion III | kalter Ansatz, Grundform	[ykeedaiin:?] | [shekain:?] | feucht in der Mitte des Grades, abgeschlossen | [qokear:?] | [ochey:?] | [reeey:?] | heiß am Ende des Grades | [olaiiin:?] | trocken in der Mitte des Grades, abgeschlossen | [lkeeody:?] | Portion III | kalter Ansatz am Anfang des Grades
f111r	f111r.11	S	cheedy|sheedy|chey	3	0	0	0	0	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	[dshey:?] | [lkeedy:?] | [lkeedy:?] | [cheedy:?] | [oteedaiin:?] | [sheedy:?] | [ar:?] | [ay:?] | [shkaiin:?] | [chey:?] | Grad-/Maßwert III | [daram:?]	[dshey:?] | [lkeedy:?] | [lkeedy:?] | trocken am Ende des Grades, abgeschlossen | [oteedaiin:?] | feucht am Ende des Grades, abgeschlossen | [ar:?] | [ay:?] | [shkaiin:?] | trocken in der Mitte des Grades | Grad-/Maßwert III | [daram:?]
f111r	f111r.12	S	qokeedy|oteey|qokeedy	1	2	0	0	0	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam	[dsheeo:?] | heißer Zustand, Bindungsstufe II | [otchedey:?] | eingeweichtes Drogenholz, Form I | [lkeedy:?] | [oteey:?] | heißer Zustand, Bindungsstufe II | [oteolair:?] | [ar:?] | [shedam:?] | [cheam:?]	[dsheeo:?] | heiß am Ende des Grades, abgeschlossen | [otchedey:?] | eingeweichtes Drogenholz, Form I | [lkeedy:?] | kalter Ansatz am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [oteolair:?] | [ar:?] | [shedam:?] | [cheam:?]
f111r	f111r.13	S	shey|chey|teey	2	1	0	0	0	qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin	[qosheo:?] | Drogenholz, getrocknete Kurz-/Kompaktform | eingeweichtes Drogenholz | [olkeeedy:?] | [lr:?] | [al:?] | [chr:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge/Portion II | feucht, attributiv gebunden | [arain:?] | [chey:?] | [teey:?] | [cheodaiin:?]	[qosheo:?] | Drogenholz, getrocknete Kurz-/Kompaktform | eingeweichtes Drogenholz | [olkeeedy:?] | [lr:?] | [al:?] | [chr:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge/Portion II | feucht in der Mitte des Grades | [arain:?] | trocken in der Mitte des Grades | kalt am Ende des Grades | [cheodaiin:?]
f111r	f111r.14	S	oteey|oteedy|oteey|chedy	3	1	0	0	0	dchedar oteey lchey ykeeeos aiin shear oteedy tedam oteey pchedey chedy lchedy	[dchedar:?] | [oteey:?] | Drogenholz, trocken gebunden, Form I | [ykeeeos:?] | Menge III | [shear:?] | [oteedy:?] | [tedam:?] | [oteey:?] | [pchedey:?] | getrockneter Zustand | getrocknetes Drogenholz	[dchedar:?] | kalter Ansatz am Ende des Grades | Drogenholz, trocken gebunden, Form I | [ykeeeos:?] | Menge III | [shear:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [tedam:?] | kalter Ansatz am Ende des Grades | [pchedey:?] | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz
f111r	f111r.15	S	sheey|shey|oteedy|chey	2	2	0	0	0	sheeodar aiin sheey shey oteody oteedy chey daiin oteol otedar tar pchdam	[sheeodar:?] | Menge III | feucht, Bindungsstufe II | feucht, attributiv gebunden | [oteody:?] | [oteedy:?] | [chey:?] | Grad-/Maßwert III | [oteol:?] | [otedar:?] | [tar:?] | [pchdam:?]	[sheeodar:?] | Menge III | feucht am Ende des Grades | feucht in der Mitte des Grades | [oteody:?] | kalter Ansatz am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | Grad-/Maßwert III | [oteol:?] | [otedar:?] | [tar:?] | [pchdam:?]
f111r	f111r.16	S	qokeedy|tey|sheedy|keedy	3	1	0	0	0	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	[dchedshey:?] | heißer Zustand, Bindungsstufe II | [okeodain:?] | [shet:?] | [sheota:?] | [oteal:?] | [tey:?] | [lkeey:?] | [sheedy:?] | [shtar:?] | [keedy:?]	[dchedshey:?] | heiß am Ende des Grades, abgeschlossen | [okeodain:?] | [shet:?] | [sheota:?] | [oteal:?] | kalt in der Mitte des Grades | [lkeey:?] | feucht am Ende des Grades, abgeschlossen | [shtar:?] | heiß am Ende des Grades, abgeschlossen
f111r	f111r.17	S	qoteedy|qokeey|chey|keedy	4	0	0	0	0	otes lchey lshedy qoteedy olcheody qokeey chey kal chekeedy oteed keedy otam	[otes:?] | Drogenholz, trocken gebunden, Form I | eingeweichtes Drogenholz | [qoteedy:?] | [olcheody:?] | [qokeey:?] | [chey:?] | [kal:?] | [chekeedy:?] | [oteed:?] | [keedy:?] | [otam:?]	[otes:?] | Drogenholz, trocken gebunden, Form I | eingeweichtes Drogenholz | kalt am Ende des Grades, abgeschlossen | [olcheody:?] | heiß am Ende des Grades | trocken in der Mitte des Grades | [kal:?] | [chekeedy:?] | [oteed:?] | heiß am Ende des Grades, abgeschlossen | [otam:?]
f111r	f111r.18	S	qokeey|chey|teey|qokeedy|qokeedy	3	2	0	0	0	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	Grad-/Maßwert III | [shecthey:?] | [oteody:?] | [qochey:?] | [qokeey:?] | [chey:?] | [teey:?] | heißer Zustand, Bindungsstufe II | heißer Zustand, Bindungsstufe II | trockener Drogenstoff | [lokeedy:?] | [lched:?]	Grad-/Maßwert III | [shecthey:?] | [oteody:?] | [qochey:?] | heiß am Ende des Grades | trocken in der Mitte des Grades | kalt am Ende des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockener Drogenstoff | [lokeedy:?] | [lched:?]
f111r	f111r.19	S	qokeedy	0	1	0	0	0	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty	Samen/Saatgut, Typ/Charge III | [okeeol:?] | heißer Zustand, Bindungsstufe II | Drogenholz, trocken gebunden, Form I | [lcheoekam:?] | Ansatzmenge III | [cheky:?] | [qokeeodar:?] | [checthdy:?] | [qoted:?] | [l:?] | [loty:?]	Samen/Saatgut, Typ/Charge III | [okeeol:?] | heiß am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | [lcheoekam:?] | Ansatzmenge III | [cheky:?] | [qokeeodar:?] | [checthdy:?] | [qoted:?] | [l:?] | [loty:?]
f111r	f111r.2	S	okeey|okeey|shedy|okeey|oteey|shedy	3	3	0	0	0	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam	Grad-/Maßwert III | [sheeky:?] | heißer Ansatz, Bindungsstufe II | heißer Ansatz, Bindungsstufe II | [qaal:?] | [shedy:?] | heißer Ansatz, Bindungsstufe II | [oteey:?] | [shedy:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [lcheol:?] | [oteeam:?]	Grad-/Maßwert III | [sheeky:?] | heißer Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades | [qaal:?] | feucht in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | kalter Ansatz am Ende des Grades | feucht in der Mitte des Grades, abgeschlossen | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [lcheol:?] | [oteeam:?]
f111r	f111r.20	S	qokeey|qokeey|teedy|okeedy|qokeedy|okeey	4	2	0	0	0	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	[qokeey:?] | [qokeey:?] | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | trockener Drogenstoff | [teedy:?] | [okeedy:?] | heißer Zustand, Bindungsstufe II | heißer Ansatz, Bindungsstufe II | [cho:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [kai:?]	heiß am Ende des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | trockener Drogenstoff | kalt am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | [cho:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [kai:?]
f111r	f111r.21	S	teey|oteey|shey|chey|ky	4	1	0	0	0	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	Grad-/Maßwert III | [okar:?] | Menge-/Klassenwert II | [teey:?] | [oteey:?] | [ox:?] | [o:?] | [r:?] | feucht, attributiv gebunden | [chey:?] | [ky:?] | [deedy:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II | [sheet:?] | [ar:?] | [al:?] | [l:?] | [cheotydy:?]	Grad-/Maßwert III | [okar:?] | Menge-/Klassenwert II | kalt am Ende des Grades | kalter Ansatz am Ende des Grades | [ox:?] | [o:?] | [r:?] | feucht in der Mitte des Grades | trocken in der Mitte des Grades | heiß am Anfang des Grades | [deedy:?] | trocken angesetzte Zubereitung | Grad-/Maßwert II | [sheet:?] | [ar:?] | [al:?] | [l:?] | [cheotydy:?]
f111r	f111r.22	S	keedy|okey|chedy|okeey|qokey	3	2	0	0	0	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	[ssheo:?] | [l:?] | [keedy:?] | [dal:?] | [tched:?] | [checkhey:?] | [okey:?] | [qo:?] | Menge-/Klassenwert II | [qo:?] | getrockneter Zustand | [qokeor:?] | heißer Ansatz, Bindungsstufe II | [keo:?] | [cthedy:?] | [qokey:?]	[ssheo:?] | [l:?] | heiß am Ende des Grades, abgeschlossen | [dal:?] | [tched:?] | [checkhey:?] | heißer Ansatz in der Mitte des Grades | [qo:?] | Menge-/Klassenwert II | [qo:?] | trocken in der Mitte des Grades, abgeschlossen | [qokeor:?] | heißer Ansatz am Ende des Grades | [keo:?] | [cthedy:?] | heiß in der Mitte des Grades
f111r	f111r.23	S	qokeey|qokedy	2	0	0	0	0	dshey sheeckhy qokeshey keeshody qokeey qokedy okain shekal okechedy qokechedy	[dshey:?] | [sheeckhy:?] | [qokeshey:?] | [keeshody:?] | [qokeey:?] | [qokedy:?] | heiß im Zubereitungsrahmen, Grad II | [shekal:?] | [okechedy:?] | [qokechedy:?]	[dshey:?] | [sheeckhy:?] | [qokeshey:?] | [keeshody:?] | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II | [shekal:?] | [okechedy:?] | [qokechedy:?]
f111r	f111r.24	S	okeey	0	1	0	0	0	sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai	[sain:?] | [chckhey:?] | [cheos:?] | [lchal:?] | [lkechey:?] | heißer Ansatz, Bindungsstufe II | [lkechedy:?] | [oteodain:?] | [char:?] | [lky:?] | [lchr:?] | [ainai:?]	[sain:?] | [chckhey:?] | [cheos:?] | [lchal:?] | [lkechey:?] | heißer Ansatz am Ende des Grades | [lkechedy:?] | [oteodain:?] | [char:?] | [lky:?] | [lchr:?] | [ainai:?]
f111r	f111r.25	S	okeedy|qokeey	2	0	0	0	0	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	[so:?] | [sheor:?] | [okeedy:?] | [oteeey:?] | [qokeey:?] | heißer Ansatz, Bindungsstufe II | [s:?] | [chedar:?] | [alal:?] | [oy:?] | [oxar:?] | Menge III | [odaiin:?] | [chody:?]	[so:?] | [sheor:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [oteeey:?] | heiß am Ende des Grades | heißer Ansatz, Bindungsstufe II | [s:?] | [chedar:?] | [alal:?] | [oy:?] | [oxar:?] | Menge III | [odaiin:?] | [chody:?]
f111r	f111r.26	S	chedy|chedy|qokeedy	0	3	0	0	0	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	Samen/Saatgutzubereitung, Charge III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [oteodaiin:?] | getrockneter Zustand | [otedar:?] | [air:?] | [ykeey:?] | [shedain:?] | [l:?] | getrockneter Zustand | heißer Zustand, Bindungsstufe II | [qoteedaiin:?]	Samen/Saatgutzubereitung, Charge III | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [oteodaiin:?] | trocken in der Mitte des Grades, abgeschlossen | [otedar:?] | [air:?] | [ykeey:?] | [shedain:?] | [l:?] | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [qoteedaiin:?]
f111r	f111r.27	S	qokeey|otey	2	0	0	0	0	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	[dar:?] | [sheod:?] | [qokeey:?] | [qokeody:?] | [otey:?] | [lkeedy:?] | [chl:?] | [lkeey:?] | Grad-/Maßwert III | [chedar:?] | [chedyteedain:?] | [olkal:?]	[dar:?] | [sheod:?] | heiß am Ende des Grades | [qokeody:?] | kalter Ansatz in der Mitte des Grades | [lkeedy:?] | [chl:?] | [lkeey:?] | Grad-/Maßwert III | [chedar:?] | [chedyteedain:?] | [olkal:?]
f111r	f111r.28	S	shedy|chedy	1	1	0	0	0	qokeeol shedy qokeod cheokeey sheokar shekeey qotees al dain chedy qotain alam	[qokeeol:?] | [shedy:?] | [qokeod:?] | [cheokeey:?] | [sheokar:?] | [shekeey:?] | [qotees:?] | [al:?] | Grad-/Maßwert II | getrockneter Zustand | kalt im qo-Rahmen, Grad II | [alam:?]	[qokeeol:?] | feucht in der Mitte des Grades, abgeschlossen | [qokeod:?] | [cheokeey:?] | [sheokar:?] | [shekeey:?] | [qotees:?] | [al:?] | Grad-/Maßwert II | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | [alam:?]
f111r	f111r.29	S	chey|qokeedy|qokedy|qoteedy	3	1	0	0	0	salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod	[salkeedy:?] | [lkeedy:?] | [chckhy:?] | [rky:?] | [chey:?] | [okeeo:?] | [chr:?] | [al:?] | [ar:?] | heißer Zustand, Bindungsstufe II | [qokedy:?] | [qoteedy:?] | [qod:?]	[salkeedy:?] | [lkeedy:?] | [chckhy:?] | [rky:?] | trocken in der Mitte des Grades | [okeeo:?] | [chr:?] | [al:?] | [ar:?] | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [qod:?]
f111r	f111r.3	S	qokeey	1	0	0	0	0	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	[dsheedy:?] | [lkeedy:?] | [chckhy:?] | getrocknetes Drogenholz | [qokeey:?] | [qokear:?] | [chal:?] | [qokeear:?] | [cheokedy:?] | Saat-Rohstoff I | [lokam:?]	[dsheedy:?] | [lkeedy:?] | [chckhy:?] | getrocknetes Drogenholz | heiß am Ende des Grades | [qokear:?] | [chal:?] | [qokeear:?] | [cheokedy:?] | Saat-Rohstoff I | [lokam:?]
f111r	f111r.30	S	qotchey|chedy|qokeey	2	1	0	0	0	qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain	[qockhedy:?] | [qokeechy:?] | [qotchey:?] | [chtar:?] | [ar:?] | [chkeey:?] | [lkar:?] | Menge III | getrockneter Zustand | [qokeey:?] | [qoirain:?]	[qockhedy:?] | [qokeechy:?] | kalt und trocken in der Mitte des Grades | [chtar:?] | [ar:?] | [chkeey:?] | [lkar:?] | Menge III | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [qoirain:?]
f111r	f111r.31	S	qokeey|qokeedy	1	1	0	0	0	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy	[sheotchedy:?] | [shedain:?] | [shkeyqokeaiin:?] | [shkeody:?] | [qokeey:?] | heißer Zustand, Bindungsstufe II | [chkal:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[sheotchedy:?] | [shedain:?] | [shkeyqokeaiin:?] | [shkeody:?] | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | [chkal:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut
f111r	f111r.32	S	keey|qoteey	1	1	0	0	0	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	[dsheeoteey:?] | heißer Ansatz, Bindungsstufe II | [l:?] | [keey:?] | [tear:?] | kalt, Bindungsstufe II | kalt im qo-Rahmen, Grad II | [cho:?] | [lkeeedy:?] | [lchechdy:?] | [qokechy:?]	[dsheeoteey:?] | heißer Ansatz, Bindungsstufe II | [l:?] | heiß am Ende des Grades | [tear:?] | kalt am Ende des Grades | kalt im qo-Rahmen, Grad II | [cho:?] | [lkeeedy:?] | [lchechdy:?] | [qokechy:?]
f111r	f111r.33	S	keey|qokeedy	1	1	0	0	0	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	[qoeeeo:?] | [s:?] | Menge-/Klassenwert II | [ar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [keey:?] | [lkair:?] | [cheda:?] | [chkal:?] | [keeodal:?] | [eees:?] | [chody:?] | heißer Zustand, Bindungsstufe II | [dl:?]	[qoeeeo:?] | [s:?] | Menge-/Klassenwert II | [ar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [lkair:?] | [cheda:?] | [chkal:?] | [keeodal:?] | [eees:?] | [chody:?] | heiß am Ende des Grades, abgeschlossen | [dl:?]
f111r	f111r.37	S	qokeey|keedy|kedy	3	0	0	0	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | [l:?] | [cheeol:?] | [keeol:?] | [lkeeedy:?] | [qokeey:?] | [l:?] | [keedy:?] | [l:?] | [kedy:?] | [okeal:?] | heiß, Grad II | [chckhy:?] | [ltedy:?]	Grad-/Maßwert II | trocken; nominal trockenes Gut/Material | [l:?] | [cheeol:?] | [keeol:?] | [lkeeedy:?] | heiß am Ende des Grades | [l:?] | heiß am Ende des Grades, abgeschlossen | [l:?] | heiß in der Mitte des Grades, abgeschlossen | [okeal:?] | heiß, Grad II | [chckhy:?] | [ltedy:?]
f111r	f111r.38	S	okeey|otedy|qokeedy|key	1	3	0	0	0	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	[dched:?] | Grad-/Maßwert III | [al:?] | heißer Ansatz, Bindungsstufe II | [kechedy:?] | [chcthedy:?] | [chedain:?] | gekühlter Ansatz | heißer Zustand, Bindungsstufe II | [key:?] | [l:?] | [ltain:?]	[dched:?] | Grad-/Maßwert III | [al:?] | heißer Ansatz am Ende des Grades | [kechedy:?] | [chcthedy:?] | [chedain:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades | [l:?] | [ltain:?]
f111r	f111r.39	S	chedy|qokeey	1	1	0	0	0	saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar	Samen/Saatgut, Typ/Charge III | [chckhedy:?] | heiß im Zubereitungsrahmen, Grad II | [oteain:?] | [shok:?] | [qokechdy:?] | [okechedy:?] | getrockneter Zustand | [qokeey:?] | [cheamar:?]	Samen/Saatgut, Typ/Charge III | [chckhedy:?] | heiß im Zubereitungsrahmen, Grad II | [oteain:?] | [shok:?] | [qokechdy:?] | [okechedy:?] | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | [cheamar:?]
f111r	f111r.4	S	oteedy|qokeey|chedy|qokedy|shedy|okeey	4	2	0	0	0	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	Samen/Saatgut, Typ/Charge III | [oteedy:?] | [qokeey:?] | Grad-/Maßwert III | [okedal:?] | getrockneter Zustand | [qokedy:?] | [l:?] | [shedy:?] | [chchy:?] | heißer Ansatz, Bindungsstufe II | Holzportion | [ar:?] | [am:?]	Samen/Saatgut, Typ/Charge III | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades | Grad-/Maßwert III | [okedal:?] | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [l:?] | feucht in der Mitte des Grades, abgeschlossen | [chchy:?] | heißer Ansatz am Ende des Grades | Holzportion | [ar:?] | [am:?]
f111r	f111r.40	S	keey|otedy|qokeedy	1	2	0	0	0	saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lainal	Samen/Saatgut, Typ/Charge III | [al:?] | [keey:?] | [okedain:?] | gekühlter Ansatz | [qokeokedy:?] | heißer Zustand, Bindungsstufe II | [oteeolkeey:?] | [okeeo:?] | [l:?] | [lainal:?]	Samen/Saatgut, Typ/Charge III | [al:?] | heiß am Ende des Grades | [okedain:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [qokeokedy:?] | heiß am Ende des Grades, abgeschlossen | [oteeolkeey:?] | [okeeo:?] | [l:?] | [lainal:?]
