surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
chedy	f104v	f104v.7	o scheo lchody cheey qoy cheo ain o chedy cheedy chedy sol cheodalol	o scheo lchody cheey qocky cheoain ochedy cheedy chedy sol cheodalol	o scheo lchod cheey qoy cheo ain o chedy cheedy chedy sol cheodalol	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f104v	f104v.9	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar ched qoty dal	ycheo lcheod otaiin qokeedy qokaiin che r ol chedaiin qotar chedy qoty dal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f105r	f105r.13	dyteey qokdy chedy chedy dal qoked shedy qoteody cheedy ot	dyteey qokdy chedy chedy dol qoked shedy qoteody cheedy ot	dyteey qok y che y chedy dal qoke shedy qoteody cheedy ot	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f105r	f105r.19	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiiral	dsechey oteol daiindy raiin che y laiin okeeody okeeyteedy odaiin aiir al	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f105r	f105r.21	ycheo lkedy qoeey qokedy qokedal saiin otol shody chedy okaiin chekaim	ycheo lkedy qoeey qokedy qokedal saiin otol shody chedy okaiin chekaim	ycheo lkedy qoee qokedy qokedal saiin otol shody che y okaiin chekaim	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f105r	f105r.31	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	kodeey lchl shx ar aiidy cpheesy okal lkedy lkor chedy qokaiin or fchoky	todeey lchl shx ar aiijy cpheesy okal lkedy lk r che y qokaiin or fcho y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.14	schedy raiin char arshey chedy aiiin alkam	schedy raiin char arshey chedy aiiin alkam	sche y raiin char ar shey che y aiiin alkam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.16	sarar okear aiin chotal shody qotchdy qotar shedy chodal chedy qotam	sarar okeor aiin chotal shody qotchdy qotar shedy chodal chedy qotam	sarar okear aiin chotal shody qotch y qotar she y chodal che y qotam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.19	darshy otaiin otal chedy r ain olaiin otaiin sain	dar shy otaiin otal chedy rain olaiin otaiin sain	dar shy otaiin otal che y r ain olaiin otaiin sain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.23	ol kalol shar chor okal chdy chol chedy qotaiin or aiin okeedy qokain	olkalol shor chor okal chdy chol chedy qotaiin oraiin okeedy qokain	ol kalol shar chor okal chdy chol che y qotaiin or aiin okeedy qokain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.29	ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheog	ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheom	ycheey olchey che y qotaiin cheos otaiin otain chotar olos aiin cheog	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f106v	f106v.46	ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos	ytar okain cheokaiin chedy okeeey chkaiin ol oky raiin cheoar chos	ytar okain cheokaiin ched okeeey chkaiin ol oky raiin cheoar chos	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f107r	f107r.25	ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om	ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om	ycheain chal kal che y qokaiin chody qokchdy qokal char chdalal om	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f107v	f107v.31	sokod chey lkaiin chedy qe okeody qokeedy rary	sokod chey lkaiin chedy qeokeody qokeedy rary	sokod chey lkaiin che y qe okeo y qokeedy rary	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108r	f108r.15	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain	orain cheey chey qokeey chedy okchedy qoeedy qockhey diir ain okain	orain cheey chey qokeey che y okche y qoeedy qockhey diirain okain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108r	f108r.26	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy	dair okal che y qo eedy oteor al qokedy qokedy otaiin otedar chalkeedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108r	f108r.42	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals	okeey qokeey qokeedy qokeey chedal che y qokeey okeedain otain o lals	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108r	f108r.7	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy	okchey okedy qokchedy che y qokedy okar chdy okar char chkaiin chsy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108v	f108v.14	qokeey lo r aiin chey keear a ral olaiin chedy	qokeey lor aiin chey keear oral olaiin chedy	qokeey lo r aiin chey keear aral olaiin che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108v	f108v.52	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokee y che y qokee cheal llchey aiin okeey qokeey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f108v	f108v.53	olchar ol chedy lshy otedy	olchar olchedy lshy otedy	olchar lchedy lshy otedy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.10	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	ykeedaiin shekain she y qokear ochey reeey qokeey olaiiin che y lkeeod oraiin oty	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.22	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	ssheo lkeedy dal tched checkhey okey qoain qochedy qokeor okeey keocthedy qokey	ssheolkee y dal tche checkhey okey qo ain qo chedy qoke r okeey keo cthedy qokey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.26	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	soaiin shecthy oteodaiin chedy otedar air ykeey shedain lchedy qokeedy qoteedaiin	so oiin shecthy oteo aiin che y ote ar airykeey she ain l che y qokeedy qotee aiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.26	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	soaiin shecthy oteodaiin chedy otedar air ykeey shedain lchedy qokeedy qoteedaiin	so oiin shecthy oteo aiin che y ote ar airykeey she ain l che y qokeedy qotee aiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.39	saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar	saiin chckhedy okain oteoin shok qokechdy okechedy chedy qokeey cheamar	saiin chckhedy kain oteain shok qokechdy okechedy che y qokeey cheamar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.4	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	saiin oteedy qokeey daiin okedal chedy qokedy lshedy chcthhy okeey lor ar al	saiin oteedy qokeey daiin oke al che y qokedy lshedy chy okeey lor ar al	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.42	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.43	okeedy lkeedy lkedar okeedy chedy	okeedy lkeedy lkedar okeedy chedy	okee y lkeedy lkedar okeed che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.47	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	shee y qokeey sheey qotee y qeear al chedy oteey che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111r	f111r.50	okeey l chedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	okeey lchedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	okeey l che y cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.15	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	rain sheo l otain qokaiin al kain chedy otal lchedy qokain chtal otain l ls	sar she l otain qokaiin al kain che y otal lche y qokain chtal otain l ls	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.20	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	shain qokal shar qoteal qotain che y qotain shcthy qokshedy qotain ar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.22	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	saiin ychear olsheey chetain chedy qokain okain al chan okal chey lkeeey	saiin ychear olsheey chetain che y qokain okain al chan okal chey lkeeey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.24	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	cheodain qokar otain chedy lkain chey shckhy qokl che qokar chctham	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.3	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim	dain chedy shedal otedy oteeo chedy qokeey dain chcthar otar qotain otaim	dain chedy shedal ote y oteeo che y qokeey dain chcthar otar qotain otaim	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.38	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	ycheey oaiin checkhey otain qotl chear chedy qokeey okeedy lkeey	ycheey o aiin checkhey otain qotl chear che y qokeey okeedy lkeey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.39	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy	deey qokal chedy chcthy qokain che y lkeey shey qokain chedy lchdy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.41	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	oteey lchedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.42	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor chee y okeiin che y che y teedy lcheam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f111v	f111v.42	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor chee y okeiin che y che y teedy lcheam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112r	f112r.4	qokeedy chokain otain otar chedy taim oram	qokeedy chokain otain otar chedy taim oram	qokee y chokain otain otar che y taim oram	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112v	f112v.13	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otchedy chedy daiin chedal chedy qokaiin otam	dcheoty oy otche y che y daiin che al chedy qokaiin otam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112v	f112v.17	daiin chear chedy chy keedy chdaiin cheedy qokain otaldal	daiin cheeir cheedy chykeedy chdaiin cheedy qokain otaldal	daiin chear che y chykeedy chdaiin cheedy qokain otaldal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112v	f112v.22	soiin ol cheol chedy qokeey chetain	soiin ol cheol chedy qokeey chetain	soiin l cheol che y qokeey chetain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112v	f112v.35	pched shedain qokaiin okees chedy checkhy	pched shedain qokaiin okar chedy checkhy	pched shedain qokaiin okeer ched checkhy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f112v	f112v.38	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	sa ar oiin okchey al chedy chol otaiin chedar lkain cheo dain	sa ar aiin okchey al che y chol otaiin chedar lkain cheo dain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113r	f113r.32	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal	shodaiin shkaiin chcthal okshe y otal okaiin cphoal otain okaiin che y qotal	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113r	f113r.44	cheeky lkedy chedy lkaiin	cheeky lkedy chedy lkaiin	cheeky lke y che y lkaiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113r	f113r.5	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	ycheeckhy osaiin cheoar qokaiin chekal otar shosaiin chckhy chdo okol chedy chedy	ycheeckhy osaiin cheoar qokaiin chekal otar shosaiin chckhy chdo okol che y che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113r	f113r.5	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	ycheeckhy osaiin cheoar qokaiin chekal otar shosaiin chckhy chdo okol chedy chedy	ycheeckhy osaiin cheoar qokaiin chekal otar shosaiin chckhy chdo okol che y che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113v	f113v.35	qokaiin air lo r chedy otain	qokaiin air lor chedy otain	qokaiin air lor che y otain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113v	f113v.36	ofaral olkaiin okar okeeedy tshedy qokeedy otchey p chedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokeedy otcheypchedy tsho lteam	ofaral olkaiin okar okeeedy tshedy qokee y otcheypchedy tsho lteam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f113v	f113v.48	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lshee y qokaiin che y kain qokeee y lkaiin okal dy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f114r	f114r.33	daiin oteed aiin saiin yteey aiin al odaiin chedal odaiis aiin cheo dal chedy	daiin oteed aiin saiin yteey aiin al odaiin chedal odain aiin cheo dal chedy	daiin oteedaiin raiin yteey aiin al odaiin chedal odaiir aiin cheo dal che y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f114r	f114r.44	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar da opaiin	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar dor opaiin	ydaiin che y qoal cheey qokair okeedy chotal chol okain ar das opaiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f114r	f114r.5	loiin chedy qokaiin chdy daiin dchds eedol chdol kchedy cho kaiin chdy	laiin chedy qokaiin chdy daiin dchdas eedol chdol kchedy cho kaiin chdy	l iin ched qokaiin chdy daiin dchdos eedol chdol kchedy cho kaiin chdy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f114v	f114v.15	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain che y okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f114v	f114v.29	pchdair sho qopchey otcheed chedy qopcheo r ocpheody opchdy qopairam	pchdair sho qopchey otcheed chedy qopcheos ocpheody opchdy qopairam	pchdair sho qopchey otcheed che y qopcheo s ocpheody opchdy qopairam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f115r	f115r.23	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokchor checkhy qokeeey keeey lol chedy qokchedy ldy	dchey keey qokeod chody qokcho s checkhy qokeeey keeey lol che y qokchedy ldy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f115r	f115r.3	qol cheol chor od qol chedy qockheos cholor daar oraro	qolcheol chor od qol chedy qockheos cholor daar oraro	qol che l chor od qol che y qockheos cholor daar oraro	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f115r	f115r.7	dar chedy qotchy chedy chedar shey otain chorar	darchedy qotchy chedy chedar shey otain chorar	dar chedy qotchy chedy chedar shey otain chorar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f116r	f116r.16	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	ar che y ee y otal al lched shcthy qotey dain otar otarar pam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f116r	f116r.38	daiin qokeey lshey qokaiin chkar shey okaiin chedy qokeedy raiin shy	daiin qokeey lshey qokain chkar shey okain chedy qokeedy raiin shy	daiin qokeey lshey qokaiin chkar shey okaiin ched qokeedy raiin shy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f116r	f116r.4	padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y	padar shey osheeky qol loiin chckhy okam chedy oteedy qotar aralary	padar shey osheeky qol l iin chckhy okam che y oteedy qotar aral ar y	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f26r	f26r.1	psheoky odaiir qoy ofshod chypchey ypchedy ain chofo chedy	psheoky odaiir qoy ofseod chypchey ypchedy ain chofochcphdy	psheoky odaiir qoy ofshod chypchey ypchedy ain chofochcphdy	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f26r	f26r.2	dchey aiin adeeody ykecthey chedy ytedy dy checthedy ls	dchey aiin adeeody ykecthhy chedy ytedy dy checthedy lr	dchey daiin deeody ykey che y ytedy dy checthe y lr	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f31r	f31r.4	qotar chy dar lo r ar cheey keeol chedy qokey	qotar chy dar lk r ar cheey keeol chd qokey	qotar chy dar lo r ar cheey keeol chedy qokey	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f33v	f33v.4	tokar shdy dal qokar shd otody chedy ykedy dodl dain	tokar shdy dal qokor shd otody chedy ykedy dodl dain	tokar shd al qokar sh otody che y yke y do l eiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f34v	f34v.4	tchdaiin chekal shedy qokedar chdaiin oldar qoldar chedy daiin otam	tchdaiin chekal shedy qokedar chdaiin oldar qoldar chedy daiin otam	tch aiin chekal she y qoke ar chdaiin oldar qol ar che y daiin otam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f34v	f34v.5	lshaiir or air shedy chechey dykey kair chedy qokar chekaly chalky	lshaiir orair shedy chechey dykey kair chedy qokar chekaly cholky	lshaiir or air shedy chechey dykey kair che y qokar chekaly cholky	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f34v	f34v.7	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f34v	f34v.9	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	lsheody cphy qokeey keedy kchdy chedy qokedy chdy kal shs oldaiin	lsheody cphy qokeey keedy kch y che y qoke y ch y kal shs oldaiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f39r	f39r.14	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam	daiin shckhy chekl ol aiin che y ykeey aiin otal ch am qokam	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f39r	f39r.4	tchedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg	tohedy chdy olaiin chedy shckhdchy chol or ordy chees aly okalcheg	tche y chdy olaiin che y shckhdchy chol or ordy chees aly okalcheg	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f39r	f39r.7	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eee s aiiin	dchdar chedy cholal qokedar chdy chckhdy dar ar al ydy eeesaiin	dchdar che y cholal qokedar chdy chckhdy dar ar al ydy eees aiiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f40v	f40v.11	schedy qokol chedy dalor ay	schedy qokol chedy dalor aithy	schedy qokol che y alor ay	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f40v	f40v.6	qoeedaiin ol chedy daiin	qoeed aiin ol eeedy daiin	qoeed aiin ol che y aiin	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f40v	f40v.7	shody qokol chedy s ar	shody qokol chedy s ar	shody qokol che y s ar	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chedy	f41r	f41r.8	dair chedy chckhy qokey lchdy qokedy qokal chekedy qodar ag	dair chedy chckhy qokey lchdy qokedy qokyl cheked qodor am	dair che y chckhy qokey lchdy qokedy qokal chekedy qodar ag	READER_VARIANT	trocken in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
