enabled_by_surfaces	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
qokeey|qokeedy	71	4299500	0	f116r	f116r.9	S	B	3	5	4	0	0	0	1	0.800000	4	4	1	0	qokeey lchey qokeedy qokain okeeylkaiin	heiß am Ende des Grades | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades, abgeschlossen | heiß, Grad II | [okeeylkaiin:?]	GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	5	okeeylkaiin	5	okeeylkaiin	qokain	<EOS>	heiß, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß am Ende des Grades; Drogenholz, trocken gebunden, Form I; heiß am Ende des Grades, abgeschlossen; heiß, Grad II; heiß, Zubereitung/Ansatz
chy|kchy	82	4209500	1	f11r	f11r.4	H	A	1	5	4	1	0	0	1	0.800000	5	5	1	1	dchol chy kchy dy daiin	Maß trockenen Materials | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [dy:?] | Grad-/Maßwert III	GDT639:ROUND_02 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	4	dy	4	dy	kchy	daiin	fertig aufbereitete Form	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Maß trockenen Materials; trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; fertig aufbereitete Form; Grad-/Maßwert III
chy|kchy	83	4209500	1	f14r	f14r.13	H	A	1	5	4	0	0	0	1	0.800000	5	5	1	1	sodaiin chy kchy kchy ykeody	Samen/Saatgutzubereitung, Dosis III | trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [ykeody:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	5	ykeody	5	ykeody	kchy	<EOS>	fertig aufbereitete Form	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samen/Saatgutzubereitung, Dosis III; trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; fertig aufbereitete Form
otchy	62	5199400	0	f19v	f19v.3	H	A	1	6	5	0	0	4	1	0.833333	2	2	1	0	otchy chol daiin qotol ytol daiiin	kalt-trockener Ansatz am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | kaltes Material | [ytol:?] | Qualitätsgrad IV	GDT647:FAMILY_MIGRATION | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:CONTEXTUAL_VALUE_SERIES	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE	5	ytol	5	ytol	qotol	daiiin	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalt-trockener Ansatz am Anfang des Grades; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; kaltes Material; Material/Zubereitungsstoff; Qualitätsgrad IV
cheey|tchey	86	4199500	0	f20r	f20r.13	H	A	1	5	4	1	0	2	1	0.800000	3	3	1	0	ochaiin chor chor cheey tchey	[ochaiin:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | trocken am Ende des Grades | kalt und trocken in der Mitte des Grades	OPEN | V13:PART_OR_FORM | V13:PART_OR_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	1	ochaiin	1	ochaiin	<BOS>	chor	Zubereitung/Ansatz	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Zubereitung/Ansatz; Pflanzen-/Reproduktionsteil; Pflanzen-/Reproduktionsteil; trocken am Ende des Grades; kalt und trocken in der Mitte des Grades
chey	69	4309500	1	f27r	f27r.12	H	A	1	5	4	1	0	0	1	0.800000	5	5	1	1	dain cheokeey chey cthey otal	Grad-/Maßwert II | [cheokeey:?] | trocken in der Mitte des Grades | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Ansatz aus kaltem Rohstoff, Form I	V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT647:FAMILY_MIGRATION | GDT638:ROUND_03 | GDT644:ROUND_01	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	2	cheokeey	2	cheokeey	dain	chey	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Grad-/Maßwert II; trocken, Grundform; trocken in der Mitte des Grades; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; Ansatz aus kaltem Rohstoff, Form I
chey	84	4209500	1	f2r	f2r.13	H	A	1	5	4	2	0	0	1	0.800000	5	5	1	1	sho ykeey chey daiin chcthy	feuchter Ansatz | [ykeey:?] | trocken in der Mitte des Grades | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	V13:TARGET_SURFACE_DEFAULT | OPEN | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | V13:DRY_CTH_MATERIAL	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	2	ykeey	2	ykeey	sho	chey	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	feuchter Ansatz; Grundform; trocken in der Mitte des Grades; Grad-/Maßwert III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut
otchey	44	5309400	1	f30v	f30v.4	H	A	1	6	5	3	0	0	1	0.833333	6	6	1	1	otchey daiin chor checkhy qotchod daiin	kalt-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | [checkhy:?] | kalt-trockene Zubereitung, fertig gebunden | Grad-/Maßwert III	GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | V13:PART_OR_FORM | OPEN | GDT644:ROUND_04 | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	4	checkhy	4	checkhy	chor	qotchod	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt-trockener Ansatz in der Mitte des Grades; Grad-/Maßwert III; Pflanzen-/Reproduktionsteil; trocken, Grundform; kalt-trockene Zubereitung, fertig gebunden; Grad-/Maßwert III
chedy|okeedy	93	4099500	0	f31r	f31r.14	H	B	2	5	4	1	1	0	1	0.800000	4	4	1	0	saiis or chedy daiin okeedy	[saiis:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | heißer Ansatz am Ende des Grades, abgeschlossen	OPEN | V13:NOMINAL_PART_CARRIER | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	1	saiis	1	saiis	<BOS>	or	saiis: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	saiis: ungeklärt; Teil-/Nominalträger; genaue Basisbedeutung offen; trocken in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III; heißer Ansatz am Ende des Grades, abgeschlossen
chey	124	2309700	1	f32r	f32r.16	H	A	1	3	2	0	0	0	1	0.666667	3	3	1	1	otchol chey soty	kalt-trockener Zubereitungsstoff | trocken in der Mitte des Grades | [soty:?]	GDT638:ROUND_06 | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	3	soty	3	soty	chey	<EOS>	Samendroge: kalt, Zubereitung/Ansatz, Grundform	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	kalt-trockener Zubereitungsstoff; trocken in der Mitte des Grades; Samendroge: kalt, Zubereitung/Ansatz, Grundform
qotchy|tchy	87	4199500	0	f36r	f36r.3	H	A	1	5	4	1	0	1	1	0.800000	4	4	1	0	qotchy tchy daiin aiin dolsain	kalt und trocken am Anfang des Grades | kalt und trocken am Anfang des Grades | Grad-/Maßwert III | Menge III | [dolsain:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	5	dolsain	5	dolsain	aiin	<EOS>	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalt und trocken am Anfang des Grades; kalt und trocken am Anfang des Grades; Grad-/Maßwert III; Menge III; Material/Zubereitungsstoff
key|tey	29	7309200	1	f38v	f38v.6	H	A	1	8	7	4	0	0	1	0.875000	8	8	1	1	sho keeey key tey daiin daiiin dain dain	feuchter Ansatz | [keeey:?] | heiß in der Mitte des Grades | kalt in der Mitte des Grades | Grad-/Maßwert III | Grad-/Maßwert IV | Grad-/Maßwert II | Grad-/Maßwert II	V13:TARGET_SURFACE_DEFAULT | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	2	keeey	2	keeey	sho	key	heiß, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	feuchter Ansatz; heiß, Grundform; heiß in der Mitte des Grades; kalt in der Mitte des Grades; Grad-/Maßwert III; Grad-/Maßwert IV; Grad-/Maßwert II; Grad-/Maßwert II
okeey|qokeey	121	3099600	0	f3r	f3r.14	H	A	1	4	3	1	0	0	1	0.750000	3	3	1	0	chor qodair okeey qokeey	Pflanzen-/Reproduktionsteil | [qodair:?] | heißer Ansatz am Ende des Grades | heiß am Ende des Grades	V13:PART_OR_FORM | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	2	qodair	2	qodair	chor	okeey	qodair: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	Pflanzen-/Reproduktionsteil; qodair: ungeklärt; heißer Ansatz am Ende des Grades; heiß am Ende des Grades
tchedy	111	3199600	0	f40v	f40v.10	H	B	2	4	3	0	0	1	1	0.750000	3	3	1	0	tchkaiin tchedy qokaiin oraiin	[tchkaiin:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Portion III	OPEN | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	tchkaiin	1	tchkaiin	<BOS>	tchedy	kalt	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalt; kalt und trocken in der Mitte des Grades, abgeschlossen; heiß, Grad III; Portion III
okey	125	2309700	1	f42v	f42v.15	H	A	1	3	2	1	0	0	1	0.666667	3	3	1	1	chokey chol okey	[chokey:?] | trocken; nominal trockenes Gut/Material | heißer Ansatz in der Mitte des Grades	OPEN | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	1	chokey	1	chokey	<BOS>	chol	trocken, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	trocken, Grundform; trocken; nominal trockenes Gut/Material; heißer Ansatz in der Mitte des Grades
chey|teey	70	4309500	1	f49r	f49r.5	H	A	1	5	4	2	0	0	1	0.800000	5	5	1	1	chor sheor chey teey qotan	Pflanzen-/Reproduktionsteil | [sheor:?] | trocken in der Mitte des Grades | kalt am Ende des Grades | kalt im qo-Rahmen, Grad I	V13:PART_OR_FORM | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	2	sheor	2	sheor	chor	chey	Samendroge: Portion/Zutat	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	Pflanzen-/Reproduktionsteil; Samendroge: Portion/Zutat; trocken in der Mitte des Grades; kalt am Ende des Grades; kalt im qo-Rahmen, Grad I
otchey	126	2309700	1	f56r	f56r.19	H	A	1	3	2	1	0	0	1	0.666667	3	3	1	1	otchey keol daiin	kalt-trockener Ansatz in der Mitte des Grades | [keol:?] | Qualitätsgrad III	GDT647:FAMILY_MIGRATION | OPEN | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	2	keol	2	keol	otchey	daiin	heiß, Material/Zubereitungsstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt-trockener Ansatz in der Mitte des Grades; heiß, Material/Zubereitungsstoff; Qualitätsgrad III
keedy|qokedy	31	7299200	0	f75r	f75r.13	B	B	2	8	7	0	0	1	1	0.875000	7	7	1	0	pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy	getrocknetes Pulver | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß, Grad II | [olshedy:?]	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	8	olshedy	8	olshedy	qokain	<EOS>	Material/Zubereitungsstoff, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	getrocknetes Pulver; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß, Grad II; Material/Zubereitungsstoff, Zubereitung/Ansatz, fertig aufbereitete Form
qokeedy|qokedy	51	5299400	0	f75r	f75r.38	B	B	2	6	5	0	0	3	1	0.833333	3	3	1	0	qokeedy qokeedy qokedy qokedy qokeedy ldy	heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [ldy:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	6	ldy	6	ldy	qokeedy	<EOS>	Drogenholz: fertig aufbereitete Form	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; Drogenholz: fertig aufbereitete Form
qokey|qokedy|shedy|chedy	18	8299100	0	f75r	f75r.46	B	B	2	9	8	1	0	2	1	0.888889	6	6	1	0	qokey qokedy sheol qokedy dain shedy otol chedy olor	heiß in der Mitte des Grades | heiß in der Mitte des Grades, abgeschlossen | feuchtes Material | heiß in der Mitte des Grades, abgeschlossen | Grad-/Maßwert II | feucht in der Mitte des Grades, abgeschlossen | [otol:?] | trocken in der Mitte des Grades, abgeschlossen | Zutat	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	7	otol	7	otol	shedy	chedy	kalt, Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß in der Mitte des Grades; heiß in der Mitte des Grades, abgeschlossen; feuchtes Material; heiß in der Mitte des Grades, abgeschlossen; Grad-/Maßwert II; feucht in der Mitte des Grades, abgeschlossen; kalt, Material/Zubereitungsstoff, Zubereitung/Ansatz; trocken in der Mitte des Grades, abgeschlossen; Zutat
qokshdy|chedy|chy|qoky	26	8099100	0	f75r	f75r.7	B	B	2	9	8	0	0	3	1	0.888889	6	6	1	0	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	getrocknetes Pulver | heiß und feucht am Anfang des Grades, abgeschlossen | [ytain:?] | trocken in der Mitte des Grades, abgeschlossen | heiße Portion | trocken am Anfang des Grades | Holzstoff | trocken in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	3	ytain	3	ytain	qokshdy	chedy	ytain: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	getrocknetes Pulver; heiß und feucht am Anfang des Grades, abgeschlossen; ytain: ungeklärt; trocken in der Mitte des Grades, abgeschlossen; heiße Portion; trocken am Anfang des Grades; Holzstoff; trocken in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades
otchdy	74	4299500	0	f75v	f75v.61	B	B	2	5	4	0	1	1	1	0.800000	3	3	1	0	oksheyqolkeey lchdy soiin ol otchdy	[oksheyqolkeey:?] | Drogenholz, getrocknete Kurz-/Kompaktform | Samen/Saatgutzubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	OPEN | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | READER_BOUNDARY_UNSTABLE	1	oksheyqolkeey	1	oksheyqolkeey	<BOS>	lchdy	heiß, Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß, Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform; Drogenholz, getrocknete Kurz-/Kompaktform; Samen/Saatgutzubereitung, Form III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen
shey|qotedy|chey|teedy|qokedy|chedy	1	11198800	0	f76v	f76v.22	B	B	2	12	11	0	0	4	1	0.916667	8	8	1	0	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	Samenmaterial/Saatgut | feucht in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | [dytey:?] | kalt am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Holzrohstoff I | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	dytey	5	dytey	chey	teedy	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samenmaterial/Saatgut; feucht in der Mitte des Grades; kalt in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades; Grundform; kalt am Ende des Grades, abgeschlossen; Drogenholz, trocken gebunden, Form I; heiß in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; Holzrohstoff I; trocken in der Mitte des Grades, abgeschlossen; getrocknetes Drogenholz
chedy|shedy|qokeedy	32	7299200	0	f77r	f77r.16	B	B	2	8	7	0	0	2	1	0.875000	6	6	1	0	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	eingeweichte Samen/Saat | kalt, Grad III | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | [qolcheedy:?] | heiß am Ende des Grades, abgeschlossen | Holzstoff	V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	6	qolcheedy	6	qolcheedy	shedy	qokeedy	Material/Zubereitungsstoff, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	eingeweichte Samen/Saat; kalt, Grad III; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad III; feucht in der Mitte des Grades, abgeschlossen; Material/Zubereitungsstoff, fertig aufbereitete Form; heiß am Ende des Grades, abgeschlossen; Holzstoff
qokeedy|qokeey|chey	17	8309100	1	f77r	f77r.19	B	B	2	9	8	0	0	0	1	0.888889	9	9	1	1	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	heiß am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | [lsheey:?] | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiße Portion | heiß am Ende des Grades | Drogenholz, Typ/Charge III | trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	lsheey	3	lsheey	lchey	qokeedy	Drogenholz: feucht/eingeweicht, Grundform	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	heiß am Ende des Grades, abgeschlossen; Drogenholz, trocken gebunden, Form I; Drogenholz: feucht/eingeweicht, Grundform; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiße Portion; heiß am Ende des Grades; Drogenholz, Typ/Charge III; trocken in der Mitte des Grades
