event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	revised_event_reading_de	corrected_full_compact_instruction_de	complete_meaning
E095	f56r	H5	H5-S005	chokchy	OK+Y	den aktuellen Posten in Einsatz bringen	ansetzen	ansetzen	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	YES
E096	f56r	H5	H5-S005	kchoar	K+HO+AR	den Gabe von dort zuführen	zugeben	zugeben	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	YES
E097	f56r	H5	H5-S005	sotodan	OT+O+AIN	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	danach · Arbeitsgang · Portion	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: ansetzen → zugeben. Angaben: Gabe | danach · Gang · Portion.	YES
E098	f56r	H5	H5-S006	otchey	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	YES
E099	f56r	H5	H5-S006	keol	K+E+OL	fortsetzen den laufenden Posten kurz zuführen	zugeben	zugeben	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	YES
E100	f56r	H5	H5-S006	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: abgebildete mehrköpfige stachelige Pflanze. Folge: zugeben. Angaben: danach · dies | Maß.	YES
E101	f81v	B1	B1-S001	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	YES
E102	f81v	B1	B1-S002	okaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E103	f81v	B1	B1-S002	kair	K+AIR	den laufenden Posten durch laufender Bestand zuführen	einspeisen	einspeisen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E104	f81v	B1	B1-S002	okal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E105	f81v	B1	B1-S002	sar	AR	von dort	NON_ACTION_CONTRIBUTION	von dort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E106	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E107	f81v	B1	B1-S002	kain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E108	f81v	B1	B1-S002	olkain	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E109	f81v	B1	B1-S002	al	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E110	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E111	f81v	B1	B1-S002	rol	R+OL	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	abkühlen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E112	f81v	B1	B1-S002	dl	L	leiten	führen	führen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E113	f81v	B1	B1-S002	olor	OL+OR	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	fortsetzen · Ansatz	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E114	f81v	B1	B1-S002	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	zurückhalten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E116	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	anlegen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E118	f81v	B1	B1-S002	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E119	f81v	B1	B1-S002	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E120	f81v	B1	B1-S002	schedy	CHD+DY	überführen und den Schritt schließen	durchleiten	durchleiten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	YES
E121	f81v	B1	B1-S003	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: halten + zugeben + überführen. Angaben: fort.	YES
E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	halten + zugeben + überführen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: halten + zugeben + überführen. Angaben: fort.	YES
E123	f81v	B1	B1-S004	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E124	f81v	B1	B1-S004	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E125	f81v	B1	B1-S004	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → absetzen lassen. Angaben: fort.	YES
E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führe zur nächsten Station.	YES
E127	f81v	B1	B1-S006	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
E128	f81v	B1	B1-S006	shckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
E129	f81v	B1	B1-S006	dl	L	leiten	durchleiten	durchleiten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
E130	f81v	B1	B1-S006	ral	R+AL	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	abkühlen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	YES
E131	f81v	B1	B1-S007	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einsetzen + überführen.	YES
E132	f81v	B1	B1-S008	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
E133	f81v	B1	B1-S008	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
E134	f81v	B1	B1-S008	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	warm halten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
E135	f81v	B1	B1-S008	ol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
E136	f81v	B1	B1-S008	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
E137	f81v	B1	B1-S009	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	YES
E138	f81v	B1	B1-S010	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	YES
E139	f81v	B1	B1-S011	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einleiten. Angaben: Durchlass · dies.	YES
E140	f81v	B1	B1-S011	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einleiten	einleiten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einleiten. Angaben: Durchlass · dies.	YES
E141	f81v	B1	B1-S012	lsho	LSH+O	den Arbeitsgang waschen	waschen	waschen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: waschen → wirken lassen → durchwaschen.	YES
E142	f81v	B1	B1-S012	qokey	OK+E+Y	diesen Posten kurz ansetzen	wirken lassen	wirken lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: waschen → wirken lassen → durchwaschen.	YES
E143	f81v	B1	B1-S012	lshedy	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	durchwaschen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: waschen → wirken lassen → durchwaschen.	YES
E144	f81v	B1	B1-S013	lshedy	LSH+E+DY	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	durchwaschen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: durchwaschen.	YES
E145	f81v	B1	B1-S014	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
E146	f81v	B1	B1-S014	qolky	SOLK+Y	diesen Posten auffangen	auffangen	auffangen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	hinleiten + umfüllen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
E148	f81v	B1	B1-S014	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
E149	f81v	B1	B1-S014	otar	OT+AR	danach · von dort	NON_ACTION_CONTRIBUTION	danach · von dort	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
E150	f81v	B1	B1-S015	ytey	T+E+Y	diesen Posten kurz eintragen	übertragen	übertragen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: übertragen → einsetzen + überführen.	YES
E151	f81v	B1	B1-S015	okchedy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: übertragen → einsetzen + überführen.	YES
E152	f81v	B1	B1-S016	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
E153	f81v	B1	B1-S016	okeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
E154	f81v	B1	B1-S016	qol	OL	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
E155	f81v	B1	B1-S016	cheedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
E156	f81v	B1	B1-S017	sal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	YES
E157	f81v	B1	B1-S017	teol	E+OL	kurz · fortsetzen	NON_ACTION_CONTRIBUTION	kurz · fortsetzen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	YES
E158	f81v	B1	B1-S017	dchdy	CHD+DY	den laufenden Posten umsetzen; Schritt schließen	umfüllen	umfüllen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	YES
E159	f81v	B1	B1-S018	ly	L+Y	diesen Posten führen	führen	führen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
E160	f81v	B1	B1-S018	dsheol	SH+E+OL	fortsetzen den laufenden Posten kurz halten	halten	stehen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
E161	f81v	B1	B1-S018	oiiin	O+IIN	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	Arbeitsgang · Sollstufe	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
E162	f81v	B1	B1-S018	olkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	auffangen und stehen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
E163	f81v	B1	B1-S019	tedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: absetzen lassen.	YES
E164	f81v	B1	B1-S020	cheky	CHK+E+Y	diesen Posten kurz wärmen	warm halten	warm halten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	YES
E165	f81v	B1	B1-S020	shckhedy	SH+CKH+E+DY	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	zurückhalten	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	YES
E166	f81v	B1	B1-S021	chal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ziel.	YES
E167	f82r	B2	B2-S001	dchedy	CHD+DY	überführen und den Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	YES
E168	f82r	B2	B2-S002	qolchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	YES
E169	f82r	B2	B2-S003	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	YES
E170	f82r	B2	B2-S003	dy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	YES
E171	f82r	B2	B2-S003	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	YES
E172	f82r	B2	B2-S004	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
E173	f82r	B2	B2-S004	lcheckhy	L+CKH+Y	diesen Posten durch Durchlass führen	durchleiten	durchleiten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
E174	f82r	B2	B2-S004	lched	L+CHD	den laufenden Posten führen und umsetzen	führen + umsetzen	führen + umsetzen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
E175	f82r	B2	B2-S004	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
E176	f82r	B2	B2-S004	lcheckhedy	L+CKH+E+DY	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	durchleiten	durchleiten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
E177	f82r	B2	B2-S005	qokaly	OK+AL+Y	diesen Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E178	f82r	B2	B2-S005	solkaiin	SOLK+AIIN	den laufenden Posten nach vorgeschriebenes Maß auffangen	bis zum Maß auffangen	bis zum Maß auffangen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E179	f82r	B2	B2-S005	chckhy	CKH+Y	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E180	f82r	B2	B2-S005	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	einleiten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E181	f82r	B2	B2-S005	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	einleiten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E182	f82r	B2	B2-S005	octheol	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	NON_ACTION_CONTRIBUTION	Arbeitsgang · bereit · kurz · fortsetzen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E183	f82r	B2	B2-S005	chkeey	CHK+EE+Y	diesen Posten länger wärmen	warm halten	warm halten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E184	f82r	B2	B2-S005	ldy	L+DY	den laufenden Posten führen; Schritt schließen	abführen	abführen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
E185	f82r	B2	B2-S006	oteey	OT+EE+Y	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	danach · länger · dieser Posten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
E186	f82r	B2	B2-S006	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
