statement_id	page	record	silent_owner_de	action_events	argument_state_events	event_total	complete_actions_de	complete_arguments_de	corrected_full_compact_instruction_de	formula_mode	phase_signature	all_events_spoken	supersedes_pass580_first_event_only
B3-S021	f83r	B3	unverbundener Zwischenbereich	4	7	11	setze nach Maß an → ablagern → stehen lassen → umfüllen	bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	EXTENDED_TWO_EDIT_VARIANT	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	YES	YES
B3-S022	f83r	B3	unverbundener Zwischenbereich	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S023	f83r	B3	unverbundener Zwischenbereich	1	0	1	abführen + überführen	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S024	f83r	B3	unverbundener Zwischenbereich	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S025	f83r	B3	unverbundener Zwischenbereich	1	0	1	einsetzen + überführen	NONE	Bildbesitzer: unverbundener Zwischenbereich. Folge: einsetzen + überführen.	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B3-S026	f83r	B3	unverbundener Zwischenbereich	5	2	7	ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen	länger · davon | bereit · dies	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	FREE_COMPOSITION	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	YES	YES
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	0	1	1	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	TAUGHT_MACRO	CLOSE	YES	YES
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	0	2	wirken lassen → einwirken lassen	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: wirken lassen → einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	1	3	eintragen → einwirken lassen	fort	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → einwirken lassen. Angaben: fort.	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	YES	YES
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	3	1	4	setze dies ein → durchleiten → führe zur nächsten Station	Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	0	1	einwirken lassen	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	3	5	abmessen und umsetzen → abmessen und umsetzen	danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	TAUGHT_MACRO	MEASURE_CHARGE>CLOSE	YES	YES
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	0	1	abführen	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: abführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	4	6	eintragen → ablagern	Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Folge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	YES	YES
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	0	1	einwirken lassen	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einwirken lassen.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	2	1	3	wirken lassen → einwirken lassen	fort · dies	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: wirken lassen → einwirken lassen. Angaben: fort · dies.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	4	3	7	umschöpfen → anlegen → setze dies ein → absetzen lassen	danach · Ziel | danach · dies | fort	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	EXTENDED_TWO_EDIT_VARIANT	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	YES	YES
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	0	1	einsetzen + festbinden	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: einsetzen + festbinden.	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>APPLY>CLOSE	YES	YES
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	2	1	3	abmessen und umsetzen → einwirken lassen	Portion	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	YES	YES
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	0	1	zurückhalten	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	0	1	zurückhalten	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: zurückhalten.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	1	4	warm halten → einwirken lassen → einwirken lassen	Maß	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	TAUGHT_MACRO	HOLD>CLOSE	YES	YES
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	0	1	absetzen lassen	NONE	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: absetzen lassen.	TAUGHT_MACRO	SETTLE>CLOSE	YES	YES
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	0	1	1	NO_EXPLICIT_ACTION_CARD	fort; Schritt schließen	Bildbesitzer: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: fort; Schritt schließen.	TAUGHT_MACRO	CLOSE	YES	YES
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	5	2	7	warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben	Maß | fort	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	EXTENDED_TWO_EDIT_VARIANT	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	YES	YES
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	1	0	1	abführen + überführen	NONE	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: abführen + überführen.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	2	0	2	weiter beschicken → absetzen lassen	NONE	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: weiter beschicken → absetzen lassen.	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	YES	YES
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	0	4	4	NO_EXPLICIT_ACTION_CARD	Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	TAUGHT_MACRO	CLOSE	YES	YES
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	6	0	6	gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen	NONE	Bildbesitzer: linke Hauptstation mit offenem Fransenlauf. Folge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	FREE_COMPOSITION	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	YES	YES
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	3	1	4	dosiert zugeben → zuführen → absetzen lassen	Ziel	Bildbesitzer: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Folge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	SIMPLE_ONE_EDIT_VARIANT	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	YES	YES
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	1	0	1	führe zur nächsten Station	NONE	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: führe zur nächsten Station.	TAUGHT_MACRO	ROUTE>CLOSE	YES	YES
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	1	0	1	einsetzen + überführen	NONE	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: einsetzen + überführen.	TAUGHT_MACRO	MEASURE_CHARGE>ROUTE>CLOSE	YES	YES
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	4	5	9	ablagern → hinleiten → umfüllen → abmessen und umsetzen	Ziel | fort | Maß | fort | zweite · Sollstufe	Bildbesitzer: linke Fransenstation im B5-Nachtrag. Folge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	EXTENDED_TWO_EDIT_VARIANT	SETTLE>ROUTE>MEASURE_CHARGE	YES	YES
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	4	5	9	auffangen → zugeben → abkühlen lassen → hinleiten	fort | Maß | fort | Portion | dies	Bildbesitzer: rechter S-Lauf im B6-Nachtrag. Folge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	FREE_COMPOSITION	SETTLE>MEASURE_CHARGE>THERMAL>ROUTE	YES	YES
