statement_id	page	record	silent_owner_de	owner_object_class	supplied_work_object_de	supplied_portion_de	macro_id	phase_signature	owner_specialized_macro_de	full_action_sequence_de	owner_specialized_complete_reading_de	all_actions_visible
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM15	THERMAL>SETTLE>CLOSE	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt.	auskühlen lassen + absetzen lassen	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt. Vollfolge: auskühlen lassen + absetzen lassen.	YES
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM07	CLOSE	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station.	NO_EXPLICIT_ACTION_CARD	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM02	HOLD>CLOSE	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt.	einwirken lassen	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM01	ROUTE>CLOSE	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen + überführen	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S001	f83r	B3	obere offene Fächerstation am Rand	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	SETTLE>HOLD>CLOSE	ONE_OFF_SEQUENCE	auffangen und stehen lassen	Bei der oberen Fächerstation: auffangen und stehen lassen.	YES
B3-S002	f83r	B3	obere offene Fächerstation am Rand	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	THERMAL>CLOSE	ONE_OFF_SEQUENCE	anwärmen	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.	YES
B3-S003	f83r	B3	obere offene Fächerstation am Rand	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	ROUTE>MEASURE_CHARGE>CLOSE	ONE_OFF_SEQUENCE	abführen + abmessen und umsetzen	Bei der oberen Fächerstation: abführen + abmessen und umsetzen. Angaben: dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
B3-S004	f83r	B3	obere offene Fächerstation am Rand	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM04	MEASURE_CHARGE	Fülle eine abgemessene Portion der Stationsflüssigkeit ein.	bis zum Sollmaß beschicken	Fülle eine abgemessene Portion der Stationsflüssigkeit ein. Vollfolge: bis zum Sollmaß beschicken.	YES
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM01	ROUTE>CLOSE	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt.	umfüllen	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: umfüllen.	YES
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	NONE	ROUTE>APPLY>ROUTE>CLOSE	ONE_OFF_SEQUENCE	umschöpfen → anlegen → in die nächste Station weitergeben	Bei dem runden Gefäß: umschöpfen; dann anlegen; dann in die nächste Station weitergeben.	YES
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	NONE	MEASURE_CHARGE>ROUTE>HOLD>CLOSE	ONE_OFF_SEQUENCE	bis zum Sollmaß beschicken → umschöpfen → einwirken lassen	Bei dem runden Gefäß: bis zum Sollmaß beschicken; dann umschöpfen; dann einwirken lassen.	YES
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM01	ROUTE>CLOSE	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen + überführen	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM04	MEASURE_CHARGE	Fülle eine abgemessene Portion des Ansatzes ein.	den Ansatz im Gefäß einsetzen	Fülle eine abgemessene Portion des Ansatzes ein. Vollfolge: den Ansatz im Gefäß einsetzen.	YES
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM06	MEASURE_CHARGE>ROUTE>CLOSE	Fülle eine abgemessene Portion des Ansatzes ein, führe sie weiter und schließe den Schritt.	einfüllen + umfüllen	Fülle eine abgemessene Portion des Ansatzes ein, führe sie weiter und schließe den Schritt. Vollfolge: einfüllen + umfüllen.	YES
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	NONE	HOLD>SPECIALIST>MEASURE_CHARGE>ROUTE	ONE_OFF_SEQUENCE	halten + umsetzen → den Ansatz im Gefäß einsetzen → umschöpfen	Bei dem korbartigen Gefäß: halten + umsetzen; dann den Ansatz im Gefäß einsetzen; dann umschöpfen. Angaben: von dort · dieser Posten.	YES
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM03	SETTLE>CLOSE	Lass den Ansatz im Gefäß ruhen und sich absetzen; schließe danach den Schritt.	absetzen lassen	Lass den Ansatz im Gefäß ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM05	MEASURE_CHARGE>HOLD>CLOSE	Fülle eine abgemessene Portion des Ansatzes ein, lass sie einwirken und schließe den Schritt.	bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen	Fülle eine abgemessene Portion des Ansatzes ein, lass sie einwirken und schließe den Schritt. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen.	YES
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM14	ROUTE>SETTLE>CLOSE	Führe den Ansatz im Gefäß weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt.	einleiten → ruhen lassen	Führe den Ansatz im Gefäß weiter, fange sie oder ihn auf, lass absetzen und schließe den Schritt. Vollfolge: einleiten → ruhen lassen.	YES
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM01	ROUTE>CLOSE	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen + überführen	Führe den Ansatz im Gefäß zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	VESSEL_PREPARATION	den Ansatz im Gefäß	eine abgemessene Portion des Ansatzes	WM13	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	Übernimm den Ansatz im Gefäß, gib eine abgemessene Portion des Ansatzes zu, führe weiter und schließe den Schritt.	führen → einsetzen + überführen	Übernimm den Ansatz im Gefäß, gib eine abgemessene Portion des Ansatzes zu, führe weiter und schließe den Schritt. Vollfolge: führen → einsetzen + überführen.	YES
B3-S017	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM02	HOLD>CLOSE	Lass die getrennt geführte Portion einwirken oder stehen; schließe danach den Schritt.	einwirken lassen	Lass die getrennt geführte Portion einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B3-S018	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM03	SETTLE>CLOSE	Lass die getrennt geführte Portion ruhen und sich absetzen; schließe danach den Schritt.	absetzen lassen	Lass die getrennt geführte Portion ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B3-S019	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM09	HOLD>SETTLE>CLOSE	Lass die getrennt geführte Portion einwirken, dann absetzen, und schließe den Schritt.	einwirken lassen + ruhen lassen	Lass die getrennt geführte Portion einwirken, dann absetzen, und schließe den Schritt. Vollfolge: einwirken lassen + ruhen lassen.	YES
B3-S020	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM01	ROUTE>CLOSE	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt.	hinleiten + umfüllen	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: hinleiten + umfüllen.	YES
B3-S021	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	NONE	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	ONE_OFF_SEQUENCE	bis zum Sollmaß beschicken → ablagern → stehen lassen → umfüllen	Bei dem getrennten Zwischenbereich: bis zum Sollmaß beschicken; dann ablagern; dann stehen lassen; dann umfüllen. Angaben: bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | dieser Posten | bezeichnete Stelle | bereit · dieser Posten.	YES
B3-S022	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM01	ROUTE>CLOSE	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt.	in die nächste Station weitergeben	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B3-S023	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM01	ROUTE>CLOSE	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen + überführen	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S024	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM01	ROUTE>CLOSE	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt.	in die nächste Station weitergeben	Führe die getrennt geführte Portion zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B3-S025	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	WM06	MEASURE_CHARGE>ROUTE>CLOSE	Fülle eine weitere abgemessene Portion ein, führe sie weiter und schließe den Schritt.	einsetzen + überführen	Fülle eine weitere abgemessene Portion ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.	YES
B3-S026	f83r	B3	unverbundener Zwischenbereich	SEPARATE_PORTION	die getrennt geführte Portion	eine weitere abgemessene Portion	NONE	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	ONE_OFF_SEQUENCE	ableiten → umschöpfen → eine weitere abgemessene Portion einfüllen → abkühlen lassen → auffangen und stehen lassen	Bei dem getrennten Zwischenbereich: ableiten; dann umschöpfen; dann eine weitere abgemessene Portion einfüllen; dann abkühlen lassen; dann auffangen und stehen lassen. Angaben: länger · von dort | bereit · dieser Posten.	YES
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM07	CLOSE	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar.	NO_EXPLICIT_ACTION_CARD	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	wirken lassen → einwirken lassen	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.	YES
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM05	MEASURE_CHARGE>HOLD>CLOSE	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt.	eintragen → einwirken lassen	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: eintragen → einwirken lassen.	YES
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM06	MEASURE_CHARGE>ROUTE>CLOSE	Fülle eine abgemessene Portion für die Anwendung ein, führe sie weiter und schließe den Schritt.	die Anwendung am Figurenpaar einsetzen → durchleiten → in die nächste Station weitergeben	Fülle eine abgemessene Portion für die Anwendung ein, führe sie weiter und schließe den Schritt. Vollfolge: die Anwendung am Figurenpaar einsetzen → durchleiten → in die nächste Station weitergeben.	YES
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	einwirken lassen	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM11	MEASURE_CHARGE>CLOSE	Beschicke bis zum Sollmaß mit eine abgemessene Portion für die Anwendung und schließe den Schritt.	abmessen und umsetzen → abmessen und umsetzen	Beschicke bis zum Sollmaß mit eine abgemessene Portion für die Anwendung und schließe den Schritt. Vollfolge: abmessen und umsetzen → abmessen und umsetzen.	YES
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM01	ROUTE>CLOSE	Führe die Anwendung am Figurenpaar zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen	Führe die Anwendung am Figurenpaar zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen.	YES
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM08	MEASURE_CHARGE>SETTLE>CLOSE	Beschicke mit eine abgemessene Portion für die Anwendung, lass den Inhalt absetzen und schließe den Schritt.	eintragen → ablagern	Beschicke mit eine abgemessene Portion für die Anwendung, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: eintragen → ablagern.	YES
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	einwirken lassen	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	wirken lassen → einwirken lassen	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: wirken lassen → einwirken lassen.	YES
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	NONE	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	ONE_OFF_SEQUENCE	umschöpfen → anlegen → die Anwendung am Figurenpaar einsetzen → absetzen lassen	Bei dem Figurenpaar in B4: umschöpfen; dann anlegen; dann die Anwendung am Figurenpaar einsetzen; dann absetzen lassen. Angaben: danach · bezeichnete Stelle | danach · dieser Posten | fortsetzen.	YES
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	NONE	MEASURE_CHARGE>APPLY>CLOSE	ONE_OFF_SEQUENCE	einsetzen + festbinden	Bei dem Figurenpaar in B4: einsetzen + festbinden.	YES
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM05	MEASURE_CHARGE>HOLD>CLOSE	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt.	abmessen und umsetzen → einwirken lassen	Fülle eine abgemessene Portion für die Anwendung ein, lass sie einwirken und schließe den Schritt. Vollfolge: abmessen und umsetzen → einwirken lassen.	YES
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	zurückhalten	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.	YES
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	zurückhalten	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: zurückhalten.	YES
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM02	HOLD>CLOSE	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt.	warm halten → einwirken lassen → einwirken lassen	Lass die Anwendung am Figurenpaar einwirken oder stehen; schließe danach den Schritt. Vollfolge: warm halten → einwirken lassen → einwirken lassen.	YES
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM03	SETTLE>CLOSE	Lass die Anwendung am Figurenpaar ruhen und sich absetzen; schließe danach den Schritt.	absetzen lassen	Lass die Anwendung am Figurenpaar ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	FIGURE_APPLICATION	die Anwendung am Figurenpaar	eine abgemessene Portion für die Anwendung	WM07	CLOSE	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar.	NO_EXPLICIT_ACTION_CARD	Schließe den laufenden Arbeitsschritt für die Anwendung am Figurenpaar. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	ONE_OFF_SEQUENCE	warm halten → wirken lassen → eine abgemessene Portion der Stationsflüssigkeit einfüllen → umschöpfen → abführen + zugeben	Bei der linken Hauptstation: warm halten; dann wirken lassen; dann eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann umschöpfen; dann abführen + zugeben. Angaben: vorgeschriebenes Maß | fortsetzen.	YES
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM01	ROUTE>CLOSE	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt.	abführen + überführen	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM08	MEASURE_CHARGE>SETTLE>CLOSE	Beschicke mit eine abgemessene Portion der Stationsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt.	weiter beschicken → absetzen lassen	Beschicke mit eine abgemessene Portion der Stationsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: weiter beschicken → absetzen lassen.	YES
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM07	CLOSE	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station.	NO_EXPLICIT_ACTION_CARD	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	ONE_OFF_SEQUENCE	eine abgemessene Portion der Stationsflüssigkeit einfüllen → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen	Bei der linken Hauptstation: eine abgemessene Portion der Stationsflüssigkeit einfüllen; dann stehen lassen; dann dosiert zugeben; dann ablaufen lassen; dann auffangen; dann abführen + überführen.	YES
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	ONE_OFF_SEQUENCE	dosiert zugeben → zuführen → absetzen lassen	Bei der rechten S-Station: dosiert zugeben; dann zuführen; dann absetzen lassen. Angaben: bezeichnete Stelle.	YES
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM01	ROUTE>CLOSE	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt.	in die nächste Station weitergeben	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	WM06	MEASURE_CHARGE>ROUTE>CLOSE	Fülle eine abgemessene Portion der Stationsflüssigkeit ein, führe sie weiter und schließe den Schritt.	einsetzen + überführen	Fülle eine abgemessene Portion der Stationsflüssigkeit ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.	YES
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	SETTLE>ROUTE>MEASURE_CHARGE	ONE_OFF_SEQUENCE	ablagern → hinleiten → umfüllen → abmessen und umsetzen	Bei der linken Nachtragsstation: ablagern; dann hinleiten; dann umfüllen; dann abmessen und umsetzen. Angaben: bezeichnete Stelle | fortsetzen | vorgeschriebenes Maß | fortsetzen | zweite · Sollstufe.	YES
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	TECHNICAL_STATION_LIQUID	die Flüssigkeit dieser Station	eine abgemessene Portion der Stationsflüssigkeit	NONE	SETTLE>MEASURE_CHARGE>THERMAL>ROUTE	ONE_OFF_SEQUENCE	auffangen → zugeben → abkühlen lassen → hinleiten	Bei dem rechten S-Lauf: auffangen; dann zugeben; dann abkühlen lassen; dann hinleiten. Angaben: fortsetzen | vorgeschriebenes Maß | fortsetzen | Portion | dieser Posten.	YES
