event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	previous_architecture	carrier_closure_status	carrier_rule_ids	closed_architecture	teaching_symbol	closed_parse	closed_card_reading_de	contextual_event_reading_de	step_closure_role
91	E091	H5	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	okchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+CH_WRAPPER+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
92	E092	H5	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CH_RENDERER+OK_ADD+CHEO_EXTRACT	Auszug zugeben	Auszug zugeben	NO_EVENT_CLOSE
93	E093	H5	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	kchal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	KCH_PROCESS+AL_TO	an der Zielstelle bearbeiten	an der Zielstelle bearbeiten	NO_EVENT_CLOSE
94	E094	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	sho	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	HO_INGREDIENT	Zutat	Zutat	NO_EVENT_CLOSE
95	E095	H5	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	chokchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+CH_WRAPPER+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
96	E096	H5	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	kchoar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	K_HULL+CHEO_EXTRACT+AR_FROM	Auszug daraus	Auszug daraus	NO_EVENT_CLOSE
97	E097	H5	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	sotodan	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME|C06_DAN_APPLY	PRODUCTIVE_COMPOSITION	P	S_FRAME+OT_FOLLOW+DAN_APPLY	danach anwenden	danach anwenden	NO_EVENT_CLOSE
98	E098	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	otchey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+Y_CURRENT_ITEM	Folgeposten	Folgeposten	NO_EVENT_CLOSE
99	E099	H5	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	keol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	E_SHORT+OL_CONTINUE	kurz weiterfuehren	kurz weiterfuehren	NO_EVENT_CLOSE
100	E100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
101	E101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	COMMIT_CELL
102	E102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
103	E103	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	kair	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	K_BASIN+AIR_WATER	Beckenwasser	Beckenwasser	NO_EVENT_CLOSE
104	E104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	okal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
105	E105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	sar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM	daraus	daraus	NO_EVENT_CLOSE
106	E106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
107	E107	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	kain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIN_PORTION	eine Portion	eine Portion	NO_EVENT_CLOSE
108	E108	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	olkain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+AIN_PORTION	weitere Portion	weitere Portion	NO_EVENT_CLOSE
109	E109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
110	E110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
111	E111	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	rol	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	P	R_FRAME+OL_CONTINUE	weiterfuehren	weiterfuehren	NO_EVENT_CLOSE
112	E112	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	dl	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	Zusatz	NO_EVENT_CLOSE
113	E113	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	olor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	Fortsetzungsansatz	NO_EVENT_CLOSE
114	E114	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
115	E115	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	sheckhal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+E_SHORT+AL_TO	kurz zur Zielstelle durchleiten	kurz zur Zielstelle durchleiten	NO_EVENT_CLOSE
116	E116	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
117	E117	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+EE_HOLD+AL_TO	dort länger halten	dort länger halten	NO_EVENT_CLOSE
118	E118	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
119	E119	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	NO_EVENT_CLOSE
120	E120	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	schedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
121	E121	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	qol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
122	E122	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	SSHK_SWIVEL_WHOLE+CLOSE	schwenken	schwenken	COMMIT_CELL
123	E123	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
124	E124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
125	E125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
126	E126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	fortsetzen; Schluss	COMMIT_CELL
127	E127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	qokain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	NO_EVENT_CLOSE
128	E128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	NO_EVENT_CLOSE
129	E129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	dl	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	Zusatz	NO_EVENT_CLOSE
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	P	R_FRAME+AL_TO	zur Zielstelle	zur Zielstelle	NO_EVENT_CLOSE
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	qokchdy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	chey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	cheky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHK_WARM+GRADE_1+Y_OPEN	kurz wärmen	kurz wärmen	NO_EVENT_CLOSE
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
137	E137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	COMMIT_CELL
138	E138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	COMMIT_CELL
139	E139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	NO_EVENT_CLOSE
140	E140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	qoky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
141	E141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	lsho	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	LSH_WASH	Waschgang	Waschgang	NO_EVENT_CLOSE
142	E142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	kurz ansetzen	NO_EVENT_CLOSE
143	E143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	LSH_WASH+DY_CLOSE	waschen; Schluss	waschen; Schluss	COMMIT_CELL
144	E144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	LSH_WASH+DY_CLOSE	waschen; Schluss	waschen; Schluss	COMMIT_CELL
145	E145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
146	E146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	qolky	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C05_KY_PATH	PRODUCTIVE_COMPOSITION	P	Q_FRAME+OL_CONTINUE+KY_PATH	weiterfuehren	weiterfuehren	NO_EVENT_CLOSE
147	E147	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+AL_TO	Auslass	Auslass	NO_EVENT_CLOSE
148	E148	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	qol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
149	E149	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_NEXT+AR_FROM	danach von dort	danach von dort	NO_EVENT_CLOSE
150	E150	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	ytey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	fuellen	fuellen	NO_EVENT_CLOSE
151	E151	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	okchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+CHED_TRANSFER+CLOSE	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
152	E152	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
153	E153	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	okeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	NO_EVENT_CLOSE
154	E154	B1	f81v	f81v.24	F038	B1-S016	dcda95c81a5460feb191	qol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE	fortsetzen	fortsetzen	NO_EVENT_CLOSE
155	E155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	cheedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
156	E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
157	E157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	teol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	E_SHORT+OL_CONTINUE	kurz weiterfuehren	kurz weiterfuehren	NO_EVENT_CLOSE
158	E158	B1	f81v	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	dchdy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	D+CHD_TRANSFER+CLOSE	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
159	E159	B1	f81v	f81v.24	F040	B1-S018	b38d70daefd663d74625	ly	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_VESSEL_CARD	Gefaess	Gefaess	NO_EVENT_CLOSE
160	E160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	dsheol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SH_REST+E_SHORT+OL_CONTINUE	kurz weiter ruhen lassen	kurz weiter ruhen lassen	NO_EVENT_CLOSE
161	E161	B1	f81v	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	oiiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	IIN_TARGET_STAGE	Sollstufe	Sollstufe	NO_EVENT_CLOSE
162	E162	B1	f81v	f81v.27	F041	B1-S018	3b70942557b3a40e8030	olkeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	länger sammeln; Schluss	COMMIT_CELL
163	E163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	tedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
164	E164	B1	f81v	f81v.27	F043	B1-S020	d904bf7b044dd3922781	cheky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHK_WARM+GRADE_1+Y_OPEN	kurz wärmen	kurz wärmen	NO_EVENT_CLOSE
165	E165	B1	f81v	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	shckhedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKHE_STRAIN+TERMINAL	seihen; Schluss	seihen; Schluss	COMMIT_CELL
166	E166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
167	E167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	dchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
168	E168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	qolchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	fortsetzen; Schluss	COMMIT_CELL
169	E169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	qokain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	NO_EVENT_CLOSE
170	E170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
171	E171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
172	E172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
173	E173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	lcheckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CKH_THROUGH+Y_ITEM	Ausgangsdurchlass	Ausgangsdurchlass	NO_EVENT_CLOSE
174	E174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER	abführen	abführen	NO_EVENT_CLOSE
175	E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	qokeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	NO_EVENT_CLOSE
176	E176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	lcheckhedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CKHE_STRAIN+TERMINAL	abseihen; Schluss	abseihen; Schluss	COMMIT_CELL
177	E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO+Y_ITEM	dies dort ansetzen	dies dort ansetzen	NO_EVENT_CLOSE
178	E178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	solkaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SOLK_COLLECT+AIIN_MEASURE	bis Sollmass sammeln	bis Sollmass sammeln	NO_EVENT_CLOSE
179	E179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	NO_EVENT_CLOSE
