atom_id	event_id	physical_page	locus	surface	channel	component_position	component	abstract_core_de	register_expansion_de
P931-A01950	P912-E0840	f75r	f75r.46	qokedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A01951	P912-E0840	f75r	f75r.46	qokedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A01952	P912-E0840	f75r	f75r.46	qokedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A01953	P912-E0841	f75r	f75r.46	sheol	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A01954	P912-E0841	f75r	f75r.46	sheol	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A01955	P912-E0841	f75r	f75r.46	sheol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A01956	P912-E0842	f75r	f75r.46	qokedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A01957	P912-E0842	f75r	f75r.46	qokedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A01958	P912-E0842	f75r	f75r.46	qokedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A01959	P912-E0843	f75r	f75r.46	dain	WORKSHOP_PROSE	1	AIN	EINHEIT	Portion
P931-A01960	P912-E0844	f75r	f75r.46	shedy	WORKSHOP_PROSE	1	SHED	ABSETZUNG	absetzen lassen
P931-A01961	P912-E0844	f75r	f75r.46	shedy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A01962	P912-E0845	f75r	f75r.46	otol	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A01963	P912-E0845	f75r	f75r.46	otol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A01964	P912-E0846	f75r	f75r.46	chedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A01965	P912-E0846	f75r	f75r.46	chedy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A01966	P912-E0847	f75r	f75r.46	olor	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A01967	P912-E0847	f75r	f75r.46	olor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A01968	P912-E0848	f75r	f75r.47	sal	OWNER_ADDRESS_OR_DIAGRAM	1	S	AUSWAHL	Bildklasse auswählen
P931-A01969	P912-E0848	f75r	f75r.47	sal	OWNER_ADDRESS_OR_DIAGRAM	2	AL	ZIEL	Zielplatz
P931-A01970	P912-E0849	f75r	f75r.47	okeedy	OWNER_ADDRESS_OR_DIAGRAM	1	OK	AKTIVIEREN	Bildplatz aktivieren
P931-A01971	P912-E0849	f75r	f75r.47	okeedy	OWNER_ADDRESS_OR_DIAGRAM	2	EE	GRAD_2	zweiter Grad
P931-A01972	P912-E0849	f75r	f75r.47	okeedy	OWNER_ADDRESS_OR_DIAGRAM	3	DY	ABSCHLUSS	Bildeintrag schließen
P931-A01973	P912-E0850	f75r	f75r.48	daly	OWNER_ADDRESS_OR_DIAGRAM	1	AL	ZIEL	Zielplatz
P931-A01974	P912-E0850	f75r	f75r.48	daly	OWNER_ADDRESS_OR_DIAGRAM	2	Y	REFERENT	dieser Bildplatz
P931-A01975	P912-E0851	f75r	f75r.48	ychey	OWNER_ADDRESS_OR_DIAGRAM	1	Y	REFERENT	dieser Bildplatz
P931-A01976	P912-E0851	f75r	f75r.48	ychey	OWNER_ADDRESS_OR_DIAGRAM	2	Y	REFERENT	dieser Bildplatz
P931-A01977	P912-E0852	f75r	f75r.49	sols	OWNER_ADDRESS_OR_DIAGRAM	1	OL	FORTSETZUNG	dieselbe Reihe fortführen
P931-A01978	P912-E0852	f75r	f75r.49	sols	OWNER_ADDRESS_OR_DIAGRAM	2	S	AUSWAHL	Bildklasse auswählen
P931-A01979	P912-E0853	f75r	f75r.49	dara	OWNER_ADDRESS_OR_DIAGRAM	1	D_ADDR	UNTERADRESSE	Unterplatz
P931-A01980	P912-E0853	f75r	f75r.49	dara	OWNER_ADDRESS_OR_DIAGRAM	2	AR	QUELLE	Quell- oder Bezugsstelle
P931-A01981	P912-E0853	f75r	f75r.49	dara	OWNER_ADDRESS_OR_DIAGRAM	3	A_ADDR	ADRESSE	lokale Bildadresse
P931-A01982	P912-E0854	f75r	f75r.50	ychty	OWNER_ADDRESS_OR_DIAGRAM	1	Y	REFERENT	dieser Bildplatz
P931-A01983	P912-E0854	f75r	f75r.50	ychty	OWNER_ADDRESS_OR_DIAGRAM	2	CH	AUSWAHL_ENTNAHME	Klasse oder Figur kennzeichnen
P931-A01984	P912-E0854	f75r	f75r.50	ychty	OWNER_ADDRESS_OR_DIAGRAM	3	T	EINSTELLUNG	Platz oder Wert einstellen
P931-A01985	P912-E0854	f75r	f75r.50	ychty	OWNER_ADDRESS_OR_DIAGRAM	4	Y	REFERENT	dieser Bildplatz
P931-A01986	P912-E0855	f75r	f75r.51	saino	OWNER_ADDRESS_OR_DIAGRAM	1	S	AUSWAHL	Bildklasse auswählen
P931-A01987	P912-E0855	f75r	f75r.51	saino	OWNER_ADDRESS_OR_DIAGRAM	2	AIN	EINHEIT	Einheit oder Index
P931-A01988	P912-E0855	f75r	f75r.51	saino	OWNER_ADDRESS_OR_DIAGRAM	3	O	LAUF	Reihe aufrufen
P931-A01989	P912-E0856	f75r	f75r.52	saldy	OWNER_ADDRESS_OR_DIAGRAM	1	S	AUSWAHL	Bildklasse auswählen
P931-A01990	P912-E0856	f75r	f75r.52	saldy	OWNER_ADDRESS_OR_DIAGRAM	2	AL	ZIEL	Zielplatz
P931-A01991	P912-E0856	f75r	f75r.52	saldy	OWNER_ADDRESS_OR_DIAGRAM	3	DY	ABSCHLUSS	Bildeintrag schließen
P931-A01992	P912-E0857	f75r	f75r.53	dainy	OWNER_ADDRESS_OR_DIAGRAM	1	AIN	EINHEIT	Einheit oder Index
P931-A01993	P912-E0857	f75r	f75r.53	dainy	OWNER_ADDRESS_OR_DIAGRAM	2	Y	REFERENT	dieser Bildplatz
P931-A01994	P912-E0858	f81v	f81v.1	par	WORKSHOP_PROSE	1	P	EINSETZUNG	Material einsetzen
P931-A01995	P912-E0858	f81v	f81v.1	par	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A01996	P912-E0859	f81v	f81v.1	shey	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A01997	P912-E0859	f81v	f81v.1	shey	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A01998	P912-E0859	f81v	f81v.1	shey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A01999	P912-E0860	f81v	f81v.1	keedy	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A02000	P912-E0860	f81v	f81v.1	keedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02001	P912-E0860	f81v	f81v.1	keedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02002	P912-E0861	f81v	f81v.1	shekal	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02003	P912-E0861	f81v	f81v.1	shekal	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02004	P912-E0861	f81v	f81v.1	shekal	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A02005	P912-E0861	f81v	f81v.1	shekal	WORKSHOP_PROSE	4	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02006	P912-E0862	f81v	f81v.1	dal	WORKSHOP_PROSE	1	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02007	P912-E0863	f81v	f81v.1	dar	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02008	P912-E0863	f81v	f81v.1	dar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A02009	P912-E0864	f81v	f81v.1	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02010	P912-E0865	f81v	f81v.1	pchedy	WORKSHOP_PROSE	1	P	EINSETZUNG	Material einsetzen
P931-A02011	P912-E0865	f81v	f81v.1	pchedy	WORKSHOP_PROSE	2	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02012	P912-E0865	f81v	f81v.1	pchedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02013	P912-E0866	f81v	f81v.1	shek	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02014	P912-E0866	f81v	f81v.1	shek	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02015	P912-E0866	f81v	f81v.1	shek	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A02016	P912-E0867	f81v	f81v.1	dain	WORKSHOP_PROSE	1	AIN	EINHEIT	Portion
P931-A02017	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A02018	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	2	LOCAL_CHAR_F	F	lokales Schreibzeichen
P931-A02019	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	3	A_ADDR	ADRESSE	lokale Arbeitsstelle
P931-A02020	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	4	LSH	SPUELUNG	spülen
P931-A02021	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	5	E	GRAD_1	kurz oder direkt
P931-A02022	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	6	K	ZUORDNUNG	Material zugeben
P931-A02023	P912-E0868	f81v	f81v.1	ofalsheky	WORKSHOP_PROSE	7	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02024	P912-E0869	f81v	f81v.2	qokedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02025	P912-E0869	f81v	f81v.2	qokedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02026	P912-E0869	f81v	f81v.2	qokedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02027	P912-E0870	f81v	f81v.2	okaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02028	P912-E0870	f81v	f81v.2	okaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02029	P912-E0871	f81v	f81v.2	kair	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A02030	P912-E0871	f81v	f81v.2	kair	WORKSHOP_PROSE	2	AIR	LAUFWEG	Flüssigkeits- oder Stationslauf
P931-A02031	P912-E0872	f81v	f81v.2	okal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02032	P912-E0872	f81v	f81v.2	okal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02033	P912-E0873	f81v	f81v.2	sar	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A02034	P912-E0873	f81v	f81v.2	sar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A02035	P912-E0874	f81v	f81v.2	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02036	P912-E0875	f81v	f81v.2	kain	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A02037	P912-E0875	f81v	f81v.2	kain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02038	P912-E0876	f81v	f81v.2	olkain	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02039	P912-E0876	f81v	f81v.2	olkain	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02040	P912-E0876	f81v	f81v.2	olkain	WORKSHOP_PROSE	3	AIN	EINHEIT	Portion
P931-A02041	P912-E0877	f81v	f81v.2	al	WORKSHOP_PROSE	1	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02042	P912-E0878	f81v	f81v.2	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02043	P912-E0879	f81v	f81v.2	rol	WORKSHOP_PROSE	1	R	MARKE	Zustand kennzeichnen
P931-A02044	P912-E0879	f81v	f81v.2	rol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02045	P912-E0880	f81v	f81v.2	dl	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02046	P912-E0881	f81v	f81v.3	saiin	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A02047	P912-E0881	f81v	f81v.3	saiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02048	P912-E0882	f81v	f81v.3	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02049	P912-E0883	f81v	f81v.3	olkeedy	WORKSHOP_PROSE	1	SOLK	SAMMELSTELLE	auffangen
P931-A02050	P912-E0883	f81v	f81v.3	olkeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02051	P912-E0883	f81v	f81v.3	olkeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02052	P912-E0884	f81v	f81v.3	okedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02053	P912-E0884	f81v	f81v.3	okedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02054	P912-E0884	f81v	f81v.3	okedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02055	P912-E0885	f81v	f81v.3	dykain	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02056	P912-E0885	f81v	f81v.3	dykain	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02057	P912-E0885	f81v	f81v.3	dykain	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A02058	P912-E0885	f81v	f81v.3	dykain	WORKSHOP_PROSE	4	AIN	EINHEIT	Portion
P931-A02059	P912-E0886	f81v	f81v.3	shek	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02060	P912-E0886	f81v	f81v.3	shek	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02061	P912-E0886	f81v	f81v.3	shek	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A02062	P912-E0887	f81v	f81v.3	chdy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02063	P912-E0887	f81v	f81v.3	chdy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02064	P912-E0888	f81v	f81v.3	dalal	WORKSHOP_PROSE	1	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02065	P912-E0888	f81v	f81v.3	dalal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02066	P912-E0889	f81v	f81v.3	oldy	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02067	P912-E0889	f81v	f81v.3	oldy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02068	P912-E0890	f81v	f81v.4	qokaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02069	P912-E0890	f81v	f81v.4	qokaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02070	P912-E0891	f81v	f81v.4	okain	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02071	P912-E0891	f81v	f81v.4	okain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02072	P912-E0892	f81v	f81v.4	cheeky	WORKSHOP_PROSE	1	CHK	BEHANDLUNG	Arbeitsgegenstand behandeln
P931-A02073	P912-E0892	f81v	f81v.4	cheeky	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02074	P912-E0892	f81v	f81v.4	cheeky	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02075	P912-E0893	f81v	f81v.4	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02076	P912-E0894	f81v	f81v.4	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02077	P912-E0895	f81v	f81v.4	kaiin	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A02078	P912-E0895	f81v	f81v.4	kaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02079	P912-E0896	f81v	f81v.4	dain	WORKSHOP_PROSE	1	AIN	EINHEIT	Portion
P931-A02080	P912-E0897	f81v	f81v.4	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02081	P912-E0898	f81v	f81v.4	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02082	P912-E0899	f81v	f81v.4	chcthy	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A02083	P912-E0899	f81v	f81v.4	chcthy	WORKSHOP_PROSE	2	CTH	BEREITSTATUS	bis bereit führen
P931-A02084	P912-E0899	f81v	f81v.4	chcthy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02085	P912-E0900	f81v	f81v.5	okaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02086	P912-E0900	f81v	f81v.5	okaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02087	P912-E0901	f81v	f81v.5	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02088	P912-E0902	f81v	f81v.5	otain	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A02089	P912-E0902	f81v	f81v.5	otain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02090	P912-E0903	f81v	f81v.5	chckhy	WORKSHOP_PROSE	1	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02091	P912-E0903	f81v	f81v.5	chckhy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02092	P912-E0904	f81v	f81v.5	okeedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02093	P912-E0904	f81v	f81v.5	okeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02094	P912-E0904	f81v	f81v.5	okeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02095	P912-E0905	f81v	f81v.5	qoky	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02096	P912-E0905	f81v	f81v.5	qoky	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02097	P912-E0906	f81v	f81v.5	kar	WORKSHOP_PROSE	1	K	ZUORDNUNG	Material zugeben
P931-A02098	P912-E0906	f81v	f81v.5	kar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A02099	P912-E0907	f81v	f81v.5	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02100	P912-E0908	f81v	f81v.5	okar	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02101	P912-E0908	f81v	f81v.5	okar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A02102	P912-E0909	f81v	f81v.6	qokain	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02103	P912-E0909	f81v	f81v.6	qokain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02104	P912-E0910	f81v	f81v.6	okaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02105	P912-E0910	f81v	f81v.6	okaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02106	P912-E0911	f81v	f81v.6	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02107	P912-E0912	f81v	f81v.6	chedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02108	P912-E0912	f81v	f81v.6	chedy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02109	P912-E0913	f81v	f81v.6	cheol	WORKSHOP_PROSE	1	CHEO	LOKALINHALT	Auszug
P931-A02110	P912-E0913	f81v	f81v.6	cheol	WORKSHOP_PROSE	2	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02111	P912-E0914	f81v	f81v.6	lky	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02112	P912-E0914	f81v	f81v.6	lky	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02113	P912-E0914	f81v	f81v.6	lky	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02114	P912-E0915	f81v	f81v.6	l	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02115	P912-E0916	f81v	f81v.6	s	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A02116	P912-E0917	f81v	f81v.6	aiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02117	P912-E0918	f81v	f81v.6	okain	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02118	P912-E0918	f81v	f81v.6	okain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02119	P912-E0919	f81v	f81v.6	daldy	WORKSHOP_PROSE	1	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02120	P912-E0919	f81v	f81v.6	daldy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02121	P912-E0920	f81v	f81v.7	olor	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02122	P912-E0920	f81v	f81v.7	olor	WORKSHOP_PROSE	2	OR	EINTRAG	Ansatz oder Zubereitung
P931-A02123	P912-E0921	f81v	f81v.7	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02124	P912-E0922	f81v	f81v.7	sheckhal	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02125	P912-E0922	f81v	f81v.7	sheckhal	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02126	P912-E0922	f81v	f81v.7	sheckhal	WORKSHOP_PROSE	3	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02127	P912-E0922	f81v	f81v.7	sheckhal	WORKSHOP_PROSE	4	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02128	P912-E0923	f81v	f81v.7	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02129	P912-E0924	f81v	f81v.7	qokeedal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02130	P912-E0924	f81v	f81v.7	qokeedal	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02131	P912-E0924	f81v	f81v.7	qokeedal	WORKSHOP_PROSE	3	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02132	P912-E0925	f81v	f81v.7	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02133	P912-E0926	f81v	f81v.7	chckhy	WORKSHOP_PROSE	1	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02134	P912-E0926	f81v	f81v.7	chckhy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02135	P912-E0927	f81v	f81v.7	schedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02136	P912-E0927	f81v	f81v.7	schedy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02137	P912-E0928	f81v	f81v.7	qol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02138	P912-E0929	f81v	f81v.8	ykol	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02139	P912-E0929	f81v	f81v.8	ykol	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02140	P912-E0929	f81v	f81v.8	ykol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02141	P912-E0930	f81v	f81v.8	or	WORKSHOP_PROSE	1	OR	EINTRAG	Ansatz oder Zubereitung
P931-A02142	P912-E0931	f81v	f81v.8	shedy	WORKSHOP_PROSE	1	SHED	ABSETZUNG	absetzen lassen
P931-A02143	P912-E0931	f81v	f81v.8	shedy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02144	P912-E0932	f81v	f81v.8	sheedy	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02145	P912-E0932	f81v	f81v.8	sheedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02146	P912-E0932	f81v	f81v.8	sheedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02147	P912-E0933	f81v	f81v.8	qolkeedy	WORKSHOP_PROSE	1	SOLK	SAMMELSTELLE	auffangen
P931-A02148	P912-E0933	f81v	f81v.8	qolkeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02149	P912-E0933	f81v	f81v.8	qolkeedy	WORKSHOP_PROSE	3	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02150	P912-E0933	f81v	f81v.8	qolkeedy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02151	P912-E0934	f81v	f81v.8	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02152	P912-E0935	f81v	f81v.8	dkain	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02153	P912-E0935	f81v	f81v.8	dkain	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02154	P912-E0935	f81v	f81v.8	dkain	WORKSHOP_PROSE	3	AIN	EINHEIT	Portion
P931-A02155	P912-E0936	f81v	f81v.8	cphedy	WORKSHOP_PROSE	1	CPH	GEGENLAUF	umleiten
P931-A02156	P912-E0936	f81v	f81v.8	cphedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02157	P912-E0936	f81v	f81v.8	cphedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
