group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
53	f67r2	f67r2.21	1	11893	sain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Verschiebe Aderlass, Schröpfen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
54	f67r2	f67r2.21	2	11894	am	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Schnitt am	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
55	f67r2	f67r2.21	3	11895	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I21	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] beherrschten Körperbezirk.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
56	f67r2	f67r2.22	1	11896	okal	SEVEN_PLANET_LOCAL_EXEMPLAR	P02	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
57	f67r2	f67r2.23	1	11897	oparchy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I23	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Prüfe zusätzlich, ob der Mond	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
58	f67r2	f67r2.23	2	11898	salsain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I23	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] an Licht zunimmt oder abnimmt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
59	f67r2	f67r2.24	1	11899	sodar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Zunehmendes Licht begünstigt stärkende,	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
60	f67r2	f67r2.24	2	11900	ofar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] abnehmendes Licht entleerende	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
61	f67r2	f67r2.24	3	11901	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I24	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Maßnahmen im Exemplar.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
62	f67r2	f67r2.25	1	11902	ydam	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I25	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Prüfe nun die schädlichen Verbindungen von Saturn und Mars.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
63	f67r2	f67r2.26	1	11903	yteoor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei schädlichem Aspekt verschiebe	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
64	f67r2	f67r2.26	2	11904	yto	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] den starken Eingriff	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
65	f67r2	f67r2.26	3	11905	ykor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I26	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] und wähle Schonung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
66	f67r2	f67r2.27	1	11906	okeo	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Sonnenverbrennung des	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
67	f67r2	f67r2.27	2	11907	r	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Mondes halte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
68	f67r2	f67r2.27	3	11908	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die beabsichtigte	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
69	f67r2	f67r2.27	4	11909	am	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I27	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Maßnahme zurück.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
70	f67r2	f67r2.28	1	11910	okain	SEVEN_PLANET_LOCAL_EXEMPLAR	P03	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 3: Mars; überlieferte Grundqualität: heiß	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
71	f67r2	f67r2.28	2	11911	am	SEVEN_PLANET_LOCAL_EXEMPLAR	P03	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und trocken; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
72	f67r2	f67r2.29	1	11912	ytody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I29	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bei guter Verbindung eines Wohltäters	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
73	f67r2	f67r2.29	2	11913	saiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I29	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] darf eine milde Behandlung erfolgen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
74	f67r2	f67r2.30	1	11914	ochol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I30	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Wähle die Anwendung nach Krankheit,	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
75	f67r2	f67r2.30	2	11915	olol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I30	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Kräften und sichtbarer Körperstelle.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
76	f67r2	f67r2.31	1	11916	opcholdy	SEVEN_PLANET_LOCAL_EXEMPLAR	P04	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 4: Sonne; überlieferte Grundqualität: warm und trocken; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
77	f67r2	f67r2.32	1	11917	dosar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I32	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Fülle kann	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
78	f67r2	f67r2.32	2	11918	odas	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I32	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] das lokale Exemplar	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
79	f67r2	f67r2.32	3	11919	air	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I32	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] Aderlass oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
80	f67r2	f67r2.32	4	11920	alaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I32	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Schröpfen erwägen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
81	f67r2	f67r2.33	1	11921	dokan	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I33	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei Schwäche meide starke	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
82	f67r2	f67r2.33	2	11922	oear	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I33	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Entleerung und vermindere	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
83	f67r2	f67r2.33	3	11923	odal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I33	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] das gewöhnliche Maß.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
84	f67r2	f67r2.34	1	11924	ofar	SEVEN_PLANET_LOCAL_EXEMPLAR	P05	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 5: Venus; überlieferte Grundqualität: kühl	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
85	f67r2	f67r2.34	2	11925	oeoldan	SEVEN_PLANET_LOCAL_EXEMPLAR	P05	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und feucht; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
86	f67r2	f67r2.35	1	11926	chol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I35	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Bad und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
87	f67r2	f67r2.35	2	11927	giin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I35	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Salbung wähle nur	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
88	f67r2	f67r2.35	3	11928	okol	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I35	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] eine gemäßigte Wärme.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
89	f67r2	f67r2.36	1	11929	ytor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I36	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Trank und Arznei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
90	f67r2	f67r2.36	2	11930	daiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I36	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] wahre das im	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
91	f67r2	f67r2.36	3	11931	or	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I36	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Rezept vorgeschriebene Maß.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
92	f67r2	f67r2.37	1	11932	ytoaiin	SEVEN_PLANET_LOCAL_EXEMPLAR	P06	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 6: Merkur; überlieferte Grundqualität: wechselnd nach Verbindung; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
93	f67r2	f67r2.38	1	11933	otoldos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I38	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Am Kopf handle nicht stark, solange	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
94	f67r2	f67r2.38	2	11934	octhole	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I38	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] der Mond im Widder steht.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
95	f67r2	f67r2.39	1	11935	sor	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Hals und Kehle handle	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
96	f67r2	f67r2.39	2	11936	chedaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark, solange der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
97	f67r2	f67r2.39	3	11937	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I39	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Stier steht.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
98	f67r2	f67r2.40	1	11938	yteos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Armen und Händen	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
99	f67r2	f67r2.40	2	11939	oiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
100	f67r2	f67r2.40	3	11940	og	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I40	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in den Zwillingen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
101	f67r2	f67r2.41	1	11941	ytoeopchey	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I41	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Brust und Brüsten handle nicht	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
102	f67r2	f67r2.41	2	11942	chekody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I41	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Krebs.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
103	f67r2	f67r2.42	1	11943	sosho	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Herz und oberem	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
104	f67r2	f67r2.42	2	11944	chos	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Rücken handle nicht stark	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
105	f67r2	f67r2.42	3	11945	ockhy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I42	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] bei Mond im Löwen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
106	f67r2	f67r2.43	1	11946	daiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] An Bauch und	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
107	f67r2	f67r2.43	2	11947	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Eingeweiden handle nicht	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
108	f67r2	f67r2.43	3	11948	os	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] stark bei Mond	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
109	f67r2	f67r2.43	4	11949	qsg	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I43	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] in der Jungfrau.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
110	f67r2	f67r2.44	1	11950	ofydy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Lenden und Nieren	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
