local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only	instrument_component	local_lookup_address	technical_role_sequence	complete_technical_locus_reading_German	medical_election_comparator	orientation_contract	crosspage_contract	source_lineage
A1:L039	A1	f67r2	f67r2.39	39	3	A1:G095|A1:G096|A1:G097	sor chedaiin dy	INSTRUCTION_BLOCK	A1:I21	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I21 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I21 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I21 lesen; Fragment 03 als opaken Merker bewahren	at the affected place ; repeat once ; do not overheat	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L040	A1	f67r2	f67r2.40	40	3	A1:G098|A1:G099|A1:G100	yteos oiin og	INSTRUCTION_BLOCK	A1:I22	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I22 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I22 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I22 lesen; Fragment 03 als opaken Merker bewahren	repeat once ; do not overheat ; let it settle	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L041	A1	f67r2	f67r2.41	41	2	A1:G101|A1:G102	ytoeopchey chekody	INSTRUCTION_BLOCK	A1:I23	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I23 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I23 lesen; Fragment 02 als opaken Merker bewahren	do not overheat ; let it settle	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L042	A1	f67r2	f67r2.42	42	3	A1:G103|A1:G104|A1:G105	sosho chos ockhy	INSTRUCTION_BLOCK	A1:I24	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I24 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I24 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I24 lesen; Fragment 03 als opaken Merker bewahren	let it settle ; then proceed ; the favourable condition	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L043	A1	f67r2	f67r2.43	43	4	A1:G106|A1:G107|A1:G108|A1:G109	daiin aiin os qsg	INSTRUCTION_BLOCK	A1:I25	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I25 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I25 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I25 lesen; Fragment 03 als opaken Merker bewahren ; Lookup-Anweisungsblock I25 lesen; Fragment 04 als opaken Merker bewahren	then proceed ; the favourable condition ; the adverse condition ; as written above	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L044	A1	f67r2	f67r2.44	44	3	A1:G110|A1:G111|A1:G112	ofydy sheody aiin	INSTRUCTION_BLOCK	A1:I26	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I26 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I26 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I26 lesen; Fragment 03 als opaken Merker bewahren	the favourable condition ; the adverse condition ; as written above	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L045	A1	f67r2	f67r2.45	45	3	A1:G113|A1:G114|A1:G115	ycheody es odaiiin	INSTRUCTION_BLOCK	A1:I27	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I27 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I27 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I27 lesen; Fragment 03 als opaken Merker bewahren	the adverse condition ; as written above ; choose	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L046	A1	f67r2	f67r2.46	46	2	A1:G116|A1:G117	yekees oraly	INSTRUCTION_BLOCK	A1:I28	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I28 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I28 lesen; Fragment 02 als opaken Merker bewahren	as written above ; choose	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L047	A1	f67r2	f67r2.47	47	1	A1:G118	yfain	ROW_7	A1:R07	ROW_KEY	Werk-/Ressourcenreihe R07 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 7: Moon	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L048	A1	f67r2	f67r2.48	48	3	A1:G119|A1:G120|A1:G121	todaiin dain dy	INSTRUCTION_BLOCK	A1:I29	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I29 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I29 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I29 lesen; Fragment 03 als opaken Merker bewahren	the governing influence ; for this division ; when the Moon enters	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L049	A1	f67r2	f67r2.49	49	3	A1:G122|A1:G123|A1:G124	os choer aiin	INSTRUCTION_BLOCK	A1:I30	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I30 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I30 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I30 lesen; Fragment 03 als opaken Merker bewahren	for this division ; when the Moon enters ; use the indicated remedy	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L050	A1	f67r2	f67r2.50	50	2	A1:G125|A1:G126	choeea sal	INSTRUCTION_BLOCK	A1:I31	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I31 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I31 lesen; Fragment 02 als opaken Merker bewahren	when the Moon enters ; use the indicated remedy	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L051	A1	f67r2	f67r2.51	51	1	A1:G127	dadaiin	INSTRUCTION_BLOCK	A1:I32	LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I32 lesen; Fragment 01 als opaken Merker bewahren	use the indicated remedy	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L052	A1	f67r2	f67r2.52	52	1	A1:G128	qotoear	AUX_COLUMN_12	A1:X01	AUXILIARY_KEY	Hilfs-/Kontrollspalte X01 wählen; Fragment 01 als opaken Merker bewahren	house 1: life and body	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L053	A1	f67r2	f67r2.53	53	1	A1:G129	dchdar	AUX_COLUMN_12	A1:X02	AUXILIARY_KEY	Hilfs-/Kontrollspalte X02 wählen; Fragment 01 als opaken Merker bewahren	house 2: goods and wealth	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L054	A1	f67r2	f67r2.54	54	2	A1:G130|A1:G131	y saldal	AUX_COLUMN_12	A1:X03	AUXILIARY_KEY > AUXILIARY_QUALIFIER_FRAGMENT	Hilfs-/Kontrollspalte X03 wählen; Fragment 01 als opaken Merker bewahren ; Hilfs-/Kontrollspalte X03 wählen; Fragment 02 als opaken Merker bewahren	house 3: siblings and messages ; its permitted application	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L055	A1	f67r2	f67r2.55	55	1	A1:G132	ytodal	AUX_COLUMN_12	A1:X04	AUXILIARY_KEY	Hilfs-/Kontrollspalte X04 wählen; Fragment 01 als opaken Merker bewahren	house 4: home and land	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L056	A1	f67r2	f67r2.56	56	2	A1:G133|A1:G134	tol daiin	AUX_COLUMN_12	A1:X05	AUXILIARY_KEY > AUXILIARY_QUALIFIER_FRAGMENT	Hilfs-/Kontrollspalte X05 wählen; Fragment 01 als opaken Merker bewahren ; Hilfs-/Kontrollspalte X05 wählen; Fragment 02 als opaken Merker bewahren	house 5: children and pleasure ; its permitted application	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L057	A1	f67r2	f67r2.57	57	2	A1:G135|A1:G136	otar dy	AUX_COLUMN_12	A1:X06	AUXILIARY_KEY > AUXILIARY_QUALIFIER_FRAGMENT	Hilfs-/Kontrollspalte X06 wählen; Fragment 01 als opaken Merker bewahren ; Hilfs-/Kontrollspalte X06 wählen; Fragment 02 als opaken Merker bewahren	house 6: illness and service ; its permitted application	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L058	A1	f67r2	f67r2.58	58	3	A1:G137|A1:G138|A1:G139	cho dal g	AUX_COLUMN_12	A1:X07	AUXILIARY_KEY > AUXILIARY_QUALIFIER_FRAGMENT > AUXILIARY_QUALIFIER_FRAGMENT	Hilfs-/Kontrollspalte X07 wählen; Fragment 01 als opaken Merker bewahren ; Hilfs-/Kontrollspalte X07 wählen; Fragment 02 als opaken Merker bewahren ; Hilfs-/Kontrollspalte X07 wählen; Fragment 03 als opaken Merker bewahren	house 7: marriage and partners ; its permitted application ; its warning	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L059	A1	f67r2	f67r2.59	59	1	A1:G140	ytchodly	AUX_COLUMN_12	A1:X08	AUXILIARY_KEY	Hilfs-/Kontrollspalte X08 wählen; Fragment 01 als opaken Merker bewahren	house 8: death and inheritance	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L060	A1	f67r2	f67r2.60	60	1	A1:G141	octhys	AUX_COLUMN_12	A1:X09	AUXILIARY_KEY	Hilfs-/Kontrollspalte X09 wählen; Fragment 01 als opaken Merker bewahren	house 9: journeys and learning	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L061	A1	f67r2	f67r2.61	61	1	A1:G142	ytokar	AUX_COLUMN_12	A1:X10	AUXILIARY_KEY	Hilfs-/Kontrollspalte X10 wählen; Fragment 01 als opaken Merker bewahren	house 10: office and dignity	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L062	A1	f67r2	f67r2.62	62	1	A1:G143	otolor	AUX_COLUMN_12	A1:X11	AUXILIARY_KEY	Hilfs-/Kontrollspalte X11 wählen; Fragment 01 als opaken Merker bewahren	house 11: friends and aid	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L063	A1	f67r2	f67r2.63	63	1	A1:G144	okodar	AUX_COLUMN_12	A1:X12	AUXILIARY_KEY	Hilfs-/Kontrollspalte X12 wählen; Fragment 01 als opaken Merker bewahren	house 12: confinement and hidden enemies	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L064	A1	f67r2	f67r2.64	64	2	A1:G145|A1:G146	s air	CONDITION_8	A1:K01	CONDITION_KEY > CONDITION_REDUNDANCY_FRAGMENT	Bedingungsslot K01 prüfen; Fragment 01 als opaken Merker bewahren ; Bedingungsslot K01 prüfen; Fragment 02 als opaken Merker bewahren	central condition sector 1: hot and dry ; central condition sector 1: hot and dry	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L065	A1	f67r2	f67r2.65	65	1	A1:G147	soear	CONDITION_8	A1:K02	CONDITION_KEY	Bedingungsslot K02 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 2: warm and dry	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L066	A1	f67r2	f67r2.66	66	1	A1:G148	cpheey	CONDITION_8	A1:K03	CONDITION_KEY	Bedingungsslot K03 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 3: warm and moist	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L067	A1	f67r2	f67r2.67	67	1	A1:G149	okodar	CONDITION_8	A1:K04	CONDITION_KEY	Bedingungsslot K04 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 4: hot and moist	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L068	A1	f67r2	f67r2.68	68	1	A1:G150	oepchod	CONDITION_8	A1:K05	CONDITION_KEY	Bedingungsslot K05 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 5: cold and moist	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L069	A1	f67r2	f67r2.69	69	2	A1:G151|A1:G152	s ay	CONDITION_8	A1:K06	CONDITION_KEY > CONDITION_REDUNDANCY_FRAGMENT	Bedingungsslot K06 prüfen; Fragment 01 als opaken Merker bewahren ; Bedingungsslot K06 prüfen; Fragment 02 als opaken Merker bewahren	central condition sector 6: cool and moist ; central condition sector 6: cool and moist	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L070	A1	f67r2	f67r2.70	70	1	A1:G153	osar	CONDITION_8	A1:K07	CONDITION_KEY	Bedingungsslot K07 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 7: cool and dry	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L071	A1	f67r2	f67r2.71	71	1	A1:G154	oran	CONDITION_8	A1:K08	CONDITION_KEY	Bedingungsslot K08 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 8: cold and dry	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L072	A1	f67r2	f67r2.72	72	12	A1:G155|A1:G156|A1:G157|A1:G158|A1:G159|A1:G160|A1:G161|A1:G162|A1:G163|A1:G164|A1:G165|A1:G166	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	INSTRUCTION_BLOCK	A1:I33	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I33 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 03 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 04 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 05 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 06 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 07 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 08 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 09 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 10 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 11 als opaken Merker bewahren ; Lookup-Anweisungsblock I33 lesen; Fragment 12 als opaken Merker bewahren	for this division ; when the Moon enters ; use the indicated remedy ; avoid bleeding ; favour washing ; favour purging ; apply while warm ; wait until the next station ; with the usual measure ; under the same governor ; at night ; in the morning	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L073	A1	f67r2	f67r2.73	73	11	A1:G167|A1:G168|A1:G169|A1:G170|A1:G171|A1:G172|A1:G173|A1:G174|A1:G175|A1:G176|A1:G177	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	INSTRUCTION_BLOCK	A1:I34	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I34 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 03 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 04 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 05 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 06 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 07 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 08 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 09 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 10 als opaken Merker bewahren ; Lookup-Anweisungsblock I34 lesen; Fragment 11 als opaken Merker bewahren	when the Moon enters ; use the indicated remedy ; avoid bleeding ; favour washing ; favour purging ; apply while warm ; wait until the next station ; with the usual measure ; under the same governor ; at night ; in the morning	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A1:L074	A1	f67r2	f67r2.74	74	13	A1:G178|A1:G179|A1:G180|A1:G181|A1:G182|A1:G183|A1:G184|A1:G185|A1:G186|A1:G187|A1:G188|A1:G189|A1:G190	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	INSTRUCTION_BLOCK	A1:I35	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Lookup-Anweisungsblock I35 lesen; Fragment 01 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 02 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 03 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 04 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 05 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 06 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 07 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 08 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 09 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 10 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 11 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 12 als opaken Merker bewahren ; Lookup-Anweisungsblock I35 lesen; Fragment 13 als opaken Merker bewahren	use the indicated remedy ; avoid bleeding ; favour washing ; favour purging ; apply while warm ; wait until the next station ; with the usual measure ; under the same governor ; at night ; in the morning ; for the sick person ; at the affected place ; repeat once	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
