configuration_id	planet_axis_index	planet_default	planet_quality_exemplar	zodiac_axis_index	zodiac_default	body_sector_exemplar	medical_configuration_default	calendar_rival_default	visible_matrix_cell	composition_rule
A67:P05xZ04	5	Venus	kühl und feucht	4	Krebs	Brustkorb und Brust	[IATROMED_EXEMPLAR] Unter Venus im Krebs: Brustkorb und Brust schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt April: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ05	5	Venus	kühl und feucht	5	Löwe	Herz und oberen Rücken	[IATROMED_EXEMPLAR] Unter Venus im Löwe: Herz und oberen Rücken schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt Mai: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ06	5	Venus	kühl und feucht	6	Jungfrau	Bauch und Eingeweide	[IATROMED_EXEMPLAR] Unter Venus im Jungfrau: Bauch und Eingeweide schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt Juni: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ07	5	Venus	kühl und feucht	7	Waage	unteren Rücken und Nieren	[IATROMED_EXEMPLAR] Unter Venus im Waage: unteren Rücken und Nieren schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt Juli: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ08	5	Venus	kühl und feucht	8	Skorpion	Geschlechtsteile und Blase	[IATROMED_EXEMPLAR] Unter Venus im Skorpion: Geschlechtsteile und Blase schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt August: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ09	5	Venus	kühl und feucht	9	Schütze	Hüften und Oberschenkel	[IATROMED_EXEMPLAR] Unter Venus im Schütze: Hüften und Oberschenkel schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt September: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ10	5	Venus	kühl und feucht	10	Steinbock	Knie	[IATROMED_EXEMPLAR] Unter Venus im Steinbock: Knie schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt Oktober: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ11	5	Venus	kühl und feucht	11	Wassermann	Schienbeine und Knöchel	[IATROMED_EXEMPLAR] Unter Venus im Wassermann: Schienbeine und Knöchel schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt November: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P05xZ12	5	Venus	kühl und feucht	12	Fische	Füße	[IATROMED_EXEMPLAR] Unter Venus im Fische: Füße schonen; Baden und Salben begünstigen.	[KALENDER_RIVALE] Freitag im Monatsabschnitt Dezember: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ01	6	Merkur	wechselnd	1	Widder	Kopf und Gesicht	[IATROMED_EXEMPLAR] Unter Merkur im Widder: Kopf und Gesicht schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Januar: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ02	6	Merkur	wechselnd	2	Stier	Hals und Kehle	[IATROMED_EXEMPLAR] Unter Merkur im Stier: Hals und Kehle schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Februar: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ03	6	Merkur	wechselnd	3	Zwillinge	Schultern, Arme und Hände	[IATROMED_EXEMPLAR] Unter Merkur im Zwillinge: Schultern, Arme und Hände schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt März: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ04	6	Merkur	wechselnd	4	Krebs	Brustkorb und Brust	[IATROMED_EXEMPLAR] Unter Merkur im Krebs: Brustkorb und Brust schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt April: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ05	6	Merkur	wechselnd	5	Löwe	Herz und oberen Rücken	[IATROMED_EXEMPLAR] Unter Merkur im Löwe: Herz und oberen Rücken schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Mai: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ06	6	Merkur	wechselnd	6	Jungfrau	Bauch und Eingeweide	[IATROMED_EXEMPLAR] Unter Merkur im Jungfrau: Bauch und Eingeweide schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Juni: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ07	6	Merkur	wechselnd	7	Waage	unteren Rücken und Nieren	[IATROMED_EXEMPLAR] Unter Merkur im Waage: unteren Rücken und Nieren schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Juli: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ08	6	Merkur	wechselnd	8	Skorpion	Geschlechtsteile und Blase	[IATROMED_EXEMPLAR] Unter Merkur im Skorpion: Geschlechtsteile und Blase schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt August: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ09	6	Merkur	wechselnd	9	Schütze	Hüften und Oberschenkel	[IATROMED_EXEMPLAR] Unter Merkur im Schütze: Hüften und Oberschenkel schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt September: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ10	6	Merkur	wechselnd	10	Steinbock	Knie	[IATROMED_EXEMPLAR] Unter Merkur im Steinbock: Knie schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Oktober: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ11	6	Merkur	wechselnd	11	Wassermann	Schienbeine und Knöchel	[IATROMED_EXEMPLAR] Unter Merkur im Wassermann: Schienbeine und Knöchel schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt November: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P06xZ12	6	Merkur	wechselnd	12	Fische	Füße	[IATROMED_EXEMPLAR] Unter Merkur im Fische: Füße schonen; nach der eingestellten Bedingung dosieren.	[KALENDER_RIVALE] Mittwoch im Monatsabschnitt Dezember: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ01	7	Mond	kühl und feucht	1	Widder	Kopf und Gesicht	[IATROMED_EXEMPLAR] Unter Mond im Widder: Kopf und Gesicht schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Januar: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ02	7	Mond	kühl und feucht	2	Stier	Hals und Kehle	[IATROMED_EXEMPLAR] Unter Mond im Stier: Hals und Kehle schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Februar: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ03	7	Mond	kühl und feucht	3	Zwillinge	Schultern, Arme und Hände	[IATROMED_EXEMPLAR] Unter Mond im Zwillinge: Schultern, Arme und Hände schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt März: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ04	7	Mond	kühl und feucht	4	Krebs	Brustkorb und Brust	[IATROMED_EXEMPLAR] Unter Mond im Krebs: Brustkorb und Brust schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt April: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ05	7	Mond	kühl und feucht	5	Löwe	Herz und oberen Rücken	[IATROMED_EXEMPLAR] Unter Mond im Löwe: Herz und oberen Rücken schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Mai: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ06	7	Mond	kühl und feucht	6	Jungfrau	Bauch und Eingeweide	[IATROMED_EXEMPLAR] Unter Mond im Jungfrau: Bauch und Eingeweide schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Juni: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ07	7	Mond	kühl und feucht	7	Waage	unteren Rücken und Nieren	[IATROMED_EXEMPLAR] Unter Mond im Waage: unteren Rücken und Nieren schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Juli: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ08	7	Mond	kühl und feucht	8	Skorpion	Geschlechtsteile und Blase	[IATROMED_EXEMPLAR] Unter Mond im Skorpion: Geschlechtsteile und Blase schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt August: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ09	7	Mond	kühl und feucht	9	Schütze	Hüften und Oberschenkel	[IATROMED_EXEMPLAR] Unter Mond im Schütze: Hüften und Oberschenkel schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt September: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ10	7	Mond	kühl und feucht	10	Steinbock	Knie	[IATROMED_EXEMPLAR] Unter Mond im Steinbock: Knie schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Oktober: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ11	7	Mond	kühl und feucht	11	Wassermann	Schienbeine und Knöchel	[IATROMED_EXEMPLAR] Unter Mond im Wassermann: Schienbeine und Knöchel schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt November: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
A67:P07xZ12	7	Mond	kühl und feucht	12	Fische	Füße	[IATROMED_EXEMPLAR] Unter Mond im Fische: Füße schonen; Waschen und Ruhe bevorzugen.	[KALENDER_RIVALE] Montag im Monatsabschnitt Dezember: den lokalen Werkstattposten nach Wochen- und Monatsrubrik auswählen.	NO_DERIVED_FROM_TWO_VISIBLE_INVENTORIES	CHOOSE_ONE_A67_PLANET+CHOOSE_ONE_A67_ZODIAC;DO_NOT_READ_AS_GROUP_TEXT
