virtual_cell_address	row_selector_address	column_selector_address	work_order_code	technical_default_German	visible_cell_value	auxiliary_axis	condition_axis	rotation_equivalence	orientation_status	source_lineage
A1:R05:C04	A1:R05	A1:C04	A1:W52	Arbeitsklasse R05 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C05	A1:R05	A1:C05	A1:W53	Arbeitsklasse R05 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C06	A1:R05	A1:C06	A1:W54	Arbeitsklasse R05 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C07	A1:R05	A1:C07	A1:W55	Arbeitsklasse R05 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C08	A1:R05	A1:C08	A1:W56	Arbeitsklasse R05 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C09	A1:R05	A1:C09	A1:W57	Arbeitsklasse R05 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C10	A1:R05	A1:C10	A1:W58	Arbeitsklasse R05 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C11	A1:R05	A1:C11	A1:W59	Arbeitsklasse R05 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R05:C12	A1:R05	A1:C12	A1:W60	Arbeitsklasse R05 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R05_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C01	A1:R06	A1:C01	A1:W61	Arbeitsklasse R06 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C02	A1:R06	A1:C02	A1:W62	Arbeitsklasse R06 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C03	A1:R06	A1:C03	A1:W63	Arbeitsklasse R06 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C04	A1:R06	A1:C04	A1:W64	Arbeitsklasse R06 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C05	A1:R06	A1:C05	A1:W65	Arbeitsklasse R06 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C06	A1:R06	A1:C06	A1:W66	Arbeitsklasse R06 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C07	A1:R06	A1:C07	A1:W67	Arbeitsklasse R06 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C08	A1:R06	A1:C08	A1:W68	Arbeitsklasse R06 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C09	A1:R06	A1:C09	A1:W69	Arbeitsklasse R06 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C10	A1:R06	A1:C10	A1:W70	Arbeitsklasse R06 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C11	A1:R06	A1:C11	A1:W71	Arbeitsklasse R06 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R06:C12	A1:R06	A1:C12	A1:W72	Arbeitsklasse R06 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R06_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C01	A1:R07	A1:C01	A1:W73	Arbeitsklasse R07 im Termin-/Sektorabschnitt C01 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C01	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C02	A1:R07	A1:C02	A1:W74	Arbeitsklasse R07 im Termin-/Sektorabschnitt C02 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C02	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C03	A1:R07	A1:C03	A1:W75	Arbeitsklasse R07 im Termin-/Sektorabschnitt C03 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C03	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C04	A1:R07	A1:C04	A1:W76	Arbeitsklasse R07 im Termin-/Sektorabschnitt C04 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C04	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C05	A1:R07	A1:C05	A1:W77	Arbeitsklasse R07 im Termin-/Sektorabschnitt C05 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C05	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C06	A1:R07	A1:C06	A1:W78	Arbeitsklasse R07 im Termin-/Sektorabschnitt C06 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C06	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C07	A1:R07	A1:C07	A1:W79	Arbeitsklasse R07 im Termin-/Sektorabschnitt C07 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C07	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C08	A1:R07	A1:C08	A1:W80	Arbeitsklasse R07 im Termin-/Sektorabschnitt C08 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C08	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C09	A1:R07	A1:C09	A1:W81	Arbeitsklasse R07 im Termin-/Sektorabschnitt C09 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C09	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C10	A1:R07	A1:C10	A1:W82	Arbeitsklasse R07 im Termin-/Sektorabschnitt C10 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C10	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C11	A1:R07	A1:C11	A1:W83	Arbeitsklasse R07 im Termin-/Sektorabschnitt C11 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C11	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
A1:R07:C12	A1:R07	A1:C12	A1:W84	Arbeitsklasse R07 im Termin-/Sektorabschnitt C12 buchen; gewählten K-Slot gesondert prüfen	NONE;VIRTUAL_COMBINATION_ONLY	OPTIONAL_A1:X01-X12_CALLER_SUPPLIED	REQUIRED_A1:K01-K08_CALLER_SUPPLIED	C7xC12_ORBIT;canonical_coordinates_are_editorial_R07_C12	NO_AUTHORIAL_ROW_OR_COLUMN_ORIGIN_CLAIM	V55_7x12_FORMAL_ROLE>V66_R3_VIRTUAL_MATRIX
