model	edition	locus	index	word	hypothesis
N	RF1b	f85r1.29	7	qokch@152;y	⟦qokch@152;y⟧
N	RF1b	f85r1.29	8	qotol	⟦qotol⟧
N	RF1b	f85r1.29	9	okar	⟦okar⟧
N	RF1b	f85r1.29	10	otar	⟦otar⟧
N	RF1b	f85r1.29	11	otchy	Material T
N	RF1b	f85r1.29	12	okam	⟦okam⟧
N	RF1b	f85r1.8	1	daiin	Menge Γ
N	RF1b	f85r1.8	2	chckhdy	⟦chckhdy⟧
N	RF1b	f85r1.8	3	qotchdy	⟦qotchdy⟧
N	RF1b	f85r1.8	4	opchsd	⟦opchsd⟧
N	RF1b	f85r1.8	5	qokchdy	⟦qokchdy⟧
N	RF1b	f85r1.8	6	otchy	Material T
N	RF1b	f85r1.8	7	qodal	⟦qodal⟧
N	RF1b	f85r1.8	8	daiin	Menge Γ
N	RF1b	f85r1.8	9	@152;al	⟦@152;al⟧
N	RF1b	f85r1.8	10	shdar	⟦shdar⟧
N	RF1b	f85r1.8	11	oram	⟦oram⟧
N	RF1b	f9v.6	1	odol	⟦odol⟧
N	RF1b	f9v.6	2	choy	⟦choy⟧
N	RF1b	f9v.6	3	ksheody	⟦ksheody⟧
N	RF1b	f9v.6	4	chody	⟦chody⟧
N	RF1b	f9v.6	5	dain	Menge Β
N	RF1b	f9v.6	6	otchy	Material T
N	RF1b	f9v.6	7	cthod	⟦cthod⟧
N	RF1b	f9v.6	8	yk@221;	⟦yk@221;⟧
N	ZL3b	f14v.2	1	okchor	⟦okchor⟧
N	ZL3b	f14v.2	2	d	⟦d⟧
N	ZL3b	f14v.2	3	chytshy	⟦chytshy⟧
N	ZL3b	f14v.2	4	oty	⟦oty⟧
N	ZL3b	f14v.2	5	chy	Wasser
N	ZL3b	f14v.2	6	cthy	Kraut
N	ZL3b	f14v.2	7	otchy	Material T
N	ZL3b	f14v.2	8	ty	⟦ty⟧
N	ZL3b	f14v.2	9	chol	getrocknet
N	ZL3b	f14v.2	10	daiin	Menge Γ
N	ZL3b	f14v.7	1	oy	⟦oy⟧
N	ZL3b	f14v.7	2	kshy	⟦kshy⟧
N	ZL3b	f14v.7	3	cho	⟦cho⟧
N	ZL3b	f14v.7	4	ty	⟦ty⟧
N	ZL3b	f14v.7	5	dydy	⟦dydy⟧
N	ZL3b	f14v.7	6	odyd	⟦odyd⟧
N	ZL3b	f14v.7	7	otchy	Material T
N	ZL3b	f14v.7	8	o	⟦o⟧
N	ZL3b	f14v.7	9	kchy	⟦kchy⟧
N	ZL3b	f14v.7	10	dshy	⟦dshy⟧
N	ZL3b	f14v.7	11	dardy	⟦dardy⟧
N	ZL3b	f18v.6	1	qotor	⟦qotor⟧
N	ZL3b	f18v.6	2	chor	Blüten
N	ZL3b	f18v.6	3	otchy	Material T
N	ZL3b	f18v.6	4	qokeees	⟦qokeees⟧
N	ZL3b	f18v.6	5	chy	Wasser
N	ZL3b	f18v.6	6	s	und
N	ZL3b	f18v.6	7	ar	Anteil
N	ZL3b	f18v.6	8	ykar	⟦ykar⟧
N	ZL3b	f20r.12	1	shoiin	⟦shoiin⟧
N	ZL3b	f20r.12	2	cheody	⟦cheody⟧
N	ZL3b	f20r.12	3	otchey	⟦otchey⟧
N	ZL3b	f20r.12	4	otchy	Material T
N	ZL3b	f20r.12	5	tchy	⟦tchy⟧
N	ZL3b	f20r.12	6	qoteey	⟦qoteey⟧
N	ZL3b	f20r.12	7	daiin	Menge Γ
N	ZL3b	f20r.12	8	dar	⟦dar⟧
N	ZL3b	f20v.5	1	tshol	⟦tshol⟧
N	ZL3b	f20v.5	2	folchol	⟦folchol⟧
N	ZL3b	f20v.5	3	otor	⟦otor⟧
N	ZL3b	f20v.5	4	shol	feucht
N	ZL3b	f20v.5	5	shor	Früchte
N	ZL3b	f20v.5	6	fshodchy	⟦fshodchy⟧
N	ZL3b	f20v.5	7	otchy	Material T
N	ZL3b	f20v.5	8	chcphy	⟦chcphy⟧
N	ZL3b	f20v.5	9	dy	⟦dy⟧
N	ZL3b	f22r.7	1	kchol	⟦kchol⟧
N	ZL3b	f22r.7	2	shol	feucht
N	ZL3b	f22r.7	3	dsheor	⟦dsheor⟧
N	ZL3b	f22r.7	4	{c'@162;@136;}	⟦{c'@162;@136;}⟧
N	ZL3b	f22r.7	5	chdoly	⟦chdoly⟧
N	ZL3b	f22r.7	6	ytaiin	⟦ytaiin⟧
N	ZL3b	f22r.7	7	ol	auch
N	ZL3b	f22r.7	8	otchy	Material T
N	ZL3b	f22r.7	9	cphal	⟦cphal⟧
N	ZL3b	f22v.3	1	qoky	⟦qoky⟧
N	ZL3b	f22v.3	2	kchorl	⟦kchorl⟧
N	ZL3b	f22v.3	3	otchy	Material T
N	ZL3b	f22v.3	4	cthy	Kraut
N	ZL3b	f22v.3	5	otchyky	⟦otchyky⟧
N	ZL3b	f22v.3	6	ytchol	⟦ytchol⟧
N	ZL3b	f22v.3	7	otam	⟦otam⟧
N	ZL3b	f2v.3	1	otchy	Material T
N	ZL3b	f2v.3	2	chor	Blüten
N	ZL3b	f2v.3	3	lshy	⟦lshy⟧
N	ZL3b	f2v.3	4	chol	getrocknet
N	ZL3b	f2v.3	5	chody	⟦chody⟧
N	ZL3b	f2v.3	6	chodain	⟦chodain⟧
N	ZL3b	f2v.3	7	chcthy	⟦chcthy⟧
N	ZL3b	f2v.3	8	daiin	Menge Γ
N	ZL3b	f32v.8	1	otchol	⟦otchol⟧
N	ZL3b	f32v.8	2	daiin	Menge Γ
N	ZL3b	f32v.8	3	daiin	Menge Γ
N	ZL3b	f32v.8	4	ctho	⟦ctho⟧
N	ZL3b	f32v.8	5	daiin	Menge Γ
N	ZL3b	f32v.8	6	qotaiin	abseihen
N	ZL3b	f32v.8	7	otchy	Material T
N	ZL3b	f32v.8	8	d	⟦d⟧
N	ZL3b	f32v.8	9	shan	⟦shan⟧
N	ZL3b	f44r.6	1	dshor	⟦dshor⟧
N	ZL3b	f44r.6	2	y	⟦y⟧
N	ZL3b	f44r.6	3	tchol	⟦tchol⟧
N	ZL3b	f44r.6	4	shy	⟦shy⟧
N	ZL3b	f44r.6	5	o	⟦o⟧
N	ZL3b	f44r.6	6	@190;cheekchy	⟦@190;cheekchy⟧
N	ZL3b	f44r.6	7	qotchy	zugeben
N	ZL3b	f44r.6	8	otchy	Material T
N	ZL3b	f44r.6	9	dar	⟦dar⟧
N	ZL3b	f44v.5	1	oain	⟦oain⟧
N	ZL3b	f44v.5	2	shol	feucht
N	ZL3b	f44v.5	3	cthy	Kraut
N	ZL3b	f44v.5	4	cphaiin	⟦cphaiin⟧
N	ZL3b	f44v.5	5	ykchor	⟦ykchor⟧
N	ZL3b	f44v.5	6	otchy	Material T
N	ZL3b	f44v.5	7	qoty	⟦qoty⟧
N	ZL3b	f44v.5	8	ytchear	⟦ytchear⟧
N	ZL3b	f44v.5	9	cthain	⟦cthain⟧
N	ZL3b	f56r.10	1	yt	⟦yt⟧
N	ZL3b	f56r.10	2	chor	Blüten
N	ZL3b	f56r.10	3	otchy	Material T
N	ZL3b	f56r.10	4	chok	⟦chok⟧
N	ZL3b	f56r.10	5	y	⟦y⟧
N	ZL3b	f56r.10	6	t	⟦t⟧
N	ZL3b	f56r.10	7	chey	⟦chey⟧
N	ZL3b	f56r.10	8	r	⟦r⟧
N	ZL3b	f56r.10	9	okaiin	Zubereitung
N	ZL3b	f58r.3	1	ykechod	⟦ykechod⟧
N	ZL3b	f58r.3	2	dalaldam	⟦dalaldam⟧
N	ZL3b	f58r.3	3	ytam	⟦ytam⟧
N	ZL3b	f58r.3	4	choty	⟦choty⟧
N	ZL3b	f58r.3	5	otchy	Material T
N	ZL3b	f58r.3	6	otaly	⟦otaly⟧
N	ZL3b	f58r.3	7	shoty	⟦shoty⟧
N	ZL3b	f58r.3	8	s	und
N	ZL3b	f6v.1	1	koary	⟦koary⟧
N	ZL3b	f6v.1	2	sar	⟦sar⟧
N	ZL3b	f6v.1	3	[ch:{oh}]eekar<!funny o, @246;?>	⟦[ch:{oh}]eekar<!funny o, @246;?>⟧
N	ZL3b	f6v.1	4	qoor	⟦qoor⟧
N	ZL3b	f6v.1	5	shor	Früchte
N	ZL3b	f6v.1	6	chapchy	⟦chapchy⟧
N	ZL3b	f6v.1	7	s	und
N	ZL3b	f6v.1	8	chear	⟦chear⟧
N	ZL3b	f6v.1	9	char	⟦char⟧
N	ZL3b	f6v.1	10	otchy	Material T
N	ZL3b	f76r.9	1	shed	⟦shed⟧
N	ZL3b	f76r.9	2	al	⟦al⟧
N	ZL3b	f76r.9	3	shckhy	⟦shckhy⟧
N	ZL3b	f76r.9	4	[r:s]	⟦[r:s]⟧
N	ZL3b	f76r.9	5	ain	⟦ain⟧
N	ZL3b	f76r.9	6	chcphedy	⟦chcphedy⟧
N	ZL3b	f76r.9	7	ain	⟦ain⟧
N	ZL3b	f76r.9	8	olkeey	⟦olkeey⟧
N	ZL3b	f76r.9	9	lkar	⟦lkar⟧
N	ZL3b	f76r.9	10	ain	⟦ain⟧
N	ZL3b	f76r.9	11	otchy	Material T
N	ZL3b	f76r.9	12	lkain	⟦lkain⟧
N	ZL3b	f76r.9	13	chedy	⟦chedy⟧
N	ZL3b	f76r.9	14	dar	⟦dar⟧
N	ZL3b	f76r.9	15	daly	⟦daly⟧
N	ZL3b	f76v.4	1	salkeey	⟦salkeey⟧
N	ZL3b	f76v.4	2	sor	⟦sor⟧
N	ZL3b	f76v.4	3	shecthy	⟦shecthy⟧
N	ZL3b	f76v.4	4	daiin	Menge Γ
N	ZL3b	f76v.4	5	okor	⟦okor⟧
N	ZL3b	f76v.4	6	chpchedy	⟦chpchedy⟧
N	ZL3b	f76v.4	7	{cp}chy	⟦{cp}chy⟧
N	ZL3b	f76v.4	8	oty	⟦oty⟧
N	ZL3b	f76v.4	9	olor	⟦olor⟧
N	ZL3b	f76v.4	10	otchy	Material T
N	ZL3b	f76v.4	11	r	⟦r⟧
N	ZL3b	f76v.4	12	alchl	⟦alchl⟧
N	ZL3b	f94v.4	1	dchdy	⟦dchdy⟧
N	ZL3b	f94v.4	2	otar	⟦otar⟧
N	ZL3b	f94v.4	3	otchy	Material T
N	ZL3b	f94v.4	4	kedy	⟦kedy⟧
N	ZL3b	f94v.4	5	qokchdy	⟦qokchdy⟧
N	ZL3b	f94v.4	6	ol	auch
N	ZL3b	f94v.4	7	okchy	⟦okchy⟧
N	ZL3b	f94v.6	1	ycheeo	⟦ycheeo⟧
N	ZL3b	f94v.6	2	lkeol	⟦lkeol⟧
N	ZL3b	f94v.6	3	otor	⟦otor⟧
N	ZL3b	f94v.6	4	opchdy	⟦opchdy⟧
N	ZL3b	f94v.6	5	qotar	⟦qotar⟧
N	ZL3b	f94v.6	6	aral	⟦aral⟧
N	ZL3b	f94v.6	7	otor	⟦otor⟧
N	ZL3b	f94v.6	8	otchy	Material T
N	ZL3b	f94v.6	9	tody	⟦tody⟧
N	ZL3b	f94v.6	10	oty	⟦oty⟧
N	ZL3b	f94v.8	1	pchedaiin	⟦pchedaiin⟧
N	ZL3b	f94v.8	2	sheocthy	⟦sheocthy⟧
N	ZL3b	f94v.8	3	daiin	Menge Γ
N	ZL3b	f94v.8	4	cphedy	⟦cphedy⟧
N	ZL3b	f94v.8	5	fchd	⟦fchd⟧
N	ZL3b	f94v.8	6	otchy	Material T
N	ZL3b	f94v.8	7	qotchy	zugeben
N	ZL3b	f94v.8	8	par	⟦par⟧
N	ZL3b	f94v.8	9	ar	Anteil
N	IT2a	f10r.3	1	qotor	⟦qotor⟧
N	IT2a	f10r.3	2	otchy	Material T
N	IT2a	f10r.3	3	daiin	Menge Γ
N	IT2a	f10r.3	4	chocthy	⟦chocthy⟧
N	IT2a	f10r.3	5	qotchy	zugeben
N	IT2a	f10r.3	6	chol	getrocknet
N	IT2a	f10r.3	7	or	⟦or⟧
N	IT2a	f10r.3	8	yty	⟦yty⟧
N	IT2a	f10r.3	9	dy	⟦dy⟧
N	IT2a	f10r.3	10	dy	⟦dy⟧
N	IT2a	f14v.2	1	okchor	⟦okchor⟧
N	IT2a	f14v.2	2	dchy	⟦dchy⟧
N	IT2a	f14v.2	3	tshy	⟦tshy⟧
N	IT2a	f14v.2	4	oky	⟦oky⟧
N	IT2a	f14v.2	5	chy	Wasser
N	IT2a	f14v.2	6	cthy	Kraut
N	IT2a	f14v.2	7	otchy	Material T
N	IT2a	f14v.2	8	ty	⟦ty⟧
N	IT2a	f14v.2	9	chol	getrocknet
N	IT2a	f14v.2	10	daiin	Menge Γ
N	IT2a	f14v.7	1	oykshy	⟦oykshy⟧
N	IT2a	f14v.7	2	choty	⟦choty⟧
N	IT2a	f14v.7	3	dydy	⟦dydy⟧
N	IT2a	f14v.7	4	odyd	⟦odyd⟧
N	IT2a	f14v.7	5	otchy	Material T
N	IT2a	f14v.7	6	okchy	⟦okchy⟧
N	IT2a	f14v.7	7	dshy	⟦dshy⟧
N	IT2a	f14v.7	8	dardy	⟦dardy⟧
N	IT2a	f18v.6	1	qotor	⟦qotor⟧
N	IT2a	f18v.6	2	chor	Blüten
N	IT2a	f18v.6	3	otchy	Material T
N	IT2a	f18v.6	4	qokeees	⟦qokeees⟧
N	IT2a	f18v.6	5	chy	Wasser
N	IT2a	f18v.6	6	s	und
N	IT2a	f18v.6	7	ar	Anteil
N	IT2a	f18v.6	8	ykar	⟦ykar⟧
N	IT2a	f20r.12	1	shoiin	⟦shoiin⟧
N	IT2a	f20r.12	2	cheody	⟦cheody⟧
N	IT2a	f20r.12	3	otchey	⟦otchey⟧
N	IT2a	f20r.12	4	otchy	Material T
N	IT2a	f20r.12	5	tchy	⟦tchy⟧
N	IT2a	f20r.12	6	qoteey	⟦qoteey⟧
N	IT2a	f20r.12	7	daiin	Menge Γ
N	IT2a	f20r.12	8	dar	⟦dar⟧
N	IT2a	f20v.5	1	tshol	⟦tshol⟧
N	IT2a	f20v.5	2	folchol	⟦folchol⟧
N	IT2a	f20v.5	3	otor	⟦otor⟧
N	IT2a	f20v.5	4	shol	feucht
N	IT2a	f20v.5	5	shos	⟦shos⟧
N	IT2a	f20v.5	6	fshodchy	⟦fshodchy⟧
N	IT2a	f20v.5	7	otchy	Material T
N	IT2a	f20v.5	8	chcphy	⟦chcphy⟧
N	IT2a	f20v.5	9	dy	⟦dy⟧
N	IT2a	f22r.7	1	kchol	⟦kchol⟧
N	IT2a	f22r.7	2	shol	feucht
N	IT2a	f22r.7	3	dsheor	⟦dsheor⟧
N	IT2a	f22r.7	4	ska	⟦ska⟧
N	IT2a	f22r.7	5	chdoly	⟦chdoly⟧
N	IT2a	f22r.7	6	ytaiin	⟦ytaiin⟧
N	IT2a	f22r.7	7	ol	auch
N	IT2a	f22r.7	8	otchy	Material T
N	IT2a	f22r.7	9	cphal	⟦cphal⟧
N	IT2a	f22v.3	1	qoky	⟦qoky⟧
N	IT2a	f22v.3	2	kchorl	⟦kchorl⟧
N	IT2a	f22v.3	3	otchy	Material T
N	IT2a	f22v.3	4	cthy	Kraut
N	IT2a	f22v.3	5	otchyky	⟦otchyky⟧
N	IT2a	f22v.3	6	ytchol	⟦ytchol⟧
N	IT2a	f22v.3	7	otam	⟦otam⟧
N	IT2a	f2v.3	1	otchy	Material T
N	IT2a	f2v.3	2	chor	Blüten
N	IT2a	f2v.3	3	lshy	⟦lshy⟧
N	IT2a	f2v.3	4	chol	getrocknet
N	IT2a	f2v.3	5	chody	⟦chody⟧
N	IT2a	f2v.3	6	chodain	⟦chodain⟧
N	IT2a	f2v.3	7	chcthy	⟦chcthy⟧
N	IT2a	f2v.3	8	daiin	Menge Γ
N	IT2a	f32v.8	1	otchol	⟦otchol⟧
N	IT2a	f32v.8	2	daiin	Menge Γ
N	IT2a	f32v.8	3	daiin	Menge Γ
N	IT2a	f32v.8	4	ctho	⟦ctho⟧
N	IT2a	f32v.8	5	daiin	Menge Γ
N	IT2a	f32v.8	6	qotaiin	abseihen
N	IT2a	f32v.8	7	otchy	Material T
N	IT2a	f32v.8	8	d	⟦d⟧
N	IT2a	f32v.8	9	shar	⟦shar⟧
N	IT2a	f44r.6	1	dshor	⟦dshor⟧
N	IT2a	f44r.6	2	ytchol	⟦ytchol⟧
N	IT2a	f44r.6	3	shy	⟦shy⟧
N	IT2a	f44r.6	4	o	⟦o⟧
N	IT2a	f44r.6	5	ocheeky	⟦ocheeky⟧
N	IT2a	f44r.6	6	qotchy	zugeben
N	IT2a	f44r.6	7	otchy	Material T
N	IT2a	f44r.6	8	dar	⟦dar⟧
N	IT2a	f44v.5	1	oain	⟦oain⟧
N	IT2a	f44v.5	2	shol	feucht
N	IT2a	f44v.5	3	cthy	Kraut
N	IT2a	f44v.5	4	cphaiin	⟦cphaiin⟧
N	IT2a	f44v.5	5	ykchor	⟦ykchor⟧
N	IT2a	f44v.5	6	otchy	Material T
N	IT2a	f44v.5	7	qoty	⟦qoty⟧
N	IT2a	f44v.5	8	otcheor	⟦otcheor⟧
N	IT2a	f44v.5	9	cthain	⟦cthain⟧
N	IT2a	f56r.10	1	ytchor	⟦ytchor⟧
N	IT2a	f56r.10	2	otchy	Material T
N	IT2a	f56r.10	3	chokyt	⟦chokyt⟧
N	IT2a	f56r.10	4	chey	⟦chey⟧
N	IT2a	f56r.10	5	r	⟦r⟧
N	IT2a	f56r.10	6	okaiin	Zubereitung
N	IT2a	f58r.3	1	ykechod	⟦ykechod⟧
N	IT2a	f58r.3	2	dalaldam	⟦dalaldam⟧
N	IT2a	f58r.3	3	ytam	⟦ytam⟧
N	IT2a	f58r.3	4	choty	⟦choty⟧
N	IT2a	f58r.3	5	otchy	Material T
N	IT2a	f58r.3	6	otaly	⟦otaly⟧
N	IT2a	f58r.3	7	shoty	⟦shoty⟧
N	IT2a	f58r.3	8	s	und
N	IT2a	f6v.1	1	koar	⟦koar⟧
N	IT2a	f6v.1	2	y	⟦y⟧
N	IT2a	f6v.1	3	sar	⟦sar⟧
N	IT2a	f6v.1	4	oheekar	⟦oheekar⟧
N	IT2a	f6v.1	5	qoar	⟦qoar⟧
N	IT2a	f6v.1	6	shor	Früchte
N	IT2a	f6v.1	7	chapchy	⟦chapchy⟧
N	IT2a	f6v.1	8	s	und
N	IT2a	f6v.1	9	chear	⟦chear⟧
N	IT2a	f6v.1	10	char	⟦char⟧
N	IT2a	f6v.1	11	otchy	Material T
N	IT2a	f76r.9	1	shed	⟦shed⟧
N	IT2a	f76r.9	2	al	⟦al⟧
N	IT2a	f76r.9	3	shckhy	⟦shckhy⟧
N	IT2a	f76r.9	4	sain	⟦sain⟧
N	IT2a	f76r.9	5	chcphedy	⟦chcphedy⟧
N	IT2a	f76r.9	6	ain	⟦ain⟧
N	IT2a	f76r.9	7	olkeey	⟦olkeey⟧
N	IT2a	f76r.9	8	lkar	⟦lkar⟧
N	IT2a	f76r.9	9	ain	⟦ain⟧
N	IT2a	f76r.9	10	otchy	Material T
N	IT2a	f76r.9	11	lkain	⟦lkain⟧
N	IT2a	f76r.9	12	chedy	⟦chedy⟧
N	IT2a	f76r.9	13	dar	⟦dar⟧
N	IT2a	f76r.9	14	daly	⟦daly⟧
N	IT2a	f76v.4	1	solkeey	⟦solkeey⟧
N	IT2a	f76v.4	2	sor	⟦sor⟧
N	IT2a	f76v.4	3	shecthy	⟦shecthy⟧
N	IT2a	f76v.4	4	daiin	Menge Γ
N	IT2a	f76v.4	5	okar	⟦okar⟧
N	IT2a	f76v.4	6	chpchedy	⟦chpchedy⟧
N	IT2a	f76v.4	7	cpchy	⟦cpchy⟧
N	IT2a	f76v.4	8	oty	⟦oty⟧
N	IT2a	f76v.4	9	olor	⟦olor⟧
N	IT2a	f76v.4	10	otchy	Material T
N	IT2a	f76v.4	11	ralchl	⟦ralchl⟧
N	IT2a	f94v.4	1	dchdy	⟦dchdy⟧
N	IT2a	f94v.4	2	otar	⟦otar⟧
N	IT2a	f94v.4	3	otchy	Material T
N	IT2a	f94v.4	4	kedy	⟦kedy⟧
N	IT2a	f94v.4	5	qokchdy	⟦qokchdy⟧
N	IT2a	f94v.4	6	ol	auch
N	IT2a	f94v.4	7	okchy	⟦okchy⟧
N	IT2a	f94v.6	1	ycheeo	⟦ycheeo⟧
N	IT2a	f94v.6	2	lkeol	⟦lkeol⟧
N	IT2a	f94v.6	3	otor	⟦otor⟧
N	IT2a	f94v.6	4	opchdy	⟦opchdy⟧
N	IT2a	f94v.6	5	qotar	⟦qotar⟧
N	IT2a	f94v.6	6	aral	⟦aral⟧
N	IT2a	f94v.6	7	otor	⟦otor⟧
N	IT2a	f94v.6	8	otchy	Material T
N	IT2a	f94v.6	9	tody	⟦tody⟧
N	IT2a	f94v.6	10	oty	⟦oty⟧
N	RF1b	f10r.3	1	qotor	⟦qotor⟧
N	RF1b	f10r.3	2	otchy	Material T
N	RF1b	f10r.3	3	daiin	Menge Γ
N	RF1b	f10r.3	4	chocthy	⟦chocthy⟧
N	RF1b	f10r.3	5	qotchy	zugeben
N	RF1b	f10r.3	6	chol	getrocknet
N	RF1b	f10r.3	7	or	⟦or⟧
N	RF1b	f10r.3	8	yty	⟦yty⟧
N	RF1b	f10r.3	9	dy	⟦dy⟧
N	RF1b	f10r.3	10	dy	⟦dy⟧
N	RF1b	f14v.2	1	okchor	⟦okchor⟧
N	RF1b	f14v.2	2	dchytshy	⟦dchytshy⟧
N	RF1b	f14v.2	3	oty	⟦oty⟧
N	RF1b	f14v.2	4	chy	Wasser
N	RF1b	f14v.2	5	cthy	Kraut
N	RF1b	f14v.2	6	otchy	Material T
N	RF1b	f14v.2	7	ty	⟦ty⟧
N	RF1b	f14v.2	8	chol	getrocknet
N	RF1b	f14v.2	9	daiin	Menge Γ
N	RF1b	f14v.7	1	oyk{ch'}y	⟦oyk{ch'}y⟧
N	RF1b	f14v.7	2	choty	⟦choty⟧
N	RF1b	f14v.7	3	dydy	⟦dydy⟧
N	RF1b	f14v.7	4	odyd	⟦odyd⟧
N	RF1b	f14v.7	5	otchy	Material T
N	RF1b	f14v.7	6	o	⟦o⟧
N	RF1b	f14v.7	7	kchy	⟦kchy⟧
N	RF1b	f14v.7	8	dshy	⟦dshy⟧
N	RF1b	f14v.7	9	dardy	⟦dardy⟧
N	RF1b	f18v.6	1	qotor	⟦qotor⟧
N	RF1b	f18v.6	2	chor	Blüten
N	RF1b	f18v.6	3	otchy	Material T
N	RF1b	f18v.6	4	qokeees	⟦qokeees⟧
N	RF1b	f18v.6	5	chy	Wasser
N	RF1b	f18v.6	6	s	und
N	RF1b	f18v.6	7	ar	Anteil
N	RF1b	f18v.6	8	ykar	⟦ykar⟧
N	RF1b	f20r.12	1	shoiin	⟦shoiin⟧
N	RF1b	f20r.12	2	cheody	⟦cheody⟧
N	RF1b	f20r.12	3	otchey	⟦otchey⟧
N	RF1b	f20r.12	4	otchy	Material T
N	RF1b	f20r.12	5	tchy	⟦tchy⟧
N	RF1b	f20r.12	6	qoteey	⟦qoteey⟧
N	RF1b	f20r.12	7	daiin	Menge Γ
N	RF1b	f20r.12	8	dar	⟦dar⟧
N	RF1b	f20v.5	1	tshol	⟦tshol⟧
N	RF1b	f20v.5	2	folchol	⟦folchol⟧
N	RF1b	f20v.5	3	otor	⟦otor⟧
N	RF1b	f20v.5	4	shol	feucht
N	RF1b	f20v.5	5	shos	⟦shos⟧
N	RF1b	f20v.5	6	fshodchy	⟦fshodchy⟧
N	RF1b	f20v.5	7	otchy	Material T
N	RF1b	f20v.5	8	chcphy	⟦chcphy⟧
N	RF1b	f20v.5	9	dy	⟦dy⟧
N	RF1b	f22r.7	1	kchol	⟦kchol⟧
N	RF1b	f22r.7	2	shol	feucht
N	RF1b	f22r.7	3	@152;sheor	⟦@152;sheor⟧
N	RF1b	f22r.7	4	{c'@162;@136;}	⟦{c'@162;@136;}⟧
N	RF1b	f22r.7	5	chdoly	⟦chdoly⟧
N	RF1b	f22r.7	6	ytaiin	⟦ytaiin⟧
N	RF1b	f22r.7	7	ol	auch
N	RF1b	f22r.7	8	otchy	Material T
N	RF1b	f22r.7	9	cphal	⟦cphal⟧
N	RF1b	f22v.3	1	qoky	⟦qoky⟧
N	RF1b	f22v.3	2	kchorl	⟦kchorl⟧
N	RF1b	f22v.3	3	otchy	Material T
N	RF1b	f22v.3	4	cthy	Kraut
N	RF1b	f22v.3	5	otchyky	⟦otchyky⟧
N	RF1b	f22v.3	6	ytchol	⟦ytchol⟧
N	RF1b	f22v.3	7	otam	⟦otam⟧
N	RF1b	f2v.3	1	otchy	Material T
N	RF1b	f2v.3	2	chor	Blüten
N	RF1b	f2v.3	3	lshy	⟦lshy⟧
N	RF1b	f2v.3	4	chol	getrocknet
N	RF1b	f2v.3	5	chody	⟦chody⟧
N	RF1b	f2v.3	6	chodain	⟦chodain⟧
N	RF1b	f2v.3	7	chcthy	⟦chcthy⟧
N	RF1b	f2v.3	8	daiin	Menge Γ
N	RF1b	f32v.8	1	otchol	⟦otchol⟧
N	RF1b	f32v.8	2	daiin	Menge Γ
N	RF1b	f32v.8	3	daiin	Menge Γ
N	RF1b	f32v.8	4	cthodaiin	⟦cthodaiin⟧
N	RF1b	f32v.8	5	qotaiin	abseihen
N	RF1b	f32v.8	6	otchy	Material T
N	RF1b	f32v.8	7	@152;	⟦@152;⟧
N	RF1b	f32v.8	8	shan	⟦shan⟧
N	RF1b	f44r.6	1	dshor	⟦dshor⟧
N	RF1b	f44r.6	2	ytchol	⟦ytchol⟧
N	RF1b	f44r.6	3	shy	⟦shy⟧
N	RF1b	f44r.6	4	o	⟦o⟧
N	RF1b	f44r.6	5	@190;cheekchy	⟦@190;cheekchy⟧
N	RF1b	f44r.6	6	qotchy	zugeben
N	RF1b	f44r.6	7	otchy	Material T
N	RF1b	f44r.6	8	dar	⟦dar⟧
N	RF1b	f44v.5	1	oain	⟦oain⟧
N	RF1b	f44v.5	2	shol	feucht
N	RF1b	f44v.5	3	cthy	Kraut
N	RF1b	f44v.5	4	cphaiin	⟦cphaiin⟧
N	RF1b	f44v.5	5	@222;kchor	⟦@222;kchor⟧
N	RF1b	f44v.5	6	otchy	Material T
N	RF1b	f44v.5	7	qoty	⟦qoty⟧
N	RF1b	f44v.5	8	otchear	⟦otchear⟧
N	RF1b	f44v.5	9	cthain	⟦cthain⟧
N	RF1b	f56r.10	1	ytchor	⟦ytchor⟧
N	RF1b	f56r.10	2	otchy	Material T
N	RF1b	f56r.10	3	chok	⟦chok⟧
N	RF1b	f56r.10	4	yt	⟦yt⟧
N	RF1b	f56r.10	5	chey	⟦chey⟧
N	RF1b	f56r.10	6	r	⟦r⟧
N	RF1b	f56r.10	7	ok	⟦ok⟧
N	RF1b	f56r.10	8	aiin	⟦aiin⟧
N	RF1b	f58r.3	1	ykechod	⟦ykechod⟧
N	RF1b	f58r.3	2	dalaldam	⟦dalaldam⟧
N	RF1b	f58r.3	3	ytam	⟦ytam⟧
N	RF1b	f58r.3	4	choty	⟦choty⟧
N	RF1b	f58r.3	5	otchy	Material T
N	RF1b	f58r.3	6	otaly	⟦otaly⟧
N	RF1b	f58r.3	7	shoty	⟦shoty⟧
N	RF1b	f58r.3	8	s	und
N	RF1b	f6v.1	1	koarysar	⟦koarysar⟧
N	RF1b	f6v.1	2	cheekar	⟦cheekar⟧
N	RF1b	f6v.1	3	qoar	⟦qoar⟧
N	RF1b	f6v.1	4	shor	Früchte
N	RF1b	f6v.1	5	chapchy	⟦chapchy⟧
N	RF1b	f6v.1	6	s	und
N	RF1b	f6v.1	7	chear	⟦chear⟧
N	RF1b	f6v.1	8	char	⟦char⟧
N	RF1b	f6v.1	9	otchy	Material T
N	RF1b	f76v.4	1	solkeey	⟦solkeey⟧
N	RF1b	f76v.4	2	sor	⟦sor⟧
