statement_id	record_unit_id	page	scribe_id	tuple_sequence	original_surface_sequence	scribe_surface_sequence	line_broken_copy	changed_token_count	current_minimal_card_reading_de	current_owner_reading_de	selected_source_vocabulary_de	current_controlled_unit_reading_de	semantic_policy	surface_change_may_change_meaning	legacy_rich_readback_status
B1-S001	B1	f81v	S1_BARE_MASTER	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	qokedy	0	ansetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S001	B1	f81v	S2_Q_CELL_SCRIBE	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	qokedy	0	ansetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S001	B1	f81v	S3_S_LINE_SCRIBE	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	qokedy	0	ansetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S001	B1	f81v	S4_MIXED_COMPACT	7db18b2f0fb7ed0fcfd3	qokedy	qokedy	qokedy	0	ansetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S002	B1	f81v	S1_BARE_MASTER	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	9	ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S002	B1	f81v	S2_Q_CELL_SCRIBE	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	qokaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	qokaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	10	ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S002	B1	f81v	S3_S_LINE_SCRIBE	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	okaiin kair okal sar cheol chkain olkain al cheol rol dl cholor sol sheckhal aiin qokeedal aiin chckhy schedy	okaiin kair okal / sar cheol chkain / olkain al cheol / rol dl cholor / sol sheckhal aiin / qokeedal aiin chckhy / schedy	7	ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S002	B1	f81v	S4_MIXED_COMPACT	b5fcea1eaed06b2f2291 22fb87a5a83e5c3fb510 308e8ea2d5d190c498e8 4d4559019a961b834aa1 dcda95c81a5460feb191 9da1b6ac2c929daea697 94df4847b7b16c98394a dd0ecaf5e27d81befffc dcda95c81a5460feb191 1496a731803a9f48d2e1 0f18de177ed7c878bf95 dec401773c1f0347793d dcda95c81a5460feb191 4eab1841ed655c20a348 2f1c5e56e8f0ff459065 93f69c38fdedee1598e9 2f1c5e56e8f0ff459065 2cc8bb3c2af19607888f 259b2b3b0bf859882e2c	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	qokaiin kair okal dar sol kain olkain al sol rol dl olor sol sheckhal aiin qokeedal saiin chckhy dchedy	qokaiin kair okal dar / sol kain olkain al / sol rol dl olor / sol sheckhal aiin qokeedal / saiin chckhy dchedy	8	ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Sollwert; Lauf; ansetzen + Ziel; Quelle; weiter; Anteil; weiter + Anteil; Ziel; weiter; weiter; Zusatz; weiter + Ansatz; weiter; Durchlass + kurz + Ziel; Sollwert; ansetzen + länger + Ziel; Sollwert; Durchlass + dies; umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S003	B1	f81v	S1_BARE_MASTER	dcda95c81a5460feb191 54e32e9c1414b20640e9	qol sshkchdy	cheol sshkchdy	cheol sshkchdy	1	weiter; halten + bearbeiten + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter; halten + bearbeiten + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S003	B1	f81v	S2_Q_CELL_SCRIBE	dcda95c81a5460feb191 54e32e9c1414b20640e9	qol sshkchdy	qol sshkchdy	qol sshkchdy	0	weiter; halten + bearbeiten + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter; halten + bearbeiten + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S003	B1	f81v	S3_S_LINE_SCRIBE	dcda95c81a5460feb191 54e32e9c1414b20640e9	qol sshkchdy	sol sshkchdy	sol sshkchdy	1	weiter; halten + bearbeiten + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter; halten + bearbeiten + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S003	B1	f81v	S4_MIXED_COMPACT	dcda95c81a5460feb191 54e32e9c1414b20640e9	qol sshkchdy	sol sshkchdy	sol sshkchdy	1	weiter; halten + bearbeiten + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter; halten + bearbeiten + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S004	B1	f81v	S1_BARE_MASTER	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	umsetzen + dies; weiter; absetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: umsetzen + dies; weiter; absetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S004	B1	f81v	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	umsetzen + dies; weiter; absetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: umsetzen + dies; weiter; absetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S004	B1	f81v	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	chedy ol shedy	chdy cheol cheedy	chdy cheol cheedy	3	umsetzen + dies; weiter; absetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: umsetzen + dies; weiter; absetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S004	B1	f81v	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	chedy ol shedy	chdy ol tedy	chdy ol tedy	2	umsetzen + dies; weiter; absetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: umsetzen + dies; weiter; absetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S005	B1	f81v	S1_BARE_MASTER	28ffbc88b97772a75f1e	qolchedy	olchedy	olchedy	1	weiter + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S005	B1	f81v	S2_Q_CELL_SCRIBE	28ffbc88b97772a75f1e	qolchedy	qolchedy	qolchedy	0	weiter + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S005	B1	f81v	S3_S_LINE_SCRIBE	28ffbc88b97772a75f1e	qolchedy	olchedy	olchedy	1	weiter + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S005	B1	f81v	S4_MIXED_COMPACT	28ffbc88b97772a75f1e	qolchedy	qolchedy	qolchedy	0	weiter + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: weiter + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S006	B1	f81v	S1_BARE_MASTER	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	qokain shckhy dl ral	okain chckhy dl ral	okain chckhy dl ral	2	ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S006	B1	f81v	S2_Q_CELL_SCRIBE	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	qokain shckhy dl ral	qokain chckhy dl ral	qokain chckhy dl ral	1	ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S006	B1	f81v	S3_S_LINE_SCRIBE	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	qokain shckhy dl ral	okain chckhy dl ral	okain chckhy dl / ral	2	ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S006	B1	f81v	S4_MIXED_COMPACT	1645e612504fcef59ced 2cc8bb3c2af19607888f 0f18de177ed7c878bf95 4da0f0f7b5fc7ac20067	qokain shckhy dl ral	qokain chckhy dl ral	qokain chckhy dl ral	1	ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel	Bei dem gemeinsamen zweireihigen Becken: ansetzen + Anteil; Durchlass + dies; Zusatz; Ziel.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S007	B1	f81v	S1_BARE_MASTER	87411f84689b4f93a303	qokchdy	qokchdy	qokchdy	0	ansetzen + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S007	B1	f81v	S2_Q_CELL_SCRIBE	87411f84689b4f93a303	qokchdy	qokchdy	qokchdy	0	ansetzen + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S007	B1	f81v	S3_S_LINE_SCRIBE	87411f84689b4f93a303	qokchdy	qokchdy	qokchdy	0	ansetzen + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S007	B1	f81v	S4_MIXED_COMPACT	87411f84689b4f93a303	qokchdy	qokchdy	qokchdy	0	ansetzen + umsetzen + Ende	Bei dem gemeinsamen zweireihigen Becken: ansetzen + umsetzen + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B1-S008	B1	f81v	S1_BARE_MASTER	b921a237be883a820352 dcda95c81a5460feb191 d904bf7b044dd3922781 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	chey cheol cheky cheol cheedy	3	dies; weiter; wärmen + kurz + dies; weiter; absetzen + kurz + Ende	Bei dem gemeinsamen zweireihigen Becken: dies; weiter; wärmen + kurz + dies; weiter; absetzen + kurz + Ende.	Badende; Becken; Beckenstation; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Ablauf; Filtern	Badende an der Beckenstation im Becken ansetzen. Waschflüssigkeit und Zusatz auf Temperatur bringen, für die Dauer halten und an der örtlichen Stelle waschen. Danach filtern, absetzen und zum Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
