teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
W039	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	oykchor	TOPF	Topf	oykchor	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W040	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchy	TRANK	Trank	kchy	1	f11r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W041	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dain|solkaiin	TUCH	Seihtuch|Tuch	dain|solkaiin	4	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W042	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qockhey|sheckhy	ÜBERLAUF	Überlauf	qockhey|sheckhy	3	f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W043	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	talam	VERWAHREN	verwahren	talam	1	f55v	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W044	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dchol|schol	VORIGES	Voriges	dchol|schol	2	f11r|f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W045	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	qotedaiin	WANNE	Wanne	qotedaiin	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W046	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	lol|rol|shecthy	WARM	handwarm|warm	lol|rol|shecthy	5	f81v|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W047	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	rsheal	WARMWASSER	Warmwasser	rsheal	1	f82r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W048	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	choy|lkedy|rshedy	WASCHEN	Waschgang|nachwaschen|waschen	choy|lkedy|rshedy	4	f56r|f82r|f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W049	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	dchey	WURZEL	Wurzel	dchey	1	f10r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W050	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	chckhal	ZEIT	Haltezeit	chckhal	1	f83r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
W051	E_LOCAL_SPECIALIST_HEADWORD	MEMORIZED_SPECIALIST_WHOLE_WORD	kchey	ZERREIBEN	zerreiben	kchey	1	f56r	Als kurze lokale Fachkarte mit Bildbesitzer und Arbeitsgang lernen; sichtbare Wurzeln bleiben nur Merkhilfe.
L001	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	torshor	WURZELKRONE	Artikelkopf: die große sichtbare Speicherwurzel/Krone aktivieren.	torshor	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L002	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	dchg	BRUTKNÖLLCHEN	Einen der kleinen sichtbaren Rundkörper am Wurzelhals abnehmen.	dchg	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L003	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	tshy	BLÜTENANTEIL	Den Anteil aus dem endständigen Blütenstand wählen.	tshy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L004	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	cfholdy	AUSPRESSEN	Den ersten Ansatz weiter auspressen und den Teilgang schließen.	cfholdy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
L005	F_IMAGE_OWNED_SPECIALIST_CARD	MEMORIZED_VISUAL_WHOLE_CARD	shochy	BLATTANTEIL	Einen Anteil aus der breiten Blattkrone nehmen.	shochy	1	f13r	Als Bildteilkarte dieses Pflanzenartikels lernen; gemeinsame Wurzeln bleiben Merkhilfe.
D001	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otorchety	TOP_01	blasser vielzehiger Wurzelbusch mit schmalen Trieben	otorchety	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D002	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	osal	TOP_02	schmale dunkle Spindelwurzel mit langen Fingern	osal	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D003	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	orald	TOP_03	heller Hals mit gegabeltem Faserwurzelbüschel	orald	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D004	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oldar	TOP_04	braune behaarte Spindelknolle mit feinen Seitenwurzeln	oldar	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D005	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otoky	TOP_05	heller Knotenkopf mit langen geschlungenen Wurzeln	otoky	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D006	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaly	TOP_06	einzelnes grünes lanzettliches Blatt	otaly	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D007	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otaldy	MID_01	kräftiger gegabelter Wurzelstock mit kleiner gelappter Blattkrone	otaldy	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D008	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	oram	MID_02	schmale braune Wurzel mit kleinem grünem Kopf	oram	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D009	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	dary	MID_03	aufrechter grüner gezähnter Frucht- oder Blattkörper am Wurzelbüschel	dary	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D010	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	okol	MID_04	heller gespreizter Faserwurzelstock	okol	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D011	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	sorory	MID_05	braun gepunkteter ovaler Körper mit Wurzeln und gezähnten grünen Teilen	sorory	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D012	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otyda	MID_06	langer Zweig mit mehreren paarigen grünen Blättern	otyda	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D013	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofyskydal	BOT_01	runde Krone mit roten Wurzeln und vier gezähnten Blättern	ofyskydal	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D014	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	otor	BOT_02	kriechender dünner Stock mit rund gezähnten Blättern	otor	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D015	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	am	BOT_03	großer geschichteter heller Wurzel- oder Schnittkörper mit rötlichem Grund	am	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
D016	G_DRUG_LABEL_NOMENCLATOR	MEMORIZED_DRUG_LABEL	ofaldo	BOT_04	langer rötlicher Speicherteil mit zwei langen grünen Blättern	ofaldo	1	f88r	Als Name/Klassencode des unmittelbar benachbarten sichtbaren Drogenpostens lernen; nicht zerlegen.
