occurrence_id	page	locus	line_number	token_index	surface	head	written_i_minims	working_value	working_roman	section	language	hand	triple_reading_token_stable	surface_line
G626-M00881	f107v	f107v.28	28	5	raraiin	rara	2	3	III	S	B	3	0	y cheor cheol lcheedy raraiin
G626-M00882	f107v	f107v.30	30	1	okain	oka	1	2	II	S	B	3	1	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky
G626-M00883	f107v	f107v.30	30	3	okaiin	oka	2	3	III	S	B	3	1	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky
G626-M00884	f107v	f107v.30	30	5	otaiin	ota	2	3	III	S	B	3	1	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky
G626-M00885	f107v	f107v.30	30	7	lkaiin	lka	2	3	III	S	B	3	1	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky
G626-M00886	f107v	f107v.30	30	9	qokaiin	qoka	2	3	III	S	B	3	1	okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky
G626-M00887	f107v	f107v.31	31	3	lkaiin	lka	2	3	III	S	B	3	1	sokod chey lkaiin chedy qe okeody qokeedy rary
G626-M00888	f107v	f107v.32	32	2	oaiin	oa	2	3	III	S	B	3	1	tay oaiin okeeody okaiin otaiin otchey qokaiin otedy qokam
G626-M00889	f107v	f107v.32	32	4	okaiin	oka	2	3	III	S	B	3	1	tay oaiin okeeody okaiin otaiin otchey qokaiin otedy qokam
G626-M00890	f107v	f107v.32	32	5	otaiin	ota	2	3	III	S	B	3	1	tay oaiin okeeody okaiin otaiin otchey qokaiin otedy qokam
G626-M00891	f107v	f107v.32	32	7	qokaiin	qoka	2	3	III	S	B	3	1	tay oaiin okeeody okaiin otaiin otchey qokaiin otedy qokam
G626-M00892	f107v	f107v.33	33	1	orain	ora	1	2	II	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00893	f107v	f107v.33	33	3	qodaiin	qoda	2	3	III	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00894	f107v	f107v.33	33	4	odain	oda	1	2	II	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00895	f107v	f107v.33	33	5	aiin	a	2	3	III	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00896	f107v	f107v.33	33	6	okain	oka	1	2	II	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00897	f107v	f107v.33	33	8	raiin	ra	2	3	III	S	B	3	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00898	f107v	f107v.33	33	10	kaiin	ka	2	3	III	S	B	3	0	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy
G626-M00899	f107v	f107v.34	34	5	raiin	ra	2	3	III	S	B	3	1	dyair chey lkchy lchedy raiin sheey
G626-M00900	f107v	f107v.35	35	7	qokaiin	qoka	2	3	III	S	B	3	1	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G626-M00901	f107v	f107v.36	36	5	qokaiin	qoka	2	3	III	S	B	3	1	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain
G626-M00902	f107v	f107v.36	36	9	olkain	olka	1	2	II	S	B	3	1	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain
G626-M00903	f107v	f107v.36	36	10	odain	oda	1	2	II	S	B	3	1	tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain
G626-M00904	f107v	f107v.37	37	1	poraiin	pora	2	3	III	S	B	3	1	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary
G626-M00905	f107v	f107v.37	37	10	okaiin	oka	2	3	III	S	B	3	1	poraiin o kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary
G626-M00906	f107v	f107v.38	38	1	dain	da	1	2	II	S	B	3	1	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain
G626-M00907	f107v	f107v.38	38	4	qokaiin	qoka	2	3	III	S	B	3	1	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain
G626-M00908	f107v	f107v.38	38	9	lkain	lka	1	2	II	S	B	3	1	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain
G626-M00909	f107v	f107v.39	39	1	okain	oka	1	2	II	S	B	3	1	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00910	f107v	f107v.39	39	3	olkaiin	olka	2	3	III	S	B	3	1	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00911	f107v	f107v.39	39	4	oain	oa	1	2	II	S	B	3	1	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00912	f107v	f107v.39	39	6	raiin	ra	2	3	III	S	B	3	1	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00913	f107v	f107v.39	39	8	odaiin	oda	2	3	III	S	B	3	0	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00914	f107v	f107v.39	39	9	okaiin	oka	2	3	III	S	B	3	0	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y
G626-M00915	f107v	f107v.40	40	5	aiin	a	2	3	III	S	B	3	1	chokeey qokey qokaiii lor aiin aiily
G626-M00916	f107v	f107v.41	41	13	lkain	lka	1	2	II	S	B	3	1	pokar ar keey okeeo l cheey qokchey oteey lkeeo l lkeedy qokeey lkain
G626-M00917	f107v	f107v.42	42	2	ain	a	1	2	II	S	B	3	0	or ain oloeeey qokain
G626-M00918	f107v	f107v.42	42	4	qokain	qoka	1	2	II	S	B	3	1	or ain oloeeey qokain
G626-M00919	f107v	f107v.43	43	10	aiin	a	2	3	III	S	B	3	1	pol keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly
G626-M00920	f107v	f107v.45	45	1	porain	pora	1	2	II	S	B	3	0	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al
G626-M00921	f107v	f107v.45	45	2	okain	oka	1	2	II	S	B	3	1	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al
G626-M00922	f107v	f107v.45	45	9	aiin	a	2	3	III	S	B	3	1	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al
G626-M00923	f107v	f107v.46	46	1	soain	soa	1	2	II	S	B	3	1	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain
G626-M00924	f107v	f107v.46	46	2	aiin	a	2	3	III	S	B	3	1	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain
G626-M00925	f107v	f107v.46	46	4	qolaiin	qola	2	3	III	S	B	3	0	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain
G626-M00926	f107v	f107v.46	46	10	qokeeylkain	qokeeylka	1	2	II	S	B	3	0	soain aiin chey qolaiin al chedy kedy qoteey oteey qokeeylkain
G626-M00927	f107v	f107v.47	47	8	daiin	da	2	3	III	S	B	3	1	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain
G626-M00928	f107v	f107v.47	47	11	odain	oda	1	2	II	S	B	3	1	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain
G626-M00929	f107v	f107v.48	48	8	otain	ota	1	2	II	S	B	3	1	oteedy qokey qokeedy chody chey qoky oteey otain chey aiinal
G626-M00930	f107v	f107v.49	49	1	ycheosaiin	ycheosa	2	3	III	S	B	3	0	ycheosaiin oekey chey qokeey y cheey dy qoy
G626-M00931	f108r	f108r.2	2	7	otaiin	ota	2	3	III	S	B	3	1	qokeedy chokedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody
G626-M00932	f108r	f108r.4	4	1	ychedaiin	ycheda	2	3	III	S	B	3	1	ychedaiin shky chdy oteeody chedor sheeky
G626-M00933	f108r	f108r.6	6	12	aiin	a	2	3	III	S	B	3	1	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y
G626-M00934	f108r	f108r.7	7	10	chkaiin	chka	2	3	III	S	B	3	1	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy
G626-M00935	f108r	f108r.8	8	10	qaiin	qa	2	3	III	S	B	3	1	pochedy shy shokeedar al kedal chokchy qokar ch okeey qaiin okeedy qetam
G626-M00936	f108r	f108r.9	9	2	chedain	cheda	1	2	II	S	B	3	1	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy
G626-M00937	f108r	f108r.9	9	6	raraiin	rara	2	3	III	S	B	3	1	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy
G626-M00938	f108r	f108r.10	10	1	taiin	ta	2	3	III	S	B	3	1	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody
G626-M00939	f108r	f108r.10	10	8	qokeeodaiin	qokeeoda	2	3	III	S	B	3	0	taiin shkeedy qoteey oteey ykeol ykeedy chekar qokeeodaiin okeyty ody
G626-M00940	f108r	f108r.11	11	3	aiin	a	2	3	III	S	B	3	1	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
G626-M00941	f108r	f108r.11	11	7	okaiin	oka	2	3	III	S	B	3	1	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
G626-M00942	f108r	f108r.11	11	9	dain	da	1	2	II	S	B	3	1	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
G626-M00943	f108r	f108r.11	11	10	otalaiin	otala	2	3	III	S	B	3	0	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly
G626-M00944	f108r	f108r.12	12	3	dain	da	1	2	II	S	B	3	0	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G626-M00945	f108r	f108r.12	12	6	qokaiin	qoka	2	3	III	S	B	3	1	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G626-M00946	f108r	f108r.12	12	8	okaiin	oka	2	3	III	S	B	3	1	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G626-M00947	f108r	f108r.12	12	10	kain	ka	1	2	II	S	B	3	1	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam
G626-M00948	f108r	f108r.13	13	2	raiin	ra	2	3	III	S	B	3	1	ykeey raiin ar ail odaiin
G626-M00949	f108r	f108r.13	13	5	odaiin	oda	2	3	III	S	B	3	0	ykeey raiin ar ail odaiin
G626-M00950	f108r	f108r.14	14	10	qokaiin	qoka	2	3	III	S	B	3	1	polchal shol qokar shedy pcholy qokal opchdy ofal shor qokaiin otalod
G626-M00951	f108r	f108r.15	15	1	orain	ora	1	2	II	S	B	3	1	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain
G626-M00952	f108r	f108r.15	15	10	iirain	iira	1	2	II	S	B	3	0	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain
G626-M00953	f108r	f108r.15	15	11	okain	oka	1	2	II	S	B	3	1	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain
G626-M00954	f108r	f108r.16	16	2	olkaiin	olka	2	3	III	S	B	3	1	say olkaiin chckhy daiin dal daiin
G626-M00955	f108r	f108r.16	16	4	daiin	da	2	3	III	S	B	3	1	say olkaiin chckhy daiin dal daiin
G626-M00956	f108r	f108r.16	16	6	daiin	da	2	3	III	S	B	3	1	say olkaiin chckhy daiin dal daiin
G626-M00957	f108r	f108r.17	17	2	okedaiin	okeda	2	3	III	S	B	3	1	fcheokair okedaiin chedy qokeed okain chdy laiin ofar chedy tedam
G626-M00958	f108r	f108r.17	17	5	okain	oka	1	2	II	S	B	3	1	fcheokair okedaiin chedy qokeed okain chdy laiin ofar chedy tedam
G626-M00959	f108r	f108r.17	17	7	laiin	la	2	3	III	S	B	3	0	fcheokair okedaiin chedy qokeed okain chdy laiin ofar chedy tedam
G626-M00960	f108r	f108r.18	18	3	daiin	da	2	3	III	S	B	3	1	okeedy lkal daiin ykchedy qokol chedy qokedy lkedy okalo l chedl y
G626-M00961	f108r	f108r.19	19	8	raiin	ra	2	3	III	S	B	3	0	dchedy okeedar shchy okol kedy okeedy chal raiin otedy chtal om
G626-M00962	f108r	f108r.20	20	1	dain	da	1	2	II	S	B	3	1	dain chey qokeedy cholcheey dalkar okedy
G626-M00963	f108r	f108r.22	22	4	qokaiin	qoka	2	3	III	S	B	3	1	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam
G626-M00964	f108r	f108r.22	22	11	aiin	a	2	3	III	S	B	3	1	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam
G626-M00965	f108r	f108r.23	23	3	okain	oka	1	2	II	S	B	3	1	ykeol chey okain charain
G626-M00966	f108r	f108r.23	23	4	charain	chara	1	2	II	S	B	3	1	ykeol chey okain charain
G626-M00967	f108r	f108r.24	24	1	folaiin	fola	2	3	III	S	B	3	1	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin
G626-M00968	f108r	f108r.24	24	12	aiin	a	2	3	III	S	B	3	1	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin
G626-M00969	f108r	f108r.25	25	3	aiin	a	2	3	III	S	B	3	1	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al
G626-M00970	f108r	f108r.25	25	13	rain	ra	1	2	II	S	B	3	1	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al
G626-M00971	f108r	f108r.26	26	9	otaiin	ota	2	3	III	S	B	3	1	dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy
G626-M00972	f108r	f108r.27	27	1	ychedain	ycheda	1	2	II	S	B	3	1	ychedain orcheory qoaiin okeey qokeey chdal okedy qokedy okedam chdy
G626-M00973	f108r	f108r.27	27	3	qoaiin	qoa	2	3	III	S	B	3	1	ychedain orcheory qoaiin okeey qokeey chdal okedy qokedy okedam chdy
G626-M00974	f108r	f108r.28	28	1	sain	sa	1	2	II	S	B	3	1	sain arolkeey qoal olkedy okaiin
G626-M00975	f108r	f108r.28	28	5	okaiin	oka	2	3	III	S	B	3	1	sain arolkeey qoal olkedy okaiin
G626-M00976	f108r	f108r.29	29	6	qotaiin	qota	2	3	III	S	B	3	1	polchedy okedy qopchedy okeolkey teedy qotaiin otedy okeedy otedam
G626-M00977	f108r	f108r.30	30	7	saiin	sa	2	3	III	S	B	3	1	ykeol chedal chokedy o qokedy okchedy saiin alkan
G626-M00978	f108r	f108r.30	30	8	alkan	alka	0	1	I	S	B	3	1	ykeol chedal chokedy o qokedy okchedy saiin alkan
G626-M00979	f108r	f108r.34	34	4	okain	oka	1	2	II	S	B	3	1	ycheol chckhy qokedy okain
G626-M00980	f108r	f108r.39	39	4	lchdain	lchda	1	2	II	S	B	3	1	poro l tedo lchdain qokar otedy otarar yty sho qotedy oteedy okedy
G626-M00981	f108r	f108r.40	40	2	aiin	a	2	3	III	S	B	3	1	okor aiin okeedy qokeedy okeeom cheykeeed chol qekeey or aiin chckhom
G626-M00982	f108r	f108r.40	40	10	aiin	a	2	3	III	S	B	3	1	okor aiin okeedy qokeedy okeeom cheykeeed chol qekeey or aiin chckhom
G626-M00983	f108r	f108r.41	41	1	sheedain	sheeda	1	2	II	S	B	3	1	sheedain qokeedy chokeedy qoteody keesho daiin chedy keedal as keodky
G626-M00984	f108r	f108r.41	41	6	daiin	da	2	3	III	S	B	3	1	sheedain qokeedy chokeedy qoteody keesho daiin chedy keedal as keodky
G626-M00985	f108r	f108r.42	42	8	okeedain	okeeda	1	2	II	S	B	3	1	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals
G626-M00986	f108r	f108r.42	42	9	otain	ota	1	2	II	S	B	3	1	okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals
G626-M00987	f108r	f108r.45	45	1	dain	da	1	2	II	S	B	3	1	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal
G626-M00988	f108r	f108r.46	46	7	qokaiin	qoka	2	3	III	S	B	3	1	yteedy qokeed y qokey otedy okedy qokaiin cheodar cheey qokedy al
G626-M00989	f108r	f108r.47	47	3	dain	da	1	2	II	S	B	3	0	yched chockhey dain sheol okedy lkeedy oteedy qokeedy ched al keam
G626-M00990	f108r	f108r.48	48	6	dain	da	1	2	II	S	B	3	1	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy
G626-M00991	f108r	f108r.50	50	3	lkaiin	lka	2	3	III	S	B	3	1	qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam
G626-M00992	f108v	f108v.1	1	7	aiin	a	2	3	III	S	B	3	1	pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar am ol
G626-M00993	f108v	f108v.2	2	1	daiin	da	2	3	III	S	B	3	1	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam
G626-M00994	f108v	f108v.2	2	5	okain	oka	1	2	II	S	B	3	1	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam
G626-M00995	f108v	f108v.2	2	10	araiin	ara	2	3	III	S	B	3	1	daiin shal qokedy qoeechy okain oteey checkhy lkeedy qokeedar araiin okam
G626-M00996	f108v	f108v.3	3	8	otedain	oteda	1	2	II	S	B	3	0	ssheedal ol lkedy lkeedy chedalkedy lkeedy qokechedy otedain oteey lol
G626-M00997	f108v	f108v.4	4	6	arain	ara	1	2	II	S	B	3	0	dchedy shedy qokeed qoteedy qoteedy arain al keedy
G626-M00998	f108v	f108v.5	5	1	polaiin	pola	2	3	III	S	B	3	1	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam
G626-M00999	f108v	f108v.5	5	2	okedain	okeda	1	2	II	S	B	3	0	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam
G626-M01000	f108v	f108v.5	5	6	raraiin	rara	2	3	III	S	B	3	1	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam
G626-M01001	f108v	f108v.6	6	1	oeeedain	oeeeda	1	2	II	S	B	3	1	oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy
G626-M01002	f108v	f108v.7	7	1	pchedaiin	pcheda	2	3	III	S	B	3	1	pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin am
G626-M01003	f108v	f108v.7	7	10	raiin	ra	2	3	III	S	B	3	1	pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin am
G626-M01004	f108v	f108v.9	9	5	okaldain	okalda	1	2	II	S	B	3	0	qokeeo dar chedam chlal okaldain sheed lchedy l keedy ched kel cthdy
G626-M01005	f108v	f108v.10	10	3	leedaiin	leeda	2	3	III	S	B	3	1	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham
G626-M01006	f108v	f108v.10	10	4	shckhaiin	shckha	2	3	III	S	B	3	1	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham
G626-M01007	f108v	f108v.11	11	1	sain	sa	1	2	II	S	B	3	1	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy
G626-M01008	f108v	f108v.11	11	4	ain	a	1	2	II	S	B	3	0	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy
G626-M01009	f108v	f108v.11	11	9	lkain	lka	1	2	II	S	B	3	0	sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy
G626-M01010	f108v	f108v.12	12	10	aiin	a	2	3	III	S	B	3	1	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam
G626-M01011	f108v	f108v.13	13	1	daiin	da	2	3	III	S	B	3	1	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor
G626-M01012	f108v	f108v.13	13	6	raiin	ra	2	3	III	S	B	3	1	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor
G626-M01013	f108v	f108v.13	13	10	okedain	okeda	1	2	II	S	B	3	1	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor
G626-M01014	f108v	f108v.14	14	4	aiin	a	2	3	III	S	B	3	1	qokeey lo r aiin chey keear a ral olaiin chedy
G626-M01015	f108v	f108v.14	14	9	olaiin	ola	2	3	III	S	B	3	1	qokeey lo r aiin chey keear a ral olaiin chedy
G626-M01016	f108v	f108v.15	15	7	aiin	a	2	3	III	S	B	3	0	pcheor okear sheey qokeey ykeealkey rar aiin opsholal shedy ofaramoty
G626-M01017	f108v	f108v.16	16	10	qokain	qoka	1	2	II	S	B	3	1	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu
G626-M01018	f108v	f108v.18	18	14	aiin	a	2	3	III	S	B	3	0	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am
G626-M01019	f108v	f108v.20	20	4	lotedaiin	loteda	2	3	III	S	B	3	0	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
G626-M01020	f108v	f108v.20	20	6	opchedaiin	opcheda	2	3	III	S	B	3	1	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
G626-M01021	f108v	f108v.20	20	10	aiin	a	2	3	III	S	B	3	0	polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey r aiin ol
G626-M01022	f108v	f108v.21	21	1	daiin	da	2	3	III	S	B	3	1	daiin shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod
G626-M01023	f108v	f108v.21	21	10	oteedain	oteeda	1	2	II	S	B	3	1	daiin shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod
G626-M01024	f108v	f108v.22	22	1	daiin	da	2	3	III	S	B	3	1	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01025	f108v	f108v.22	22	4	dain	da	1	2	II	S	B	3	1	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01026	f108v	f108v.22	22	7	lkain	lka	1	2	II	S	B	3	0	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01027	f108v	f108v.22	22	9	cheeegaiin	cheeega	2	3	III	S	B	3	0	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01028	f108v	f108v.22	22	11	otaiin	ota	2	3	III	S	B	3	1	daiin shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al
G626-M01029	f108v	f108v.23	23	5	daiin	da	2	3	III	S	B	3	1	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy
G626-M01030	f108v	f108v.23	23	9	aiin	a	2	3	III	S	B	3	1	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy
G626-M01031	f108v	f108v.24	24	1	daiin	da	2	3	III	S	B	3	1	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01032	f108v	f108v.24	24	6	ain	a	1	2	II	S	B	3	1	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01033	f108v	f108v.24	24	9	daiin	da	2	3	III	S	B	3	1	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01034	f108v	f108v.24	24	11	okeedaiin	okeeda	2	3	III	S	B	3	1	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram
G626-M01035	f108v	f108v.25	25	3	kaiin	ka	2	3	III	S	B	3	1	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G626-M01036	f108v	f108v.25	25	4	okaiin	oka	2	3	III	S	B	3	1	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G626-M01037	f108v	f108v.25	25	9	aiin	a	2	3	III	S	B	3	1	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G626-M01038	f108v	f108v.25	25	12	qokeeaiin	qokeea	2	3	III	S	B	3	1	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G626-M01039	f108v	f108v.26	26	2	okeaiin	okea	2	3	III	S	B	3	1	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls
G626-M01040	f108v	f108v.26	26	6	dlaiin	dla	2	3	III	S	B	3	0	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls
G626-M01041	f108v	f108v.26	26	11	aiin	a	2	3	III	S	B	3	1	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls
G626-M01042	f108v	f108v.27	27	6	ain	a	1	2	II	S	B	3	1	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam
G626-M01043	f108v	f108v.27	27	10	okaiin	oka	2	3	III	S	B	3	1	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam
G626-M01044	f108v	f108v.28	28	2	aiin	a	2	3	III	S	B	3	1	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G626-M01045	f108v	f108v.28	28	7	aiin	a	2	3	III	S	B	3	0	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G626-M01046	f108v	f108v.28	28	10	otain	ota	1	2	II	S	B	3	1	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G626-M01047	f108v	f108v.28	28	13	tan	ta	0	1	I	S	B	3	0	paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al
G626-M01048	f108v	f108v.30	30	1	polshedaiin	polsheda	2	3	III	S	B	3	0	polshedaiin qokeoy keol chokeol qotedy qoteedy dar raiin shedy qotain oteedy
G626-M01049	f108v	f108v.30	30	8	raiin	ra	2	3	III	S	B	3	1	polshedaiin qokeoy keol chokeol qotedy qoteedy dar raiin shedy qotain oteedy
G626-M01050	f108v	f108v.30	30	10	qotain	qota	1	2	II	S	B	3	1	polshedaiin qokeoy keol chokeol qotedy qoteedy dar raiin shedy qotain oteedy
G626-M01051	f108v	f108v.31	31	5	qokedain	qokeda	1	2	II	S	B	3	0	ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeea r l kam
G626-M01052	f108v	f108v.32	32	1	dain	da	1	2	II	S	B	3	1	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam
G626-M01053	f108v	f108v.32	32	2	shedain	sheda	1	2	II	S	B	3	1	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam
G626-M01054	f108v	f108v.33	33	1	sain	sa	1	2	II	S	B	3	1	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy
G626-M01055	f108v	f108v.33	33	2	ain	a	1	2	II	S	B	3	1	sain ain chey lchs shed qokeedy oteey qokedy qokeedy cheedy qokeedar oldy
G626-M01056	f108v	f108v.35	35	1	daiin	da	2	3	III	S	B	3	1	daiin chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam
G626-M01057	f108v	f108v.36	36	1	daiin	da	2	3	III	S	B	3	1	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys
G626-M01058	f108v	f108v.36	36	4	qokain	qoka	1	2	II	S	B	3	1	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys
G626-M01059	f108v	f108v.36	36	9	dain	da	1	2	II	S	B	3	1	daiin shechy qokedy qokain chor chal chal chedy dain alal keedy otalys
G626-M01060	f108v	f108v.37	37	1	sain	sa	1	2	II	S	B	3	1	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam
