group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
52	f67r2	f67r2.20	A1:G052	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L20: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
53	f67r2	f67r2.21	A1:G053	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
54	f67r2	f67r2.21	A1:G054	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
55	f67r2	f67r2.21	A1:G055	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
56	f67r2	f67r2.22	A1:G056	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L22: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
57	f67r2	f67r2.23	A1:G057	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L23: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
58	f67r2	f67r2.23	A1:G058	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L23: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
59	f67r2	f67r2.24	A1:G059	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
60	f67r2	f67r2.24	A1:G060	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
61	f67r2	f67r2.24	A1:G061	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
62	f67r2	f67r2.25	A1:G062	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L25: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
63	f67r2	f67r2.26	A1:G063	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
64	f67r2	f67r2.26	A1:G064	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
65	f67r2	f67r2.26	A1:G065	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
66	f67r2	f67r2.27	A1:G066	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
67	f67r2	f67r2.27	A1:G067	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
68	f67r2	f67r2.27	A1:G068	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
69	f67r2	f67r2.27	A1:G069	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 04/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
70	f67r2	f67r2.28	A1:G070	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L28: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
71	f67r2	f67r2.28	A1:G071	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L28: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
72	f67r2	f67r2.29	A1:G072	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L29: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
73	f67r2	f67r2.29	A1:G073	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L29: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
74	f67r2	f67r2.30	A1:G074	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L30: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
75	f67r2	f67r2.30	A1:G075	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L30: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
76	f67r2	f67r2.31	A1:G076	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L31: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
77	f67r2	f67r2.32	A1:G077	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
78	f67r2	f67r2.32	A1:G078	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
79	f67r2	f67r2.32	A1:G079	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
80	f67r2	f67r2.32	A1:G080	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 04/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
81	f67r2	f67r2.33	A1:G081	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
82	f67r2	f67r2.33	A1:G082	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
83	f67r2	f67r2.33	A1:G083	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
84	f67r2	f67r2.34	A1:G084	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L34: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
85	f67r2	f67r2.34	A1:G085	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L34: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
86	f67r2	f67r2.35	A1:G086	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
87	f67r2	f67r2.35	A1:G087	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
88	f67r2	f67r2.35	A1:G088	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
89	f67r2	f67r2.36	A1:G089	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
90	f67r2	f67r2.36	A1:G090	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
91	f67r2	f67r2.36	A1:G091	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
92	f67r2	f67r2.37	A1:G092	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L37: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
93	f67r2	f67r2.38	A1:G093	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L38: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
94	f67r2	f67r2.38	A1:G094	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L38: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
95	f67r2	f67r2.39	A1:G095	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L39: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
96	f67r2	f67r2.39	A1:G096	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L39: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
97	f67r2	f67r2.39	A1:G097	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L39: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
98	f67r2	f67r2.40	A1:G098	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L40: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
99	f67r2	f67r2.40	A1:G099	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L40: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
100	f67r2	f67r2.40	A1:G100	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L40: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
101	f67r2	f67r2.41	A1:G101	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L41: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
102	f67r2	f67r2.41	A1:G102	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L41: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
103	f67r2	f67r2.42	A1:G103	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L42: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
104	f67r2	f67r2.42	A1:G104	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L42: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
