edition	projected_length	paragraph_count	all_same_length_pairs	paragraph_ids
IT2a	462	1	0	"[""f83r|f83r.9-f83r.17""]"
IT2a	471	1	0	"[""f48r|f48r.1-f48r.9""]"
IT2a	483	1	0	"[""f76v|f76v.1-f76v.9""]"
IT2a	486	1	0	"[""f108v|f108v.20-f108v.27""]"
IT2a	491	2	1	"[""f58r|f58r.16-f58r.25"",""f76v|f76v.16-f76v.24""]"
IT2a	507	1	0	"[""f77v|f77v.6-f77v.15""]"
IT2a	511	1	0	"[""f77v|f77v.16-f77v.28""]"
IT2a	518	1	0	"[""f77r|f77r.25-f77r.37""]"
IT2a	524	1	0	"[""f78v|f78v.20-f78v.32""]"
IT2a	560	1	0	"[""f78r|f78r.28-f78r.43""]"
IT2a	571	1	0	"[""f86v6|f86v6.20-f86v6.29""]"
IT2a	573	1	0	"[""f80r|f80r.18-f80r.27""]"
IT2a	590	1	0	"[""f75r|f75r.32-f75r.46""]"
IT2a	597	1	0	"[""f66r|f66r.70-f66r.81""]"
IT2a	602	1	0	"[""f86v5|f86v5.26-f86v5.38""]"
IT2a	627	1	0	"[""f77v|f77v.29-f77v.42""]"
IT2a	641	1	0	"[""f17v|f17v.1-f17v.23""]"
IT2a	652	1	0	"[""f86v6|f86v6.1-f86v6.12""]"
IT2a	677	1	0	"[""f82r|f82r.20-f82r.33""]"
IT2a	688	1	0	"[""f58r|f58r.1-f58r.15""]"
IT2a	733	1	0	"[""f116r|f116r.18-f116r.30""]"
IT2a	735	1	0	"[""f58r|f58r.26-f58r.41""]"
IT2a	788	1	0	"[""f77r|f77r.9-f77r.24""]"
IT2a	818	1	0	"[""f81v|f81v.10-f81v.27""]"
IT2a	827	1	0	"[""f86v6|f86v6.30-f86v6.45""]"
IT2a	829	1	0	"[""f78r|f78r.3-f78r.27""]"
IT2a	834	1	0	"[""f78v|f78v.1-f78v.19""]"
IT2a	1038	1	0	"[""f58v|f58v.1-f58v.21""]"
IT2a	1166	1	0	"[""f108v|f108v.34-f108v.52""]"
IT2a	1488	1	0	"[""f111v|f111v.1-f111v.25""]"
IT2a	1919	1	0	"[""f111r|f111r.6-f111r.35""]"
