clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	complete_working_translation_de	reading_source	end_reason	event_ids
P915-C053	f75r	f75r.18	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qol shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0598|P912-E0599
P915-C054	f75r	f75r.18|f75r.19	großes Bad-/Stationsblatt mit dreieckiger Insel	6	qol otain char sar oly qokshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0600|P912-E0601|P912-E0602|P912-E0603|P912-E0604|P912-E0605
P915-C055	f75r	f75r.19|f75r.20|f75r.21|f75r.22|f75r.23|f75r.24|f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	50	qol shey qoky shey ey qokain ar ry shey qor chey lchey lo ydain shey qokain oqokain chey qckhsy or ysheor ol lor am odar shey qokain chedy or shey kar chedy sar pchey kshey qokeey qokal sshey qol chedyqokam qokain olkeey qolkary sain checthy lor ol sain shckhy qokeedy	Auf dem großen Stationsblatt mehrere Teilposten nacheinander vom markierten Vorrat nehmen, nach Sollwert an den zugehörigen Zielstellen ansetzen, kurz oder länger halten, über die sichtbaren Durchlässe leiten und in den passenden Becken auffangen; den letzten Posten vollständig setzen und die Zelle schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0606|P912-E0607|P912-E0608|P912-E0609|P912-E0610|P912-E0611|P912-E0612|P912-E0613|P912-E0614|P912-E0615|P912-E0616|P912-E0617|P912-E0618|P912-E0619|P912-E0620|P912-E0621|P912-E0622|P912-E0623|P912-E0624|P912-E0625|P912-E0626|P912-E0627|P912-E0628|P912-E0629|P912-E0630|P912-E0631|P912-E0632|P912-E0633|P912-E0634|P912-E0635|P912-E0636|P912-E0637|P912-E0638|P912-E0639|P912-E0640|P912-E0641|P912-E0642|P912-E0643|P912-E0644|P912-E0645|P912-E0646|P912-E0647|P912-E0648|P912-E0649|P912-E0650|P912-E0651|P912-E0652|P912-E0653|P912-E0654|P912-E0655
P915-C056	f75r	f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	3	shy dy qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0656|P912-E0657|P912-E0658
P915-C057	f75r	f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0659
P915-C058	f75r	f75r.25|f75r.26|f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	14	ram dain ol sheol dain ol qoly dar ajy pdalshor shtol qoty pshar shedy	Den inneren Posten portionsweise weiterführen, an der markierten Zielstelle einsetzen, kurz halten und danach aus der Quellstation in den nächsten Gang geben; absetzen lassen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0660|P912-E0661|P912-E0662|P912-E0663|P912-E0664|P912-E0665|P912-E0666|P912-E0667|P912-E0668|P912-E0669|P912-E0670|P912-E0671|P912-E0672|P912-E0673
P915-C059	f75r	f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okaldy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0674
P915-C060	f75r	f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dar otar otody	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0675|P912-E0676|P912-E0677
P915-C061	f75r	f75r.27|f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dy rol tchedy pchedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0678|P912-E0679|P912-E0680|P912-E0681
P915-C062	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	7	qokeey sol oldair shecthy qol l sheedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0682|P912-E0683|P912-E0684|P912-E0685|P912-E0686|P912-E0687|P912-E0688
P915-C063	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0689
P915-C064	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lolchedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0690
P915-C065	f75r	f75r.29	großes Bad-/Stationsblatt mit dreieckiger Insel	10	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0691|P912-E0692|P912-E0693|P912-E0694|P912-E0695|P912-E0696|P912-E0697|P912-E0698|P912-E0699|P912-E0700
P915-C066	f75r	f75r.29|f75r.30	großes Bad-/Stationsblatt mit dreieckiger Insel	14	chedy qotan qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy	Den Posten zur nächsten Station umsetzen, eine Portion länger behandeln, kurz an der Zielstelle ansetzen und weiterführen; danach absetzen lassen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0701|P912-E0702|P912-E0703|P912-E0704|P912-E0705|P912-E0706|P912-E0707|P912-E0708|P912-E0709|P912-E0710|P912-E0711|P912-E0712|P912-E0713|P912-E0714
P915-C067	f75r	f75r.30|f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	3	okar olom dshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0715|P912-E0716|P912-E0717
P915-C068	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokey chckhy qokar shedy	Auf dem großen Bad- und Stationsblatt durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0718|P912-E0719|P912-E0720|P912-E0721
P915-C069	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	3	chey qoked qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0722|P912-E0723|P912-E0724
P915-C070	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	1	daldy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0725
P915-C071	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	3	polshy dal shedy	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0726|P912-E0727|P912-E0728
P915-C072	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokain dar chsdy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0729|P912-E0730|P912-E0731
P915-C073	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	1	shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0732
P915-C074	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qotar shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0733|P912-E0734
P915-C075	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ldy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0735
P915-C076	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokeey l shedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0736|P912-E0737|P912-E0738
P915-C077	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	5	qo l chedy qokain chcthedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0739|P912-E0740|P912-E0741|P912-E0742|P912-E0743
P915-C078	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ltedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0744
P915-C079	f75r	f75r.33|f75r.34	großes Bad-/Stationsblatt mit dreieckiger Insel	3	darom s olkedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0745|P912-E0746|P912-E0747
P915-C080	f75r	f75r.34	großes Bad-/Stationsblatt mit dreieckiger Insel	8	okal dar oty okar otar ol kain oltedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0748|P912-E0749|P912-E0750|P912-E0751|P912-E0752|P912-E0753|P912-E0754|P912-E0755
P915-C081	f75r	f75r.35	großes Bad-/Stationsblatt mit dreieckiger Insel	6	qokain sheety qokain dar dar shedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0756|P912-E0757|P912-E0758|P912-E0759|P912-E0760|P912-E0761
P915-C082	f75r	f75r.35	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain oldy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0762|P912-E0763
P915-C083	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	2	sol keedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0764|P912-E0765
P915-C084	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0766
P915-C085	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokey okar otar dardardy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0767|P912-E0768|P912-E0769|P912-E0770
P915-C086	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0771
P915-C087	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dy sheety qokedy	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0772|P912-E0773|P912-E0774
P915-C088	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0775
P915-C089	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokechdy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0776
P915-C090	f75r	f75r.37|f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	2	lol qokeedy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0777|P912-E0778
P915-C091	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0779
P915-C092	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0780
P915-C093	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0781
P915-C094	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0782
P915-C095	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ldy	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0783
P915-C096	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	yshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0784
P915-C097	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0785
P915-C098	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0786
P915-C099	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	olkeedy	Auf dem großen Bad- und Stationsblatt im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0787
P915-C100	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	2	otey koldy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0788|P912-E0789
P915-C101	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dar shedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0790|P912-E0791
P915-C102	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain shedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0792|P912-E0793
P915-C103	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dal keedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0794|P912-E0795
P915-C104	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	1	rshedy	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0796
P915-C105	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	sokeedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0797
P915-C106	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0798
P915-C107	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	oteedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0799
P915-C108	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qoky dy keedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0800|P912-E0801|P912-E0802
P915-C109	f75r	f75r.41|f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	2	sy dshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0803|P912-E0804
P915-C110	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0805
P915-C111	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0806
P915-C112	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoteey qoteedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0807|P912-E0808
P915-C113	f75r	f75r.42|f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dor yshedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0809|P912-E0810
P915-C114	f75r	f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	2	chekar oldy	Auf dem großen Bad- und Stationsblatt halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0811|P912-E0812
P915-C115	f75r	f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokain chkar otar oldy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0813|P912-E0814|P912-E0815|P912-E0816
P915-C116	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dchedy sain okedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0817|P912-E0818|P912-E0819
P915-C117	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0820
P915-C118	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	otedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0821
P915-C119	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okoldy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0822
P915-C120	f75r	f75r.44|f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	7	otar otam olaiin ch dar dy sshedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0823|P912-E0824|P912-E0825|P912-E0826|P912-E0827|P912-E0828|P912-E0829
P915-C121	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	3	shckhy qokey okedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0830|P912-E0831|P912-E0832
P915-C122	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	3	sarol oty otedy	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0833|P912-E0834|P912-E0835
P915-C123	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qotedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0836
P915-C124	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	1	otedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0837
P915-C125	f75r	f75r.45|f75r.46	großes Bad-/Stationsblatt mit dreieckiger Insel	3	okaiin qokey qokedy	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0838|P912-E0839|P912-E0840
P915-C126	f75r	f75r.46	großes Bad-/Stationsblatt mit dreieckiger Insel	2	sheol qokedy	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0841|P912-E0842
P915-C127	f75r	f75r.46	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dain shedy	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0843|P912-E0844
P915-C128	f75r	f75r.46	großes Bad-/Stationsblatt mit dreieckiger Insel	3	otol chedy olor	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen.	COMPACT_OWNER_ACTION_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E0845|P912-E0846|P912-E0847
P915-C129	f81v	f81v.1	gemeinsames zweireihiges Badfeld	3	par shey keedy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0858|P912-E0859|P912-E0860
P915-C130	f81v	f81v.1	gemeinsames zweireihiges Badfeld	5	shekal dal dar ol pchedy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0861|P912-E0862|P912-E0863|P912-E0864|P912-E0865
P915-C131	f81v	f81v.1|f81v.2	gemeinsames zweireihiges Badfeld	4	shek dain ofalsheky qokedy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0866|P912-E0867|P912-E0868|P912-E0869
P915-C132	f81v	f81v.2|f81v.3	gemeinsames zweireihiges Badfeld	14	okaiin kair okal sar ol kain olkain al ol rol dl saiin daiin olkeedy	Nach Sollwert den Beckenlauf zur Zielstelle öffnen, eine Portion aus der Quelle zugeben, den Ansatz warm weiterführen und länger im Empfangsbecken halten; schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0870|P912-E0871|P912-E0872|P912-E0873|P912-E0874|P912-E0875|P912-E0876|P912-E0877|P912-E0878|P912-E0879|P912-E0880|P912-E0881|P912-E0882|P912-E0883
P915-C133	f81v	f81v.3	gemeinsames zweireihiges Badfeld	1	okedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0884
P915-C134	f81v	f81v.3	gemeinsames zweireihiges Badfeld	5	dykain shek chdy dalal oldy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0885|P912-E0886|P912-E0887|P912-E0888|P912-E0889
P915-C135	f81v	f81v.4|f81v.5	gemeinsames zweireihiges Badfeld	15	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy okaiin daiin otain chckhy okeedy	Nach Sollwert eine Portion in das zweireihige Bad geben, länger behandeln, den nächsten Teil nach Sollwert zuführen und durch den angeschlossenen Durchlass leiten; länger einwirken lassen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0890|P912-E0891|P912-E0892|P912-E0893|P912-E0894|P912-E0895|P912-E0896|P912-E0897|P912-E0898|P912-E0899|P912-E0900|P912-E0901|P912-E0902|P912-E0903|P912-E0904
