event_id	page	record	locus	card_no	component_parse	spoken_value_de	renderer_source	renderer_rule	final_surface	writing_instruction_de	surface_changes_meaning	requires_local_event_lookup
E137	f81v	B1	f81v.18	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E138	f81v	B1	f81v.18	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E139	f81v	B1	f81v.18	PROC075	CKH+Y	Durchlass · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	schreibe die globale Vorzugsform chckhy	NO	NO
E140	f81v	B1	f81v.18	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E141	f81v	B1	f81v.21	PROC084	LSH+O	waschen · Arbeitsgang	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lsho	schreibe die globale Vorzugsform lsho	NO	NO
E142	f81v	B1	f81v.21	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten	RECORD_WRAPPER_MELODY	RM05:3	qokey	am Recordmelodieplatz RM05:3 schreibe qokey	NO	NO
E143	f81v	B1	f81v.21	PROC086	LSH+E+DY	waschen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lshedy	schreibe die globale Vorzugsform lshedy	NO	NO
E144	f81v	B1	f81v.21	PROC086	LSH+E+DY	waschen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lshedy	schreibe die globale Vorzugsform lshedy	NO	NO
E145	f81v	B1	f81v.21	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E146	f81v	B1	f81v.21	PROC087	SOLK+Y	auffangen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolky	schreibe die globale Vorzugsform qolky	NO	NO
E147	f81v	B1	f81v.21	PROC088	L+CHD+AL	führen · umsetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedal	schreibe die globale Vorzugsform lchedal	NO	NO
E148	f81v	B1	f81v.21	PROC013	OL	fortsetzen	RECORD_WRAPPER_MELODY	RM05:3	qol	am Recordmelodieplatz RM05:3 schreibe qol	NO	NO
E149	f81v	B1	f81v.21	PROC089	OT+AR	danach · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otar	schreibe die globale Vorzugsform otar	NO	NO
E150	f81v	B1	f81v.24	PROC090	T+E+Y	eintragen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ytey	schreibe die globale Vorzugsform ytey	NO	NO
E151	f81v	B1	f81v.24	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchedy	schreibe die globale Vorzugsform okchedy	NO	NO
E152	f81v	B1	f81v.24	PROC048	OK+AL	ansetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokal	schreibe die globale Vorzugsform qokal	NO	NO
E153	f81v	B1	f81v.24	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	FORMULA_CADENCE_RULE	FC05	okeey	in der gelernten Formelkadenz FC05 schreibe okeey	NO	NO
E154	f81v	B1	f81v.24	PROC013	OL	fortsetzen	FORMULA_CADENCE_RULE	FC05	qol	in der gelernten Formelkadenz FC05 schreibe qol	NO	NO
E155	f81v	B1	f81v.24	PROC078	SHED+DY	absetzen · Schluss	FORMULA_CADENCE_RULE	FC05	cheedy	in der gelernten Formelkadenz FC05 schreibe cheedy	NO	NO
E156	f81v	B1	f81v.24	PROC055	AL	bezeichnete Stelle	FORMULA_CADENCE_RULE	FC05	sal	in der gelernten Formelkadenz FC05 schreibe sal	NO	NO
E157	f81v	B1	f81v.24	PROC093	E+OL	kurz · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	teol	schreibe die globale Vorzugsform teol	NO	NO
E158	f81v	B1	f81v.24	PROC094	CHD+DY	umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchdy	schreibe die globale Vorzugsform dchdy	NO	NO
E159	f81v	B1	f81v.24	PROC095	L+Y	führen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ly	schreibe die globale Vorzugsform ly	NO	NO
E160	f81v	B1	f81v.27	PROC096	SH+E+OL	halten · kurz · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dsheol	schreibe die globale Vorzugsform dsheol	NO	NO
E161	f81v	B1	f81v.27	PROC097	O+IIN	Arbeitsgang · Sollstufe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oiiin	schreibe die globale Vorzugsform oiiin	NO	NO
E162	f81v	B1	f81v.27	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olkeedy	schreibe die globale Vorzugsform olkeedy	NO	NO
E163	f81v	B1	f81v.27	PROC078	SHED+DY	absetzen · Schluss	FORMULA_CADENCE_RULE	FC06	tedy	in der gelernten Formelkadenz FC06 schreibe tedy	NO	NO
E164	f81v	B1	f81v.27	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheky	schreibe die globale Vorzugsform cheky	NO	NO
E165	f81v	B1	f81v.27	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shckhedy	schreibe die globale Vorzugsform shckhedy	NO	NO
E166	f81v	B1	f81v.27	PROC055	AL	bezeichnete Stelle	FORMULA_CADENCE_RULE	FC06	chal	in der gelernten Formelkadenz FC06 schreibe chal	NO	NO
E167	f82r	B2	f82r.2	PROC076	CHD+DY	umsetzen · Schluss	RECORD_WRAPPER_MELODY	RM06:1	dchedy	am Recordmelodieplatz RM06:1 schreibe dchedy	NO	NO
E168	f82r	B2	f82r.2	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolchedy	schreibe die globale Vorzugsform qolchedy	NO	NO
E169	f82r	B2	f82r.2	PROC080	OK+AIN	ansetzen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokain	schreibe die globale Vorzugsform qokain	NO	NO
E170	f82r	B2	f82r.2	PROC019	Y	dieser Posten	RECORD_WRAPPER_MELODY	RM06:1	dy	am Recordmelodieplatz RM06:1 schreibe dy	NO	NO
E171	f82r	B2	f82r.2	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E172	f82r	B2	f82r.2	PROC048	OK+AL	ansetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokal	schreibe die globale Vorzugsform qokal	NO	NO
E173	f82r	B2	f82r.2	PROC101	L+CKH+Y	führen · Durchlass · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lcheckhy	schreibe die globale Vorzugsform lcheckhy	NO	NO
E174	f82r	B2	f82r.2	PROC102	L+CHD	führen · umsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lched	schreibe die globale Vorzugsform lched	NO	NO
E175	f82r	B2	f82r.3	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E176	f82r	B2	f82r.3	PROC103	L+CKH+E+DY	führen · Durchlass · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lcheckhedy	schreibe die globale Vorzugsform lcheckhedy	NO	NO
E177	f82r	B2	f82r.3	PROC104	OK+AL+Y	ansetzen · bezeichnete Stelle · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaly	schreibe die globale Vorzugsform qokaly	NO	NO
E178	f82r	B2	f82r.3	PROC105	SOLK+AIIN	auffangen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	solkaiin	schreibe die globale Vorzugsform solkaiin	NO	NO
E179	f82r	B2	f82r.3	PROC075	CKH+Y	Durchlass · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhy	schreibe die globale Vorzugsform chckhy	NO	NO
E180	f82r	B2	f82r.3	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E181	f82r	B2	f82r.4	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E182	f82r	B2	f82r.4	PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	octheol	schreibe die globale Vorzugsform octheol	NO	NO
E183	f82r	B2	f82r.4	PROC107	CHK+EE+Y	wärmen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chkeey	schreibe die globale Vorzugsform chkeey	NO	NO
E184	f82r	B2	f82r.4	PROC108	L+DY	führen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ldy	schreibe die globale Vorzugsform ldy	NO	NO
E185	f82r	B2	f82r.4	PROC109	OT+EE+Y	danach · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oteey	schreibe die globale Vorzugsform oteey	NO	NO
E186	f82r	B2	f82r.4	PROC048	OK+AL	ansetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokal	schreibe die globale Vorzugsform qokal	NO	NO
E187	f82r	B2	f82r.4	PROC110	SH+E+CKH+Y	halten · kurz · Durchlass · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheckhy	schreibe die globale Vorzugsform sheckhy	NO	NO
E188	f82r	B2	f82r.4	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E189	f82r	B2	f82r.7	PROC111	SH+E+DY	halten · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dshedy	schreibe die globale Vorzugsform dshedy	NO	NO
E190	f82r	B2	f82r.7	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	RECORD_WRAPPER_MELODY	RM06:2	sotaiin	am Recordmelodieplatz RM06:2 schreibe sotaiin	NO	NO
E191	f82r	B2	f82r.7	PROC113	OK+AR	ansetzen · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokar	schreibe die globale Vorzugsform qokar	NO	NO
E192	f82r	B2	f82r.7	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E193	f82r	B2	f82r.7	PROC114	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	solshedy	schreibe die globale Vorzugsform solshedy	NO	NO
E194	f82r	B2	f82r.7	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E195	f82r	B2	f82r.7	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E196	f82r	B2	f82r.7	PROC115	LS	weiter	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ls	schreibe die globale Vorzugsform ls	NO	NO
E197	f82r	B2	f82r.7	PROC031	SH+EE+Y	halten · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheey	schreibe die globale Vorzugsform cheey	NO	NO
E198	f82r	B2	f82r.19	PROC080	OK+AIN	ansetzen · Portion	AUTOMATIC_CONTEXT_RULE	WR01	okain	wenn der unmittelbare Kontext WR01 ausloest, schreibe okain	NO	NO
E199	f82r	B2	f82r.19	PROC003	AR	von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	char	schreibe die globale Vorzugsform char	NO	NO
E200	f82r	B2	f82r.19	PROC080	OK+AIN	ansetzen · Portion	RECORD_WRAPPER_MELODY	RM06:3	okain	am Recordmelodieplatz RM06:3 schreibe okain	NO	NO
E201	f82r	B2	f82r.19	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E202	f82r	B2	f82r.19	PROC116	L+CH+Y	führen · abziehen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchy	schreibe die globale Vorzugsform lchy	NO	NO
E203	f82r	B2	f82r.23	PROC031	SH+EE+Y	halten · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheey	schreibe die globale Vorzugsform cheey	NO	NO
E204	f82r	B2	f82r.23	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qcthey	schreibe die globale Vorzugsform qcthey	NO	NO
E205	f82r	B2	f82r.23	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E206	f82r	B2	f82r.23	PROC118	L+EE+Y	führen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lcheey	schreibe die globale Vorzugsform lcheey	NO	NO
E207	f82r	B2	f82r.23	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E208	f82r	B2	f82r.23	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E209	f82r	B2	f82r.23	PROC119	OK+EEE+DY	ansetzen · vollständig · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeeedy	schreibe die globale Vorzugsform qokeeedy	NO	NO
E210	f82r	B2	f82r.23	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E211	f82r	B2	f82r.23	PROC121	L+AR	führen · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lar	schreibe die globale Vorzugsform lar	NO	NO
E212	f82r	B2	f82r.26	PROC122	SH+E+Y	halten · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tshey	schreibe die globale Vorzugsform tshey	NO	NO
E213	f82r	B2	f82r.26	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E214	f82r	B2	f82r.26	PROC055	AL	bezeichnete Stelle	FORMULA_CADENCE_RULE	FC07	cheal	in der gelernten Formelkadenz FC07 schreibe cheal	NO	NO
E215	f82r	B2	f82r.26	PROC123	L+CHD+AR	führen · umsetzen · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedar	schreibe die globale Vorzugsform lchedar	NO	NO
E216	f82r	B2	f82r.26	PROC124	CH+E+S	abziehen · kurz · teilen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ches	schreibe die globale Vorzugsform ches	NO	NO
E217	f82r	B2	f82r.26	PROC009	AIIN	vorgeschriebenes Maß	FORMULA_CADENCE_RULE	FC07	aiin	in der gelernten Formelkadenz FC07 schreibe aiin	NO	NO
E218	f82r	B2	f82r.26	PROC109	OT+EE+Y	danach · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oteey	schreibe die globale Vorzugsform oteey	NO	NO
E219	f82r	B2	f82r.26	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E220	f82r	B2	f82r.26	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okey	schreibe die globale Vorzugsform okey	NO	NO
E221	f82r	B2	f82r.27	PROC125	P+CHD+DY	hineingeben · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	pchedy	schreibe die globale Vorzugsform pchedy	NO	NO
E222	f82r	B2	f82r.27	PROC126	R+SH+E+AL	abkühlen · halten · kurz · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	rsheal	schreibe die globale Vorzugsform rsheal	NO	NO
E223	f82r	B2	f82r.27	PROC127	AL+DY	bezeichnete Stelle · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daldy	schreibe die globale Vorzugsform daldy	NO	NO
E224	f82r	B2	f82r.27	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E225	f82r	B2	f82r.27	PROC128	R+SHED+DY	abkühlen · absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	rshedy	schreibe die globale Vorzugsform rshedy	NO	NO
E226	f82r	B2	f82r.27	PROC129	OT+EE+DY	danach · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoteedy	schreibe die globale Vorzugsform qoteedy	NO	NO
E227	f82r	B2	f82r.27	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E228	f82r	B2	f82r.27	PROC130	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lochedy	schreibe die globale Vorzugsform lochedy	NO	NO
E229	f83r	B3	f83r.3	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olkeedy	schreibe die globale Vorzugsform olkeedy	NO	NO
E230	f83r	B3	f83r.3	PROC131	OT+AL	danach · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotal	schreibe die globale Vorzugsform qotal	NO	NO
E231	f83r	B3	f83r.3	PROC132	CHK+EE+DY	wärmen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chkeedy	schreibe die globale Vorzugsform chkeedy	NO	NO
E232	f83r	B3	f83r.3	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E233	f83r	B3	f83r.3	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	schreibe die globale Vorzugsform daiin	NO	NO
E234	f83r	B3	f83r.3	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E235	f83r	B3	f83r.3	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E236	f83r	B3	f83r.3	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E237	f83r	B3	f83r.3	PROC131	OT+AL	danach · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotal	schreibe die globale Vorzugsform qotal	NO	NO
E238	f83r	B3	f83r.3	PROC003	AR	von dort	AUTOMATIC_CONTEXT_RULE	WR04	dar	wenn der unmittelbare Kontext WR04 ausloest, schreibe dar	NO	NO
E239	f83r	B3	f83r.6	PROC076	CHD+DY	umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schedy	schreibe die globale Vorzugsform schedy	NO	NO
E240	f83r	B3	f83r.6	PROC133	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedchy	schreibe die globale Vorzugsform chedchy	NO	NO
E241	f83r	B3	f83r.6	PROC048	OK+AL	ansetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokal	schreibe die globale Vorzugsform qokal	NO	NO
E242	f83r	B3	f83r.6	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	RECORD_WRAPPER_MELODY	RM07:1	olchedy	am Recordmelodieplatz RM07:1 schreibe olchedy	NO	NO
E243	f83r	B3	f83r.6	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E244	f83r	B3	f83r.6	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E245	f83r	B3	f83r.6	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E246	f83r	B3	f83r.6	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E247	f83r	B3	f83r.6	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E248	f83r	B3	f83r.8	PROC134	P+CHD+AL	hineingeben · umsetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	pchedal	schreibe die globale Vorzugsform pchedal	NO	NO
E249	f83r	B3	f83r.8	PROC135	OT+E+DY	danach · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otedy	schreibe die globale Vorzugsform otedy	NO	NO
E250	f83r	B3	f83r.8	PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shecthedchy	schreibe die globale Vorzugsform shecthedchy	NO	NO
E251	f83r	B3	f83r.8	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E252	f83r	B3	f83r.8	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E253	f83r	B3	f83r.8	PROC137	AR+Y	von dort · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chary	schreibe die globale Vorzugsform chary	NO	NO
E254	f83r	B3	f83r.11	PROC016	OR	Ansatz	FORMULA_CADENCE_RULE	FC08	sor	in der gelernten Formelkadenz FC08 schreibe sor	NO	NO
E255	f83r	B3	f83r.11	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E256	f83r	B3	f83r.11	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E257	f83r	B3	f83r.11	PROC069	K+AIN	zuführen · Portion	FORMULA_CADENCE_RULE	FC08	chkain	in der gelernten Formelkadenz FC08 schreibe chkain	NO	NO
E258	f83r	B3	f83r.11	PROC117	CTH+E+Y	bereit · kurz · dieser Posten	FORMULA_CADENCE_RULE	FC08	shcthey	in der gelernten Formelkadenz FC08 schreibe shcthey	NO	NO
E259	f83r	B3	f83r.11	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E260	f83r	B3	f83r.11	PROC138	OK+AIR	ansetzen · laufender Bestand	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okair	schreibe die globale Vorzugsform okair	NO	NO
E261	f83r	B3	f83r.11	PROC139	SH+EE+DY	halten · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheedy	schreibe die globale Vorzugsform sheedy	NO	NO
E262	f83r	B3	f83r.11	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E263	f83r	B3	f83r.11	PROC140	L+O	führen · Arbeitsgang	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lo	schreibe die globale Vorzugsform lo	NO	NO
E264	f83r	B3	f83r.14	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	FORMULA_CADENCE_RULE	FC09	qokchedy	in der gelernten Formelkadenz FC09 schreibe qokchedy	NO	NO
E265	f83r	B3	f83r.14	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E266	f83r	B3	f83r.14	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E267	f83r	B3	f83r.14	PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokshedy	schreibe die globale Vorzugsform qokshedy	NO	NO
E268	f83r	B3	f83r.14	PROC055	AL	bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	schreibe die globale Vorzugsform dal	NO	NO
E269	f83r	B3	f83r.14	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
