statement_id	record_unit_id	page	loci	surface_sequence	formula_family	terminal_status	owner_sequence	owner_reading_de	internal_owner_reset	line_crossing	family_sequence_de	station_translation_de	global_flow_policy
B2-S018	B2	f82r	f82r.27	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	EINSETZEN + GRAD + FESTSETZEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S019	B2	f82r	f82r.27	rshedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	Vollwaschung; Schluss	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Vollwaschung; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S020	B2	f82r	f82r.27	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	FOLGEPOSTEN + GRAD + FESTSETZEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S021	B2	f82r	f82r.27	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	EINSETZEN + GRAD + FESTSETZEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B2-S022	B2	f82r	f82r.27	lochedy	FLOW_TRANSFER_PROCESS	CLOSED	B2_LOWER_POOL_EDGE_STATIONS	unteren Beckenrand mit mehreren Arbeitsplätzen	NO	NO:f82r.27	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	Am unteren Beckenrand mit mehreren Arbeitsplätzen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Abführung; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S001	B3	f83r	f83r.3	olkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberen offenen Fächergefäß am Rand	NO	NO:f83r.3	GRAD + SAMMELN	Am oberen offenen Fächergefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange sammeln; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S002	B3	f83r	f83r.3	qotal · chkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberen offenen Fächergefäß am Rand	NO	NO:f83r.3	FOLGEPOSTEN + ZU_ZIEL; GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	Am oberen offenen Fächergefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: danach dorthin; Langwärmen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S003	B3	f83r	f83r.3	chey · daiin · chey · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberen offenen Fächergefäß am Rand	NO	NO:f83r.3	DIES_AKTUELLER_POSTEN; SOLLWERT; DIES_AKTUELLER_POSTEN; AB + UEBERFUEHREN	Am oberen offenen Fächergefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dies; Sollmaß; dies; abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S004	B3	f83r	f83r.3	qokaiin · qotal · dar	FULL_ADDRESS_PROCESS	OPEN	B3_UPPER_MARGIN_OPEN_FAN_STATION	oberen offenen Fächergefäß am Rand	NO	NO:f83r.3	EINSETZEN + SOLLWERT; FOLGEPOSTEN + ZU_ZIEL; VON_QUELLE	Am oberen offenen Fächergefäß am Rand: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: bemessen; danach dorthin; davon. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S005	B3	f83r	f83r.6	schedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	runden Mittelgefäß am Rand	NO	NO:f83r.6	UEBERFUEHREN	Am runden Mittelgefäß am Rand: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S006	B3	f83r	f83r.6	chedchy · qokal · olchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	runden Mittelgefäß am Rand	NO	NO:f83r.6	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + ZU_ZIEL; WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Am runden Mittelgefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Postentransfer; dorthin einsetzen; weiterführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S007	B3	f83r	f83r.6	qokaiin · chedy · qokeedy	QUANTIFIED_PROCESS	CLOSED	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	runden Mittelgefäß am Rand	NO	NO:f83r.6	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Am runden Mittelgefäß am Rand: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: bemessen; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S008	B3	f83r	f83r.6	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	runden Mittelgefäß am Rand	NO	NO:f83r.6	AB + UEBERFUEHREN	Am runden Mittelgefäß am Rand: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S009	B3	f83r	f83r.6	qoky	SOURCED_PROCESS	OPEN	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	runden Mittelgefäß am Rand	NO	NO:f83r.6	EINSETZEN + DIES_AKTUELLER_POSTEN	Am runden Mittelgefäß am Rand: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: einsetzen. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S010	B3	f83r	f83r.8	pchedal · otedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.8	ZU_ZIEL + ZU + UEBERFUEHREN; FOLGEPOSTEN + GRAD + FESTSETZEN	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Zielzuführung; Kurzfolge; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S011	B3	f83r	f83r.8	shecthedchy · qoky · chedy · chary	SOURCED_PROCESS	OPEN	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.8	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT; EINSETZEN + DIES_AKTUELLER_POSTEN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; VON_QUELLE + DIES_AKTUELLER_POSTEN	Am unteren korbartigen Randgefäß: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Vorbereitungstransfer; einsetzen; überführen; Quellposten. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S012	B3	f83r	f83r.11	sor · shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.11	BEDINGUNGSANSATZ; GRAD + FESTSETZEN + ABSETZEN	Am unteren korbartigen Randgefäß: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: Ansatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S013	B3	f83r	f83r.11	qokaiin · chkain · shcthey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.11	EINSETZEN + SOLLWERT; PORTION; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + FESTSETZEN	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: bemessen; Portion; kurz vorbereiten; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S014	B3	f83r	f83r.11	okair · sheedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.11	EINSETZEN + LAUF_BAHN; GRAD + FESTSETZEN + ABSETZEN	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Laufeinsatz; Langabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S015	B3	f83r	f83r.11	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	unteren korbartigen Randgefäß	NO	NO:f83r.11	AB + UEBERFUEHREN	Am unteren korbartigen Randgefäß: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S016	B3	f83r	f83r.11|f83r.14	lo · qokchedy	SOURCED_PROCESS	CLOSED	B3_LOWER_MARGIN_BASKET_VESSEL_STATION > B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unteren korbartigen Randgefäß; danach ohne sichtbare Verbindung im Zwischenraum zwischen Randgefäßen und Hauptbogen	YES	YES:f83r.11→f83r.14; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	AB + ZURUECKNEHMEN; EINSETZEN + FESTSETZEN + UEBERFUEHREN	Am unteren korbartigen Randgefäß; danach ohne sichtbare Verbindung im Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Abzug; vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S017	B3	f83r	f83r.14	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.14	EINSETZEN + GRAD + FESTSETZEN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S018	B3	f83r	f83r.14	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.14	GRAD + FESTSETZEN + ABSETZEN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S019	B3	f83r	f83r.14	qokshedy	GRADED_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.14	EINSETZEN + FESTSETZEN + ABSETZEN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S020	B3	f83r	f83r.14	dal · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.14	ZU_ZIEL; AB + UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: dorthin; abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S021	B3	f83r	f83r.14|f83r.15	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	FULL_ADDRESS_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	YES:f83r.14→f83r.15; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL; DIES_AKTUELLER_POSTEN; SOLLWERT; ZU_ZIEL + ABSETZEN; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; DIES_AKTUELLER_POSTEN; ZU_ZIEL; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + FESTSETZEN + UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: bemessen; bereit; dorthin; dies; Sollmaß; am Ziel absetzen; Kurzvorbereitung; dies; dorthin; bereit; Zieltransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S022	B3	f83r	f83r.15	qotchedy	LINKED_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.15	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Verknüpfe diesen Posten mit dem vorherigen oder dem nächsten Stationsposten und führe den verbundenen Gang weiter. Kartenlesung: Folgetransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S023	B3	f83r	f83r.15	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.15	AB + UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S024	B3	f83r	f83r.16	tchedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.16	UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: überführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S025	B3	f83r	f83r.16	qokchdy	SOURCED_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	Zwischenraum zwischen Randgefäßen und Hauptbogen	NO	NO:f83r.16	EINSETZEN + FESTSETZEN + UEBERFUEHREN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S026	B3	f83r	f83r.16|f83r.20	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	FULL_ADDRESS_PROCESS	CLOSED	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED > B3_MAIN_ARCH_LINKED_PAIR	Zwischenraum zwischen Randgefäßen und Hauptbogen; danach ohne sichtbare Verbindung im sichtbar verbundenen Gefäßpaar des Hauptbogens	YES	YES:f83r.16→f83r.20; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	VON_QUELLE + UEBERFUEHREN; SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + BEDINGUNGSANSATZ; GRAD + SAMMELN	Am Zwischenraum zwischen Randgefäßen und Hauptbogen; danach ohne sichtbare Verbindung im sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Quelltransfer; Sollabsetzung; überführen; Anteil zugeben; bereit; Zielbereitung; lange sammeln; Schluss. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S027	B3	f83r	f83r.20	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.20	FOLGEPOSTEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S028	B3	f83r	f83r.20	qokeey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.20	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S029	B3	f83r	f83r.20	sol · cheeety · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.20	WEITER_GLEICHER_LAUF; GRAD + TEIL; EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: weiter; Vollteil; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S030	B3	f83r	f83r.20|f83r.22	qoky · saiin · schedair · otchedy	FLOW_TRANSFER_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	YES:f83r.20→f83r.22; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	EINSETZEN + DIES_AKTUELLER_POSTEN; SOLLWERT; LAUF_BAHN; FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: einsetzen; Sollmaß; Weiterlauf; Folgetransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S031	B3	f83r	f83r.22	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.22	EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S032	B3	f83r	f83r.22	chedain · chedy · qotedaiin · otaiin · otedy	QUANTIFIED_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.22	PORTION + UEBERFUEHREN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + SOLLWERT + GRAD; FOLGEPOSTEN + SOLLWERT; FOLGEPOSTEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm die bezeichnete Portion oder Sollmenge und führe den örtlichen Arbeitsgang damit aus. Kartenlesung: Anteilstransfer; überführen; Kurzsoll; Folgemaß; Kurzfolge; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S033	B3	f83r	f83r.22	ldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.22	AB + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: abziehen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B3-S034	B3	f83r	f83r.24	soiiin · checthy · chety · otaiin · olsaly · shedy	TARGET_APPLICATION_PROCESS	CLOSED	B3_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.24	STUFE; DIES_AKTUELLER_POSTEN + BEREIT; TEIL; FOLGEPOSTEN + SOLLWERT; ZU_ZIEL + DIES_AKTUELLER_POSTEN; GRAD + FESTSETZEN + ABSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: Arbeitsstufe; bereit; Teil; Folgemaß; Zwischenziel; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S001	B4	f83r	f83r.25	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.25	EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
