relation_id	candidate_surface	known_neighbor_surface	whole_levenshtein_distance	within_raw_closest_layer	raw_selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_raw_consensus_axes	candidate_raw_rival_axes	candidate_raw_analogy_tier	relation_scope	selector_credit	literal_identity_credit	component_export_credit
G781-A0052	chockhar	chckhal	2	1	2	chckhal#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	DRY|MATERIAL|PREPARATION	DRY|MATERIAL|PREPARATION	trockenes Arzneikompositum, Rohstoffform I	trockenes Arzneikompositum, Rohstoffform I	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0053	chockhar	chckhan	2	1	2	chckhan#GLOBAL	W2_PROVISIONAL_WORKING	46	1	1	DRY|PREPARATION	DRY|PREPARATION	trockenes Arzneikompositum auf Stufe I	trockenes Arzneikompositum auf Stufe I	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0054	chockhar	chockhey	2	1	2	chockhey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	DRY|PREPARATION|MIDDLE_STAGE	DRY|PREPARATION|MIDDLE_STAGE	Arzneikompositum im Trockenansatz in der Gradmitte	Arzneikompositum im Trockenansatz in der Gradmitte	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0055	chockhar	chokar	2	1	2	chokar#GLOBAL	W3_SOLID_WORKING_THEORY	71	6	6	HOT|DRY|PART|PREPARATION	HOT|DRY|PART|PREPARATION	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0056	chockhar	cholkar	2	1	2	cholkar#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|PART	HOT|DRY|PART	Trockengut: heiße Fraktion I	Trockengut: heiße Fraktion I	DRY|PREPARATION	HOT|PART|MATERIAL|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0057	chsky	cheky	1	1	1	cheky#1	W2_PROVISIONAL_WORKING	50	1	1	HOT|DRY|PROCESS|MIDDLE_STAGE	HOT|DRY|PROCESS|MIDDLE_STAGE	bis zur mittleren Trockenstufe, dann leicht erhitzen	bis zur mittleren Trockenstufe, dann leicht erhitzen	HOT|DRY	MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0058	chsky	chky	1	1	1	chky#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	14	HOT|DRY|MATERIAL|PROCESS	HOT|DRY|MATERIAL|PROCESS	getrocknete Droge leicht erhitzen	getrocknete Droge leicht erhitzen	HOT|DRY	MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0059	chsky	choky	1	1	1	choky#GLOBAL	W3_SOLID_WORKING_THEORY	66	32	28	HOT|DRY|PREPARATION|BEGIN_STAGE	HOT|DRY|PREPARATION|BEGIN_STAGE	heiß-trockene Zubereitung, Grundform	heiß-trockene Zubereitung, Grundform	HOT|DRY	MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0060	chsky	chyky	1	1	1	chyky#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	HOT|DRY|BEGIN_STAGE	HOT|DRY|BEGIN_STAGE	trocken-heiß, Grundstufe	trocken-heiß, Grundstufe	HOT|DRY	MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0061	ear	ar	1	1	1	ar#1	W2_PROVISIONAL_WORKING	42	2	2	PART|MATERIAL	PART|MATERIAL	Drogenanteil I	Drogenanteil I	PART|MATERIAL	HOT|COLD	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0062	ear	dar	1	1	1	dar#1	W3_SOLID_WORKING_THEORY	61	5	5	PART	PART	abgemessener Anteil I	abgemessener Anteil I	PART|MATERIAL	HOT|COLD	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0063	ear	kar	1	1	1	kar#GLOBAL	W3_SOLID_WORKING_THEORY	66	57	42	HOT|PART|MATERIAL	HOT|PART|MATERIAL	heiße Drogenfraktion I	heiße Drogenfraktion I	PART|MATERIAL	HOT|COLD	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0064	ear	tar	1	1	1	tar#1	W2_PROVISIONAL_WORKING	56	2	2	COLD|PART|MATERIAL	COLD|PART|MATERIAL	kalter Drogenanteil I	kalter Drogenanteil I	PART|MATERIAL	HOT|COLD	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0065	eses	oeees	2	1	2	oeees#GLOBAL	W3_SOLID_WORKING_THEORY	63	6	6	PREPARATION	PREPARATION	Ansatzcharge der letzten Stufe	Ansatzcharge der letzten Stufe	PREPARATION	MOIST|MATERIAL|MIDDLE_STAGE|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0066	eses	oees	2	1	2	oees#GLOBAL	W2_PROVISIONAL_WORKING	55	9	7	PREPARATION|END_STAGE	PREPARATION|END_STAGE	Ansatzcharge auf Endstufe	Ansatzcharge auf Endstufe	PREPARATION	MOIST|MATERIAL|MIDDLE_STAGE|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0067	eses	shes	2	1	2	shes#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	MOIST|MATERIAL|MIDDLE_STAGE	MOIST|MATERIAL|MIDDLE_STAGE	feuchtes Drogenmaterial, Mittelstufe	feuchtes Drogenmaterial, Mittelstufe	PREPARATION	MOIST|MATERIAL|MIDDLE_STAGE|END_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0068	kcheeky	cheeky	1	1	1	cheeky#GLOBAL	W3_SOLID_WORKING_THEORY	76	23	22	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	trocken am Gradende, dann heiß am Gradanfang	HOT|DRY|END_STAGE	BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0069	kcheeky	kcheey	1	1	1	kcheey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	3	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	heiß und trocken am Ende des Grades	heiß und trocken am Ende des Grades	HOT|DRY|END_STAGE	BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0070	keeed	keed	1	1	2	keed#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|CLOSE|END_STAGE	HOT|CLOSE|END_STAGE	Erhitzung bis Endstufe abgeschlossen	Erhitzung bis Endstufe abgeschlossen	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0071	keeed	keear	2	0	2	keear#GLOBAL	W2_PROVISIONAL_WORKING	56	4	3	HOT|PART|MATERIAL|END_STAGE	HOT|PART|MATERIAL|END_STAGE	erste Drogenfraktion vollständig erhitzt	erste Drogenfraktion vollständig erhitzt	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0072	keeed	keedy	2	0	2	keedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	59	31	HOT|CLOSE|END_STAGE	HOT|CLOSE|END_STAGE	heiß am Ende des Grades, abgeschlossen	heiß am Ende des Grades, abgeschlossen	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0073	keeed	keeody	2	0	2	keeody#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0074	keeed	keeol	2	0	2	keeol#GLOBAL	W3_SOLID_WORKING_THEORY	76	10	10	HOT|MATERIAL	HOT|MATERIAL	stark erhitzter Drogenstoff	stark erhitzter Drogenstoff	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0075	keeed	keey	2	0	2	keey#1	W2_PROVISIONAL_WORKING	43	2	2	HOT|END_STAGE	HOT|END_STAGE	heiß am Ende des Grades	heiß am Ende des Grades	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0076	keeed	oeees	2	0	2	oeees#GLOBAL	W3_SOLID_WORKING_THEORY	63	6	6	PREPARATION	PREPARATION	Ansatzcharge der letzten Stufe	Ansatzcharge der letzten Stufe	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0077	keeed	qeeey	2	0	2	qeeey#1	W2_PROVISIONAL_WORKING	41	1	1	PASS	PASS	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0078	keeed	sheed	2	0	2	sheed#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	MOIST|CLOSE|END_STAGE	MOIST|CLOSE|END_STAGE	Einweichung vollständig abgeschlossen	Einweichung vollständig abgeschlossen	HOT|END_STAGE	MOIST|PART|MATERIAL|PREPARATION|CLOSE|PASS	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0079	keeor	keear	1	1	1	keear#GLOBAL	W2_PROVISIONAL_WORKING	56	4	3	HOT|PART|MATERIAL|END_STAGE	HOT|PART|MATERIAL|END_STAGE	erste Drogenfraktion vollständig erhitzt	erste Drogenfraktion vollständig erhitzt	HOT|MATERIAL	AMOUNT|PART|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0080	keeor	keeol	1	1	1	keeol#GLOBAL	W3_SOLID_WORKING_THEORY	76	10	10	HOT|MATERIAL	HOT|MATERIAL	stark erhitzter Drogenstoff	stark erhitzter Drogenstoff	HOT|MATERIAL	AMOUNT|PART|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0081	keeor	keor	1	1	1	keor#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	6	HOT|AMOUNT|MATERIAL	HOT|AMOUNT|MATERIAL	heiße Drogenportion	heiße Drogenportion	HOT|MATERIAL	AMOUNT|PART|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0082	lkan	kan	1	1	1	kan#GLOBAL	W2_PROVISIONAL_WORKING	53	2	2	HOT	HOT	heiß, Grad I	heiß, Grad I	HOT	PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0083	lkan	okan	1	1	1	okan#GLOBAL	W2_PROVISIONAL_WORKING	58	4	4	HOT|PREPARATION	HOT|PREPARATION	heiß im Zubereitungsrahmen, Grad I	heiß im Zubereitungsrahmen, Grad I	HOT	PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0084	okachey	okchey	1	1	2	okchey#GLOBAL	W3_SOLID_WORKING_THEORY	71	29	26	HOT|DRY|PREPARATION|MIDDLE_STAGE	HOT|DRY|PREPARATION|MIDDLE_STAGE	heiß-trockener Ansatz in der Mitte des Grades	heiß-trockener Ansatz in der Mitte des Grades	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0085	okachey	okalchy	2	0	2	okalchy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|MATERIAL|PREPARATION|PROCESS	HOT|DRY|MATERIAL|PREPARATION|PROCESS	Rohstoff-I-Ansatz erhitzen und leicht trocknen	Rohstoff-I-Ansatz erhitzen und leicht trocknen	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0086	okachey	okchdy	2	0	2	okchdy#GLOBAL	W3_SOLID_WORKING_THEORY	71	16	14	HOT|DRY|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	HOT|DRY|PREPARATION|CLOSE|BEGIN_STAGE|END_STAGE	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0087	okachey	okcheey	2	0	2	okcheey#GLOBAL	W3_SOLID_WORKING_THEORY	66	5	5	HOT|DRY|PREPARATION|END_STAGE	HOT|DRY|PREPARATION|END_STAGE	heiß-trockener Ansatz am Ende des Grades	heiß-trockener Ansatz am Ende des Grades	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0088	okachey	okchy	2	0	2	okchy#GLOBAL	W3_SOLID_WORKING_THEORY	71	22	20	HOT|DRY|PREPARATION|BEGIN_STAGE	HOT|DRY|PREPARATION|BEGIN_STAGE	heiß-trockener Ansatz am Anfang des Grades	heiß-trockener Ansatz am Anfang des Grades	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0089	okachey	okshey	2	0	2	okshey#GLOBAL	W3_SOLID_WORKING_THEORY	68	9	8	HOT|MOIST|PREPARATION|MIDDLE_STAGE	HOT|MOIST|PREPARATION|MIDDLE_STAGE	heiß-feuchter Ansatz in der Mitte des Grades	heiß-feuchter Ansatz in der Mitte des Grades	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0090	okachey	orchey	2	0	2	orchey#1	W2_PROVISIONAL_WORKING	53	1	1	DRY|AMOUNT|MIDDLE_STAGE	DRY|AMOUNT|MIDDLE_STAGE	trockene Portion, Mittelstufe	trockene Portion, Mittelstufe	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0091	okachey	qokchey	2	0	2	qokchey#GLOBAL	W3_SOLID_WORKING_THEORY	71	25	16	HOT|DRY|MIDDLE_STAGE	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	heiß und trocken in der Mitte des Grades	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0092	okachey	ykchey	2	0	2	ykchey#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	HOT|DRY|PROCESS|MIDDLE_STAGE	HOT|DRY|PROCESS|MIDDLE_STAGE	erhitze und trockne hiervon bis zur Mittelstufe	erhitze und trockne hiervon bis zur Mittelstufe	HOT|DRY|PREPARATION	MOIST|AMOUNT|MATERIAL|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0093	okalor	otalor	1	1	2	otalor#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|AMOUNT|MATERIAL|PREPARATION	COLD|AMOUNT|MATERIAL|PREPARATION	kalte Ansatzportion aus Rohstoff I	kalte Ansatzportion aus Rohstoff I	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0094	okalor	dalor	2	0	2	dalor#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	6	AMOUNT|MATERIAL	AMOUNT|MATERIAL	eine abgemessene Portion Rohdroge I	eine abgemessene Portion Rohdroge I	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0095	okalor	kalol	2	0	2	kalol#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|MATERIAL	HOT|MATERIAL	heißer Rohstoff der ersten Klasse	heißer Rohstoff der ersten Klasse	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0096	okalor	okair	2	0	2	okair#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	15	HOT|PART|MATERIAL|PREPARATION	HOT|PART|MATERIAL|PREPARATION	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0097	okalor	okal	2	0	2	okal#1	W2_PROVISIONAL_WORKING	50	4	3	HOT|MATERIAL|PREPARATION|BEGIN_STAGE	HOT|MATERIAL|PREPARATION|BEGIN_STAGE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0098	okalor	okaly	2	0	2	okaly#GLOBAL	W3_SOLID_WORKING_THEORY	76	16	12	HOT|MATERIAL|PREPARATION|PROCESS	HOT|MATERIAL|PREPARATION|PROCESS	Rohstoff-I-Ansatz leicht erhitzen und abschließen	Rohstoff-I-Ansatz leicht erhitzen und abschließen	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0099	okalor	okar	2	0	2	okar#1	W2_PROVISIONAL_WORKING	42	2	2	HOT|PART|PREPARATION	HOT|PART|PREPARATION	Anteil I des heißen Ansatzes	Anteil I des heißen Ansatzes	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0100	okalor	okarol	2	0	2	okarol#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|PART|MATERIAL|PREPARATION	HOT|PART|MATERIAL|PREPARATION	Ansatzstoff aus heißer Drogenfraktion I	Ansatzstoff aus heißer Drogenfraktion I	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0101	okalor	okchor	2	0	2	okchor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	13	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	eine Portion heiß-trockene Droge im Ansatz	eine Portion heiß-trockene Droge im Ansatz	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0102	okalor	okeor	2	0	2	okeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	12	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0103	okalor	okor	2	0	2	okor#GLOBAL	W3_SOLID_WORKING_THEORY	66	24	20	HOT|AMOUNT|MATERIAL|PREPARATION	HOT|AMOUNT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	heiße Drogenportion im Ansatz	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0104	okes	oees	1	1	1	oees#GLOBAL	W2_PROVISIONAL_WORKING	55	9	7	PREPARATION|END_STAGE	PREPARATION|END_STAGE	Ansatzcharge auf Endstufe	Ansatzcharge auf Endstufe	HOT|PREPARATION	AMOUNT|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0105	okes	okees	1	1	1	okees#1	W2_PROVISIONAL_WORKING	47	1	1	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	heiße Zubereitung, Endstufe	heiße Zubereitung, Endstufe	HOT|PREPARATION	AMOUNT|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0106	okes	okey	1	1	1	okey#GLOBAL	W3_SOLID_WORKING_THEORY	71	40	24	HOT|PREPARATION|MIDDLE_STAGE	HOT|PREPARATION|MIDDLE_STAGE	heißer Ansatz in der Mitte des Grades	heißer Ansatz in der Mitte des Grades	HOT|PREPARATION	AMOUNT|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0107	okes	okos	1	1	1	okos#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|AMOUNT|PREPARATION	HOT|AMOUNT|PREPARATION	eine Charge Heißansatz	eine Charge Heißansatz	HOT|PREPARATION	AMOUNT|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
