page	locus	section	language	hand	token_count	zl3b_line	v63_main_translation_de	v64_practical_translation_de	v64_changed_token_positions	v64_changed_ordinals	v64_compact_apparatus_de	v64_status	v65_compositional_translation_de	v65_changed_token_positions	v65_changed_ordinals	v65_compact_apparatus_de	v65_status
f77r	f77r.38	B	B	2	9	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Pulverstoff; mittlere Feuchtstufe erreicht; nimm die Endportion hinzu; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holz, kalt auf Stufe III; mittlere Feuchtstufe erreicht; Drogenstoff zugeben.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f77v	f77v.7	B	B	2	11	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Bis zur Mittelstufe eingeweichte Drogenbasis, abgeschlossen; vollständig eingeweichten Drogenstoff zugeben und abschließen; hiervon nehmen; getrocknete Wurzel; hiervon bis zur Endstufe trocknen; heißer Ansatz, Mittelstufe erreicht; vollständig eingeweichtes Holz, Form I; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; mittlere Trockenstufe erreicht; leicht erhitzten Drogenstoff hinzugeben.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f7r	f7r.2	H	A	1	9	dcheey keo r shor dold dchey kchey otchy cheody	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; getrockneter Ansatz.	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.	2	8|9	#8 otchy: kalt-trockener Ansatz am Anfang des Grades → kalt-trockene Zubereitung am Anfang des Grades [P018] || #9 cheody: getrockneter Ansatz → getrocknete Masse [P011]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüte; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockene Zubereitung am Anfang des Grades; getrocknete Masse.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f80r	f80r.17	B	B	2	13	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; erste erhitzte Holzfraktion im Ansatz; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; erster heißer Holzauszug; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	1	9	#9 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Samenansatz, leicht erhitzt; feuchtes Arzneikompositum am Gradanfang; bis zur Mittelstufe einweichen, erhitzen und abschließen; eingeweichter Drogenstoff, bis Mittelstufe erhitzt; heiße Drogenfraktion I; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis Mittelstufe trocknen, dann auf Kühlstufe II bringen; Grundansatz; Fraktion I des heißen Holzansatzes; heißer Ansatz, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoffklasse I, heiß am Gradanfang; eine Teilmenge abmessen.	1	9	#9 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f80v	f80v.27	B	B	2	10	pshol kain olkar shey qokain dal oltaiin okain shal qoty	Eingeweichtes Pulver; heiß, Grad II; erste erhitzte Holzfraktion im Ansatz; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	Eingeweichtes Pulver; heiß, Grad II; erster heißer Holzauszug; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	1	3	#3 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eingeweichtes Pulver; heiß, Grad II; Fraktion I des heißen Holzansatzes; feucht in der Mitte des Grades; heiß, Grad II; abgemessene Rohstoffmenge I; Holzansatz, kalt auf Stufe III; heißer Ansatz, Grad II; Rohstoffklasse I, feucht am Gradanfang; kalt am Anfang des Grades.	1	3	#3 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f80v	f80v.35	B	B	2	12	tol oltain olkar y qol qol kain okiin ol kain shey ldy	Kalt; Holzansatz, kalt auf Stufe II; erste erhitzte Holzfraktion im Ansatz; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzter Ansatz, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	Kalt; Holzansatz, kalt auf Stufe II; erster heißer Holzauszug; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	2	3|8	#3 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041] || #8 okiin: erhitzter Ansatz, Form III → erhitzte Zubereitung, Form III [P024]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Kalt; Holzansatz, kalt auf Stufe II; Fraktion I des heißen Holzansatzes; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzte Zubereitung, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitetes Holz.	1	3	#3 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f83v	f83v.12	B	B	2	11	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweiter Mazerationsansatz; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; erste erhitzte Holzfraktion im Ansatz; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; erster heißer Holzauszug; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	2	3|8	#3 qoeeo: zweiter Mazerationsansatz → zweites Mazerat [P005] || #8 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweites Mazerat; erste Holzfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; heiß am Ende des Grades; Fraktion I des heißen Holzansatzes; feucht am Ende des Grades; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	1	8	#8 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f85r2	f85r2.5	C	B	2	3	ockhdar olkar shoral	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Holzfraktion im Ansatz; Blütenrohdroge I.	Erste abgemessene Fraktion der Arzneizubereitung; erster heißer Holzauszug; Blütenrohdroge I.	2	1|2	#1 ockhdar: erste abgemessene Fraktion des Arzneikompositum-Ansatzes → erste abgemessene Fraktion der Arzneizubereitung [P036] || #2 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Erste abgemessene Fraktion der Arzneizubereitung; Fraktion I des heißen Holzansatzes; Blütenrohdroge I.	1	2	#2 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v3	f86v3.13	C	B	2	11	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	Vollständig eingeweichter Ansatz; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; erste erhitzte Holzfraktion im Ansatz; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen des ersten heißen Drogenauszugs; erster heißer Holzauszug; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	3	1|5|6	#1 osheey: vollständig eingeweichter Ansatz → vollständig eingeweichtes Mazerat [P006] || #5 qodaiin: drei Portionen der ersten erhitzten Drogenfraktion im Ansatz → drei Portionen des ersten heißen Drogenauszugs [P048] || #6 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Vollständig eingeweichtes Mazerat; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der Fraktion I des heißen Holzansatzes; abgemessene Trockendroge, Dosis III; Hierzu: mittlere Trockenstufe erreicht; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	2	5|6	#5 qodaiin: drei Portionen des ersten heißen Drogenauszugs → drei Portionen der folgenden Fraktion [C001] || #6 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011] || #5–6 qodaiin|olkar: als gebundene Spanne → drei Portionen der Fraktion I des heißen Holzansatzes [B001]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v3	f86v3.18	C	B	2	7	pchedaiin dchedy qokchdy qopchol shol sheody solkam	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	1	6	#6 sheody: feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen → feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen [P008]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; heiß-trockene Anfangsstufe erreicht; nimm getrockneten Pulverstoff; feucht; feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen; ein Maß erhitzter Samenzubereitung.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v3	f86v3.19	C	B	2	10	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalter Ansatz, Grad II; Holzansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; heiß-trockene Anfangsstufe erreicht; trocken; kalt-trockene Anfangsstufe erreicht; abgemessene Fraktion I; drei fertig abgeteilte Teile.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v5	f86v5.2	T	B	2	12	losair yteody qokar shy qokar shor qopchol tal ol ytol otam otam	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	0	NONE	NONE	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Zweite Fraktion des Holzpostens; fertige kalte Zubereitung; heiße Drogenfraktion I; feucht am Anfang des Grades; heiße Drogenfraktion I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	0	NONE	NONE	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v5	f86v5.24	T	B	2	9	oar aiin ykain okal kchody chckhy otaiin olkar otaiin	Drogenfraktion I im Ansatz; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im Ansatz, heiß am Gradanfang; fertiger heiß-trockener Ansatz; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; erste erhitzte Holzfraktion im Ansatz; kalter Ansatz, Grad III.	Erster Drogenauszug; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; erster heißer Holzauszug; kalter Ansatz, Grad III.	4	1|4|5|8	#1 oar: Drogenfraktion I im Ansatz → erster Drogenauszug [P049] || #4 okal: Rohstoffklasse I im Ansatz, heiß am Gradanfang → Rohstoffklasse I im heißen Ansatz, Gradanfang [P043] || #5 kchody: fertiger heiß-trockener Ansatz → fertige heiß-trockene Zubereitung [P014] || #8 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Fraktion I des Ansatzes; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; Fraktion I des heißen Holzansatzes; kalter Ansatz, Grad III.	2	1|8	#1 oar: erster Drogenauszug → Fraktion I des Ansatzes [F003] || #8 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v5	f86v5.4	T	B	2	11	ypchesy oky sheeey qoty qotaiin sail chepy ltedy dar olkar am	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessene Fraktion I; erste erhitzte Holzfraktion im Ansatz; Maßeinheit I.	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessene Fraktion I; erster heißer Holzauszug; Maßeinheit I.	1	10	#10 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessene Fraktion I; Fraktion I des heißen Holzansatzes; Maßeinheit I.	1	10	#10 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v6	f86v6.25	T	B	2	10	yteedy qokar olkar qodar ykaiin or okeeeey ofchedy qokaiin araram	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; erste erhitzte Holzfraktion im Ansatz; die erste Ansatzfraktion abmessen; erhitze hiervon auf Stufe III; Drogenportion; Ansatz vollständig bis zur letzten Heizstufe geführt; fertig getrockneter Blütenansatz; heiß, Grad III; ein Maß der ersten Drogenfraktion.	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; erster heißer Holzauszug; die erste Ansatzfraktion abmessen; erhitze hiervon auf Stufe III; Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; ein Maß der ersten Drogenfraktion.	3	3|7|8	#3 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041] || #7 okeeeey: Ansatz vollständig bis zur letzten Heizstufe geführt → Zubereitung vollständig bis zur letzten Heizstufe geführt [P023] || #8 ofchedy: fertig getrockneter Blütenansatz → fertig getrocknete Blütenmasse [P039]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Hiervon bis zur Endstufe abkühlen; heiße Drogenfraktion I; Fraktion I des heißen Holzansatzes; Fraktion I abmessen; erhitze hiervon auf Stufe III; Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; ein Maß der ersten Drogenfraktion.	2	3|4	#3 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011] || #4 qodar: die erste Ansatzfraktion abmessen → Fraktion I abmessen [F015]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v6	f86v6.31	T	B	2	11	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; erste erhitzte Holzfraktion im Ansatz; fertige heiß-trockene Drogenportion; heiße Drogenfraktion I im Ansatz; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Ansatz als Portion.	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; erster heißer Holzauszug; fertige heiß-trockene Drogenportion; erster heißer Drogenauszug; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Drogenmaterial als Portion.	3	4|6|11	#4 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041] || #6 okar: heiße Drogenfraktion I im Ansatz → erster heißer Drogenauszug [P045] || #11 orom: eine Handvoll Ansatz als Portion → eine Handvoll Drogenmaterial als Portion [P033]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Abgemessene Fraktion II; Trockenpulver in Grundform; heiß, Grad III; Fraktion I des heißen Holzansatzes; fertige heiß-trockene Drogenportion; Fraktion I des heißen Ansatzes; Rohstoffklasse I; abgemessene Fraktion I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Drogenmaterial als Portion.	2	4|6	#4 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011] || #6 okar: erster heißer Drogenauszug → Fraktion I des heißen Ansatzes [F006]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
f86v6	f86v6.4	T	B	2	13	dshor shdy shor ol aiin olkeedy shdal oteor chdar l karchees olkar dalam	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; erste erhitzte Holzfraktion im Ansatz; ein Maß Rohdroge I.	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; erster heißer Holzauszug; ein Maß Rohdroge I.	1	12	#12 olkar: erste erhitzte Holzfraktion im Ansatz → erster heißer Holzauszug [P041]	EXPLICIT_CONTEXT_RELATIONS__PRACTICAL_HEADS_EXACT_ORDINAL	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessene Trockenfraktion I, Anfangsstufe; Holz, gebundene Anschlussform; vollständig getrocknete Kräutercharge der ersten heißen Fraktion; Fraktion I des heißen Holzansatzes; ein Maß Rohdroge I.	1	12	#12 olkar: erster heißer Holzauszug → Fraktion I des heißen Holzansatzes [F011]	COMPLETE_FRACTION_SISTER_COMPOSITION__BOUND_SPANS__AUSZUG_ONLY_EXPLICIT_WORKFLOW
