occurrence_ordinal	surface	event_id	statement_id	card_ordinal_in_statement	physical_page	register	final_recipe	explicit_action_roots	incoming_action_root	incoming_action_source_event_id	incoming_action_distance_cards	explicit_argument_roots	incoming_argument_root	incoming_argument_source_event_id	incoming_argument_distance_cards	known_occurrence_requirement	known_clause_needs_active_action	known_clause_needs_active_argument	future_action_contract	future_argument_contract	resolved_action_root	resolved_argument_root	neutral_surface_phrase_de	known_contextual_clause_de	exact_recipe_roundtrip	guard
41	da	G515-E0174	G515-S010	14	f31r	HERBAL	DA	NONE	S	G515-E0172	2	NONE	AIIN	G515-E0173	1	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	AIIN	Auf der zweiten Stufe.	Im laufenden Satz wähle den Arbeitswert [wie zuvor]; auf der zweiten Stufe.	DA	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
42	keeol	G515-E0182	G515-S010	22	f31r	HERBAL	K+EE+OL	K	NONE	NONE	NONE	NONE	Y	G515-E0181	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Geben; auf Grad II; fortsetzen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	K+EE+OL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
43	sheeody	G515-E0186	G515-S010	26	f31r	HERBAL	SH+EE+O+D_ADDR+Y	SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den Pflanzenposten; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SH+EE+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
44	tshokeody	G515-E0188	G515-S011	1	f31r	HERBAL	T+SH+OK+E+O+D_ADDR+Y	T|SH|OK	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	OK	Y	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	T+SH+OK+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
45	chepos	G515-E0191	G515-S013	1	f31r	HERBAL	CH+E+P+O+S	CH|P|S	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	NONE	Nehmen, einsetzen und wählen; auf Grad I; zur Ausführung.	Nimm, setze ein und wähle; auf Grad I und zur Ausführung.	CH+E+P+O+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
46	cheda	G515-E0192	G515-S013	2	f31r	HERBAL	CHD+A_ADDR	CHD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	NONE	Bearbeiten; hier.	Bearbeite; an der bezeichneten Stelle.	CHD+A_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
47	ykeedar	G515-E0196	G515-S013	6	f31r	HERBAL	Y+K+EE+D_ADDR+AR	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	Y+K+EE+D_ADDR+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
48	cheod	G515-E0207	G515-S017	2	f31r	HERBAL	CH+E+O+D_ADDR	CH	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	NONE	Nehmen; auf Grad I; zur Ausführung; hier.	Nimm; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	CH+E+O+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
49	shso	G515-E0216	G515-S018	2	f31r	HERBAL	SH+S+O	SH|S	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	NONE	Halten und wählen; zur Ausführung.	Halte und wähle; zur Ausführung.	SH+S+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
50	shedshey	G515-E0222	G515-S022	2	f31r	HERBAL	SH+E+D_ADDR+SH+E+Y	SH|SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten zweimal halten; auf Grad I; hier; erneut auf Grad I.	Halte den Pflanzenposten und halte den Pflanzenposten; auf Grad I [außen] und auf Grad I [innen]; an der bezeichneten Stelle.	SH+E+D_ADDR+SH+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
51	yches	G515-E0233	G515-S022	13	f31r	HERBAL	Y+CH+E+S	CH|S	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	S	Y	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	Y+CH+E+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
52	olsheor	G515-E0238	G515-S023	4	f31r	HERBAL	OL+SH+E+OR	SH	NONE	NONE	NONE	OR	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	OR	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	OL+SH+E+OR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
53	qoekedy	G515-E0239	G515-S023	5	f31r	HERBAL	CARRIER_Q+O+E+K+E+DY	K	NONE	NONE	NONE	NONE	OR	G515-E0238	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	OR	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	CARRIER_Q+O+E+K+E+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
54	saiis	G515-E0243	G515-S026	2	f31r	HERBAL	S+A_ADDR+IIN+S	S|S	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	NONE	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	S+A_ADDR+IIN+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
55	yshedair	G515-E0248	G515-S027	1	f31r	HERBAL	Y+SH+E+D_ADDR+AIR	SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	Y+SH+E+D_ADDR+AIR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
56	okedam	G515-E0251	G515-S027	4	f31r	HERBAL	OK+E+D_ADDR+AM_ADDR	OK	NONE	NONE	NONE	NONE	Y	G515-E0250	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	OK	Y	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	OK+E+D_ADDR+AM_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
57	aiicthy	G515-E0253	G515-S027	6	f31r	HERBAL	AIIN+CH+T+Y	CH|T	NONE	NONE	NONE	AIIN|Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Den Wert und den Posten nehmen und einstellen.	Nimm den Arbeitswert und den Pflanzenposten und stelle den Arbeitswert und den Pflanzenposten ein.	AIIN+CH+T+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
58	pdaiin	G515-E0300	G515-S028	1	f66r	SOURCE_SECTION_T	P+AIIN	P	NONE	NONE	NONE	AIIN	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	P	AIIN	Den Wert einsetzen.	Setze den Kennwert ein.	P+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
59	chap	G515-E0303	G515-S030	1	f66r	SOURCE_SECTION_T	CH+A_ADDR+P	CH|P	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	P	NONE	Nehmen und einsetzen; hier.	Entnimm und setze ein; an der bezeichneten Stelle.	CH+A_ADDR+P	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
60	chefchy	G515-E0304	G515-S030	2	f66r	SOURCE_SECTION_T	CH+E+LOCAL_CHAR_F+CH+Y	CH|CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Den Posten zweimal nehmen; auf Grad I; hier.	Entnimm den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I; an der bezeichneten Stelle.	CH+E+LOCAL_CHAR_F+CH+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
61	shddy	G515-E0305	G515-S030	3	f66r	SOURCE_SECTION_T	SH+D_ADDR+DY	SH	NONE	NONE	NONE	NONE	Y	G515-E0304	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	Y	Halten; hier; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	SH+D_ADDR+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
62	ypches	G515-E0306	G515-S031	1	f66r	SOURCE_SECTION_T	Y+P+CH+E+S	P|CH|S	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	S	Y	Den Posten einsetzen, nehmen und wählen; auf Grad I.	Setze den laufenden Eintrag ein, entnimm den laufenden Eintrag und wähle den laufenden Eintrag; auf Grad I.	Y+P+CH+E+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
63	cholpchd	G515-E0307	G515-S031	2	f66r	SOURCE_SECTION_T	OL+P+CHD	P|CHD	NONE	NONE	NONE	NONE	Y	G515-E0306	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	Y	Fortsetzen; einsetzen und bearbeiten.	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	OL+P+CHD	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
64	okedals	G515-E0308	G515-S031	3	f66r	SOURCE_SECTION_T	OK+AL+S	OK|S	NONE	NONE	NONE	NONE	Y	G515-E0306	2	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	Y	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	OK+AL+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
65	shekey	G515-E0310	G515-S031	5	f66r	SOURCE_SECTION_T	SH+E+K+E+Y	SH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten halten und geben; auf Grad I; erneut auf Grad I.	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I [außen] und auf Grad I [innen].	SH+E+K+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
66	qokeedar	G515-E0311	G515-S031	6	f66r	SOURCE_SECTION_T	OK+EE+D_ADDR+AR	OK	NONE	NONE	NONE	NONE	Y	G515-E0310	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	OK	Y	Setzen; auf Grad II; hier; vom Ausgang.	Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	OK+EE+D_ADDR+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
67	qokshd	G515-E0317	G515-S034	1	f66r	SOURCE_SECTION_T	OK+SH+D_ADDR	OK|SH	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	NONE	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	OK+SH+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
68	ykshedy	G515-E0318	G515-S034	2	f66r	SOURCE_SECTION_T	Y+K+SH+E+DY	K|SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten geben und halten; auf Grad I; abschließen.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	Y+K+SH+E+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
69	chady	G515-E0319	G515-S035	1	f66r	SOURCE_SECTION_T	CH+A_ADDR+DY	CH	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	NONE	Nehmen; hier; abschließen.	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	CH+A_ADDR+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
70	cthdy	G515-E0320	G515-S036	1	f66r	SOURCE_SECTION_T	CH+T+D_ADDR+Y	CH|T	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Den Posten nehmen und einstellen; hier.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; an der bezeichneten Stelle.	CH+T+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
71	qokees	G515-E0321	G515-S036	2	f66r	SOURCE_SECTION_T	OK+EE+S	OK|S	NONE	NONE	NONE	NONE	Y	G515-E0320	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	S	Y	Setzen und wählen; auf Grad II.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II.	OK+EE+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
72	cheeo	G515-E0322	G515-S036	3	f66r	SOURCE_SECTION_T	CH+EE+O	CH	NONE	NONE	NONE	NONE	Y	G515-E0320	2	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	Y	Nehmen; auf Grad II; zur Ausführung.	Entnimm den laufenden Eintrag [wie zuvor]; auf Grad II und zur Ausführung.	CH+EE+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
73	chekeey	G515-E0325	G515-S036	6	f66r	SOURCE_SECTION_T	CH+K+EE+Y	CH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten nehmen und geben; auf Grad II.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	CH+K+EE+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
74	qotedal	G515-E0332	G515-S037	3	f66r	SOURCE_SECTION_T	OT+E+AL	NONE	CHD	G515-E0331	1	NONE	Y	G515-E0331	1	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	Y	Danach; auf Grad I; am Zielort.	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	OT+E+AL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
75	chcpheor	G515-E0333	G515-S037	4	f66r	SOURCE_SECTION_T	CH+CH+P+E+OR	CH|CH|P	NONE	NONE	NONE	OR	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	P	OR	Die Einheit nehmen, erneut nehmen und einsetzen; auf Grad I.	Entnimm die Eintragseinheit, entnimm die Eintragseinheit und setze die Eintragseinheit ein; auf Grad I.	CH+CH+P+E+OR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
76	kodary	G515-E0346	G515-S039	1	f66r	SOURCE_SECTION_T	K+O+D_ADDR+AR+Y	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten geben; zur Ausführung; hier; vom Ausgang.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	K+O+D_ADDR+AR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
77	choekeey	G515-E0348	G515-S040	1	f66r	SOURCE_SECTION_T	CH+O+E+K+EE+Y	CH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten nehmen und geben; zur Ausführung; auf Grad I; auf Grad II.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II.	CH+O+E+K+EE+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
78	chekeody	G515-E0350	G515-S040	3	f66r	SOURCE_SECTION_T	CH+K+E+O+DY	CH|K	NONE	NONE	NONE	NONE	Y	G515-E0349	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	CH+K+E+O+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
79	dyky	G515-E0352	G515-S041	2	f66r	SOURCE_SECTION_T	D_ADDR+Y+K+Y	K	NONE	NONE	NONE	Y|Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Hier; beide Posten geben.	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle.	D_ADDR+Y+K+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
