surface_ordinal	surface	final_recipe	event_count	physical_pages	event_ids	observed_requirement_modes	observed_mode_count	self_contained_occurrence_count	active_action_occurrence_count	active_argument_occurrence_count	both_active_occurrence_count	surface_evidence_class	visible_action_roots	visible_argument_roots	observed_incoming_action_roots	observed_incoming_argument_roots	max_action_source_distance_cards	max_argument_source_distance_cards	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	new_page_intake_de	neutral_surface_phrase_de	known_contextual_readings_de	guard
36	dairody	D_ADDR+AIR+O+DY	1	f66r	G515-E0425	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	SH	Y	1	2	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Hier; entlang der Bahn; zur Ausführung; abschließen.	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
37	dairykodas	D_ADDR+AIR+Y+K+O+DA+S	1	f66r	G515-E0364	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|S	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
38	dalalshedy	AL+AL+SH+E+DY	1	f66r	G515-E0379	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
39	dalcheeeky	AL+CH+K+EEE+Y	1	f66r	G515-E0423	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Am Zielort; den Posten nehmen und geben; auf Grad III.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
40	dalky	AL+K+Y	1	f66r	G515-E0367	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Am Zielort; den Posten geben.	Ordne den laufenden Eintrag zu; zur Zielspalte.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
41	dalol	AL+OL	1	f66r	G515-E0569	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	K	Y	1	2	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Am Zielort; fortsetzen.	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; zur Zielspalte; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
42	dard	D_ADDR+AR+D_ADDR	1	f66r	G515-E0385	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	R	Y	2	1	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
43	dcheey	D_ADDR+CH+EE+Y	1	f31r	G515-E0158	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; den Posten nehmen; auf Grad II.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
44	dcheol	D_ADDR+CH+E+O+L	1	f66r	G515-E0518	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	CH	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
45	dkar	D_ADDR+K+AR	1	f66r	G515-E0587	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	Y	NONE	3	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
46	doiiin	D_ADDR+O+IIN	1	f20v	G515-E0108	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	P	Y	2	1	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Hier; zur Ausführung; auf der bezeichneten Stufe.	Im laufenden Satz setze den Pflanzenposten [wie zuvor] ein; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
47	dolarshy	D_ADDR+OL+AR+SH+Y	1	f66r	G515-E0470	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
48	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	1	f66r	G515-E0366	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH|R	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
49	dyky	D_ADDR+Y+K+Y	1	f66r	G515-E0352	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y|Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; beide Posten geben.	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
50	dytcheey	D_ADDR+Y+T+CH+EE+Y	1	f4r	G515-E0038	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T|CH	Y|Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; beide Posten einstellen und nehmen; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
51	faiis	LOCAL_CHAR_F+IIN+S	1	f20v	G515-E0065	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	S	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Hier; auf der bezeichneten Stufe; wählen.	Wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
52	fchdar	LOCAL_CHAR_F+CHD+AR	1	f66r	G515-E0440	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	CHD	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
53	fchedyr	LOCAL_CHAR_F+CHD+Y+R	1	f66r	G515-E0418	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CHD|R	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
54	folchol	LOCAL_CHAR_F+OL+OL	1	f20v	G515-E0100	REQUIRES_ACTIVE_ACTION	1	0	1	0	0	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	SH	NONE	1	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Hier; zweimal fortsetzen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
55	fshodchy	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	f20v	G515-E0104	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Hier; den Posten halten und nehmen; zur Ausführung; hier.	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
56	kardy	K+AR+DY	1	f66r	G515-E0394	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	Y	NONE	3	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
57	kcheeky	K+CH+EE+K+Y	1	f66r	G515-E0476	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|CH|K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
58	kcheody	K+CH+E+O+D_ADDR+Y	1	f66r	G515-E0437	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
59	kchody	K+CH+O+D_ADDR+Y	1	f66r	G515-E0360	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
60	kechody	K+E+CH+O+D_ADDR+Y	1	f66r	G515-E0501	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
61	keedey	K+EE+D_ADDR+E+Y	1	f31r	G515-E0151	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben; auf Grad II; hier; auf Grad I.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
62	keeol	K+EE+OL	1	f31r	G515-E0182	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Geben; auf Grad II; fortsetzen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad II; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
63	keody	K+E+O+D_ADDR+Y	3	f20v|f66r	G515-E0133|G515-E0482|G515-E0484	SELF_CONTAINED	1	3	0	0	0	REPEATED_CONSISTENT_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben; auf Grad I; zur Ausführung; hier.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
64	kodalchy	K+O+D_ADDR+AL+CH+Y	1	f4r	G515-E0001	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben und nehmen; zur Ausführung; hier; am Zielort.	Gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Zielstelle; zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
65	kodary	K+O+D_ADDR+AR+Y	1	f66r	G515-E0346	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten geben; zur Ausführung; hier; vom Ausgang.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
66	kody	K+O+DY	1	f66r	G515-E0576	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Geben; zur Ausführung; abschließen.	Ordne zu; zur Ausführung; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
67	ld	L+D_ADDR	1	f66r	G515-E0507	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	T	Y	2	2	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Über die Verbindung; hier.	Im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; über die Eintragsverbindung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
68	lkeol	L+K+E+OL	1	f66r	G515-E0585	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Über die Verbindung; geben; auf Grad I; fortsetzen.	Ordne den laufenden Eintrag [wie zuvor] zu; über die Eintragsverbindung; auf Grad I; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
69	lodaiin	L+O+D_ADDR+AIIN	1	f66r	G515-E0570	REQUIRES_ACTIVE_ACTION	1	0	1	0	0	SINGLETON_ONE_OBSERVED_MODE	NONE	AIIN	K	NONE	2	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Laufende Satzhandlung einsetzen; sichtbares Argument lesen; ohne laufende Handlung nur als Fragment ausgeben.	Über die Verbindung; zur Ausführung; hier; Wert.	Im laufenden Satz ordne den Kennwert zu; über die Eintragsverbindung; zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
