instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I0191	P915-C013	f55v	HERBAL	21	PREPARE	P912-E0296	P912-E0296	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0192	P915-C013	f55v	HERBAL	22	PREPARE	P912-E0297	P912-E0301	5	OK	Nach Sollmaß diesen Posten und den Ansatz ansetzen.
P917-I0193	P915-C013	f55v	HERBAL	23	PREPARE	P912-E0302	P912-E0302	1	K	Als eine Portion diesen Posten zugeben.
P917-I0194	P915-C013	f55v	HERBAL	24	PREPARE	P912-E0303	P912-E0303	1	K	Danach von der lokalen Stelle diesen Posten zugeben.
P917-I0195	P915-C013	f55v	HERBAL	25	EXECUTE	P912-E0304	P912-E0304	1	O	Nach Sollmaß ausführen.
P917-I0196	P915-C013	f55v	HERBAL	26	SELECT	P912-E0305	P912-E0306	2	S	Weiter wählen.
P917-I0197	P915-C013	f55v	HERBAL	27	PREPARE	P912-E0307	P912-E0308	2	OK	Nach Sollmaß ansetzen.
P917-I0198	P915-C013	f55v	HERBAL	28	PREPARE	P912-E0309	P912-E0309	1	OK	Diesen Posten ansetzen.
P917-I0199	P915-C013	f55v	HERBAL	29	EXECUTE	P912-E0310	P912-E0310	1	T	Nach Sollmaß diesen Posten einstellen.
P917-I0200	P915-C013	f55v	HERBAL	30	PREPARE	P912-E0311	P912-E0313	3	K	Danach von der Entnahmestelle diesen Posten zugeben zur Ziel- oder Anschlussstelle.
P917-I0201	P915-C013	f55v	HERBAL	31	PREPARE	P912-E0314	P912-E0314	1	K	Von der Entnahmestelle diesen Posten zugeben.
P917-I0202	P915-C013	f55v	HERBAL	32	PREPARE	P912-E0315	P912-E0316	2	K	Weiter nach Sollmaß diesen Posten zugeben.
P917-I0203	P915-C013	f55v	HERBAL	33	SELECT	P912-E0317	P912-E0317	1	CH>O	Von der Entnahmestelle kurz entnehmen und ausführen.
P917-I0204	P915-C013	f55v	HERBAL	34	CONDITION	P912-E0318	P912-E0318	1	CHK	Diesen Posten länger behandeln.
P917-I0205	P915-C013	f55v	HERBAL	35	CONTEXT	P912-E0319	P912-E0319	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0206	P915-C014	f55v	HERBAL	1	PREPARE	P912-E0320	P912-E0321	2	OK	Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle.
P917-I0207	P915-C014	f55v	HERBAL	2	EXECUTE	P912-E0322	P912-E0322	1	T	Weiter diesen Posten einstellen.
P917-I0208	P915-C014	f55v	HERBAL	3	CONDITION	P912-E0323	P912-E0328	6	CHK	Von der Entnahmestelle als eine Portion nach Sollmaß den Ansatz und diesen Posten kurz behandeln.
P917-I0209	P915-C014	f55v	HERBAL	4	PREPARE	P912-E0329	P912-E0329	1	K>CH	Weiter diesen Posten länger zugeben und entnehmen.
P917-I0210	P915-C014	f55v	HERBAL	5	SELECT	P912-E0330	P912-E0330	1	S	Wählen in den nächsten Lauf.
P917-I0211	P915-C014	f55v	HERBAL	6	CONTEXT	P912-E0331	P912-E0334	4	NONE	Danach von der Entnahmestelle nach Sollmaß zur Innenstelle weiterarbeiten.
P917-I0212	P915-C015	f56r	HERBAL	1	EXECUTE	P912-E0335	P912-E0335	1	O	Ausführen.
P917-I0213	P915-C015	f56r	HERBAL	2	SELECT	P912-E0336	P912-E0336	1	CH	Entnehmen zur Ziel- oder Anschlussstelle.
P917-I0214	P915-C015	f56r	HERBAL	3	SELECT	P912-E0337	P912-E0337	1	CH>CH>S	Entnehmen und wählen.
P917-I0215	P915-C015	f56r	HERBAL	4	SELECT	P912-E0338	P912-E0340	3	S	Danach diesen Posten kurz wählen; fertig.
P917-I0216	P915-C016	f56r	HERBAL	1	SELECT	P912-E0341	P912-E0342	2	CH>O>CPH	Diesen Posten entnehmen, ausführen und umleiten.
P917-I0217	P915-C016	f56r	HERBAL	2	SELECT	P912-E0343	P912-E0343	1	CH>CH	Den Ansatz und diesen Posten entnehmen.
P917-I0218	P915-C016	f56r	HERBAL	3	PREPARE	P912-E0344	P912-E0345	2	OK>CH	Diesen Posten kurz ansetzen und entnehmen.
P917-I0219	P915-C016	f56r	HERBAL	4	PREPARE	P912-E0346	P912-E0348	3	K>CH	Weiter diesen Posten und den Ansatz zugeben und entnehmen.
P917-I0220	P915-C016	f56r	HERBAL	5	SELECT	P912-E0349	P912-E0349	1	CH>K	Diesen Posten kurz entnehmen und zugeben.
P917-I0221	P915-C016	f56r	HERBAL	6	SELECT	P912-E0350	P912-E0350	1	CH	Danach diesen Posten entnehmen.
P917-I0222	P915-C016	f56r	HERBAL	7	CONDITION	P912-E0351	P912-E0351	1	SH>OK	Nach Sollmaß halten und ansetzen.
P917-I0223	P915-C016	f56r	HERBAL	8	PREPARE	P912-E0352	P912-E0353	2	OK	Weiter diesen Posten ansetzen.
P917-I0224	P915-C016	f56r	HERBAL	9	PREPARE	P912-E0354	P912-E0355	2	K	Diesen Posten länger zugeben.
P917-I0225	P915-C016	f56r	HERBAL	10	PREPARE	P912-E0356	P912-E0356	1	OK	Diesen Posten länger ansetzen.
P917-I0226	P915-C016	f56r	HERBAL	11	PREPARE	P912-E0357	P912-E0357	1	OK	Diesen Posten länger ansetzen.
P917-I0227	P915-C016	f56r	HERBAL	12	PREPARE	P912-E0358	P912-E0358	1	OK>S	Diesen Posten ansetzen und wählen.
P917-I0228	P915-C016	f56r	HERBAL	13	SELECT	P912-E0359	P912-E0360	2	CH	Danach den Ansatz entnehmen.
P917-I0229	P915-C016	f56r	HERBAL	14	SELECT	P912-E0361	P912-E0361	1	CH	Den Ansatz entnehmen.
P917-I0230	P915-C016	f56r	HERBAL	15	PREPARE	P912-E0362	P912-E0362	1	OK	Den Ansatz ansetzen.
P917-I0231	P915-C016	f56r	HERBAL	16	CONDITION	P912-E0363	P912-E0363	1	CHK	Den Ansatz behandeln.
P917-I0232	P915-C016	f56r	HERBAL	17	PREPARE	P912-E0364	P912-E0365	2	OK	Von der Entnahmestelle diesen Posten ansetzen.
P917-I0233	P915-C016	f56r	HERBAL	18	TRANSFER	P912-E0366	P912-E0366	1	CHD	Diesen Posten umsetzen.
P917-I0234	P915-C016	f56r	HERBAL	19	SELECT	P912-E0367	P912-E0367	1	CH	Den Teil und den Ansatz entnehmen.
P917-I0235	P915-C016	f56r	HERBAL	20	PREPARE	P912-E0368	P912-E0371	4	K>CH>O	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
P917-I0236	P915-C016	f56r	HERBAL	21	SELECT	P912-E0372	P912-E0373	2	CH	Diesen Posten kurz entnehmen.
P917-I0237	P915-C016	f56r	HERBAL	22	PREPARE	P912-E0374	P912-E0374	1	K	Diesen Posten länger zugeben.
P917-I0238	P915-C016	f56r	HERBAL	23	CONDITION	P912-E0375	P912-E0377	3	SH>O	Nach Sollmaß diesen Posten halten und ausführen.
P917-I0239	P915-C016	f56r	HERBAL	24	PREPARE	P912-E0378	P912-E0378	1	K	Weiter zugeben.
P917-I0240	P915-C016	f56r	HERBAL	25	SELECT	P912-E0379	P912-E0379	1	CH	Danach den Ansatz entnehmen.
P917-I0241	P915-C016	f56r	HERBAL	26	PREPARE	P912-E0380	P912-E0380	1	OK	Diesen Posten ansetzen.
P917-I0242	P915-C016	f56r	HERBAL	27	PREPARE	P912-E0381	P912-E0384	4	OK	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P917-I0243	P915-C016	f56r	HERBAL	28	SELECT	P912-E0385	P912-E0385	1	CH>O	Länger entnehmen und ausführen durch den Durchlass; fertig.
P917-I0244	P915-C017	f56r	HERBAL	1	EXECUTE	P912-E0386	P912-E0386	1	T>OK	Diesen Posten einstellen und ansetzen.
P917-I0245	P915-C017	f56r	HERBAL	2	PREPARE	P912-E0387	P912-E0387	1	K	Weiter zugeben.
P917-I0246	P915-C017	f56r	HERBAL	3	CONDITION	P912-E0388	P912-E0388	1	SH	Weiter halten.
P917-I0247	P915-C017	f56r	HERBAL	4	SELECT	P912-E0389	P912-E0389	1	CH>CH	Danach diesen Posten kurz entnehmen.
P917-I0248	P915-C017	f56r	HERBAL	5	EXECUTE	P912-E0390	P912-E0390	1	T	Weiter einstellen.
P917-I0249	P915-C017	f56r	HERBAL	6	EXECUTE	P912-E0391	P912-E0391	1	T	Diesen Posten einstellen.
P917-I0250	P915-C017	f56r	HERBAL	7	SELECT	P912-E0392	P912-E0392	1	CH	Den Ansatz entnehmen.
P917-I0251	P915-C017	f56r	HERBAL	8	SELECT	P912-E0393	P912-E0393	1	CH	Danach diesen Posten entnehmen.
P917-I0252	P915-C017	f56r	HERBAL	9	PREPARE	P912-E0394	P912-E0394	1	OK	Ansetzen.
P917-I0253	P915-C017	f56r	HERBAL	10	EXECUTE	P912-E0395	P912-E0396	2	T	Diesen Posten einstellen.
P917-I0254	P915-C017	f56r	HERBAL	11	CONDITION	P912-E0397	P912-E0398	2	R	Diesen Posten kennzeichnen.
P917-I0255	P915-C017	f56r	HERBAL	12	PREPARE	P912-E0399	P912-E0399	1	OK	Nach Sollmaß ansetzen.
P917-I0256	P915-C017	f56r	HERBAL	13	PREPARE	P912-E0400	P912-E0401	2	K>CH	Diesen Posten länger zugeben und entnehmen.
P917-I0257	P915-C017	f56r	HERBAL	14	CONDITION	P912-E0402	P912-E0403	2	CTH	Weiter nach Sollmaß bereitstellen.
P917-I0258	P915-C017	f56r	HERBAL	15	SELECT	P912-E0404	P912-E0404	1	CH>O>S	Entnehmen, ausführen und wählen.
P917-I0259	P915-C017	f56r	HERBAL	16	PREPARE	P912-E0405	P912-E0405	1	OK	Den Ansatz ansetzen.
P917-I0260	P915-C017	f56r	HERBAL	17	CONDITION	P912-E0406	P912-E0406	1	SH	Halten.
P917-I0261	P915-C017	f56r	HERBAL	18	PREPARE	P912-E0407	P912-E0408	2	K>CH	Den Teil und diesen Posten kurz zugeben und entnehmen.
P917-I0262	P915-C017	f56r	HERBAL	19	PREPARE	P912-E0409	P912-E0409	1	OK>OK>CH	Diesen Posten ansetzen und entnehmen.
P917-I0263	P915-C017	f56r	HERBAL	20	PREPARE	P912-E0410	P912-E0410	1	OK	Diesen Posten ansetzen.
P917-I0264	P915-C017	f56r	HERBAL	21	PREPARE	P912-E0411	P912-E0411	1	OK	Den Auszug ansetzen.
P917-I0265	P915-C017	f56r	HERBAL	22	PREPARE	P912-E0412	P912-E0412	1	K>CH	Zugeben und entnehmen zur Ziel- oder Anschlussstelle.
P917-I0266	P915-C017	f56r	HERBAL	23	SELECT	P912-E0413	P912-E0413	1	S	Wählen.
P917-I0267	P915-C017	f56r	HERBAL	24	SELECT	P912-E0414	P912-E0415	2	CH	Weiter danach entnehmen.
P917-I0268	P915-C017	f56r	HERBAL	25	EXECUTE	P912-E0416	P912-E0417	2	T>CH>O	Danach diesen Posten einstellen, entnehmen und ausführen.
P917-I0269	P915-C017	f56r	HERBAL	26	EXECUTE	P912-E0418	P912-E0418	1	T	Weiter einstellen.
P917-I0270	P915-C017	f56r	HERBAL	27	CONDITION	P912-E0419	P912-E0420	2	CTH	Weiter diesen Posten bereitstellen.
P917-I0271	P915-C017	f56r	HERBAL	28	SELECT	P912-E0421	P912-E0422	2	CH>O	Danach aus diesem Teil diesen Posten entnehmen und ausführen.
P917-I0272	P915-C017	f56r	HERBAL	29	CONDITION	P912-E0423	P912-E0423	1	CTH>O	Bereitstellen und ausführen.
P917-I0273	P915-C017	f56r	HERBAL	30	CONDITION	P912-E0424	P912-E0424	1	R	Kennzeichnen.
P917-I0274	P915-C017	f56r	HERBAL	31	PREPARE	P912-E0425	P912-E0426	2	K>CH	Von der Entnahmestelle diesen Posten zugeben und entnehmen mit g-Zeichen.
P917-I0275	P915-C017	f56r	HERBAL	32	PREPARE	P912-E0427	P912-E0427	1	OK	Diesen Posten länger ansetzen.
P917-I0276	P915-C017	f56r	HERBAL	33	PREPARE	P912-E0428	P912-E0428	1	OK>CH	Diesen Posten länger ansetzen und entnehmen.
P917-I0277	P915-C017	f56r	HERBAL	34	SELECT	P912-E0429	P912-E0429	1	S>CH	Diesen Posten kurz wählen und entnehmen.
P917-I0278	P915-C017	f56r	HERBAL	35	CONDITION	P912-E0430	P912-E0433	4	SH>O	Aus diesem Teil nach Sollmaß diesen Posten halten und ausführen.
P917-I0279	P915-C017	f56r	HERBAL	36	PREPARE	P912-E0434	P912-E0434	1	OK>CH	Diesen Posten ansetzen und entnehmen.
P917-I0280	P915-C017	f56r	HERBAL	37	PREPARE	P912-E0435	P912-E0435	1	K>CH>O	Von der Entnahmestelle zugeben, entnehmen und ausführen.
P917-I0281	P915-C017	f56r	HERBAL	38	SELECT	P912-E0436	P912-E0436	1	S>O	Danach aus diesem Teil wählen und ausführen.
P917-I0282	P915-C017	f56r	HERBAL	39	PREPARE	P912-E0437	P912-E0438	2	K	Danach weiter diesen Posten kurz zugeben.
P917-I0283	P915-C017	f56r	HERBAL	40	CONTEXT	P912-E0439	P912-E0439	1	NONE	Nach Sollmaß weiterarbeiten.
P917-I0284	P915-C018	f75r	BIOLOGICAL	1	PREPARE	P912-E0440	P912-E0440	1	K>CHD>K	Von der Entnahmestelle diesen Posten zugeben, umsetzen und zugeben.
P917-I0285	P915-C018	f75r	BIOLOGICAL	2	PREPARE	P912-E0441	P912-E0441	1	OK	Diesen Posten länger ansetzen.
P917-I0286	P915-C018	f75r	BIOLOGICAL	3	PREPARE	P912-E0442	P912-E0442	1	OK	Von der Entnahmestelle ansetzen.
P917-I0287	P915-C018	f75r	BIOLOGICAL	4	PREPARE	P912-E0443	P912-E0443	1	K	Diesen Posten zugeben.
P917-I0288	P915-C018	f75r	BIOLOGICAL	5	TRANSFER	P912-E0444	P912-E0444	1	CHD	Diesen Posten umsetzen.
P917-I0289	P915-C018	f75r	BIOLOGICAL	6	CONDITION	P912-E0445	P912-E0446	2	SHED	Danach von der Entnahmestelle absetzen; fertig.
P917-I0290	P915-C019	f75r	BIOLOGICAL	1	CONDITION	P912-E0447	P912-E0448	2	SH	Als eine Portion diesen Posten kurz halten.
P917-I0291	P915-C019	f75r	BIOLOGICAL	2	SELECT	P912-E0449	P912-E0450	2	S>SH	Weiter diesen Posten kurz wählen und halten in den nächsten Lauf.
P917-I0292	P915-C019	f75r	BIOLOGICAL	3	CONTEXT	P912-E0451	P912-E0451	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0293	P915-C020	f75r	BIOLOGICAL	1	TRANSFER	P912-E0452	P912-E0452	1	CHD>K	Von der Entnahmestelle diesen Posten umsetzen und zugeben.
P917-I0294	P915-C020	f75r	BIOLOGICAL	2	CONDITION	P912-E0453	P912-E0453	1	CHK	Länger behandeln; fertig.
P917-I0295	P915-C021	f75r	BIOLOGICAL	1	CONDITION	P912-E0454	P912-E0454	1	R	Den Ansatz kennzeichnen.
P917-I0296	P915-C021	f75r	BIOLOGICAL	2	PREPARE	P912-E0455	P912-E0455	1	OK	Als eine Portion ansetzen.
P917-I0297	P915-C021	f75r	BIOLOGICAL	3	SELECT	P912-E0456	P912-E0456	1	CH	Entnehmen zur Ziel- oder Anschlussstelle.
P917-I0298	P915-C021	f75r	BIOLOGICAL	4	PREPARE	P912-E0457	P912-E0459	3	K	Als eine Portion den Ansatz und diesen Posten kurz zugeben.
P917-I0299	P915-C021	f75r	BIOLOGICAL	5	CONDITION	P912-E0460	P912-E0460	1	SH>K	Diesen Posten länger halten und zugeben.
P917-I0300	P915-C021	f75r	BIOLOGICAL	6	EXECUTE	P912-E0461	P912-E0461	1	T	Als eine Portion einstellen in den nächsten Lauf.
P917-I0301	P915-C021	f75r	BIOLOGICAL	7	TRANSFER	P912-E0462	P912-E0462	1	SOLK	Von der Entnahmestelle auffangen.
P917-I0302	P915-C021	f75r	BIOLOGICAL	8	PREPARE	P912-E0463	P912-E0465	3	K>O	Auf der zweiten Stufe den Ansatz und diesen Posten zugeben und ausführen durch den Durchlass in den nächsten Lauf zur Innenstelle.
P917-I0303	P915-C021	f75r	BIOLOGICAL	9	PREPARE	P912-E0466	P912-E0466	1	K	Diesen Posten länger zugeben.
P917-I0304	P915-C021	f75r	BIOLOGICAL	10	CONDITION	P912-E0467	P912-E0467	1	SH	Diesen Posten kurz halten in den nächsten Lauf.
P917-I0305	P915-C021	f75r	BIOLOGICAL	11	PREPARE	P912-E0468	P912-E0468	1	K	Zugeben zur Ziel- oder Anschlussstelle.
P917-I0306	P915-C021	f75r	BIOLOGICAL	12	CONDITION	P912-E0469	P912-E0470	2	SH	Diesen Posten kurz halten.
P917-I0307	P915-C021	f75r	BIOLOGICAL	13	PREPARE	P912-E0471	P912-E0471	1	OK	Ansetzen.
P917-I0308	P915-C021	f75r	BIOLOGICAL	14	CONDITION	P912-E0472	P912-E0472	1	SH	Diesen Posten kurz halten.
P917-I0309	P915-C021	f75r	BIOLOGICAL	15	PREPARE	P912-E0473	P912-E0473	1	OK	Länger ansetzen; fertig.
P917-I0310	P915-C022	f75r	BIOLOGICAL	1	CONDITION	P912-E0474	P912-E0474	1	SH	Diesen Posten kurz halten.
P917-I0311	P915-C022	f75r	BIOLOGICAL	2	PREPARE	P912-E0475	P912-E0475	1	K	Von der Entnahmestelle zugeben.
P917-I0312	P915-C022	f75r	BIOLOGICAL	3	CONDITION	P912-E0476	P912-E0478	3	R	Diesen Posten kurz kennzeichnen durch den Durchlass.
P917-I0313	P915-C022	f75r	BIOLOGICAL	4	CONDITION	P912-E0479	P912-E0481	3	SH	Weiter als eine Portion länger halten; fertig.
P917-I0314	P915-C023	f75r	BIOLOGICAL	1	PREPARE	P912-E0482	P912-E0482	1	OK	Diesen Posten länger ansetzen.
P917-I0315	P915-C023	f75r	BIOLOGICAL	2	PREPARE	P912-E0483	P912-E0483	1	OK	Diesen Posten ansetzen.
P917-I0316	P915-C023	f75r	BIOLOGICAL	3	PREPARE	P912-E0484	P912-E0484	1	P>K	Diesen Posten und den Ansatz länger einsetzen und zugeben.
P917-I0317	P915-C023	f75r	BIOLOGICAL	4	TRANSFER	P912-E0485	P912-E0485	1	SOLK	Diesen Posten auffangen.
P917-I0318	P915-C023	f75r	BIOLOGICAL	5	PREPARE	P912-E0486	P912-E0487	2	OK	Aus diesem Teil von der Entnahmestelle diesen Posten kurz ansetzen.
P917-I0319	P915-C023	f75r	BIOLOGICAL	6	PREPARE	P912-E0488	P912-E0488	1	OK	Als eine Portion ansetzen.
P917-I0320	P915-C023	f75r	BIOLOGICAL	7	SELECT	P912-E0489	P912-E0489	1	CH>CTH	Diesen Posten entnehmen und bereitstellen.
P917-I0321	P915-C023	f75r	BIOLOGICAL	8	PREPARE	P912-E0490	P912-E0490	1	OK	Länger ansetzen; fertig.
P917-I0322	P915-C024	f75r	BIOLOGICAL	1	PREPARE	P912-E0491	P912-E0491	1	OK	Diesen Posten ansetzen.
P917-I0323	P915-C024	f75r	BIOLOGICAL	2	PREPARE	P912-E0492	P912-E0492	1	P>CHD	Einsetzen und umsetzen; fertig.
P917-I0324	P915-C025	f75r	BIOLOGICAL	1	PREPARE	P912-E0493	P912-E0493	1	OK>SH	Ansetzen und halten; fertig.
P917-I0325	P915-C026	f75r	BIOLOGICAL	1	EXECUTE	P912-E0494	P912-E0494	1	T	Als eine Portion diesen Posten einstellen.
P917-I0326	P915-C026	f75r	BIOLOGICAL	2	TRANSFER	P912-E0495	P912-E0495	1	CHD	Diesen Posten umsetzen.
P917-I0327	P915-C026	f75r	BIOLOGICAL	3	PREPARE	P912-E0496	P912-E0496	1	OK	Von der Entnahmestelle ansetzen.
P917-I0328	P915-C026	f75r	BIOLOGICAL	4	TRANSFER	P912-E0497	P912-E0499	3	CHD	Weiter diesen Posten umsetzen in den nächsten Lauf.
P917-I0329	P915-C026	f75r	BIOLOGICAL	5	PREPARE	P912-E0500	P912-E0500	1	OK	Diesen Posten ansetzen.
P917-I0330	P915-C026	f75r	BIOLOGICAL	6	SELECT	P912-E0501	P912-E0501	1	S	Den Ansatz wählen.
P917-I0331	P915-C026	f75r	BIOLOGICAL	7	PREPARE	P912-E0502	P912-E0503	2	OK	Von der Entnahmestelle diesen Posten ansetzen; fertig.
P917-I0332	P915-C027	f75r	BIOLOGICAL	1	CONDITION	P912-E0504	P912-E0504	1	SH	Aus diesem Teil diesen Posten kurz halten durch den Durchlass.
P917-I0333	P915-C027	f75r	BIOLOGICAL	2	PREPARE	P912-E0505	P912-E0505	1	OK	Als eine Portion ansetzen.
P917-I0334	P915-C027	f75r	BIOLOGICAL	3	TRANSFER	P912-E0506	P912-E0507	2	LSH	Diesen Posten kurz spülen durch den Durchlass; fertig.
P917-I0335	P915-C028	f75r	BIOLOGICAL	1	PREPARE	P912-E0508	P912-E0508	1	OK	Länger ansetzen; fertig.
P917-I0336	P915-C029	f75r	BIOLOGICAL	1	PREPARE	P912-E0509	P912-E0509	1	OK>CHD	Ansetzen und umsetzen; fertig.
P917-I0337	P915-C030	f75r	BIOLOGICAL	1	SELECT	P912-E0510	P912-E0510	1	CH>CTH	Diesen Posten entnehmen und bereitstellen.
P917-I0338	P915-C030	f75r	BIOLOGICAL	2	EXECUTE	P912-E0511	P912-E0511	1	O	Ausführen in den nächsten Lauf.
P917-I0339	P915-C030	f75r	BIOLOGICAL	3	PREPARE	P912-E0512	P912-E0512	1	OK	Kurz ansetzen; fertig.
P917-I0340	P915-C031	f75r	BIOLOGICAL	1	PREPARE	P912-E0513	P912-E0513	1	OK	Ansetzen.
P917-I0341	P915-C031	f75r	BIOLOGICAL	2	SELECT	P912-E0514	P912-E0514	1	CH	Diesen Posten kurz entnehmen durch den Durchlass.
P917-I0342	P915-C031	f75r	BIOLOGICAL	3	PREPARE	P912-E0515	P912-E0515	1	OK	Von der Entnahmestelle ansetzen.
P917-I0343	P915-C031	f75r	BIOLOGICAL	4	TRANSFER	P912-E0516	P912-E0516	1	CHD	Weiter umsetzen; fertig.
P917-I0344	P915-C032	f75r	BIOLOGICAL	1	SELECT	P912-E0517	P912-E0517	1	S	Wählen zur Ziel- oder Anschlussstelle.
P917-I0345	P915-C032	f75r	BIOLOGICAL	2	CONDITION	P912-E0518	P912-E0518	1	SH	Aus diesem Teil den Ansatz halten.
P917-I0346	P915-C032	f75r	BIOLOGICAL	3	TRANSFER	P912-E0519	P912-E0520	2	CHD	Danach von der Entnahmestelle diesen Posten umsetzen.
P917-I0347	P915-C032	f75r	BIOLOGICAL	4	CONDITION	P912-E0521	P912-E0521	1	SH	Diesen Posten kurz halten.
P917-I0348	P915-C032	f75r	BIOLOGICAL	5	PREPARE	P912-E0522	P912-E0522	1	OK	Als eine Portion ansetzen.
P917-I0349	P915-C032	f75r	BIOLOGICAL	6	EXECUTE	P912-E0523	P912-E0526	4	T	Danach diesen Posten kurz einstellen durch den Durchlass; fertig.
P917-I0350	P915-C033	f75r	BIOLOGICAL	1	TRANSFER	P912-E0527	P912-E0527	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0351	P915-C034	f75r	BIOLOGICAL	1	PREPARE	P912-E0528	P912-E0528	1	OK	Länger ansetzen; fertig.
P917-I0352	P915-C035	f75r	BIOLOGICAL	1	PREPARE	P912-E0529	P912-E0529	1	OK	Ansetzen entlang des Laufs.
P917-I0353	P915-C035	f75r	BIOLOGICAL	2	PREPARE	P912-E0530	P912-E0531	2	OK	Weiter diesen Posten länger ansetzen; fertig.
P917-I0354	P915-C036	f75r	BIOLOGICAL	1	PREPARE	P912-E0532	P912-E0533	2	OK	Diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
P917-I0355	P915-C036	f75r	BIOLOGICAL	2	PREPARE	P912-E0534	P912-E0534	1	OK	Von der Entnahmestelle ansetzen.
P917-I0356	P915-C036	f75r	BIOLOGICAL	3	CONDITION	P912-E0535	P912-E0535	1	SHED	Absetzen; fertig.
P917-I0357	P915-C037	f75r	BIOLOGICAL	1	CONDITION	P912-E0536	P912-E0537	2	CHK	Aus diesem Teil den Ansatz behandeln zur Innenstelle.
P917-I0358	P915-C037	f75r	BIOLOGICAL	2	SELECT	P912-E0538	P912-E0538	1	S>SH	Diesen Posten kurz wählen und halten durch den Durchlass.
P917-I0359	P915-C037	f75r	BIOLOGICAL	3	PREPARE	P912-E0539	P912-E0539	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0360	P915-C037	f75r	BIOLOGICAL	4	CONDITION	P912-E0540	P912-E0541	2	SH	Weiter diesen Posten kurz halten.
P917-I0361	P915-C037	f75r	BIOLOGICAL	5	CONDITION	P912-E0542	P912-E0542	1	R	Kennzeichnen.
P917-I0362	P915-C037	f75r	BIOLOGICAL	6	CONDITION	P912-E0543	P912-E0544	2	SH	Weiter diesen Posten länger halten.
P917-I0363	P915-C037	f75r	BIOLOGICAL	7	CONDITION	P912-E0545	P912-E0545	1	SH	Diesen Posten kurz halten.
P917-I0364	P915-C037	f75r	BIOLOGICAL	8	CONDITION	P912-E0546	P912-E0547	2	SH	Weiter diesen Posten kurz halten; fertig.
P917-I0365	P915-C038	f75r	BIOLOGICAL	1	PREPARE	P912-E0548	P912-E0548	1	OK	Diesen Posten ansetzen.
P917-I0366	P915-C038	f75r	BIOLOGICAL	2	PREPARE	P912-E0549	P912-E0549	1	P>CHD	Einsetzen und umsetzen; fertig.
P917-I0367	P915-C039	f75r	BIOLOGICAL	1	PREPARE	P912-E0550	P912-E0550	1	K	Länger zugeben; fertig.
P917-I0368	P915-C040	f75r	BIOLOGICAL	1	PREPARE	P912-E0551	P912-E0551	1	OK	Kurz ansetzen; fertig.
P917-I0369	P915-C041	f75r	BIOLOGICAL	1	PREPARE	P912-E0552	P912-E0552	1	OK	Kurz ansetzen; fertig.
P917-I0370	P915-C042	f75r	BIOLOGICAL	1	PREPARE	P912-E0553	P912-E0553	1	OK	Kurz ansetzen; fertig.
P917-I0371	P915-C043	f75r	BIOLOGICAL	1	PREPARE	P912-E0554	P912-E0554	1	OK	Kurz ansetzen; fertig.
P917-I0372	P915-C044	f75r	BIOLOGICAL	1	PREPARE	P912-E0555	P912-E0555	1	OK	Als eine Portion ansetzen.
P917-I0373	P915-C044	f75r	BIOLOGICAL	2	CONDITION	P912-E0556	P912-E0556	1	SH	Weiter kurz halten; fertig.
P917-I0374	P915-C045	f75r	BIOLOGICAL	1	SELECT	P912-E0557	P912-E0557	1	S	Als eine Portion wählen.
P917-I0375	P915-C045	f75r	BIOLOGICAL	2	PREPARE	P912-E0558	P912-E0559	2	K>SH	Diesen Posten kurz zugeben und halten zur Ziel- oder Anschlussstelle.
P917-I0376	P915-C045	f75r	BIOLOGICAL	3	PREPARE	P912-E0560	P912-E0560	1	OK	Als eine Portion ansetzen.
P917-I0377	P915-C045	f75r	BIOLOGICAL	4	CONDITION	P912-E0561	P912-E0562	2	SH	Weiter diesen Posten kurz halten; fertig.
P917-I0378	P915-C046	f75r	BIOLOGICAL	1	PREPARE	P912-E0563	P912-E0563	1	OK	Als eine Portion ansetzen.
P917-I0379	P915-C046	f75r	BIOLOGICAL	2	PREPARE	P912-E0564	P912-E0565	2	OK	Als eine Portion diesen Posten ansetzen durch den Durchlass.
P917-I0380	P915-C046	f75r	BIOLOGICAL	3	SELECT	P912-E0566	P912-E0568	3	S	Danach von der Entnahmestelle als eine Portion diesen Posten wählen zur Ziel- oder Anschlussstelle.
P917-I0381	P915-C046	f75r	BIOLOGICAL	4	PREPARE	P912-E0569	P912-E0569	1	OK	Als eine Portion ansetzen.
P917-I0382	P915-C046	f75r	BIOLOGICAL	5	TRANSFER	P912-E0570	P912-E0570	1	SOLK	Weiter diesen Posten länger auffangen.
P917-I0383	P915-C046	f75r	BIOLOGICAL	6	SELECT	P912-E0571	P912-E0571	1	S	Nach Sollmaß wählen.
