clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C039	f75r	BIOLOGICAL	P912-E0550	P912-E0550	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	K:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C040	f75r	BIOLOGICAL	P912-E0551	P912-E0551	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C041	f75r	BIOLOGICAL	P912-E0552	P912-E0552	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C042	f75r	BIOLOGICAL	P912-E0553	P912-E0553	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C043	f75r	BIOLOGICAL	P912-E0554	P912-E0554	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C044	f75r	BIOLOGICAL	P912-E0555	P912-E0556	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C045	f75r	BIOLOGICAL	P912-E0557	P912-E0562	6	4	NO	LICENSED_DY_CLOSE	SELECTx1>PREPAREx2>CONDITIONx1	3	SH:2;S:1;K:1;OK:1	Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 1× auswählen, 1× zugeben, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C046	f75r	BIOLOGICAL	P912-E0563	P912-E0575	13	8	YES	LICENSED_DY_CLOSE	PREPAREx2>SELECTx1>PREPAREx1>TRANSFERx1>SELECTx1>TRANSFERx1>CONDITIONx1	7	OK:3;S:2;SOLK:1;CHD:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß;Portion	Ziel- oder Anschlussstelle;Durchlass	länger	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× auswählen, 1× auffangen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C047	f75r	BIOLOGICAL	P912-E0576	P912-E0576	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1;CHD:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× umsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C048	f75r	BIOLOGICAL	P912-E0577	P912-E0578	2	2	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C049	f75r	BIOLOGICAL	P912-E0579	P912-E0580	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	Entnahmestelle oder bezeichnetes Teil	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C050	f75r	BIOLOGICAL	P912-E0581	P912-E0584	4	3	NO	LICENSED_DY_CLOSE	SELECTx1>CONDITIONx1>PREPAREx1	3	SH:2;OK:2;CH:1	Portion	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 2× ansetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C051	f75r	BIOLOGICAL	P912-E0585	P912-E0594	10	8	YES	LICENSED_DY_CLOSE	PREPAREx1>TRANSFERx1>PREPAREx1>CONDITIONx3>PREPAREx1>CONDITIONx1	6	SH:3;CHD:2;P:2;OK:1;K:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 8 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× halten, 2× umsetzen, 2× einsetzen, 1× ansetzen, 1× zugeben, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C052	f75r	BIOLOGICAL	P912-E0595	P912-E0597	3	2	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SH:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C053	f75r	BIOLOGICAL	P912-E0598	P912-E0599	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C054	f75r	BIOLOGICAL	P912-E0600	P912-E0605	6	2	YES	LICENSED_DY_CLOSE	SELECTx1>PREPAREx1	2	S:1;OK:1;SH:1	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C055	f75r	BIOLOGICAL	P912-E0606	P912-E0655	50	33	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>CONDITIONx1>PREPAREx1>CONDITIONx2>EXECUTEx1>CONDITIONx1>PREPAREx1>EXECUTEx1>CONDITIONx1>EXECUTEx1>CONDITIONx1>PREPAREx1>TRANSFERx1>CONDITIONx1>PREPAREx1>TRANSFERx1>SELECTx1>PREPAREx4>SELECTx1>TRANSFERx1>PREPAREx1>TRANSFERx2>SELECTx1>CONDITIONx1>SELECTx1>CONDITIONx1>PREPAREx1	28	SH:10;OK:10;S:4;O:3;CHD:3;K:2;SOLK:2;R:1;P:1;CTH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 33 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 10× halten, 10× ansetzen, 4× auswählen, 3× ausführen, 3× umsetzen, 2× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C056	f75r	BIOLOGICAL	P912-E0656	P912-E0658	3	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C057	f75r	BIOLOGICAL	P912-E0659	P912-E0659	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C058	f75r	BIOLOGICAL	P912-E0660	P912-E0673	14	6	YES	LICENSED_DY_CLOSE	CONDITIONx2>PREPAREx1>CONDITIONx1>PREPAREx1>CONDITIONx1	5	SH:4;P:2;R:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 6 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× halten, 2× einsetzen, 1× kennzeichnen, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C059	f75r	BIOLOGICAL	P912-E0674	P912-E0674	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C060	f75r	BIOLOGICAL	P912-E0675	P912-E0677	3	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	O:1	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
P915-C061	f75r	BIOLOGICAL	P912-E0678	P912-E0681	4	3	YES	LICENSED_DY_CLOSE	CONDITIONx1>EXECUTEx1>PREPAREx1	3	CHD:2;R:1;T:1;P:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× kennzeichnen, 1× einstellen, 1× einsetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C062	f75r	BIOLOGICAL	P912-E0682	P912-E0688	7	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx2	2	SH:2;OK:1;CTH:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 1× ansetzen, 1× bereitstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C063	f75r	BIOLOGICAL	P912-E0689	P912-E0689	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C064	f75r	BIOLOGICAL	P912-E0690	P912-E0690	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	CHD:1	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C065	f75r	BIOLOGICAL	P912-E0691	P912-E0700	10	5	NO	LICENSED_DY_CLOSE	CONDITIONx1>EXECUTEx1>PREPAREx3	3	OK:2;CHK:1;O:1;K:1	Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× behandeln, 1× ausführen, 1× zugeben. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C066	f75r	BIOLOGICAL	P912-E0701	P912-E0714	14	11	YES	LICENSED_DY_CLOSE	TRANSFERx1>EXECUTEx1>CONDITIONx1>PREPAREx2>CONDITIONx1>PREPAREx1>TRANSFERx1>EXECUTEx1>PREPAREx1>CONDITIONx1	10	OK:3;CHD:2;O:2;CHK:2;K:1;SHED:1	Portion	Ziel- oder Anschlussstelle	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× umsetzen, 2× ausführen, 2× behandeln, 1× zugeben, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C067	f75r	BIOLOGICAL	P912-E0715	P912-E0717	3	3	YES	LICENSED_DY_CLOSE	PREPAREx1>EXECUTEx1>CONDITIONx1	3	OK:1;O:1;SH:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× ausführen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C068	f75r	BIOLOGICAL	P912-E0718	P912-E0721	4	3	NO	LICENSED_DY_CLOSE	PREPAREx2>CONDITIONx1	2	OK:2;SHED:1	Entnahmestelle oder bezeichnetes Teil	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C069	f75r	BIOLOGICAL	P912-E0722	P912-E0724	3	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C070	f75r	BIOLOGICAL	P912-E0725	P912-E0725	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C071	f75r	BIOLOGICAL	P912-E0726	P912-E0728	3	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	P:1;SH:1;SHED:1	NONE	Ziel- oder Anschlussstelle	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× halten, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
P915-C072	f75r	BIOLOGICAL	P912-E0729	P912-E0731	3	2	NO	LICENSED_DY_CLOSE	PREPAREx1>SELECTx1	2	OK:1;CH:1;S:1	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Danach wird der Arbeitsschritt geschlossen.
P915-C073	f75r	BIOLOGICAL	P912-E0732	P912-E0732	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C074	f75r	BIOLOGICAL	P912-E0733	P912-E0734	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
P915-C075	f75r	BIOLOGICAL	P912-E0735	P912-E0735	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C076	f75r	BIOLOGICAL	P912-E0736	P912-E0738	3	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SHED:1	NONE	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C077	f75r	BIOLOGICAL	P912-E0739	P912-E0743	5	4	NO	LICENSED_DY_CLOSE	EXECUTEx1>TRANSFERx1>PREPAREx1>SELECTx1	4	O:1;CHD:1;OK:1;CH:1;CTH:1	Portion	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen, 1× ansetzen, 1× entnehmen, 1× bereitstellen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C078	f75r	BIOLOGICAL	P912-E0744	P912-E0744	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1	NONE	weiterer Lauf	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C079	f75r	BIOLOGICAL	P912-E0745	P912-E0747	3	3	YES	LICENSED_DY_CLOSE	EXECUTEx1>SELECTx1>TRANSFERx1	3	O:1;S:1;SOLK:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× auswählen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C080	f75r	BIOLOGICAL	P912-E0748	P912-E0755	8	4	NO	LICENSED_DY_CLOSE	PREPAREx3>EXECUTEx1	2	OK:2;K:1;T:1	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× zugeben, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C081	f75r	BIOLOGICAL	P912-E0756	P912-E0761	6	4	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx1>CONDITIONx1	4	OK:2;SH:1;T:1;SHED:1	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C082	f75r	BIOLOGICAL	P912-E0762	P912-E0763	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONTEXTx1	2	OK:1	Portion	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
P915-C083	f75r	BIOLOGICAL	P912-E0764	P912-E0765	2	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	K:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C084	f75r	BIOLOGICAL	P912-E0766	P912-E0766	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C085	f75r	BIOLOGICAL	P912-E0767	P912-E0770	4	3	NO	LICENSED_DY_CLOSE	PREPAREx2>CONTEXTx1	2	OK:2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C086	f75r	BIOLOGICAL	P912-E0771	P912-E0771	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C087	f75r	BIOLOGICAL	P912-E0772	P912-E0774	3	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1	2	SH:1;T:1;OK:1	NONE	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× einstellen, 1× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C088	f75r	BIOLOGICAL	P912-E0775	P912-E0775	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C089	f75r	BIOLOGICAL	P912-E0776	P912-E0776	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1;CHD:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C090	f75r	BIOLOGICAL	P912-E0777	P912-E0778	2	1	YES	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C091	f75r	BIOLOGICAL	P912-E0779	P912-E0779	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
