card_no	component_parse	actual_reading_de	predicted_reading_from_other_cards_de	component_tests	components	components_predicted	composition_status	occurrences	event_ids	sections	primitive_program	workshop_use
PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen · länger · Schluss	OK=PASS:ansetzen|EE=PASS:länger|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	10	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC101	L+CKH+Y	führen · Durchlass · dies	führen · Durchlass · dies	L=PASS:führen|CKH=PASS:Durchlass|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E173	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC102	L+CHD	führen · umsetzen	führen · umsetzen	L=PASS:führen|CHD=PASS:umsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E174	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC103	L+CKHE+DY	führen · Durchlass · kurz · Schluss	NONE	NO_ALIGNED_COMPONENT_TEST	3	0	LEARNED_WHOLE_CARD	1	E176	BIOLOGICAL	MOVE_PASS>CLOSE	RECALL_EXACT_CARD
PROC104	OK+AL+Y	ansetzen · Zielstelle · dies	ansetzen · Zielstelle · dies	OK=PASS:ansetzen|AL=PASS:Zielstelle|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E177	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC105	SOLK+AIIN	auffangen · Maß	auffangen · Maß	SOLK=PASS:auffangen|AIIN=PASS:Maß	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E178	BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	Arbeitsgang · bereit · kurz · fortsetzen	O=PASS:Arbeitsgang|CTH=PASS:bereit|E=PASS:kurz|OL=PASS:fortsetzen	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E182	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC107	CHK+EE+Y	wärmen · länger · dies	wärmen · länger · dies	CHK=PASS:wärmen|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E183	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC108	L+DY	führen · Schluss	führen · Schluss	L=PASS:führen|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E184|E308	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC109	OT+EE+Y	danach · länger · dies	danach · länger · dies	OT=PASS:danach|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E185|E218	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC110	SH+E+CKH+Y	halten · kurz · Durchlass · dies	halten · kurz · Durchlass · dies	SH=PASS:halten|E=PASS:kurz|CKH=PASS:Durchlass|Y=PASS:dies	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E187	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC111	SH+E+DY	halten · kurz · Schluss	halten · kurz · Schluss	SH=PASS:halten|E=PASS:kurz|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E189	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC112	OT+AIIN	danach · Maß	danach · Maß	OT=PASS:danach|AIIN=PASS:Maß	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	3	E190|E306|E312	BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC113	OK+AR	ansetzen · von dort	ansetzen · von dort	OK=PASS:ansetzen|AR=PASS:von dort	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E191	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC114	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss	fortsetzen · halten · kurz · Schluss	OL=PASS:fortsetzen|SH=PASS:halten|E=PASS:kurz|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E193	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC115	LS	fortsetzen	?	LS=NO_OTHER_INVARIANT	1	0	LEARNED_WHOLE_CARD	1	E196	BIOLOGICAL	CONTINUE_USE	RECALL_EXACT_CARD
PROC116	L+CH+Y	führen · abziehen · dies	führen · abziehen · dies	L=PASS:führen|CH=PASS:abziehen|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E202	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC117	CTH+E+Y	bereit · kurz · dies	bereit · kurz · dies	CTH=PASS:bereit|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E204|E258	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC118	L+EE+Y	führen · länger · dies	führen · länger · dies	L=PASS:führen|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E206	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC119	OK+EEE+DY	ansetzen · vollständig · Schluss	ansetzen · vollständig · Schluss	OK=PASS:ansetzen|EEE=PASS:vollständig|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E209	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen · umsetzen · Schluss	L=PASS:führen|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	8	E210|E235|E246|E262|E269|E282|E345|E357	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC121	L+AR	führen · von dort	führen · von dort	L=PASS:führen|AR=PASS:von dort	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E211	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC122	SH+E+Y	halten · kurz · dies	halten · kurz · dies	SH=PASS:halten|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E212	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC123	L+CHD+AR	führen · umsetzen · von dort	führen · umsetzen · von dort	L=PASS:führen|CHD=PASS:umsetzen|AR=PASS:von dort	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E215	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC124	WHOLE[ches]	teilen	NONE	NO_ALIGNED_COMPONENT_TEST	1	0	LEARNED_WHOLE_CARD	1	E216	BIOLOGICAL	ACTIVATE_CHARGE	RECALL_EXACT_CARD
PROC125	P+CHD+DY	hinein · umsetzen · Schluss	hinein · umsetzen · Schluss	P=PASS:hinein|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E221	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC126	R+SH+E+AL	abkühlen · halten · kurz · Zielstelle	abkühlen · halten · kurz · Zielstelle	R=PASS:abkühlen|SH=PASS:halten|E=PASS:kurz|AL=PASS:Zielstelle	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E222	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC127	AL+DY	Zielstelle · Schluss	Zielstelle · Schluss	AL=PASS:Zielstelle|DY=PASS:Schluss	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E223	BIOLOGICAL	TARGET_HANDOFF>CLOSE	BUILD_FROM_STEMS
PROC128	R+SHED+DY	abkühlen · absetzen · Schluss	abkühlen · absetzen · Schluss	R=PASS:abkühlen|SHED=PASS:absetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E225	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC129	OT+EE+DY	danach · länger · Schluss	danach · länger · Schluss	OT=PASS:danach|EE=PASS:länger|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E226|E292	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC130	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss	führen · Arbeitsgang · umsetzen · Schluss	L=PASS:führen|O=PASS:Arbeitsgang|CHD=PASS:umsetzen|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E228	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC131	OT+AL	danach · Zielstelle	danach · Zielstelle	OT=PASS:danach|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	3	E230|E237|E320	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC132	CHK+EE+DY	wärmen · länger · Schluss	wärmen · länger · Schluss	CHK=PASS:wärmen|EE=PASS:länger|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E231	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC133	CHD+Y	umsetzen · dies	umsetzen · dies	CHD=PASS:umsetzen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E240	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC134	P+CHD+AL	hinein · umsetzen · Zielstelle	hinein · umsetzen · Zielstelle	P=PASS:hinein|CHD=PASS:umsetzen|AL=PASS:Zielstelle	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E248	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC135	OT+E+DY	danach · kurz · Schluss	danach · kurz · Schluss	OT=PASS:danach|E=PASS:kurz|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E249|E307	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dies	halten · kurz · bereit · umsetzen · dies	SH=PASS:halten|E=PASS:kurz|CTH=PASS:bereit|CHD=PASS:umsetzen|Y=PASS:dies	5	5	LEAVE_ONE_CARD_COMPOSITIONAL	1	E250	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC137	AR+Y	von dort · dies	von dort · dies	AR=PASS:von dort|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E253	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC138	OK+AIR	ansetzen · Lauf	ansetzen · Lauf	OK=PASS:ansetzen|AIR=PASS:Lauf	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E260	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC139	SH+EE+DY	halten · länger · Schluss	halten · länger · Schluss	SH=PASS:halten|EE=PASS:länger|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E261	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC140	L+O	führen · Arbeitsgang	führen · Arbeitsgang	L=PASS:führen|O=PASS:Arbeitsgang	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E263	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	ansetzen · halten · kurz · Schluss	OK=PASS:ansetzen|SH=PASS:halten|E=PASS:kurz|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E267	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC142	SHED+AL	absetzen · Zielstelle	absetzen · Zielstelle	SHED=PASS:absetzen|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	2	E275|E364	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC143	SH+E+CTH+Y	halten · kurz · bereit · dies	halten · kurz · bereit · dies	SH=PASS:halten|E=PASS:kurz|CTH=PASS:bereit|Y=PASS:dies	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E276	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC144	AL+CHD+DY	Zielstelle · umsetzen · Schluss	Zielstelle · umsetzen · Schluss	AL=PASS:Zielstelle|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E280	BIOLOGICAL	TARGET_HANDOFF>CLOSE	BUILD_FROM_STEMS
PROC145	OT+CHD+DY	danach · umsetzen · Schluss	danach · umsetzen · Schluss	OT=PASS:danach|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	2	E281|E301	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC146	EE+AR	länger · von dort	länger · von dort	EE=PASS:länger|AR=PASS:von dort	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E285	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC147	L+AIIN	führen · Maß	führen · Maß	L=PASS:führen|AIIN=PASS:Maß	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E286	BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC148	AL+R+OR	Zielstelle · abkühlen · Ansatz	Zielstelle · abkühlen · Ansatz	AL=PASS:Zielstelle|R=PASS:abkühlen|OR=PASS:Ansatz	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E290	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC149	EEE+T+Y	vollständig · eintragen · dies	vollständig · eintragen · dies	EEE=PASS:vollständig|T=PASS:eintragen|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E296	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC150	CHD+AIR	umsetzen · Lauf	umsetzen · Lauf	CHD=PASS:umsetzen|AIR=PASS:Lauf	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E300	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC151	CHD+AIN	umsetzen · Portion	umsetzen · Portion	CHD=PASS:umsetzen|AIN=PASS:Portion	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E303	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC152	OT+E+AIIN	danach · kurz · Maß	danach · kurz · Maß	OT=PASS:danach|E=PASS:kurz|AIIN=PASS:Maß	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E305	BIOLOGICAL	METER_CHECK	BUILD_FROM_STEMS
PROC153	OL+AL+Y	fortsetzen · Zielstelle · dies	fortsetzen · Zielstelle · dies	OL=PASS:fortsetzen|AL=PASS:Zielstelle|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E313	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC154	OL+Y	fortsetzen · dies	fortsetzen · dies	OL=PASS:fortsetzen|Y=PASS:dies	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E316	BIOLOGICAL	CONTINUE_USE	BUILD_FROM_STEMS
PROC155	OK+Y+LDDY	ansetzen · dies · befestigen; Schluss	ansetzen · dies · ?	OK=PASS:ansetzen|Y=PASS:dies|LDDY=NO_OTHER_INVARIANT	3	2	PARTIAL_COMPOSITION_PLUS_LEARNED_REMAINDER	1	E326	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	BUILD_KNOWN_PARTS_THEN_RECALL_REMAINDER
PROC156	AIN	Portion	Portion	AIN=PASS:Portion	1	1	LEAVE_ONE_CARD_COMPOSITIONAL	2	E327|E379	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC157	SH+EE+Y	halten · länger · dies	halten · länger · dies	SH=PASS:halten|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E334	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC158	OK+EE+OL	ansetzen · länger · fortsetzen	ansetzen · länger · fortsetzen	OK=PASS:ansetzen|EE=PASS:länger|OL=PASS:fortsetzen	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E340	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss	führen · zuführen · kurz · Schluss	L=PASS:führen|K=PASS:zuführen|E=PASS:kurz|DY=PASS:Schluss	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E344	BIOLOGICAL	HOLD_STATE>CLOSE	BUILD_FROM_STEMS
PROC160	OK+OL	ansetzen · fortsetzen	ansetzen · fortsetzen	OK=PASS:ansetzen|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E346	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dies	Arbeitsgang · Durchlass · kurz · dies	O=PASS:Arbeitsgang|CKH=PASS:Durchlass|E=PASS:kurz|Y=PASS:dies	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E350	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC162	AIR+Y+DY	Lauf · dies · Schluss	Lauf · dies · Schluss	AIR=PASS:Lauf|Y=PASS:dies|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E351	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC163	CH+CKH+AL	abziehen · Durchlass · Zielstelle	abziehen · Durchlass · Zielstelle	CH=PASS:abziehen|CKH=PASS:Durchlass|AL=PASS:Zielstelle	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E355	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC164	SOLK+E+Y	auffangen · kurz · dies	auffangen · kurz · dies	SOLK=PASS:auffangen|E=PASS:kurz|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E356	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC165	K+AR	zuführen · von dort	zuführen · von dort	K=PASS:zuführen|AR=PASS:von dort	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E360	BIOLOGICAL	SOURCE_DRAW	BUILD_FROM_STEMS
PROC166	OT+CHD+DY	danach · umsetzen · Schluss	danach · umsetzen · Schluss	OT=PASS:danach|CHD=PASS:umsetzen|DY=PASS:Schluss	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E362	BIOLOGICAL	MOVE_PASS>CLOSE	BUILD_FROM_STEMS
PROC167	L+OL	führen · fortsetzen	führen · fortsetzen	L=PASS:führen|OL=PASS:fortsetzen	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E367	BIOLOGICAL	MOVE_PASS	BUILD_FROM_STEMS
PROC168	CHD+AL	umsetzen · Zielstelle	umsetzen · Zielstelle	CHD=PASS:umsetzen|AL=PASS:Zielstelle	2	2	LEAVE_ONE_CARD_COMPOSITIONAL	1	E368	BIOLOGICAL	TARGET_HANDOFF	BUILD_FROM_STEMS
PROC169	WHOLE[daiiin]	Sollstufe · zweite	NONE	NO_ALIGNED_COMPONENT_TEST	1	0	LEARNED_WHOLE_CARD	1	E371	BIOLOGICAL	METER_CHECK	RECALL_EXACT_CARD
PROC170	SOLK+EE+Y	auffangen · länger · dies	auffangen · länger · dies	SOLK=PASS:auffangen|EE=PASS:länger|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E373	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC171	E+K+E+Y	kurz · zuführen · kurz · dies	kurz · zuführen · kurz · dies	E=PASS:kurz|K=PASS:zuführen|E=PASS:kurz|Y=PASS:dies	4	4	LEAVE_ONE_CARD_COMPOSITIONAL	1	E374	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC172	R+AL+Y	abkühlen · Zielstelle · dies	abkühlen · Zielstelle · dies	R=PASS:abkühlen|AL=PASS:Zielstelle|Y=PASS:dies	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E375	BIOLOGICAL	HOLD_STATE	BUILD_FROM_STEMS
PROC173	L+AL+OR	führen · Zielstelle · Ansatz	führen · Zielstelle · Ansatz	L=PASS:führen|AL=PASS:Zielstelle|OR=PASS:Ansatz	3	3	LEAVE_ONE_CARD_COMPOSITIONAL	1	E381	BIOLOGICAL	ACTIVATE_CHARGE	BUILD_FROM_STEMS
