event_id	page	record	statement_id	observed_surface	card_no	component_parse	semantic_source	semantic_value_de	local_action_de	card_roundtrip	surface_roundtrip	complete
E150	f81v	B1	B1-S015	ytey	PROC090	T+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz eintragen	übertragen	YES	YES	YES
E151	f81v	B1	B1-S015	okchedy	PROC091	OK+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	YES	YES	YES
E152	f81v	B1	B1-S016	qokal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E153	f81v	B1	B1-S016	okeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
E154	f81v	B1	B1-S016	qol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E155	f81v	B1	B1-S016	cheedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E156	f81v	B1	B1-S017	sal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E157	f81v	B1	B1-S017	teol	PROC093	E+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	kurz · fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E158	f81v	B1	B1-S017	dchdy	PROC094	CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten umsetzen; Schritt schließen	umfüllen	YES	YES	YES
E159	f81v	B1	B1-S018	ly	PROC095	L+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten führen	führen	YES	YES	YES
E160	f81v	B1	B1-S018	dsheol	PROC096	SH+E+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten kurz halten	halten	YES	YES	YES
E161	f81v	B1	B1-S018	oiiin	PROC097	O+IIN	GENERATE_FROM_COMPONENTS_AND_FRAME	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E162	f81v	B1	B1-S018	olkeedy	PROC098	SOLK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	YES	YES	YES
E163	f81v	B1	B1-S019	tedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E164	f81v	B1	B1-S020	cheky	PROC083	CHK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz wärmen	warm halten	YES	YES	YES
E165	f81v	B1	B1-S020	shckhedy	PROC099	SH+CKH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	YES	YES	YES
E166	f81v	B1	B1-S021	chal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E167	f82r	B2	B2-S001	dchedy	PROC076	CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	überführen und den Schritt schließen	überführen	YES	YES	YES
E168	f82r	B2	B2-S002	qolchedy	PROC079	OL+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E169	f82r	B2	B2-S003	qokain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E170	f82r	B2	B2-S003	dy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E171	f82r	B2	B2-S003	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E172	f82r	B2	B2-S004	qokal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E173	f82r	B2	B2-S004	lcheckhy	PROC101	L+CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten durch Durchlass führen	durchleiten	YES	YES	YES
E174	f82r	B2	B2-S004	lched	PROC102	L+CHD	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten führen und umsetzen	führen + umsetzen	YES	YES	YES
E175	f82r	B2	B2-S004	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	L+CKH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch Durchlass kurz führen; Schritt schließen	durchleiten	YES	YES	YES
E177	f82r	B2	B2-S005	qokaly	PROC104	OK+AL+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E178	f82r	B2	B2-S005	solkaiin	PROC105	SOLK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach vorgeschriebenes Maß auffangen	bis zum Maß auffangen	YES	YES	YES
E179	f82r	B2	B2-S005	chckhy	PROC075	CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E180	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	YES	YES	YES
E181	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einleiten	YES	YES	YES
E182	f82r	B2	B2-S005	octheol	PROC106	O+CTH+E+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	Arbeitsgang · bereit · kurz · fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E183	f82r	B2	B2-S005	chkeey	PROC107	CHK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger wärmen	warm halten	YES	YES	YES
E184	f82r	B2	B2-S005	ldy	PROC108	L+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten führen; Schritt schließen	abführen	YES	YES	YES
E185	f82r	B2	B2-S006	oteey	PROC109	OT+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E186	f82r	B2	B2-S006	qokal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E187	f82r	B2	B2-S006	sheckhy	PROC110	SH+E+CKH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten durch Durchlass kurz halten	zurückhalten	YES	YES	YES
E188	f82r	B2	B2-S006	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E189	f82r	B2	B2-S007	dshedy	PROC111	SH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	YES	YES	YES
E190	f82r	B2	B2-S008	sotaiin	PROC112	OT+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E191	f82r	B2	B2-S008	qokar	PROC113	OK+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten von dort ansetzen	einsetzen	YES	YES	YES
E192	f82r	B2	B2-S008	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E193	f82r	B2	B2-S009	solshedy	PROC114	OL+SH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	YES	YES	YES
E194	f82r	B2	B2-S010	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
E195	f82r	B2	B2-S010	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E196	f82r	B2	B2-S010	ls	PROC115	LS	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	weiter	NON_ACTION_CONTRIBUTION	YES	YES	YES
E197	f82r	B2	B2-S010	cheey	PROC031	SH+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger halten	halten	YES	YES	YES
E198	f82r	B2	B2-S011	okain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E199	f82r	B2	B2-S011	char	PROC003	AR	GENERATE_FROM_COMPONENTS_AND_FRAME	von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
E200	f82r	B2	B2-S011	okain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E201	f82r	B2	B2-S011	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E202	f82r	B2	B2-S012	lchy	PROC116	L+CH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten führen und abziehen	führen + abnehmen	YES	YES	YES
E203	f82r	B2	B2-S012	cheey	PROC031	SH+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger halten	halten	YES	YES	YES
E204	f82r	B2	B2-S012	qcthey	PROC117	CTH+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E205	f82r	B2	B2-S012	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
E206	f82r	B2	B2-S012	lcheey	PROC118	L+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger führen	führen	YES	YES	YES
E207	f82r	B2	B2-S012	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E208	f82r	B2	B2-S012	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E209	f82r	B2	B2-S012	qokeeedy	PROC119	OK+EEE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten vollständig ansetzen; Schritt schließen	einsetzen	YES	YES	YES
E210	f82r	B2	B2-S013	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E211	f82r	B2	B2-S014	lar	PROC121	L+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten von dort führen	ableiten	YES	YES	YES
E212	f82r	B2	B2-S015	tshey	PROC122	SH+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz halten	halten	YES	YES	YES
E213	f82r	B2	B2-S015	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E214	f82r	B2	B2-S016	cheal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E215	f82r	B2	B2-S016	lchedar	PROC123	L+CHD+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten von dort führen und umsetzen	ableiten + umfüllen	YES	YES	YES
E216	f82r	B2	B2-S016	ches	PROC124	CH+E+S	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	den laufenden Posten kurz abziehen und teilen	abnehmen + abteilen	YES	YES	YES
E217	f82r	B2	B2-S016	aiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E218	f82r	B2	B2-S016	oteey	PROC109	OT+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E219	f82r	B2	B2-S016	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E220	f82r	B2	B2-S016	okey	PROC085	OK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz ansetzen	wirken lassen	YES	YES	YES
E221	f82r	B2	B2-S016	pchedy	PROC125	P+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten hineingeben und umsetzen; Schritt schließen	einfüllen + überführen	YES	YES	YES
E222	f82r	B2	B2-S017	rsheal	PROC126	R+SH+E+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	abkühlen lassen + ruhen lassen	YES	YES	YES
E223	f82r	B2	B2-S017	daldy	PROC127	AL+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E224	f82r	B2	B2-S018	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E225	f82r	B2	B2-S019	rshedy	PROC128	R+SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten abkühlen und absetzen; Schritt schließen	auskühlen lassen + absetzen lassen	YES	YES	YES
E226	f82r	B2	B2-S020	qoteedy	PROC129	OT+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E227	f82r	B2	B2-S021	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E228	f82r	B2	B2-S022	lochedy	PROC130	L+O+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang führen und umsetzen; Schritt schließen	abführen + überführen	YES	YES	YES
E229	f83r	B3	B3-S001	olkeedy	PROC098	SOLK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	YES	YES	YES
E230	f83r	B3	B3-S002	qotal	PROC131	OT+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E231	f83r	B3	B3-S002	chkeedy	PROC132	CHK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger wärmen; Schritt schließen	anwärmen	YES	YES	YES
E232	f83r	B3	B3-S003	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E233	f83r	B3	B3-S003	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E234	f83r	B3	B3-S003	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E235	f83r	B3	B3-S003	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + abmessen und umsetzen	YES	YES	YES
E236	f83r	B3	B3-S004	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E237	f83r	B3	B3-S004	qotal	PROC131	OT+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E238	f83r	B3	B3-S004	dar	PROC003	AR	GENERATE_FROM_COMPONENTS_AND_FRAME	von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
E239	f83r	B3	B3-S005	schedy	PROC076	CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	überführen und den Schritt schließen	umfüllen	YES	YES	YES
E240	f83r	B3	B3-S006	chedchy	PROC133	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten umsetzen	umsetzen	YES	YES	YES
E241	f83r	B3	B3-S006	qokal	PROC048	OK+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	YES	YES	YES
E242	f83r	B3	B3-S006	olchedy	PROC079	OL+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E243	f83r	B3	B3-S007	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E244	f83r	B3	B3-S007	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E245	f83r	B3	B3-S007	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E246	f83r	B3	B3-S008	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E247	f83r	B3	B3-S009	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E248	f83r	B3	B3-S010	pchedal	PROC134	P+CHD+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	einfüllen + umfüllen	YES	YES	YES
E249	f83r	B3	B3-S010	otedy	PROC135	OT+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E250	f83r	B3	B3-S011	shecthedchy	PROC136	SH+E+CTH+CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz halten und umsetzen bis bereit	halten + umsetzen	YES	YES	YES
E251	f83r	B3	B3-S011	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E252	f83r	B3	B3-S011	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E253	f83r	B3	B3-S011	chary	PROC137	AR+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	von dort · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E254	f83r	B3	B3-S012	sor	PROC016	OR	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E255	f83r	B3	B3-S012	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E256	f83r	B3	B3-S013	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E257	f83r	B3	B3-S013	chkain	PROC069	K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E258	f83r	B3	B3-S013	shcthey	PROC117	CTH+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E259	f83r	B3	B3-S013	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E260	f83r	B3	B3-S014	okair	PROC138	OK+AIR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch laufender Bestand ansetzen	einleiten	YES	YES	YES
E261	f83r	B3	B3-S014	sheedy	PROC139	SH+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger halten; Schritt schließen	ruhen lassen	YES	YES	YES
E262	f83r	B3	B3-S015	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E263	f83r	B3	B3-S016	lo	PROC140	L+O	GENERATE_FROM_COMPONENTS_AND_FRAME	den Arbeitsgang führen	führen	YES	YES	YES
E264	f83r	B3	B3-S016	qokchedy	PROC091	OK+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	YES	YES	YES
E265	f83r	B3	B3-S017	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E266	f83r	B3	B3-S018	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E267	f83r	B3	B3-S019	qokshedy	PROC141	OK+SH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen und halten; Schritt schließen	einwirken lassen + ruhen lassen	YES	YES	YES
E268	f83r	B3	B3-S020	dal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E269	f83r	B3	B3-S020	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	hinleiten + umfüllen	YES	YES	YES
E270	f83r	B3	B3-S021	qokaiin	PROC038	OK+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	YES	YES	YES
E271	f83r	B3	B3-S021	shcthy	PROC014	CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E272	f83r	B3	B3-S021	dal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E273	f83r	B3	B3-S021	sy	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E274	f83r	B3	B3-S021	saiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E275	f83r	B3	B3-S021	shedal	PROC142	SHED+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	YES	YES	YES
E276	f83r	B3	B3-S021	shecthy	PROC143	SH+E+CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz halten bis bereit	halten	YES	YES	YES
E277	f83r	B3	B3-S021	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E278	f83r	B3	B3-S021	tal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E279	f83r	B3	B3-S021	shcthy	PROC014	CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E280	f83r	B3	B3-S021	dalchdy	PROC144	AL+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	umfüllen	YES	YES	YES
E281	f83r	B3	B3-S022	qotchedy	PROC145	OT+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E282	f83r	B3	B3-S023	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E283	f83r	B3	B3-S024	tchedy	PROC076	CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	überführen und den Schritt schließen	überführen	YES	YES	YES
E284	f83r	B3	B3-S025	qokchdy	PROC082	OK+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	YES	YES	YES
E285	f83r	B3	B3-S026	cheedar	PROC146	EE+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	länger · von dort	NON_ACTION_CONTRIBUTION	YES	YES	YES
E286	f83r	B3	B3-S026	chldaiin	PROC147	L+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach vorgeschriebenes Maß führen	ableiten	YES	YES	YES
E287	f83r	B3	B3-S026	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E288	f83r	B3	B3-S026	qokain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E289	f83r	B3	B3-S026	checthy	PROC014	CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E290	f83r	B3	B3-S026	chealror	PROC148	AL+R+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	den Ansatz an bezeichnete Stelle abkühlen	abkühlen lassen	YES	YES	YES
E291	f83r	B3	B3-S026	solkeedy	PROC098	SOLK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	YES	YES	YES
E292	f83r	B3	B3-S027	qoteedy	PROC129	OT+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E293	f83r	B3	B3-S028	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
