page	locus	v67_word_count	v68_word_count	word_sequence_exact	content_word_additions	content_word_deletions	content_word_reorders	v67_translation_de	v68_clause_translation_de
f86v5	f86v5.2	41	41	1	0	0	0	Anteil II des Holzpostens; fertige kalte Zubereitung; heißer Drogenanteil I; feucht am Anfang des Grades; heißer Drogenanteil I; Blüte; nimm getrockneten Pulverstoff; Rohstoffklasse I, kalt am Gradanfang; Grundansatz; kühle hiervon den Drogenstoff ab; ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.	Anteil II des Holzpostens; fertige kalte Zubereitung; heißer Drogenanteil I; feucht am Anfang des Grades; heißer Drogenanteil I; Blüte. Nimm getrockneten Pulverstoff. Rohstoffklasse I, kalt am Gradanfang; Grundansatz. Kühle hiervon den Drogenstoff ab. Ein Maß kalten Ansatzes; ein Maß kalten Ansatzes.
f86v5	f86v5.24	36	36	1	0	0	0	Anteil I des Ansatzes; Menge III; erhitze hiervon auf Stufe II; Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; Anteil I des heißen Holzansatzes; kalter Ansatz, Grad III.	Anteil I des Ansatzes; Menge III. Erhitze hiervon auf Stufe II. Rohstoffklasse I im heißen Ansatz, Gradanfang; fertige heiß-trockene Zubereitung; Arzneikompositum: trocken, Gradanfang; kalter Ansatz, Grad III; Anteil I des heißen Holzansatzes; kalter Ansatz, Grad III.
f86v5	f86v5.4	45	45	1	0	0	0	Hiervon Samenpulver bis zur Mittelstufe trocknen; heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessener Anteil I; Anteil I des heißen Holzansatzes; Maßeinheit I.	Hiervon Samenpulver bis zur Mittelstufe trocknen. Heißer Ansatz am Anfang des Grades; vollständig eingeweichtes Gut der Schlussstufe; kalt am Anfang des Grades; kalt, Grad III; Samen, Charge II; Trockenpulver in Grundform; fertig abgekühltes Holz, Mittelstufe; abgemessener Anteil I; Anteil I des heißen Holzansatzes: Maßeinheit I.
f86v6	f86v6.25	40	40	1	0	0	0	Hiervon bis zur Endstufe abkühlen; heißer Drogenanteil I; Anteil I des heißen Holzansatzes; Drogenanteil I abmessen; erhitze hiervon auf Stufe III; Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; Drogenanteil I; davon ein Maß.	Hiervon bis zur Endstufe abkühlen. Heißer Drogenanteil I; Anteil I des heißen Holzansatzes. Drogenanteil I abmessen. Erhitze hiervon auf Stufe III. Drogenportion; Zubereitung vollständig bis zur letzten Heizstufe geführt; fertig getrocknete Blütenmasse; heiß, Grad III; Drogenanteil I; davon ein Maß.
f86v6	f86v6.31	46	46	1	0	0	0	Abgemessener Anteil II; Trockenpulver in Grundform; heiß, Grad III; Anteil I des heißen Holzansatzes; fertige heiß-trockene Drogenportion; Anteil I des heißen Ansatzes; Rohstoffklasse I; abgemessener Anteil I; erhitzter Holzansatz, bis Mittelstufe getrocknet; aus dem Kaltansatz ein Maß nehmen und erneut kühlen; eine Handvoll Drogenmaterial als Portion.	Abgemessener Anteil II; Trockenpulver in Grundform; heiß, Grad III; Anteil I des heißen Holzansatzes; fertige heiß-trockene Drogenportion; Anteil I des heißen Ansatzes; Rohstoffklasse I; abgemessener Anteil I; erhitzter Holzansatz, bis Mittelstufe getrocknet. Aus dem Kaltansatz ein Maß nehmen und erneut kühlen. Eine Handvoll Drogenmaterial als Portion.
f86v6	f86v6.4	45	45	1	0	0	0	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessener trockener Drogenanteil I; vollständig getrocknete Charge aus Anteil I der erhitzten Holzdroge; Anteil I des heißen Holzansatzes; ein Maß Rohdroge I.	Abgemessene Blütendroge; feuchte Anfangsstufe erreicht; Blüte; Grundansatz; Menge III; Holzansatz vollständig erhitzt; feuchte abgemessene Rohstoffmenge I am Gradanfang; eine Portion kalten Ansatzes, Mittelstufe; abgemessener trockener Drogenanteil I; vollständig getrocknete Charge aus Anteil I der erhitzten Holzdroge; Anteil I des heißen Holzansatzes; ein Maß Rohdroge I.
f86v6	f86v6.5	38	38	1	0	0	0	Kalter Drogenanteil I; Holzstoff; trocken; Anteil I des heißen Holzansatzes; drei Portionen davon; trockener Drogenanteil I; Drogenportion; kaltes Mazerat in der Mitte des Grades; heißer Drogenanteil I; Trockenpulver, Form I; kalt angesetzte Charge, leicht angewärmt; kalter Drogenanteil I.	Kalter Drogenanteil I; Holzstoff; trocken; Anteil I des heißen Holzansatzes; drei Portionen davon; trockener Drogenanteil I; Drogenportion; kaltes Mazerat in der Mitte des Grades; heißer Drogenanteil I; Trockenpulver, Form I; kalt angesetzte Charge, leicht angewärmt; kalter Drogenanteil I.
f88r	f88r.19	34	34	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; heißer Absud aus Trockengut; Qualitätsgrad III dieses heißen Absuds; heißen Drogenstoff der Mittelstufe zugeben; heißen Drogenstoff der Mittelstufe zugeben; Drogenstoff aus Arzneikompositum zugeben; heißer Ansatzstoff; trockener Drogenstoff.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Heißer Absud aus Trockengut; Qualitätsgrad III dieses heißen Absuds. Heißen Drogenstoff der Mittelstufe zugeben. Heißen Drogenstoff der Mittelstufe zugeben. Drogenstoff aus Arzneikompositum zugeben. Heißer Ansatzstoff; trockener Drogenstoff.
f8r	f8r.15	38	38	1	0	0	0	Eine abgemessene Portion bis zur Mittelstufe trocknen; Drogenstoff aus Arzneikompositum; trocken; trocken in der Mitte des Grades; Charge unter Wärme getrockneter Droge; trocken am Anfang des Grades; drei Materialmaße; Materialmaß; abgemessener Drogenanteil IV, leicht getrocknet; Arzneikompositum am Gradanfang.	Eine abgemessene Portion bis zur Mittelstufe trocknen. Drogenstoff aus Arzneikompositum; trocken; trocken in der Mitte des Grades; Charge unter Wärme getrockneter Droge; trocken am Anfang des Grades; drei Materialmaße; Materialmaß; abgemessener Drogenanteil IV, leicht getrocknet; Arzneikompositum am Gradanfang.
f95v1	f95v1.7	48	48	1	0	0	0	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; heiß, Grad II; heißer Drogenanteil I; Anteil I des heißen Holzansatzes; trocken am Anfang des Grades; kalter Drogenanteil I; Anteil I des kalten Ansatzes; trockene Anfangsstufe erreicht; heiß-trockene Anfangsstufe erreicht; abgemessenes heißes Drogenmaterial, Stufe II; fertiger Anteil I des kalten Ansatzes.	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; heiß, Grad II; heißer Drogenanteil I; Anteil I des heißen Holzansatzes; trocken am Anfang des Grades; kalter Drogenanteil I; Anteil I des kalten Ansatzes; trockene Anfangsstufe erreicht; heiß-trockene Anfangsstufe erreicht; abgemessenes heißes Drogenmaterial, Stufe II; fertiger Anteil I des kalten Ansatzes.
