gdt755_occurrence_id	surface	page	locus	token_ordinal	line_position	field_channel	boundary_complete	selected_role_axes	historical_expression	working_candidate_de	working_confidence	spoken_candidate_render_de	written_line_eva	candidate_hybrid_line_de	unmapped_tokens_preserved_as_eva	candidate_layer_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G755-O0068	ykol	f44r	f44r.10	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	qokchor okchy qoto ykol choky choky chol dam	<qokchor> <okchy> <qoto> [heißes Heilmittel] <choky> <choky> <chol> <dam>	1	1	OPEN	0	0
G755-O0069	qoaiin	f45r	f45r.3	5	MIDDLE	PRESCRIPTIVE_RECIPE	1	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom	<qo> <chcthy> <kchol> <daiin> [nimm drei Einheiten] <cthy> <chaiin> <ykeey> <cthom>	1	1	OPEN	0	0
G755-O0070	ychor	f45v	f45v.9	1	FIRST	PRESCRIPTIVE_RECIPE	1	PART|PASS	Recipe	nimm	C2_STRONG_EXPLORATORY	Arbeitshypothese: nimm	ychor cthy chol qokom sy sa ykchom	[nimm] <cthy> <chol> <qokom> <sy> <sa> <ykchom>	1	1	OPEN	0	0
G755-O0071	chdam	f46r	f46r.6	12	LAST	OPEN	0	DRY|LEVEL_I|AMOUNT|PROCESS	drachma i	eine Drachme	C0_FORCED_DEFAULT	Arbeitshypothese: eine Drachme	tedy dytedy shee keedy ypchedy chdalor sheedy odos aiin opchedy dykedy chdam	<tedy> <dytedy> <shee> <keedy> <ypchedy> <chdalor> <sheedy> <odos> <aiin> <opchedy> <dykedy> [eine Drachme]	1	1	OPEN	0	0
G755-O0072	chky	f46r	f46r.8	6	MIDDLE	QUANTITY_OR_PART	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	dsheol chy chckhy shy shdy chky chody cthdy s cheos chey	<dsheol> <chy> <chckhy> <shy> <shdy> [heiß und trocken im ersten Grad] <chody> <cthdy> <s> <cheos> <chey>	1	1	OPEN	0	0
G755-O0073	opchedy	f46v	f46v.1	5	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	pody lshed ypdy shedy opchedy ytedy oepchol yfchey tochsy okas ykchdy daiin	<pody> <lshed> <ypdy> <shedy> [trockne] <ytedy> <oepchol> <yfchey> <tochsy> <okas> <ykchdy> <daiin>	1	1	OPEN	0	0
G755-O0074	olar	f46v	f46v.4	4	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_I|PART|MATERIAL|PREPARATION	prima pars	erster Teil oder Anteil	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: erster Teil oder Anteil	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin y kaiir shckhefy	<ydaiin> <chckhy> <chdal> [erster Teil oder Anteil] <chckhdy> <chdody> <tar> <cham> <kedy> <daiin> <y> <kaiir> <shckhefy>	1	1	OPEN	0	0
G755-O0075	air	f46v	f46v.5	12	MIDDLE	MATERIA_OR_INGREDIENT	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	lodaiin shedy qokedy chdy okedy dykaly daiin chedy okeedy s ar air cthy	<lodaiin> <shedy> <qokedy> <chdy> <okedy> <dykaly> <daiin> <chedy> <okeedy> <s> <ar> [zweiter Teil oder Abschnitt] <cthy>	1	1	OPEN	0	0
G755-O0076	qokeol	f48r	f48r.7	2	MIDDLE	OPEN	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	tocthy qokeol yteedy lolkeol otolches al ar ykeeodam okedy okam	<tocthy> [heiß im zweiten Grad] <yteedy> <lolkeol> <otolches> <al> <ar> <ykeeodam> <okedy> [eine Drachme]	1	1	OPEN	0	0
G755-O0077	okam	f48r	f48r.7	10	LAST	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	tocthy qokeol yteedy lolkeol otolches al ar ykeeodam okedy okam	<tocthy> [heiß im zweiten Grad] <yteedy> <lolkeol> <otolches> <al> <ar> <ykeeodam> <okedy> [eine Drachme]	1	1	OPEN	0	0
G755-O0078	air	f48v	f48v.3	12	MIDDLE	QUANTITY_OR_PART	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	alchey kor y keody olkeeey chody chedy daly okeeor aiin otar air am	<alchey> <kor> <y> <keody> <olkeeey> <chody> <chedy> <daly> <okeeor> <aiin> <otar> [zweiter Teil oder Abschnitt] <am>	1	1	OPEN	0	0
G755-O0079	qokeol	f49v	f49v.26	1	FIRST	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qokeol chokeeody otol kcho s chol daiin	[heiß im zweiten Grad] <chokeeody> <otol> <kcho> <s> <chol> <daiin>	1	1	OPEN	0	0
G755-O0080	okam	f50r	f50r.2	12	LAST	DESCRIPTIVE_MATERIA	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	<sor> <orsheckhy> <ockhody> <shos> <alol> <dy> <kar> <oky> <daiiin> <okar> <ar> [eine Drachme]	1	1	OPEN	0	0
G755-O0081	chky	f50r	f50r.10	5	LAST	OPEN	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	solkaiin opalke chckhy darin chky	<solkaiin> <opalke> <chckhy> <darin> [heiß und trocken im ersten Grad]	1	1	OPEN	0	0
G755-O0082	opchedy	f50v	f50v.1	6	MIDDLE	PRESCRIPTIVE_PROCESS	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	tchy do ldar shotchdy qokchdy opchedy qokol shor ofar fardam	<tchy> <do> <ldar> <shotchdy> <qokchdy> [trockne] <qokol> <shor> <ofar> <fardam>	1	1	OPEN	0	0
G755-O0083	qockhey	f51r	f51r.5	4	MIDDLE	OPEN	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	tcheody qodaiin okeey qockhey taiin	<tcheody> <qodaiin> <okeey> [mische] <taiin>	1	1	OPEN	0	0
G755-O0084	qokeol	f51r	f51r.10	4	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ykchol dor shey qokeol kchey shol okam	<ykchol> <dor> <shey> [heiß im zweiten Grad] <kchey> <shol> [eine Drachme]	1	1	OPEN	0	0
G755-O0085	okam	f51r	f51r.10	7	LAST	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	ykchol dor shey qokeol kchey shol okam	<ykchol> <dor> <shey> [heiß im zweiten Grad] <kchey> <shol> [eine Drachme]	1	1	OPEN	0	0
G755-O0086	qockhey	f51r	f51r.12	6	MIDDLE	PRESCRIPTIVE_RECIPE	0	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	yoees ckheey kol cheeal okeor qockhey pchodal	<yoees> <ckheey> <kol> <cheeal> <okeor> [mische] <pchodal>	1	1	OPEN	0	0
G755-O0087	ykol	f51v	f51v.5	6	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	todaiin ytady qokol shodol qockhy ykol otaiin dar y	<todaiin> <ytady> <qokol> <shodol> <qockhy> [heißes Heilmittel] <otaiin> <dar> <y>	1	1	OPEN	0	0
G755-O0088	chees	f53r	f53r.6	8	MIDDLE	PRESCRIPTIVE_RECIPE	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	ykeodar oqoor o odor chain qokod ykchdy chees dal	<ykeodar> <oqoor> <o> <odor> <chain> <qokod> <ykchdy> [vollständig getrocknet] <dal>	1	1	OPEN	0	0
G755-O0089	cthody	f53v	f53v.9	4	MIDDLE	DESCRIPTIVE_MATERIA	1	MATERIAL|PREPARATION|CLOSE	unguentum	Salbe	C0_FORCED_DEFAULT	Arbeitshypothese: Salbe	octheody shody qodal cthody sheos shodaiin	<octheody> <shody> <qodal> [Salbe] <sheos> <shodaiin>	1	1	OPEN	0	0
G755-O0090	qockhey	f54v	f54v.9	2	MIDDLE	QUANTITY_OR_PART	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	ydaiin qockhey qodal ytam okal dy	<ydaiin> [mische] <qodal> <ytam> <okal> <dy>	1	1	OPEN	0	0
G755-O0091	chky	f55r	f55r.3	3	MIDDLE	OPEN	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	<ykaiir> <chol> [heiß und trocken im ersten Grad] <okar> [heiß und trocken im ersten Grad] <chdy> <qokar> <okaiin> <chckhy> <s> <aiin>	1	1	OPEN	0	0
G755-O0092	chky	f55r	f55r.3	5	MIDDLE	OPEN	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	<ykaiir> <chol> [heiß und trocken im ersten Grad] <okar> [heiß und trocken im ersten Grad] <chdy> <qokar> <okaiin> <chckhy> <s> <aiin>	1	1	OPEN	0	0
G755-O0093	qoaiin	f55v	f55v.2	4	MIDDLE	OPEN	1	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	oeeed yteey okeedy qoaiin okeody ykeesan	<oeeed> <yteey> <okeedy> [nimm drei Einheiten] <okeody> <ykeesan>	1	1	OPEN	0	0
G755-O0094	orain	f55v	f55v.11	10	LAST	OPEN	0	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	<ykaiin> <cheoar> <cheeky> <oldy> <aiin> <okal> <oltchy> <or> <y> [zwei Teile]	1	1	OPEN	0	0
G755-O0095	otaly	f58r	f58r.1	7	MIDDLE	OPEN	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	kor cholfy shofchy otoralchy chofchol sholy otaly dal m	<kor> <cholfy> <shofchy> <otoralchy> <chofchol> <sholy> [kalt im ersten Grad] <dal> <m>	1	1	OPEN	0	0
G755-O0096	otaly	f58r	f58r.3	6	MIDDLE	DESCRIPTIVE_MATERIA	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	ykechod dalaldam ytam choty otchy otaly shoty s	<ykechod> <dalaldam> <ytam> <choty> <otchy> [kalt im ersten Grad] <shoty> <s>	1	1	OPEN	0	0
G755-O0097	air	f58r	f58r.16	3	MIDDLE	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy	<typchey> <ar> [zweiter Teil oder Abschnitt] <ytashy> <qotyshey> <pchdy> <dshaly> <pydaly> <choky> <opy>	1	1	OPEN	0	0
G755-O0098	air	f58r	f58r.28	6	MIDDLE	OPEN	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	yshealkair odalaly dalal chy s air shokar olaldy okalody	<yshealkair> <odalaly> <dalal> <chy> <s> [zweiter Teil oder Abschnitt] <shokar> <olaldy> <okalody>	1	1	OPEN	0	0
G755-O0099	qokeol	f58v	f58v.3	4	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	todal qotain shoy qokeol okey qokalchal daly ar aim	<todal> <qotain> <shoy> [heiß im zweiten Grad] <okey> <qokalchal> <daly> <ar> <aim>	1	1	OPEN	0	0
G755-O0100	air	f58v	f58v.14	2	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	shar air alor chol oeear sho qotal chol tal ar tar aropam	<shar> [zweiter Teil oder Abschnitt] <alor> <chol> <oeear> <sho> <qotal> <chol> <tal> <ar> <tar> <aropam>	1	1	OPEN	0	0
G755-O0101	air	f58v	f58v.15	6	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	qot oiin okal aral s air qoal talchos okal cho ytam dam	<qot> <oiin> <okal> <aral> <s> [zweiter Teil oder Abschnitt] <qoal> <talchos> <okal> <cho> <ytam> <dam>	1	1	OPEN	0	0
G755-O0102	qoaiin	f58v	f58v.18	9	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	<taiin> <chal> <sheal> <qockhy> <dar> <aiin> <ockhey> <qokeey> [nimm drei Einheiten] <aral>	1	1	OPEN	0	0
G755-O0103	qokeol	f58v	f58v.25	4	MIDDLE	PRESCRIPTIVE_RECIPE	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal	<qotain> <okeor> <sheey> [heiß im zweiten Grad] <okeoly> <qokaly> <qokair> <or> <tas> <ykal>	1	1	OPEN	0	0
G755-O0104	otaly	f58v	f58v.28	4	MIDDLE	PRESCRIPTIVE_RECIPE	1	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	ycheockhy okey okal otaly okaldy okeor sheey	<ycheockhy> <okey> <okal> [kalt im ersten Grad] <okaldy> <okeor> <sheey>	1	1	OPEN	0	0
G755-O0105	olchedy	f58v	f58v.32	10	LAST	DESCRIPTIVE_MATERIA	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	psheey qoty qokar qokey ky ykar cheal otal kol olchedy	<psheey> <qoty> <qokar> <qokey> <ky> <ykar> <cheal> <otal> <kol> [getrocknet]	1	1	OPEN	0	0
G755-O0106	olar	f58v	f58v.35	7	MIDDLE	DESCRIPTIVE_MATERIA	0	LEVEL_I|PART|MATERIAL|PREPARATION	prima pars	erster Teil oder Anteil	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: erster Teil oder Anteil	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	<daiin> <otain> <okain> <chey> <okeey> <qokeeos> [erster Teil oder Anteil] <sheo> <daly> <dalychs>	1	1	OPEN	0	0
G755-O0107	okam	f58v	f58v.39	3	MIDDLE	PRESCRIPTIVE_RECIPE	1	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	oshar qokain okam shear cher sarols	<oshar> <qokain> [eine Drachme] <shear> <cher> <sarols>	1	1	OPEN	0	0
G755-O0108	air	f66r	f66r.26	1	SINGLE	OPEN	1	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	air	[zweiter Teil oder Abschnitt]	1	1	OPEN	0	0
G755-O0109	opchedy	f66r	f66r.50	3	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals	<pdaiin> <oteedy> [trockne] <chap> <chefchy> <shddy> <ypches> <cholpchd> <okedals>	1	1	OPEN	0	0
G755-O0110	ykol	f66r	f66r.58	10	LAST	DESCRIPTIVE_MATERIA	0	HOT|MATERIAL|PASS	calidum	heißes Heilmittel	C0_FORCED_DEFAULT	Arbeitshypothese: heißes Heilmittel	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	<dsholdaiir> <dalky> <shky> <qoky> <shekair> <choty> <dar> <okeey> <shdy> [heißes Heilmittel]	1	1	OPEN	0	0
G755-O0111	chky	f66r	f66r.62	4	MIDDLE	DESCRIPTIVE_MATERIA	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	ol cheeky daiir chky axor akar y daiin	<ol> <cheeky> <daiir> [heiß und trocken im ersten Grad] <axor> <akar> <y> <daiin>	1	1	OPEN	0	0
G755-O0112	olchedy	f75r	f75r.9	8	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal	<qokchdy> <chcthy> <lo> <qokedy> <qokan> <checkhy> <qokar> [getrocknet] <sal>	1	1	OPEN	0	0
G755-O0113	opchedy	f75v	f75v.1	2	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	<pchedar> [trockne] <qokedy> [trockne] <qopdy> <dain> <chetas> <chy> <qotam>	1	1	OPEN	0	0
G755-O0114	opchedy	f75v	f75v.1	4	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	<pchedar> [trockne] <qokedy> [trockne] <qopdy> <dain> <chetas> <chy> <qotam>	1	1	OPEN	0	0
G755-O0115	olchedy	f75v	f75v.10	10	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	<qokeed> <chedy> <ky> <okedy> <lchedy> <dar> <ody> <dchedy> <dar> [getrocknet] <otedy> <qoky>	1	1	OPEN	0	0
G755-O0116	olchedy	f75v	f75v.45	3	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy	<yshey> <qokar> [getrocknet] <qor> <oiin> <okeedy> <qokeed> <qokeey> <qokeey> <otey> <qoky> <dy>	1	1	OPEN	0	0
G755-O0117	olchedy	f75v	f75v.46	10	LAST	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	ychey qotain sheckhy qokedy qokedy lsheckhy qokain dal tol olchedy	<ychey> <qotain> <sheckhy> <qokedy> <qokedy> <lsheckhy> <qokain> <dal> <tol> [getrocknet]	1	1	OPEN	0	0
G755-O0118	olchedy	f75v	f75v.70	2	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	qokey olchedy otey orol	<qokey> [getrocknet] <otey> <orol>	1	1	OPEN	0	0
G755-O0119	chdam	f76r	f76r.5	13	LAST	OPEN	1	DRY|LEVEL_I|AMOUNT|PROCESS	drachma i	eine Drachme	C0_FORCED_DEFAULT	Arbeitshypothese: eine Drachme	qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam	<qokedy> <qokeey> <or> <or> <or> <chkorol> <otey> <qokedy> <lkedy> <chdy> <qokchdy> <qokal> [eine Drachme]	1	1	OPEN	0	0
G755-O0120	qopchedy	f76r	f76r.6	3	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	<solchedy> <qokeedy> [bis zur Hälfte trocknen] <qokeeo> <rol> <shedy> <qokedy> <sheey> <okees> <al> <al> <chedain> <dar>	1	1	OPEN	0	0
G755-O0121	qoaiin	f76r	f76r.8	1	FIRST	PRESCRIPTIVE_RECIPE	0	LEVEL_III|PROCESS	Recipe iii vel iiii guttas	nimm drei Einheiten	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: nimm drei Einheiten	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	[nimm drei Einheiten] <ches> <okeedal> <qoked> <qokeey> <shedy> <chey> <lkeedy> <okey> <dar> <aiin> <chekain> <oldy>	1	1	OPEN	0	0
G755-O0122	qolchedy	f76r	f76r.19	10	MIDDLE	OPEN	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	dcheedy qolchey qokeey qokeey chedy qokar shedy shedy lshedy qolchedy otedyl	<dcheedy> <qolchey> <qokeey> <qokeey> <chedy> <qokar> <shedy> <shedy> <lshedy> [bis zur Hälfte trocknen] <otedyl>	1	1	OPEN	0	0
G755-O0123	olchy	f76r	f76r.23	7	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS	siccum	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockene Zubereitung	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey	<sheedy> <qokedy> <chedy> <chedy> <qokain> <chckhy> [trockene Zubereitung] <l> <ain> <shedy> <olaiin> <chedy> <qokey>	1	1	OPEN	0	0
G755-O0124	qopchey	f76r	f76r.33	5	MIDDLE	OPEN	1	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C0_FORCED_DEFAULT	Arbeitshypothese: trockne	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	<qokedy> <lkey> <kal> <shedy> [trockne] <qo> <l> <pchedy> <okchy> <chckhy> <shey> <lol> <r> <ol> <sheey> <dar>	1	1	OPEN	0	0
G755-O0125	opchedy	f76r	f76r.39	3	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	polalchdy pshedy opchedy qokas yksheol qokeedy oty lshed chpsheedy ytal	<polalchdy> <pshedy> [trockne] <qokas> <yksheol> <qokeedy> <oty> <lshed> <chpsheedy> <ytal>	1	1	OPEN	0	0
G755-O0126	lkaiin	f76r	f76r.44	6	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy	<poleedaran> <shckhy> <qoty> <ykar> <alol> [heiß im dritten Grad] <ol> <shedy> <otain> <okar> <opar> <kolpy>	1	1	OPEN	0	0
G755-O0127	qockhey	f76r	f76r.47	6	MIDDLE	QUANTITY_OR_PART	0	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	dain chckhy or aiin sheey qockhey olchdar sheey otedy olain oky	<dain> <chckhy> <or> <aiin> <sheey> [mische] <olchdar> <sheey> <otedy> <olain> <oky>	1	1	OPEN	0	0
G755-O0128	olchedy	f76r	f76r.54	6	MIDDLE	DESCRIPTIVE_QUALITY	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	<dal> <or> <chedy> <qolaiin> <okedal> [getrocknet] <chdol> [getrocknet] <choly> <aiin> <y>	1	1	OPEN	0	0
G755-O0129	olchedy	f76r	f76r.54	8	MIDDLE	DESCRIPTIVE_QUALITY	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	<dal> <or> <chedy> <qolaiin> <okedal> [getrocknet] <chdol> [getrocknet] <choly> <aiin> <y>	1	1	OPEN	0	0
