surface	bridge_rank	candidate_rank	selected_primary	candidate_id	historical_expression	candidate_base_gloss_de	target_specific_working_candidate_de	working_confidence_if_primary	candidate_kind	candidate_register_family	gdt754_register_family	register_family_match	target_role_axes	candidate_required_all_axes	candidate_required_any_axes	hard_role_fit	preferred_axis_overlap	content_slot_axis	literal_content_axis_supported	reader_exact_occurrences	complete_independent_fields	preferred_channel_hits	preferred_channel_rate	layout_hits	layout_rate	historical_date_tier_0_3	historical_source_ids	historical_source_summary	attested_form	historical_locator	attestation_scope	fit_score_0_100_diagnostic	selection_reason_if_primary	counterevidence	comparison_unit	historical_graphic_match_claimed	literal_identity	confirmed_lexeme	component_export_credit
ykedy	12	2	0	E048	preservari	aufbewahren oder erhalten	aufbewahren oder erhalten	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	QUALITY_STATE_OR_DEGREE_REGISTER	0	HOT|MIDDLE_STAGE|CLOSE|PASS	PASS|CLOSE	NONE	1	NONE	NONE	1	6	2	1	0.500000	6	1.000000	1	HX006	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s)	preservari	aligned recipe table 4	CORPUS_FORMULA	69.000	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ykedy	12	3	0	E019	repone	stelle zurueck oder bewahre auf	stelle zurueck oder bewahre auf	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	QUALITY_STATE_OR_DEGREE_REGISTER	0	HOT|MIDDLE_STAGE|CLOSE|PASS	PROCESS|CLOSE	NONE	0	PASS	NONE	1	6	2	1	0.500000	6	1.000000	3	HX005	HX005: BnF lat.8651 fourteenth-century ink recipe (14th century)	repone	BnF lat.8651 f88v	DIRECT_EXPRESSION	44.000	ALTERNATE_RIVAL	required target axes incomplete; changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
orain	13	1	1	E001	ii partes	zwei Teile oder Anteile	zwei Teile	C1_CONSTRAINED_CANDIDATE	FORMULAIC_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_II|PART	PART|LEVEL_II	NONE	1	NONE	NONE	1	14	5	1	0.200000	11	0.785714	3	HX005|HX007	HX005: BnF lat.8651 fourteenth-century ink recipe (14th century) || HX007: Alphita medico-botanical glossary (medieval tradition; 1887 edition)	ii partes aque	Alphita Idromel recipe; BnF lat.8651 f88v	DIRECT_EXPRESSION	75.786	PART plus level II and seven of fourteen line-final occurrences fit a quantity formula more strongly than a heading.	NONE	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
orain	13	2	0	E002	parte	Teil oder Anteil	Teil oder Anteil	ALTERNATE_NOT_SELECTED	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_II|PART	PART	NONE	1	LEVEL_II	NONE	1	14	5	1	0.200000	14	1.000000	1	HX006	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s)	parte	aligned recipe table 4	CORPUS_EXPRESSION	68.000	ALTERNATE_RIVAL	NONE	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
orain	13	3	0	E003	semis	Haelfte	Haelfte	ALTERNATE_NOT_SELECTED	FORMULAIC_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_II|PART	PART	MIDDLE_STAGE|AMOUNT	0	NONE	NONE	1	14	5	1	0.200000	11	0.785714	1	HX006|HX009	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century)	semis	aligned recipe table 4	CORPUS_FORMULA	32.786	ALTERNATE_RIVAL	required target axes incomplete	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chky	14	1	1	E012	calidum et siccum in primo gradu	heiss und trocken im ersten Grad	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	HOT|DRY|BEGIN_STAGE	NONE	1	NONE	NONE	1	15	9	4	0.444444	15	1.000000	2	HX001|HX002	HX001: Vatican Pal.lat.1234 degrees of simples (circa 1400) || HX002: Wellcome MS.542 medical miscellany and glossary (early 15th century)	Calide in primo gradu; calidum et siccum in ii gradu	Pal.lat.1234 f1r; Wellcome MS.542 f118r	NORMALIZED_ATTESTED_FIELD_COMBINATION	76.889	HOT DRY and begin-stage align with a real quality-degree class; mostly Herbal placement and descriptive fields weaken the old command reading.	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chky	14	2	0	E013	calidum et siccum in secundo gradu	heiss und trocken im zweiten Grad	heiss und trocken im zweiten Grad	ALTERNATE_NOT_SELECTED	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	HOT|DRY	LEVEL_II|MIDDLE_STAGE	0	NONE	NONE	1	15	9	4	0.444444	15	1.000000	3	HX002	HX002: Wellcome MS.542 medical miscellany and glossary (early 15th century)	Aloes lignum calidum et siccum in ii gradu	Wellcome MS.542 f118r	DIRECT_EXPRESSION	45.889	ALTERNATE_RIVAL	required target axes incomplete; changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chky	14	3	0	E008	calide in primo gradu	heiss im ersten Grad	heiss im ersten Grad	ALTERNATE_NOT_SELECTED	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	HOT|BEGIN_STAGE	NONE	1	NONE	NONE	1	15	9	4	0.444444	15	1.000000	3	HX001	HX001: Vatican Pal.lat.1234 degrees of simples (circa 1400)	Calide in primo gradu	Pal.lat.1234 f1r	DIRECT_EXPRESSION	75.889	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qockhey	15	1	1	E018	misce	mische	mische	C0_FORCED_DEFAULT	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	PROCESS|PREPARATION	NONE	1	MATERIAL	NONE	1	12	7	0	0.000000	12	1.000000	3	HX004	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries)	misce	Durham f83v recipe 5	DIRECT_EXPRESSION	77.000	PROCESS plus PREPARATION makes mixing historically plausible, but five of seven complete external fields are open.	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qockhey	15	2	0	E025	preparatio	Zubereitung	Zubereitung	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	PREPARATION|MATERIAL	NONE	1	CLOSE	PREPARATION	1	12	7	1	0.142857	12	1.000000	3	HX004|HX008	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX008: Wellcome MS.491 Pseudo-Mesue Grabadin (1418)	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	71.857	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qockhey	15	3	0	E019	repone	stelle zurueck oder bewahre auf	stelle zurueck oder bewahre auf	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	PROCESS|CLOSE	NONE	1	PREPARATION	NONE	1	12	7	0	0.000000	12	1.000000	3	HX005	HX005: BnF lat.8651 fourteenth-century ink recipe (14th century)	repone	BnF lat.8651 f88v	DIRECT_EXPRESSION	77.000	ALTERNATE_RIVAL	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ychor	16	1	1	E016	Recipe	nimm	nimm	C2_STRONG_EXPLORATORY	FORMULAIC_COMMAND	RECIPE_ACTION_OR_COMMAND_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	PART|PASS	NONE	PROCESS|PASS	1	NONE	NONE	1	13	8	3	0.375000	13	1.000000	2	HX004|HX006|HX009	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century)	Recipe	Durham f83v recipes; aligned recipe table 4	DIRECT_PLUS_CORPUS_FORMULA	60.500	All thirteen exact occurrences are line-initial and three of eight complete independent fields are prescriptive recipe fields; this strongly beats the inherited part reading.	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ychor	16	2	0	E017	Accipe	nimm	nimm	ALTERNATE_NOT_SELECTED	FORMULAIC_COMMAND	RECIPE_ACTION_OR_COMMAND_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	PART|PASS	NONE	PROCESS|PASS	1	NONE	NONE	1	13	8	3	0.375000	13	1.000000	3	HX003|HX004	HX003: Salzburg UB M I 89 medical compilation (turn of 14th and 15th century) || HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries)	Accipe	Salzburg f266r; Durham f83v recipes 4 6 7 13	DIRECT_EXPRESSION	64.500	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ychor	16	3	0	E006	ana	zu gleichen Teilen	zu gleichen Teilen	ALTERNATE_NOT_SELECTED	FORMULAIC_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	PART|PASS	NONE	AMOUNT|PART	1	PART	NONE	1	13	8	3	0.375000	0	0.000000	2	HX006|HX009|HX010	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century) || HX010: Wellcome MS.307 recipe collection (late 14th century)	ana	Wellcome MS.307 f44r-f45v; aligned recipe table 4	DIRECT_PLUS_CORPUS_FORMULA	55.500	ALTERNATE_RIVAL	NONE	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
cthody	17	1	1	E026	unguentum	Salbe	Salbe	C0_FORCED_DEFAULT	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	1	MATERIAL|PREPARATION|CLOSE	PREPARATION|MATERIAL	NONE	1	CLOSE	OINTMENT	0	12	4	3	0.750000	12	1.000000	3	HX004	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries)	Unguentum	Durham f83v recipe 5	DIRECT_EXPRESSION	62.000	MATERIAL plus PREPARATION and late Herbal placement create a learned preparation slot; Salbe is a bold specific whole-word candidate with generic preparation and electuary rivals.	literal OINTMENT axis absent	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
cthody	17	2	0	E025	preparatio	Zubereitung	Zubereitung	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	1	MATERIAL|PREPARATION|CLOSE	PREPARATION|MATERIAL	NONE	1	CLOSE	PREPARATION	1	12	4	3	0.750000	12	1.000000	3	HX004|HX008	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX008: Wellcome MS.491 Pseudo-Mesue Grabadin (1418)	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	92.000	ALTERNATE_RIVAL	NONE	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
cthody	17	3	0	E039	electuarium	Latwerge	Latwerge	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	1	MATERIAL|PREPARATION|CLOSE	PREPARATION|MATERIAL	NONE	1	CLOSE	ELECTUARY	0	12	4	3	0.750000	12	1.000000	1	HX006|HX008	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX008: Wellcome MS.491 Pseudo-Mesue Grabadin (1418)	electuarium	aligned corpus table 5	CORPUS_VOCABULARY	54.000	ALTERNATE_RIVAL	literal ELECTUARY axis absent	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ykol	18	1	1	E050	calidum	heiss oder warm	heißes Heilmittel	C0_FORCED_DEFAULT	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	0	HOT|MATERIAL|PASS	HOT	NONE	1	MATERIAL	NONE	1	9	4	3	0.750000	8	0.888889	3	HX001|HX002|HX007	HX001: Vatican Pal.lat.1234 degrees of simples (circa 1400) || HX002: Wellcome MS.542 medical miscellany and glossary (early 15th century) || HX007: Alphita medico-botanical glossary (medieval tradition; 1887 edition)	calidum	quality rubrics and materia entries	DIRECT_EXPRESSION_CLASS	77.333	HOT plus MATERIAL and seven of nine Herbal occurrences favour a descriptive medicine content slot; the noun remains speculative.	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ykol	18	2	0	E026	unguentum	Salbe	Salbe	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	1	HOT|MATERIAL|PASS	PREPARATION|MATERIAL	NONE	0	HOT	OINTMENT	0	9	4	3	0.750000	8	0.888889	3	HX004	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries)	Unguentum	Durham f83v recipe 5	DIRECT_EXPRESSION	25.333	ALTERNATE_RIVAL	required target axes incomplete; literal OINTMENT axis absent	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
ykol	18	3	0	E028	oleum	Oel	Oel	ALTERNATE_NOT_SELECTED	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	1	HOT|MATERIAL|PASS	OIL|LIQUID	NONE	0	NONE	OIL	0	9	4	3	0.750000	8	0.888889	2	HX004|HX007	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX007: Alphita medico-botanical glossary (medieval tradition; 1887 edition)	Oleum de butero; oleum clarum	Durham f83v recipe 2; Alphita Ydroleon	DIRECT_EXPRESSION_CLASS	14.333	ALTERNATE_RIVAL	required target axes incomplete; literal OIL axis absent	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
olar	19	1	1	E051	prima pars	erster Teil oder Anteil	erster Teil oder Anteil	C1_CONSTRAINED_CANDIDATE	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_I|PART|MATERIAL|PREPARATION	PART|LEVEL_I	NONE	1	MATERIAL|PREPARATION	NONE	1	7	2	0	0.000000	7	1.000000	1	HX001|HX005|HX006	HX001: Vatican Pal.lat.1234 degrees of simples (circa 1400) || HX005: BnF lat.8651 fourteenth-century ink recipe (14th century) || HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s)	primo gradu; mediam partem; parte	cross-source normalized field combination	NORMALIZED_ATTESTED_FIELD_COMBINATION	71.000	PART plus level I is an exact role fit and complete fields are descriptive rather than command-like.	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
olar	19	2	0	E002	parte	Teil oder Anteil	Teil oder Anteil	ALTERNATE_NOT_SELECTED	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_I|PART|MATERIAL|PREPARATION	PART	NONE	1	LEVEL_I	NONE	1	7	2	0	0.000000	7	1.000000	1	HX006	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s)	parte	aligned recipe table 4	CORPUS_EXPRESSION	64.000	ALTERNATE_RIVAL	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
olar	19	3	0	E004	drachma i	eine Drachme	eine Drachme	ALTERNATE_NOT_SELECTED	FORMULAIC_MEASURE	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	LEVEL_I|PART|MATERIAL|PREPARATION	AMOUNT	LEVEL_I|LEVEL_II|LEVEL_III	0	LEVEL_I	NONE	1	7	2	0	0.000000	0	0.000000	1	HX006|HX009	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century)	drachm logogram	aligned recipe table 4	CORPUS_FORMULA	14.000	ALTERNATE_RIVAL	required target axes incomplete; zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
otaly	20	1	1	E011	frigida in primo gradu	kalt im ersten Grad	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	COLD|BEGIN_STAGE|LEVEL_I	NONE	1	NONE	NONE	1	11	6	2	0.333333	11	1.000000	3	HX001	HX001: Vatican Pal.lat.1234 degrees of simples (circa 1400)	Frigida in primo gradu	Pal.lat.1234 f1v	DIRECT_EXPRESSION	78.667	COLD begin-stage and level I match an exact period quality rubric; preparation is retained only as carrier background.	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
otaly	20	2	0	E020	refrigeretur	lasse abkuehlen	lasse abkuehlen	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	COLD	PROCESS|PASS|CLOSE	1	PREPARATION	NONE	1	11	6	1	0.166667	11	1.000000	3	HX004	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries)	refrigeretur	Durham f83v recipe 2	DIRECT_EXPRESSION	67.333	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
otaly	20	3	0	E025	preparatio	Zubereitung	Zubereitung	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	PREPARATION|MATERIAL	NONE	1	CLOSE	PREPARATION	1	11	6	2	0.333333	11	1.000000	3	HX004|HX008	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX008: Wellcome MS.491 Pseudo-Mesue Grabadin (1418)	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	75.667	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qolchedy	21	1	1	E024	usque ad mediam partem	bis zur Haelfte	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	PROCESS_TARGET	RECIPE_ACTION_OR_COMMAND_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	MIDDLE_STAGE	PROCESS|PART	1	DRY	NONE	1	7	5	0	0.000000	6	0.857143	3	HX005	HX005: BnF lat.8651 fourteenth-century ink recipe (14th century)	usque ad mediam partem	BnF lat.8651 f88v	DIRECT_EXPRESSION	69.857	DRY middle-stage and PROCESS support a half-way process target, but three of five complete fields remain open.	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qolchedy	21	2	0	E043	sicca	trockne	trockne	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	DRY|PROCESS	NONE	1	CLOSE	NONE	1	7	5	0	0.000000	6	0.857143	1	HX011	HX011: Oxford Trinity College MS 9 recipe collection (late medieval)	sicca ad solem vel ad umbram	Oxford Trinity College MS 9 recipe catalogue	CATALOGUE_EXPRESSION	66.857	ALTERNATE_RIVAL	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
qolchedy	21	3	0	E019	repone	stelle zurueck oder bewahre auf	stelle zurueck oder bewahre auf	ALTERNATE_NOT_SELECTED	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	PROCESS|CLOSE	NONE	1	NONE	NONE	1	7	5	0	0.000000	6	0.857143	3	HX005	HX005: BnF lat.8651 fourteenth-century ink recipe (14th century)	repone	BnF lat.8651 f88v	DIRECT_EXPRESSION	72.857	ALTERNATE_RIVAL	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chdam	22	1	1	E004	drachma i	eine Drachme	eine Drachme	C0_FORCED_DEFAULT	FORMULAIC_MEASURE	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	DRY|LEVEL_I|AMOUNT|PROCESS	AMOUNT	LEVEL_I|LEVEL_II|LEVEL_III	1	LEVEL_I	NONE	1	4	3	0	0.000000	4	1.000000	1	HX006|HX009	HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century)	drachm logogram	aligned recipe table 4	CORPUS_FORMULA	64.000	AMOUNT plus level I and four of four line-final occurrences fit a terminal measure, but the sample is small and no complete external quantity field survives.	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chdam	22	2	0	E005	uncia i	eine Unze	eine Unze	ALTERNATE_NOT_SELECTED	FORMULAIC_MEASURE	MEASURE_FRACTION_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	1	DRY|LEVEL_I|AMOUNT|PROCESS	AMOUNT	LEVEL_I|LEVEL_II|LEVEL_III	1	LEVEL_I	NONE	1	4	3	0	0.000000	4	1.000000	2	HX004|HX006|HX009	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX006: Aligned John of Burgundy plague-tract abbreviation corpus (1450s to 1490s) || HX009: Abbreviations in Medieval Medical Manuscripts (late 14th to 15th century)	sex vncias; vnam ... quartam vncie	Durham f83v recipe 1	DIRECT_EXPRESSION	68.000	ALTERNATE_RIVAL	zero preferred-channel complete fields	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
chdam	22	3	0	E015	siccum	trocken oder getrocknet	trocken oder getrocknet	ALTERNATE_NOT_SELECTED	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	MEASURE_FRACTION_OR_DEGREE_REGISTER	0	DRY|LEVEL_I|AMOUNT|PROCESS	DRY	NONE	1	NONE	NONE	1	4	3	2	0.666667	4	1.000000	2	HX002|HX007	HX002: Wellcome MS.542 medical miscellany and glossary (early 15th century) || HX007: Alphita medico-botanical glossary (medieval tradition; 1887 edition)	siccum	Wellcome MS.542 f118r and Alphita entries	DIRECT_EXPRESSION_CLASS	71.333	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
olchy	23	1	1	E015	siccum	trocken oder getrocknet	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	DRY|MATERIAL|PREPARATION|PROCESS	DRY	NONE	1	MATERIAL|PREPARATION	NONE	1	6	3	3	1.000000	6	1.000000	2	HX002|HX007	HX002: Wellcome MS.542 medical miscellany and glossary (early 15th century) || HX007: Alphita medico-botanical glossary (medieval tradition; 1887 edition)	siccum	Wellcome MS.542 f118r and Alphita entries	DIRECT_EXPRESSION_CLASS	82.000	All three complete independent fields are descriptive and the role bundle contains DRY MATERIAL and PREPARATION.	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
olchy	23	2	0	E025	preparatio	Zubereitung	Zubereitung	ALTERNATE_NOT_SELECTED	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	RECIPE_ACTION_OR_COMMAND_REGISTER	0	DRY|MATERIAL|PREPARATION|PROCESS	PREPARATION|MATERIAL	NONE	1	NONE	PREPARATION	1	6	3	2	0.666667	6	1.000000	3	HX004|HX008	HX004: Durham Cathedral MS B.III.12 endleaf recipes (14th to 15th centuries) || HX008: Wellcome MS.491 Pseudo-Mesue Grabadin (1418)	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	80.333	ALTERNATE_RIVAL	changes GDT754 broad register family	EXACT_COMPLETE_SURFACE_ROLE_NOT_EVA_SPELLING	0	OPEN	0	0
