line_initial_rate_rank	surface	reader_exact_occurrences	line_first_occurrences	line_first_rate	line_last_occurrences	paragraph_first_occurrences	section_counts	top24_target	gdt754_productive_compound_surface	comparison_used_semantics	reader_exact_minimum_occurrences	confirmed_lexeme
300	keedy	22	0	0.000000	0	0	B:5|H:3|S:13|T:1	0	0	0	10	0
301	qokam	22	0	0.000000	18	0	B:4|C:1|H:6|S:11	0	0	0	10	0
302	kchy	21	0	0.000000	1	0	H:21	0	0	0	10	0
303	ckhey	20	0	0.000000	1	0	B:1|H:10|P:8|S:1	0	0	0	10	0
304	qotchdy	19	0	0.000000	2	0	B:1|C:1|H:4|S:10|T:3	0	0	0	10	0
305	ldy	18	0	0.000000	13	0	B:8|H:3|S:6|T:1	0	0	0	10	0
306	okam	17	0	0.000000	11	0	H:10|S:6|T:1	1	1	0	10	0
307	qokaly	17	0	0.000000	3	0	B:6|H:1|S:9|T:1	0	0	0	10	0
308	she	17	0	0.000000	0	0	H:13|P:1|S:3	0	0	0	10	0
309	shear	17	0	0.000000	0	0	B:4|H:3|P:1|S:8|T:1	0	0	0	10	0
310	shecthy	17	0	0.000000	0	0	B:10|H:1|S:3|T:3	0	0	0	10	0
311	chedar	16	0	0.000000	0	0	B:3|S:13	0	0	0	10	0
312	chety	16	0	0.000000	0	0	B:3|H:9|S:3|T:1	0	0	0	10	0
313	ckhol	16	0	0.000000	0	0	H:12|P:3|S:1	0	0	0	10	0
314	kedy	16	0	0.000000	1	0	B:3|H:6|S:6|T:1	0	0	0	10	0
315	lky	16	0	0.000000	4	0	B:3|S:13	1	1	0	10	0
316	cham	15	0	0.000000	9	0	B:2|H:9|S:4	0	0	0	10	0
317	chky	15	0	0.000000	2	0	B:1|H:10|S:3|T:1	1	1	0	10	0
318	lkedy	15	0	0.000000	0	0	B:4|S:9|T:2	0	0	0	10	0
319	lo	15	0	0.000000	10	0	B:6|H:1|S:7|T:1	0	0	0	10	0
320	oiin	15	0	0.000000	0	0	B:4|H:5|P:2|S:4	0	0	0	10	0
321	olkedy	15	0	0.000000	1	0	B:9|H:1|S:3|T:2	0	0	0	10	0
322	oteody	15	0	0.000000	1	0	H:2|P:4|S:7|T:2	0	0	0	10	0
323	aiir	14	0	0.000000	0	0	C:1|H:3|S:10	0	0	0	10	0
324	ary	14	0	0.000000	13	0	B:3|C:2|H:2|P:1|S:6	0	0	0	10	0
325	dan	14	0	0.000000	10	0	H:13|P:1	0	0	0	10	0
326	kal	14	0	0.000000	1	0	B:1|H:4|S:6|T:3	0	0	0	10	0
327	lchdy	14	0	0.000000	4	0	B:4|H:2|P:1|S:7	0	0	0	10	0
328	olkar	14	0	0.000000	0	0	B:5|C:1|S:2|T:6	0	0	0	10	0
329	os	14	0	0.000000	1	0	B:1|C:1|H:7|P:1|S:3|T:1	0	0	0	10	0
330	rain	14	0	0.000000	3	0	B:2|S:12	0	0	0	10	0
331	rol	14	0	0.000000	4	0	B:8|H:1|S:5	0	0	0	10	0
332	chdal	13	0	0.000000	0	0	B:1|H:2|S:6|T:4	0	0	0	10	0
333	chedain	13	0	0.000000	0	0	B:1|S:11|T:1	0	0	0	10	0
334	cthar	13	0	0.000000	2	0	H:11|S:1|T:1	0	0	0	10	0
335	keody	13	0	0.000000	0	0	H:6|P:1|S:2|T:4	0	0	0	10	0
336	okeor	13	0	0.000000	1	0	H:5|P:4|S:4	0	0	0	10	0
337	opchdy	13	0	0.000000	3	0	C:2|H:1|S:6|T:4	0	0	0	10	0
338	sheal	13	0	0.000000	0	0	B:3|H:1|S:9	0	0	0	10	0
339	aly	12	0	0.000000	5	0	B:2|H:3|S:7	0	0	0	10	0
340	chdaiin	12	0	0.000000	0	0	H:3|S:9	0	0	0	10	0
341	chdar	12	0	0.000000	0	0	B:2|S:9|T:1	0	0	0	10	0
342	chty	12	0	0.000000	2	0	B:2|H:7|S:2|T:1	0	0	0	10	0
343	cthody	12	0	0.000000	2	0	H:10|P:2	1	1	0	10	0
344	ky	12	0	0.000000	1	0	B:1|H:6|S:5	0	0	0	10	0
345	ly	12	0	0.000000	8	0	B:8|H:2|P:1|S:1	0	0	0	10	0
346	ols	12	0	0.000000	5	0	B:3|H:3|P:2|S:3|T:1	0	0	0	10	0
347	qockhey	12	0	0.000000	0	0	B:2|H:3|P:3|S:3|T:1	1	1	0	10	0
348	ral	12	0	0.000000	4	0	B:6|S:6	0	0	0	10	0
349	cheeor	11	0	0.000000	0	0	B:1|C:1|H:4|P:3|S:2	0	0	0	10	0
350	chkain	11	0	0.000000	1	0	B:3|H:3|S:5	0	0	0	10	0
351	chs	11	0	0.000000	0	0	B:1|H:6|P:1|S:3	0	0	0	10	0
352	cthaiin	11	0	0.000000	1	0	H:11	0	0	0	10	0
353	do	11	0	0.000000	3	0	H:10|S:1	0	0	0	10	0
354	lkchedy	11	0	0.000000	0	0	B:2|S:7|T:2	0	0	0	10	0
355	odain	11	0	0.000000	5	0	C:1|H:4|P:1|S:5	0	0	0	10	0
356	qopchdy	11	0	0.000000	0	0	B:1|H:2|S:8	0	0	0	10	0
357	qopchy	11	0	0.000000	1	0	C:1|H:5|S:3|T:2	0	0	0	10	0
358	rar	11	0	0.000000	1	0	B:2|S:9	0	0	0	10	0
359	shal	11	0	0.000000	0	0	B:5|S:6	0	0	0	10	0
360	chan	10	0	0.000000	2	0	H:8|S:2	0	0	0	10	0
361	ched	10	0	0.000000	0	0	B:2|H:1|S:6|T:1	0	0	0	10	0
362	choly	10	0	0.000000	3	0	H:7|P:1|S:1|T:1	0	0	0	10	0
363	chory	10	0	0.000000	6	0	H:8|P:2	0	0	0	10	0
364	cphol	10	0	0.000000	0	0	H:5|P:3|S:2	0	0	0	10	0
365	okchdy	10	0	0.000000	0	0	B:3|H:3|S:3|T:1	0	0	0	10	0
366	olkal	10	0	0.000000	2	0	B:3|S:5|T:2	0	0	0	10	0
367	olkey	10	0	0.000000	2	0	B:3|C:2|H:1|P:1|S:1|T:2	0	0	0	10	0
368	qoeey	10	0	0.000000	0	0	P:2|S:7|T:1	0	0	0	10	0
369	qotam	10	0	0.000000	8	0	B:1|H:1|P:1|S:7	0	0	0	10	0
370	ror	10	0	0.000000	4	0	B:3|S:7	0	0	0	10	0
371	sheeky	10	0	0.000000	0	0	B:4|H:1|S:4|T:1	0	0	0	10	0
372	ty	10	0	0.000000	0	0	B:2|H:8	0	0	0	10	0
373	ytam	10	0	0.000000	5	0	B:1|C:1|H:4|S:3|T:1	0	0	0	10	0
