unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de	lookup_status	shared_card_status	common_family_id	common_nucleus_de	final_register_reading_de	common_reader_path	portable_component_status	portable_atom_sequence	portable_nucleus_de	final_local_expansion_de
U283	PROSE	f83r	E283	B3-S024	NOT_REQUIRED	tchedy	PR218	MC025	Posten überführen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Posten überführen; Schluss	Posten überführen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	CHD+CLOSE	ÜBERTRAGEN; SCHLUSS	Posten überführen; Schluss
U284	PROSE	f83r	E284	B3-S025	NOT_REQUIRED	qokchdy	PR145	MC088	Umsetzung ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Umsetzung ansetzen; Schluss	Umsetzung ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+CHD+CLOSE	SETZEN UND ÜBERTRAGEN; SCHLUSS	Umsetzung ansetzen; Schluss
U285	PROSE	f83r	E285	B3-S026	NOT_REQUIRED	cheedar	PR020	MC042	von dort umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	von dort umsetzen	von dort umsetzen	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	CHD+AR	VOM AUSGANG ÜBERTRAGEN	von dort umsetzen
U286	PROSE	f83r	E286	B3-S026	NOT_REQUIRED	chldaiin	PR034	MC144	Absetzmaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Absetzmaß	Absetzmaß	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Absetzmaß	Absetzmaß
U287	PROSE	f83r	E287	B3-S026	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	laufenden Posten umsetzen	laufenden Posten umsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U288	PROSE	f83r	E288	B3-S026	NOT_REQUIRED	qokain	PR141	MC017	eine Portion zugeben	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	eine Portion zugeben	eine Portion zugeben	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+AIN	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben
U289	PROSE	f83r	E289	B3-S026	NOT_REQUIRED	checthy	PR015	MC161	bereit	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereit	bereit	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereit	bereit
U290	PROSE	f83r	E290	B3-S026	NOT_REQUIRED	chealror	PR014	MC146	Ansatz von dort zur Zielstelle	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Ansatz von dort zur Zielstelle	Ansatz von dort zur Zielstelle	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Ansatz von dort zur Zielstelle	Ansatz von dort zur Zielstelle
U291	PROSE	f83r	E291	B3-S026	NOT_REQUIRED	solkeedy	PR206	MC045	länger sammeln; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger sammeln; Schluss	länger sammeln; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	länger sammeln; Schluss	länger sammeln; Schluss
U292	PROSE	f83r	E292	B3-S027	NOT_REQUIRED	qoteedy	PR170	MC173	lange Folge; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	lange Folge; Schluss	lange Folge; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+EE+CLOSE	LANGE FOLGE; SCHLUSS	lange Folge; Schluss
U293	PROSE	f83r	E293	B3-S028	NOT_REQUIRED	qokeey	PR152	MC002	länger ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen	länger ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+EE+Y	LANGE STUFE SETZEN	länger ansetzen
U294	PROSE	f83r	E294	B3-S028	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz ansetzen; Schluss	kurz ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+E+CLOSE	KURZ SETZEN; SCHLUSS	kurz ansetzen; Schluss
U295	PROSE	f83r	E295	B3-S029	NOT_REQUIRED	sol	PR204	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	fortsetzen	fortsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U296	PROSE	f83r	E296	B3-S029	NOT_REQUIRED	cheeety	PR022	MC094	ganzen Teilposten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	ganzen Teilposten	ganzen Teilposten	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	ganzen Teilposten	ganzen Teilposten
U297	PROSE	f83r	E297	B3-S029	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz ansetzen; Schluss	kurz ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+E+CLOSE	KURZ SETZEN; SCHLUSS	kurz ansetzen; Schluss
U298	PROSE	f83r	E298	B3-S030	NOT_REQUIRED	qoky	PR157	MC026	aktuellen Posten ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	aktuellen Posten ansetzen	aktuellen Posten ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+Y	AKTUELLEN POSTEN SETZEN	aktuellen Posten ansetzen
U299	PROSE	f83r	E299	B3-S030	NOT_REQUIRED	saiin	PR176	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U300	PROSE	f83r	E300	B3-S030	NOT_REQUIRED	schedair	PR179	MC116	Wasser weiterleiten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Wasser weiterleiten	Wasser weiterleiten	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Wasser weiterleiten	Wasser weiterleiten
U301	PROSE	f83r	E301	B3-S030	NOT_REQUIRED	otchedy	PR126	MC057	nächsten Posten überführen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	nächsten Posten überführen; Schluss	nächsten Posten überführen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+CHD+CLOSE	FOLGEPOSTEN ÜBERTRAGEN; SCHLUSS	nächsten Posten überführen; Schluss
U302	PROSE	f83r	E302	B3-S031	NOT_REQUIRED	qokeedy	PR150	MC082	länger ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen; Schluss	länger ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+EE+CLOSE	LÄNGER SETZEN; SCHLUSS	länger ansetzen; Schluss
U303	PROSE	f83r	E303	B3-S032	NOT_REQUIRED	chedain	PR016	MC145	Portion umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Portion umsetzen	Portion umsetzen	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	CHD+AIN	ANTEIL ÜBERTRAGEN	Portion umsetzen
U304	PROSE	f83r	E304	B3-S032	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	laufenden Posten umsetzen	laufenden Posten umsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U305	PROSE	f83r	E305	B3-S032	NOT_REQUIRED	qotedaiin	PR169	MC018	kurzes Folgemass	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurzes Folgemass	kurzes Folgemass	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+E+AIIN	KURZER FOLGEWERT	kurzes Folgemass
U306	PROSE	f83r	E306	B3-S032	NOT_REQUIRED	otaiin	PR122	MC060	Folgemaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Folgemaß	Folgemaß	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+AIIN	FOLGEWERT	Folgemaß
U307	PROSE	f83r	E307	B3-S032	NOT_REQUIRED	otedy	PR129	MC135	kurze Folge; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurze Folge; Schluss	kurze Folge; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+E+CLOSE	KURZE FOLGE; SCHLUSS	kurze Folge; Schluss
U308	PROSE	f83r	E308	B3-S033	NOT_REQUIRED	ldy	PR088	MC004	abziehen; Ende	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	abziehen; Ende	abziehen; Ende	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	abziehen; Ende	abziehen; Ende
U309	PROSE	f83r	E309	B3-S034	NOT_REQUIRED	soiiin	PR203	MC033	Sollstufe	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Sollstufe	Sollstufe	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Sollstufe	Sollstufe
U310	PROSE	f83r	E310	B3-S034	NOT_REQUIRED	checthy	PR015	MC161	bereit	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	bereit	bereit	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	bereit	bereit
U311	PROSE	f83r	E311	B3-S034	NOT_REQUIRED	chety	PR029	MC086	Teil abtrennen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Teil abtrennen	Teil abtrennen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Teil abtrennen	Teil abtrennen
U312	PROSE	f83r	E312	B3-S034	NOT_REQUIRED	otaiin	PR122	MC060	Folgemaß	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Folgemaß	Folgemaß	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+AIIN	FOLGEWERT	Folgemaß
U313	PROSE	f83r	E313	B3-S034	NOT_REQUIRED	olsaly	PR117	MC078	untere Zielstelle	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	untere Zielstelle	untere Zielstelle	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	untere Zielstelle	untere Zielstelle
U314	PROSE	f83r	E314	B3-S034	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss
U315	PROSE	f83r	E315	B4-S001	NOT_REQUIRED	qokeedy	PR150	MC082	länger ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen; Schluss	länger ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+EE+CLOSE	LÄNGER SETZEN; SCHLUSS	länger ansetzen; Schluss
U316	PROSE	f83r	E316	B4-S002	NOT_REQUIRED	qolchey	PR161	MC162	diesen Posten weiterfuehren	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	diesen Posten weiterfuehren	diesen Posten weiterfuehren	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OL+Y	AKTUELLEN POSTEN FORTSETZEN	diesen Posten weiterfuehren
U317	PROSE	f83r	E317	B4-S002	NOT_REQUIRED	qokeey	PR152	MC002	länger ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen	länger ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+EE+Y	LANGE STUFE SETZEN	länger ansetzen
U318	PROSE	f83r	E318	B4-S002	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz ansetzen; Schluss	kurz ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+E+CLOSE	KURZ SETZEN; SCHLUSS	kurz ansetzen; Schluss
U319	PROSE	f83r	E319	B4-S003	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	laufenden Posten umsetzen	laufenden Posten umsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U320	PROSE	f83r	E320	B4-S003	NOT_REQUIRED	otal	PR123	MC093	danach dorthin	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	danach dorthin	danach dorthin	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OT+AL	DANACH ZUM ZIEL	danach dorthin
U321	PROSE	f83r	E321	B4-S003	NOT_REQUIRED	otchey	PR127	MC171	nächster Teilposten	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F18_OT_FOLLOW	NÄCHSTER POSTEN	nächster Teilposten	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OT+Y	NÄCHSTER POSTEN	nächster Teilposten
U322	PROSE	f83r	E322	B4-S003	NOT_REQUIRED	qokeey	PR152	MC002	länger ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen	länger ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+EE+Y	LANGE STUFE SETZEN	länger ansetzen
U323	PROSE	f83r	E323	B4-S003	NOT_REQUIRED	qoky	PR157	MC026	aktuellen Posten ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	aktuellen Posten ansetzen	aktuellen Posten ansetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OK+Y	AKTUELLEN POSTEN SETZEN	aktuellen Posten ansetzen
U324	PROSE	f83r	E324	B4-S003	NOT_REQUIRED	tol	PR222	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F08_OL_CONTINUE	FORTSETZEN	fortsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U325	PROSE	f83r	E325	B4-S003	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss
U326	PROSE	f83r	E326	B4-S004	NOT_REQUIRED	qokylddy	PR158	MC164	befestigen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	befestigen	befestigen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	befestigen	befestigen
U327	PROSE	f83r	E327	B4-S005	NOT_REQUIRED	dain	PR054	MC059	Tuch	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F10_DAIN_CARRIER	ABDECKTRÄGER	Tuch	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	DAIN	ABDECKTRÄGER	Tuch
U328	PROSE	f83r	E328	B4-S005	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	laufenden Posten umsetzen	laufenden Posten umsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U329	PROSE	f83r	E329	B4-S005	NOT_REQUIRED	qokeedy	PR150	MC082	länger ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger ansetzen; Schluss	länger ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+EE+CLOSE	LÄNGER SETZEN; SCHLUSS	länger ansetzen; Schluss
U330	PROSE	f83r	E330	B4-S006	NOT_REQUIRED	shckhedy	PR184	MC143	seihen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	seihen; Schluss	seihen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	seihen; Schluss	seihen; Schluss
U331	PROSE	f83r	E331	B4-S007	NOT_REQUIRED	shckhedy	PR184	MC143	seihen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	seihen; Schluss	seihen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	seihen; Schluss	seihen; Schluss
U332	PROSE	f83r	E332	B4-S008	NOT_REQUIRED	saiin	PR176	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U333	PROSE	f83r	E333	B4-S008	NOT_REQUIRED	cheeky	PR023	MC032	länger erwärmen und offen halten	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger erwärmen und offen halten	länger erwärmen und offen halten	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	länger erwärmen und offen halten	länger erwärmen und offen halten
U334	PROSE	f83r	E334	B4-S008	NOT_REQUIRED	sheey	PR195	MC095	laenger ruhen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F20_SH_EE_HOLD	LÄNGER HALTEN	laenger ruhen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	SH+EE+Y	LÄNGER HALTEN	laenger ruhen
U335	PROSE	f83r	E335	B4-S008	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz ansetzen; Schluss	kurz ansetzen; Schluss	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+E+CLOSE	KURZ SETZEN; SCHLUSS	kurz ansetzen; Schluss
U336	PROSE	f83r	E336	B4-S009	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss
U337	PROSE	f83r	E337	B4-S010	NOT_REQUIRED	oldy	PR113	MC019	Fortsetzung abschließen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F19_OL_CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OL+CLOSE	FORTSETZEN; SCHLUSS	Fortsetzung abschließen
U338	PROSE	f83r	E338	B4-S011	NOT_REQUIRED	saiin	PR176	MC039	Sollmaß	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F01_AIIN_VALUE	VORGABEWERT	Sollmaß	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	AIIN	VORGABEWERT	Sollmaß
U339	PROSE	f83r	E339	B4-S011	NOT_REQUIRED	cheky	PR025	MC147	kurz wärmen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz wärmen	kurz wärmen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kurz wärmen	kurz wärmen
U340	PROSE	f83r	E340	B4-S011	NOT_REQUIRED	okeeol	PR107	MC150	länger fortführen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	länger fortführen	länger fortführen	CURRENT_LOCAL_READER_VALUE	PREDICTED_FROM_PORTABLE_ATOMS	OK+EE+OL	LÄNGER FORTSETZEN	länger fortführen
U341	PROSE	f83r	E341	B4-S011	NOT_REQUIRED	okain	PR101	MC017	eine Portion zugeben	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F13_OK_AIN_ADD	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OK+AIN	GEZÄHLTEN TEIL ZUGEBEN	eine Portion zugeben
U342	PROSE	f83r	E342	B4-S011	NOT_REQUIRED	chdy	PR012	MC074	laufenden Posten umsetzen	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F09_CHD_TRANSFER	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	CHD+Y	AKTUELLEN POSTEN ÜBERTRAGEN	laufenden Posten umsetzen
U343	PROSE	f83r	E343	B4-S011	NOT_REQUIRED	sol	PR204	MC153	fortsetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	fortsetzen	fortsetzen	CURRENT_LOCAL_READER_VALUE	SHARED_SEED_CARD	OL	FORTSETZEN	fortsetzen
U344	PROSE	f83r	E344	B4-S011	NOT_REQUIRED	lkedy	PR089	MC124	nachwaschen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	nachwaschen	nachwaschen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	nachwaschen	nachwaschen
U345	PROSE	f83r	E345	B4-S012	NOT_REQUIRED	lchedy	PR084	MC155	abführen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	abführen; Schluss	abführen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	abführen; Schluss	abführen; Schluss
U346	PROSE	f83r	E346	B4-S013	NOT_REQUIRED	qokol	PR155	MC024	Fortsetzung ansetzen	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	Fortsetzung ansetzen	Fortsetzung ansetzen	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	Fortsetzung ansetzen	Fortsetzung ansetzen
U347	PROSE	f83r	E347	B4-S013	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss	DIRECT_PROSE_SURFACE_PASS	NOT_SHARED_ACROSS_REGISTERS	LOCAL_OR_REGISTER_CARD	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss	CURRENT_LOCAL_READER_VALUE	LOCAL_LEARNED_CARD	LOCAL_WHOLE	kurz absetzen lassen; Schluss	kurz absetzen lassen; Schluss
U348	PROSE	f83r	E348	B4-S014	NOT_REQUIRED	or	PR119	MC080	Ansatz	DIRECT_PROSE_SURFACE_PASS	COMMON_44_CARD	F16_OR_SET	ANSATZ	Ansatz	COMMON_NUCLEUS_THEN_REGISTER_EXPANSION	SHARED_SEED_CARD	OR	ANSATZ	Ansatz
