master_card_id	master_form	registered_surfaces	old_generation_class	new_generation_class	component_parse	added_licensed_core	portable_core_de	prose_event_count	generation_rule
MC142	dchol	dchol|schol	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	D + OL	D_PREVIOUS	vom vorigen Arbeitsgang nehmen	2	compose the registered component parse using licensed core D_PREVIOUS
MC143	shckhedy	shckhedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CKHE_STRAIN+TERMINAL	NONE	durchlassen; Schluss	3	compose the registered component parse
MC144	chldaiin	chldaiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHLD_SETTLE+AIIN_MEASURE	NONE	Sollabsetzung	1	compose the registered component parse
MC145	chedain	chedain	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHED_TRANSFER+AIN_PORTION	NONE	Anteilstransfer	1	compose the registered component parse
MC146	chealror	chealror	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	AL_TO+R_FRAME+OR_BATCH	NONE	Zielbereitung	1	compose the registered component parse
MC147	cheky	cheky	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	NONE	kurz wärmen	3	compose the registered component parse
MC148	ykan	ykan	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	Y + K + AN	K_BINDER	zweite Portion	1	compose the registered component parse using licensed core K_BINDER
MC149	solshedy	solshedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE+SHED_SETTLE+CLOSE	NONE	Folgeabsetzen; Schluss	1	compose the registered component parse
MC150	okeeol	okeeol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+GRADE_2+OL_CONTINUE	NONE	Langfortsetzung	1	compose the registered component parse
MC151	qokshedy	qokshedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+SHED_SETTLE+CLOSE	NONE	Einsatzabsetzen; Schluss	1	compose the registered component parse
MC152	ches	ches	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	MEMORIZED_WHOLE_CARD	NONE	teilen	1	retrieve the complete whole sign
MC153	cheol	cheol|chol|ol|qol|sol|tol	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE	NONE	weiter	19	compose the registered component parse
MC154	al	al|chal|cheal|dal|sal|tal	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	AL_TO	NONE	dorthin	10	compose the registered component parse
MC155	lchedy	lchedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CHED_TRANSFER+TERMINAL	NONE	abführen; Schluss	8	compose the registered component parse
MC156	cphy	cphy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	CPHY	NONE	nachseihen	1	retrieve the complete whole sign
MC157	cholor	cholor|olor	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE+OR_BATCH	NONE	derselbe Ansatz	2	compose the registered component parse
MC158	cthoor	cthoor	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH + OR	NONE	den Ansatz bereitstellen	1	compose the registered component parse
MC159	os	os	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OS	OS_RECEIVER	AUFNAHMEFELD_ODER_UMSCHLUSS	1	compose the registered component parse using licensed core OS_RECEIVER
MC160	talam	talam	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	TALAM_TERMINAL_STORE_WHOLE	NONE	verwahren; Schluss	1	retrieve the complete whole sign
MC161	checthy	checthy|cthy|shcthy	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	CTH_READY+Y_CURRENT	NONE	bereit	7	compose the registered component parse
MC162	qolchey	qolchey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OL_CONTINUE+Y_CURRENT	NONE	Weiterposten	1	compose the registered component parse
MC163	qotchol	qotchol	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	Q_FRAME+OT_FOLLOW+OL_CONTINUE_NEW_TRACK	NONE	zum Folgegang wechseln	1	compose the registered component parse
MC164	qokylddy	qokylddy	WHOLE_SIGN	MEMORIZED_WHOLE_SIGN	OK+Y_ITEM+LDDY_FASTEN_CLOSE	NONE	befestigen; Schluss	1	retrieve the complete whole sign
MC165	qockhey	qockhey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	NONE	Kurzdurchgang	1	compose the registered component parse
MC166	chkeey	chkeey	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CHK_WARM+GRADE_2+Y_CURRENT	NONE	Langwärmen	1	compose the registered component parse
MC167	lochedy	lochedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	NONE	Abführung; Schluss	1	compose the registered component parse
MC168	lcheckhy	lcheckhy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	L_OUT+CKH_THROUGH+Y_ITEM	NONE	Abführpassage	1	compose the registered component parse
MC169	cthaiin	cthaiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	CTH + AIIN	NONE	die Sollvorbereitung setzen	1	compose the registered component parse
MC170	ykaiin	ykaiin	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	Y + K + AIIN	K_BINDER	Sollportion	1	compose the registered component parse using licensed core K_BINDER
MC171	otchey	otchey	FRAME_PLUS_LOCAL_CORE	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+Y_CURRENT_ITEM	NONE	das nächste	2	compose the registered component parse
MC172	daiiin	daiiin	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	DA+IIN_PORT_GRADE	NONE	Endstufe	1	compose the registered component parse
MC173	qoteedy	qoteedy	PRODUCTIVE_COMPOSITION	GENERATED_FROM_FORTY_COMPONENTS	OT_FOLLOW+GRADE_2+CLOSE	NONE	lange Folgestufe; Schluss	2	compose the registered component parse
