page	locus	target_surfaces	zl3b_line	v26_tokenwise_de	v27_tokenwise_de	v27_working_reading_de	complete_v27
f114r	f114r.35	sheo	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar	[pcheos:?] | [air:?] | [oy:?] | [sheo:?] | heiß in der Mitte des Grades | [sheekas:?] | [oar:?] | [ytched:?] | [lked:?] | [o:?] | [kchdar:?] | Ansatz aus kaltem Rohstoff, Form I | [kar:?]	[pcheos:?] | [air:?] | [oy:?] | Feuchtzubereitung | heiß in der Mitte des Grades | [sheekas:?] | [oar:?] | [ytched:?] | [lked:?] | [o:?] | [kchdar:?] | Ansatz aus kaltem Rohstoff, Form I | [kar:?]	[pcheos:?]; [air:?]; [oy:?]; Feuchtzubereitung; heiß in der Mitte des Grades; [sheekas:?]; [oar:?]; [ytched:?]; [lked:?]; [o:?]; [kchdar:?]; Ansatz aus kaltem Rohstoff, Form I; [kar:?]	False
f115r	f115r.3	cholor	qol cheol chor od qol chedy qockheos cholor daar oraro	[qol:?] | trockener Drogenstoff | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qockheos:?] | [cholor:?] | [daar:?] | [oraro:?]	[qol:?] | trockener Drogenstoff | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qockheos:?] | trockene Zutat | [daar:?] | [oraro:?]	[qol:?]; trockener Drogenstoff; Pflanzen-/Reproduktionsteil; [od:?]; [qol:?]; trocken in der Mitte des Grades, abgeschlossen; [qockheos:?]; trockene Zutat; [daar:?]; [oraro:?]	False
f115r	f115r.30	sheo	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal	[dsheodar:?] | [sheo:?] | [qokecheos:?] | [cheos:?] | [r:?] | [char:?] | [qokchar:?] | [qolcheey:?] | [lkedy:?] | [qotal:?]	[dsheodar:?] | Feuchtzubereitung | [qokecheos:?] | [cheos:?] | [r:?] | [char:?] | [qokchar:?] | [qolcheey:?] | [lkedy:?] | [qotal:?]	[dsheodar:?]; Feuchtzubereitung; [qokecheos:?]; [cheos:?]; [r:?]; [char:?]; [qokchar:?]; [qolcheey:?]; [lkedy:?]; [qotal:?]	False
f115v	f115v.16	sheo	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	Grad-/Maßwert II | [ar:?] | kalter Ansatz am Ende des Grades | [qoteol:?] | [kar:?] | [y:?] | [sheo:?] | [lkechdy:?] | heiße Portion | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	Grad-/Maßwert II | [ar:?] | kalter Ansatz am Ende des Grades | [qoteol:?] | [kar:?] | [y:?] | Feuchtzubereitung | [lkechdy:?] | heiße Portion | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	Grad-/Maßwert II; [ar:?]; kalter Ansatz am Ende des Grades; [qoteol:?]; [kar:?]; [y:?]; Feuchtzubereitung; [lkechdy:?]; heiße Portion; heiß in der Mitte des Grades; [lko:?]; [rokeedy:?]; [ld:?]	False
f115v	f115v.41	sheo	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr	[dcheodl:?] | [sheo:?] | [kolchey:?] | [fchedol:?] | feucht in der Mitte des Grades, abgeschlossen | [qotoee:?] | kalt und trocken am Anfang des Grades | [choy:?] | [qopchyr:?]	[dcheodl:?] | Feuchtzubereitung | [kolchey:?] | [fchedol:?] | feucht in der Mitte des Grades, abgeschlossen | [qotoee:?] | kalt und trocken am Anfang des Grades | [choy:?] | [qopchyr:?]	[dcheodl:?]; Feuchtzubereitung; [kolchey:?]; [fchedol:?]; feucht in der Mitte des Grades, abgeschlossen; [qotoee:?]; kalt und trocken am Anfang des Grades; [choy:?]; [qopchyr:?]	False
f116r	f116r.36	sheckhy	qokeey rain shey okeey lkain l dain chey sheckhy qy qokl ain	heiß am Ende des Grades | [rain:?] | feucht in der Mitte des Grades | heißer Ansatz am Ende des Grades | [lkain:?] | [l:?] | Grad-/Maßwert II | trocken in der Mitte des Grades | [sheckhy:?] | [qy:?] | [qokl:?] | Menge-/Klassenwert II	heiß am Ende des Grades | [rain:?] | feucht in der Mitte des Grades | heißer Ansatz am Ende des Grades | [lkain:?] | [l:?] | Grad-/Maßwert II | trocken in der Mitte des Grades | feuchte Arzneimischung, Anfangsgrad, gebunden | [qy:?] | [qokl:?] | Menge-/Klassenwert II	heiß am Ende des Grades; [rain:?]; feucht in der Mitte des Grades; heißer Ansatz am Ende des Grades; [lkain:?]; [l:?]; Grad-/Maßwert II; trocken in der Mitte des Grades; feuchte Arzneimischung, Anfangsgrad, gebunden; [qy:?]; [qokl:?]; Menge-/Klassenwert II	False
f116r	f116r.42	sheckhy	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	[qo:?] | heiß, Grad II | [sheckhy:?] | heiß, Grad II | [shekain:?] | [shkain:?] | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß im qo-Rahmen, Grad I | [cham:?]	[qo:?] | heiß, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß, Grad II | [shekain:?] | [shkain:?] | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß im qo-Rahmen, Grad I | [cham:?]	[qo:?]; heiß, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß, Grad II; [shekain:?]; [shkain:?]; feucht in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades; heiß im qo-Rahmen, Grad I; [cham:?]	False
f14r	f14r.7	otcho	otcho dain chckhy	[otcho:?] | Grad-/Maßwert II | trockene Arzneimischung am Gradanfang	kalt-trockene Zubereitung | Grad-/Maßwert II | trockene Arzneimischung am Gradanfang	kalt-trockene Zubereitung; Grad-/Maßwert II; trockene Arzneimischung am Gradanfang	True
f15r	f15r.14	otcho	otcho kchy chol daiin ar ytol dor dom	[otcho:?] | heiß und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	kalt-trockene Zubereitung | heiß und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ar:?] | [ytol:?] | [dor:?] | [dom:?]	kalt-trockene Zubereitung; heiß und trocken am Anfang des Grades; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; [ar:?]; [ytol:?]; [dor:?]; [dom:?]	False
f17v	f17v.9	ycheol	ycheol shol kchol choltaiin ol	[ycheol:?] | feucht; nominal feuchtes Gut/Material | [kchol:?] | [choltaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockener Drogenstoff dieser Droge | feucht; nominal feuchtes Gut/Material | [kchol:?] | [choltaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockener Drogenstoff dieser Droge; feucht; nominal feuchtes Gut/Material; [kchol:?]; [choltaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f24r	f24r.18	ycheol	ycheol chol daiin chol s	[ycheol:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken; nominal trockenes Gut/Material | [s:?]	trockener Drogenstoff dieser Droge | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken; nominal trockenes Gut/Material | [s:?]	trockener Drogenstoff dieser Droge; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken; nominal trockenes Gut/Material; [s:?]	False
f24v	f24v.7	ycheol	ycheol daid dar olom	[ycheol:?] | [daid:?] | abgemessene Fraktion I | [olom:?]	trockener Drogenstoff dieser Droge | [daid:?] | abgemessene Fraktion I | [olom:?]	trockener Drogenstoff dieser Droge; [daid:?]; abgemessene Fraktion I; [olom:?]	False
f26r	f26r.7	sheo	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [sheo:?] | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	[pcho:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | Feuchtzubereitung | [ypchseds:?] | [s:?] | Menge III | [sha:?] | [p:?] | [chedyfchy:?] | [dalchedy:?] | Samenfraktion I	[pcho:?]; heiß in der Mitte des Grades, abgeschlossen; abgemessene Fraktion I; Feuchtzubereitung; [ypchseds:?]; [s:?]; Menge III; [sha:?]; [p:?]; [chedyfchy:?]; [dalchedy:?]; Samenfraktion I	False
f32r	f32r.13	otcho	otcho rol dain daiin cthy	[otcho:?] | Wurzelstoff | Qualitätsgrad II | Grad-/Maßwert III | CTH-Drogenmaterial	kalt-trockene Zubereitung | Wurzelstoff | Qualitätsgrad II | Grad-/Maßwert III | CTH-Drogenmaterial	kalt-trockene Zubereitung; Wurzelstoff; Qualitätsgrad II; Grad-/Maßwert III; CTH-Drogenmaterial	True
f37r	f37r.9	otcho	ykchody qotchy ykaiin chy qotordy otcho loldaiin	[ykchody:?] | kalt und trocken am Anfang des Grades | [ykaiin:?] | trocken am Anfang des Grades | [qotordy:?] | [otcho:?] | [loldaiin:?]	[ykchody:?] | kalt und trocken am Anfang des Grades | [ykaiin:?] | trocken am Anfang des Grades | [qotordy:?] | kalt-trockene Zubereitung | [loldaiin:?]	[ykchody:?]; kalt und trocken am Anfang des Grades; [ykaiin:?]; trocken am Anfang des Grades; [qotordy:?]; kalt-trockene Zubereitung; [loldaiin:?]	False
f42v	f42v.7	sheo	chok sheo key keeeyd chekeesshy	[chok:?] | [sheo:?] | heiß in der Mitte des Grades | [keeeyd:?] | [chekeesshy:?]	[chok:?] | Feuchtzubereitung | heiß in der Mitte des Grades | [keeeyd:?] | [chekeesshy:?]	[chok:?]; Feuchtzubereitung; heiß in der Mitte des Grades; [keeeyd:?]; [chekeesshy:?]	False
f43v	f43v.11	sheo	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	[ysheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [air:?] | [yteey:?] | getrockneter Ansatz | [ar:?] | [sheo:?] | [qody:?] | trockene Arzneimischung am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	[ysheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [air:?] | [yteey:?] | getrockneter Ansatz | [ar:?] | Feuchtzubereitung | [qody:?] | trockene Arzneimischung am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	[ysheey:?]; Teil-/Nominalträger; genaue Basisbedeutung offen; [air:?]; [yteey:?]; getrockneter Ansatz; [ar:?]; Feuchtzubereitung; [qody:?]; trockene Arzneimischung am Gradanfang; trocken am Anfang des Grades, abgeschlossen; [choty:?]; feucht, attributiv gebunden	False
f46r	f46r.12	sheckhy	techy daiin sheockhy choky r aiin ches shey kar sheckhy chdy chckham	[techy:?] | Grad-/Maßwert III | [sheockhy:?] | heiß-trockene Zubereitung, Grundform | [r:?] | Menge III | [ches:?] | feucht in der Mitte des Grades | [kar:?] | [sheckhy:?] | trocken am Anfang des Grades, abgeschlossen | [chckham:?]	[techy:?] | Grad-/Maßwert III | [sheockhy:?] | heiß-trockene Zubereitung, Grundform | [r:?] | Menge III | [ches:?] | feucht in der Mitte des Grades | [kar:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | trocken am Anfang des Grades, abgeschlossen | [chckham:?]	[techy:?]; Grad-/Maßwert III; [sheockhy:?]; heiß-trockene Zubereitung, Grundform; [r:?]; Menge III; [ches:?]; feucht in der Mitte des Grades; [kar:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; trocken am Anfang des Grades, abgeschlossen; [chckham:?]	False
f46r	f46r.2	sheo|sheckhy	sodaiin sheeoly qoor sheo teoly chckhy daiin sh sheet shedy xor aiin sheckhy	Samen/Saatgutzubereitung, Dosis III | [sheeoly:?] | [qoor:?] | [sheo:?] | [teoly:?] | trockene Arzneimischung am Gradanfang | Grad-/Maßwert III | [sh:?] | [sheet:?] | feucht in der Mitte des Grades, abgeschlossen | [xor:?] | Menge III | [sheckhy:?]	Samen/Saatgutzubereitung, Dosis III | [sheeoly:?] | [qoor:?] | Feuchtzubereitung | [teoly:?] | trockene Arzneimischung am Gradanfang | Grad-/Maßwert III | [sh:?] | [sheet:?] | feucht in der Mitte des Grades, abgeschlossen | [xor:?] | Menge III | feuchte Arzneimischung, Anfangsgrad, gebunden	Samen/Saatgutzubereitung, Dosis III; [sheeoly:?]; [qoor:?]; Feuchtzubereitung; [teoly:?]; trockene Arzneimischung am Gradanfang; Grad-/Maßwert III; [sh:?]; [sheet:?]; feucht in der Mitte des Grades, abgeschlossen; [xor:?]; Menge III; feuchte Arzneimischung, Anfangsgrad, gebunden	False
f47r	f47r.10	otcho	shy otcho keey tor chey otchy tchol dain dam	feucht am Anfang des Grades | [otcho:?] | heiß am Ende des Grades | [tor:?] | trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | [tchol:?] | Qualitätsgrad II | [dam:?]	feucht am Anfang des Grades | kalt-trockene Zubereitung | heiß am Ende des Grades | [tor:?] | trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | [tchol:?] | Qualitätsgrad II | [dam:?]	feucht am Anfang des Grades; kalt-trockene Zubereitung; heiß am Ende des Grades; [tor:?]; trocken in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; [tchol:?]; Qualitätsgrad II; [dam:?]	False
f49v	f49v.34	sheo	shocho oaiin sheo choty	[shocho:?] | Ansatzmenge III | [sheo:?] | [choty:?]	[shocho:?] | Ansatzmenge III | Feuchtzubereitung | [choty:?]	[shocho:?]; Ansatzmenge III; Feuchtzubereitung; [choty:?]	False
f4v	f4v.10	sheo	otaiin sheo okeody chol chokeody	kalt im Zubereitungsrahmen, Grad III | [sheo:?] | [okeody:?] | trocken; nominal trockenes Gut/Material | [chokeody:?]	kalt im Zubereitungsrahmen, Grad III | Feuchtzubereitung | [okeody:?] | trocken; nominal trockenes Gut/Material | [chokeody:?]	kalt im Zubereitungsrahmen, Grad III; Feuchtzubereitung; [okeody:?]; trocken; nominal trockenes Gut/Material; [chokeody:?]	False
f4v	f4v.2	sheo	ol chey chy cthy shkchor sheo cheory choldy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken am Anfang des Grades | CTH-Drogenmaterial | [shkchor:?] | [sheo:?] | [cheory:?] | [choldy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken am Anfang des Grades | CTH-Drogenmaterial | [shkchor:?] | Feuchtzubereitung | [cheory:?] | [choldy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades; trocken am Anfang des Grades; CTH-Drogenmaterial; [shkchor:?]; Feuchtzubereitung; [cheory:?]; [choldy:?]	False
f51v	f51v.10	sheo	ykeol sheo qokody fold	[ykeol:?] | [sheo:?] | [qokody:?] | [fold:?]	[ykeol:?] | Feuchtzubereitung | [qokody:?] | [fold:?]	[ykeol:?]; Feuchtzubereitung; [qokody:?]; [fold:?]	False
f53r	f53r.5	otcho	oksh otol cfhy cphodol ykody qokchod otcho qot oty	[oksh:?] | kaltes Zubereitungsgut | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | [otcho:?] | [qot:?] | kalter Ansatz am Anfang des Grades	[oksh:?] | kaltes Zubereitungsgut | [cfhy:?] | [cphodol:?] | [ykody:?] | [qokchod:?] | kalt-trockene Zubereitung | [qot:?] | kalter Ansatz am Anfang des Grades	[oksh:?]; kaltes Zubereitungsgut; [cfhy:?]; [cphodol:?]; [ykody:?]; [qokchod:?]; kalt-trockene Zubereitung; [qot:?]; kalter Ansatz am Anfang des Grades	False
f58v	f58v.34	sheo	tol sheo keo ar qofcheal dar aey opchal shockhy okaly	kalt; nominal kaltes Gut/Material | [sheo:?] | [keo:?] | [ar:?] | [qofcheal:?] | abgemessene Fraktion I | [aey:?] | [opchal:?] | [shockhy:?] | [okaly:?]	kalt; nominal kaltes Gut/Material | Feuchtzubereitung | [keo:?] | [ar:?] | [qofcheal:?] | abgemessene Fraktion I | [aey:?] | [opchal:?] | [shockhy:?] | [okaly:?]	kalt; nominal kaltes Gut/Material; Feuchtzubereitung; [keo:?]; [ar:?]; [qofcheal:?]; abgemessene Fraktion I; [aey:?]; [opchal:?]; [shockhy:?]; [okaly:?]	False
f58v	f58v.35	sheo	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	Grad-/Maßwert III | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | heißer Ansatz am Ende des Grades | [qokeeos:?] | [olar:?] | [sheo:?] | [daly:?] | [dalychs:?]	Grad-/Maßwert III | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | heißer Ansatz am Ende des Grades | [qokeeos:?] | [olar:?] | Feuchtzubereitung | [daly:?] | [dalychs:?]	Grad-/Maßwert III; kalt im Zubereitungsrahmen, Grad II; heiß im Zubereitungsrahmen, Grad II; trocken in der Mitte des Grades; heißer Ansatz am Ende des Grades; [qokeeos:?]; [olar:?]; Feuchtzubereitung; [daly:?]; [dalychs:?]	False
f66v	f66v.6	sheo	tchod sheody shckhed chos chor sheo keody chepar sheopam	[tchod:?] | [sheody:?] | [shckhed:?] | [chos:?] | Pflanzen-/Reproduktionsteil | [sheo:?] | [keody:?] | [chepar:?] | [sheopam:?]	[tchod:?] | [sheody:?] | [shckhed:?] | [chos:?] | Pflanzen-/Reproduktionsteil | Feuchtzubereitung | [keody:?] | [chepar:?] | [sheopam:?]	[tchod:?]; [sheody:?]; [shckhed:?]; [chos:?]; Pflanzen-/Reproduktionsteil; Feuchtzubereitung; [keody:?]; [chepar:?]; [sheopam:?]	False
f6r	f6r.1	cholor	foar y shol cholor cphol chor ch chopchol otcham	[foar:?] | [y:?] | feucht; nominal feuchtes Gut/Material | [cholor:?] | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	[foar:?] | [y:?] | feucht; nominal feuchtes Gut/Material | trockene Zutat | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	[foar:?]; [y:?]; feucht; nominal feuchtes Gut/Material; trockene Zutat; [cphol:?]; Pflanzen-/Reproduktionsteil; [ch:?]; [chopchol:?]; [otcham:?]	False
f6r	f6r.8	sheo	ychol ckhor pchar sheo ckhaiin	[ychol:?] | [ckhor:?] | [pchar:?] | [sheo:?] | [ckhaiin:?]	[ychol:?] | [ckhor:?] | [pchar:?] | Feuchtzubereitung | [ckhaiin:?]	[ychol:?]; [ckhor:?]; [pchar:?]; Feuchtzubereitung; [ckhaiin:?]	False
f75v	f75v.14	sheckhy	qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy	[qol:?] | [sheckhy:?] | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [qokaly:?] | Samenportion | trocken in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [olshty:?] | [qokydy:?]	[qol:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [qokaly:?] | Samenportion | trocken in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | [olshty:?] | [qokydy:?]	[qol:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [qokaly:?]; Samenportion; trocken in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades; [olshty:?]; [qokydy:?]	False
f75v	f75v.17	sheckhy	sal shed ykain qokain sheckhy ld saiin ckhy lshedy	Saat-Rohstoff I | [shed:?] | [ykain:?] | heiß, Grad II | [sheckhy:?] | [ld:?] | Samen/Saatgut, Typ/Charge III | [ckhy:?] | eingeweichtes Drogenholz	Saat-Rohstoff I | [shed:?] | [ykain:?] | heiß, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | [ld:?] | Samen/Saatgut, Typ/Charge III | [ckhy:?] | eingeweichtes Drogenholz	Saat-Rohstoff I; [shed:?]; [ykain:?]; heiß, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; [ld:?]; Samen/Saatgut, Typ/Charge III; [ckhy:?]; eingeweichtes Drogenholz	False
f75v	f75v.44	sheckhy	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	[olshees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheckhy:?] | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qol:?] | heiß am Ende des Grades | [qolchedy:?] | [chealy:?]	[olshees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | [qol:?] | trocken in der Mitte des Grades, abgeschlossen | [qol:?] | heiß am Ende des Grades | [qolchedy:?] | [chealy:?]	[olshees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades, abgeschlossen; [qol:?]; trocken in der Mitte des Grades, abgeschlossen; [qol:?]; heiß am Ende des Grades; [qolchedy:?]; [chealy:?]	False
f75v	f75v.46	sheckhy	ychey qotain sheckhy qokedy qokedy lsheckhy qokain dal tol olchedy	[ychey:?] | kalt im qo-Rahmen, Grad II | [sheckhy:?] | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [lsheckhy:?] | heiß, Grad II | [dal:?] | kalt; nominal kaltes Gut/Material | [olchedy:?]	[ychey:?] | kalt im qo-Rahmen, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | [lsheckhy:?] | heiß, Grad II | [dal:?] | kalt; nominal kaltes Gut/Material | [olchedy:?]	[ychey:?]; kalt im qo-Rahmen, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; [lsheckhy:?]; heiß, Grad II; [dal:?]; kalt; nominal kaltes Gut/Material; [olchedy:?]	False
f76r	f76r.13	sheckhey	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | trockene Arzneimischung in der Gradmitte | Ansatz aus heißem Rohstoff, Form I | heiß, Grad III, im Ansatzrahmen | [sheckhey:?] | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [dal:?] | [y:?] | [kal:?] | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | trockene Arzneimischung in der Gradmitte | Ansatz aus heißem Rohstoff, Form I | heiß, Grad III, im Ansatzrahmen | feuchte Arzneimischung, Mittelgrad, gebunden | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | [dal:?] | [y:?] | [kal:?] | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	heiß am Ende des Grades, abgeschlossen; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; trockene Arzneimischung in der Gradmitte; Ansatz aus heißem Rohstoff, Form I; heiß, Grad III, im Ansatzrahmen; feuchte Arzneimischung, Mittelgrad, gebunden; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; [dal:?]; [y:?]; [kal:?]; trocken in der Mitte des Grades, abgeschlossen; Samenfraktion I	False
f76v	f76v.28	sheckhy	saiin sheckhy cheolchey qokedy sair sheckhy l keedy lchedy	Samen/Saatgut, Typ/Charge III | [sheckhy:?] | [cheolchey:?] | heiß in der Mitte des Grades, abgeschlossen | Samenfraktion II | [sheckhy:?] | [l:?] | heiß am Ende des Grades, abgeschlossen | getrocknetes Drogenholz	Samen/Saatgut, Typ/Charge III | feuchte Arzneimischung, Anfangsgrad, gebunden | [cheolchey:?] | heiß in der Mitte des Grades, abgeschlossen | Samenfraktion II | feuchte Arzneimischung, Anfangsgrad, gebunden | [l:?] | heiß am Ende des Grades, abgeschlossen | getrocknetes Drogenholz	Samen/Saatgut, Typ/Charge III; feuchte Arzneimischung, Anfangsgrad, gebunden; [cheolchey:?]; heiß in der Mitte des Grades, abgeschlossen; Samenfraktion II; feuchte Arzneimischung, Anfangsgrad, gebunden; [l:?]; heiß am Ende des Grades, abgeschlossen; getrocknetes Drogenholz	False
f77r	f77r.18	sheckhedy	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | eingeweichtes Drogenholz, Form I | [qo:?] | [l:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [chees:?] | [sheckhedy:?] | [qol:?] | trocken am Ende des Grades, abgeschlossen | kalt, Grad III	Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | eingeweichtes Drogenholz, Form I | [qo:?] | [l:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [chees:?] | feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen | [qol:?] | trocken am Ende des Grades, abgeschlossen | kalt, Grad III	Grad-/Maßwert III; trocken am Ende des Grades, abgeschlossen; eingeweichtes Drogenholz, Form I; [qo:?]; [l:?]; Teil-/Nominalträger; genaue Basisbedeutung offen; [chees:?]; feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen; [qol:?]; trocken am Ende des Grades, abgeschlossen; kalt, Grad III	False
f77r	f77r.39	sheckhey	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	[olaiin:?] | trocken am Ende des Grades | [sheckhey:?] | eingeweichtes Drogenholz, Form II | [qykaiin:?] | feucht am Ende des Grades, abgeschlossen | Drogenholz, Typ/Charge III	[olaiin:?] | trocken am Ende des Grades | feuchte Arzneimischung, Mittelgrad, gebunden | eingeweichtes Drogenholz, Form II | [qykaiin:?] | feucht am Ende des Grades, abgeschlossen | Drogenholz, Typ/Charge III	[olaiin:?]; trocken am Ende des Grades; feuchte Arzneimischung, Mittelgrad, gebunden; eingeweichtes Drogenholz, Form II; [qykaiin:?]; feucht am Ende des Grades, abgeschlossen; Drogenholz, Typ/Charge III	False
