audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G650-A03-020	3	sheo	STRONG_COMPOSITIONAL_SHELL	f43v	f43v.11	H	B	2	7	MEDIAL	ar	qody	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	y sheey or air yteey cheody ar sheo qody chckhy chdy choty shecthy	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	5	3	[ysheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [air:?] | [yteey:?] | getrockneter Ansatz | [ar:?] | [sheo:?] | [qody:?] | trockene Arzneimischung am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	[ysheey:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [air:?] | [yteey:?] | getrockneter Ansatz | [ar:?] | Feuchtzubereitung | [qody:?] | trockene Arzneimischung am Gradanfang | trocken am Anfang des Grades, abgeschlossen | [choty:?] | feucht, attributiv gebunden	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-021	3	sheo	STRONG_COMPOSITIONAL_SHELL	f46r	f46r.2	H	B	2	4	MEDIAL	qoor	teoly	sodaiin sheeoly qoor sheo teoly chckhy daiin sh sheet shedy xor aiin sheckhy	rodaiin sheeoly qoor sheoteoly chckhy daiin sheksheet shedy xor aiin sheckhy	sodaiin sheeoly qoor sheoteoly chckhy daiin sh sheet shedy xor aiin sheckhy	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	5	4	Samen/Saatgutzubereitung, Dosis III | [sheeoly:?] | [qoor:?] | [sheo:?] | [teoly:?] | trockene Arzneimischung am Gradanfang | Grad-/Maßwert III | [sh:?] | [sheet:?] | feucht in der Mitte des Grades, abgeschlossen | [xor:?] | Menge III | [sheckhy:?]	Samen/Saatgutzubereitung, Dosis III | [sheeoly:?] | [qoor:?] | Feuchtzubereitung | [teoly:?] | trockene Arzneimischung am Gradanfang | Grad-/Maßwert III | [sh:?] | [sheet:?] | feucht in der Mitte des Grades, abgeschlossen | [xor:?] | Menge III | [sheckhy:?]	0	READER_VARIANT_WARNING
G650-A03-022	3	sheo	STRONG_COMPOSITIONAL_SHELL	f49v	f49v.34	H	A	1	3	MEDIAL	oaiin	choty	shocho oaiin sheo choty	shocho oaiin sheo choty	shocho oaiin sheo choty	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	1	1	[shocho:?] | Ansatzmenge III | [sheo:?] | [choty:?]	[shocho:?] | Ansatzmenge III | Feuchtzubereitung | [choty:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-023	3	sheo	STRONG_COMPOSITIONAL_SHELL	f4v	f4v.10	H	A	1	2	MEDIAL	otaiin	okeody	otaiin sheo okeody chol chokeody	otaiin sheo okeody chol chokeody	otaiin sheo okeady chol chokeody	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	2	kalt im Zubereitungsrahmen, Grad III | [sheo:?] | [okeody:?] | trocken; nominal trockenes Gut/Material | [chokeody:?]	kalt im Zubereitungsrahmen, Grad III | Feuchtzubereitung | [okeody:?] | trocken; nominal trockenes Gut/Material | [chokeody:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-024	3	sheo	STRONG_COMPOSITIONAL_SHELL	f4v	f4v.2	H	A	1	6	MEDIAL	shkchor	cheory	ol chey chy cthy shkchor sheo cheory choldy	ol chey chy cthy shkchor sheo cheory choldy	ol chey chy cthy kchor sheo cheory choldy	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	4	3	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken am Anfang des Grades | CTH-Drogenmaterial | [shkchor:?] | [sheo:?] | [cheory:?] | [choldy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | trocken am Anfang des Grades | CTH-Drogenmaterial | [shkchor:?] | Feuchtzubereitung | [cheory:?] | [choldy:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-025	3	sheo	STRONG_COMPOSITIONAL_SHELL	f51v	f51v.10	H	A	1	2	MEDIAL	ykeol	qokody	ykeol sheo qokody fold	ykeol sheo qokody fold	ykeol sheo qokody fold	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	0	0	[ykeol:?] | [sheo:?] | [qokody:?] | [fold:?]	[ykeol:?] | Feuchtzubereitung | [qokody:?] | [fold:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-026	3	sheo	STRONG_COMPOSITIONAL_SHELL	f58v	f58v.34	S	A	3	2	MEDIAL	tol	keo	tol sheo keo ar qofcheal dar aey opchal shockhy okaly	tolsheo keoar qofcheol dar aiphey opchal shockhy okaly	tol sheo keo ar qofcheal ar acphey opchal shockhy otaly	READER_VARIANT	0	0	[sheo:?]	Feuchtzubereitung	2	0	kalt; nominal kaltes Gut/Material | [sheo:?] | [keo:?] | [ar:?] | [qofcheal:?] | abgemessene Fraktion I | [aey:?] | [opchal:?] | [shockhy:?] | [okaly:?]	kalt; nominal kaltes Gut/Material | Feuchtzubereitung | [keo:?] | [ar:?] | [qofcheal:?] | abgemessene Fraktion I | [aey:?] | [opchal:?] | [shockhy:?] | [okaly:?]	0	READER_VARIANT_WARNING
G650-A03-027	3	sheo	STRONG_COMPOSITIONAL_SHELL	f58v	f58v.35	S	A	3	8	MEDIAL	olar	daly	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	daiin otain okain chhy okeey qokeeos olar sheo daly dalychs	daiin otain otain chey okeey qokeeos olar sheo daly dalychs	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	5	3	Grad-/Maßwert III | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | heißer Ansatz am Ende des Grades | [qokeeos:?] | [olar:?] | [sheo:?] | [daly:?] | [dalychs:?]	Grad-/Maßwert III | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | heißer Ansatz am Ende des Grades | [qokeeos:?] | [olar:?] | Feuchtzubereitung | [daly:?] | [dalychs:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-028	3	sheo	STRONG_COMPOSITIONAL_SHELL	f66v	f66v.6	H	B	5	6	MEDIAL	chor	keody	tchod sheody shckhed chos chor sheo keody chepar sheopam	tchod sheody shckhhd chos chor sheo keody chepar shsopam	tchod sheody shckhed chos chor sheo keody chepar sheopam	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	1	1	[tchod:?] | [sheody:?] | [shckhed:?] | [chos:?] | Pflanzen-/Reproduktionsteil | [sheo:?] | [keody:?] | [chepar:?] | [sheopam:?]	[tchod:?] | [sheody:?] | [shckhed:?] | [chos:?] | Pflanzen-/Reproduktionsteil | Feuchtzubereitung | [keody:?] | [chepar:?] | [sheopam:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-029	3	sheo	STRONG_COMPOSITIONAL_SHELL	f6r	f6r.8	H	A	1	4	MEDIAL	pchar	ckhaiin	ychol ckhor pchar sheo ckhaiin	ychol ckhor pchar sheo ckhaiin	ychol ckhor pchar sheo ckhaiin	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	0	0	[ychol:?] | [ckhor:?] | [pchar:?] | [sheo:?] | [ckhaiin:?]	[ychol:?] | [ckhor:?] | [pchar:?] | Feuchtzubereitung | [ckhaiin:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-030	3	sheo	STRONG_COMPOSITIONAL_SHELL	f85r2	f85r2.4	C	B	2	2	MEDIAL	dair	oraiin	dair sheo oraiin chol daiin	dair sheo oraiin chol daiin	dair sheo oraiin chol daiin	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	4	4	abgemessene Fraktion II | [sheo:?] | Portion III | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	abgemessene Fraktion II | Feuchtzubereitung | Portion III | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-031	3	sheo	STRONG_COMPOSITIONAL_SHELL	f87r	f87r.6	H	A	1	5	MEDIAL	pcheos	so	tos she keodaiin pcheos sheo so shkeody soraiin	tos she keodaiin fcheos sheo so shkeody soraiin	tos she keodaiin fcheos sheo so shkeody soraiin	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	2	[tos:?] | feucht, attributiv gebunden | [keodaiin:?] | [pcheos:?] | [sheo:?] | [so:?] | [shkeody:?] | Samenportion III	[tos:?] | feucht, attributiv gebunden | [keodaiin:?] | [pcheos:?] | Feuchtzubereitung | [so:?] | [shkeody:?] | Samenportion III	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-032	3	sheo	STRONG_COMPOSITIONAL_SHELL	f88v	f88v.16	P	A	1	2	MEDIAL	ysheod	sheody	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	2	2	[ysheod:?] | [sheo:?] | [sheody:?] | [qokeody:?] | heiß am Anfang des Grades | [chees:?] | getrockneter Ansatz | [qokeody:?] | [dal:?]	[ysheod:?] | Feuchtzubereitung | [sheody:?] | [qokeody:?] | heiß am Anfang des Grades | [chees:?] | getrockneter Ansatz | [qokeody:?] | [dal:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-033	3	sheo	STRONG_COMPOSITIONAL_SHELL	f88v	f88v.19	P	A	1	2	MEDIAL	odaiin	ol	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	odoiin sheo ol qokeey olaiin cheody chocthey oteody dy	odaiin sheo ol qokeey ol aiin cheody chocthey oteody dy	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	4	2	Zubereitungsdosis III | [sheo:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [olaiin:?] | getrockneter Ansatz | [chocthey:?] | [oteody:?] | [dy:?]	Zubereitungsdosis III | Feuchtzubereitung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [olaiin:?] | getrockneter Ansatz | [chocthey:?] | [oteody:?] | [dy:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A03-034	3	sheo	STRONG_COMPOSITIONAL_SHELL	f89r1	f89r1.19	P	A	1	2	MEDIAL	pshol	qoay	pshol sheo qoay cheocphy s sheyr qokair ydam daly	pshol sheo oaithy cheoepey s sheor qokair y dam daly	pshol sheo qoay cheocphy s sheyr qokair ydam daly	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	0	0	[pshol:?] | [sheo:?] | [qoay:?] | [cheocphy:?] | [s:?] | [sheyr:?] | [qokair:?] | [ydam:?] | [daly:?]	[pshol:?] | Feuchtzubereitung | [qoay:?] | [cheocphy:?] | [s:?] | [sheyr:?] | [qokair:?] | [ydam:?] | [daly:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-035	3	sheo	STRONG_COMPOSITIONAL_SHELL	f93r	f93r.11	H	A	1	5	MEDIAL	odam	al	okeol oteol s odam sheo al sal	okeol oteol sodal sheo al sal	okeol oteol s odal sheo al sal	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	1	1	[okeol:?] | [oteol:?] | [s:?] | [odam:?] | [sheo:?] | [al:?] | Saat-Rohstoff I	[okeol:?] | [oteol:?] | [s:?] | [odam:?] | Feuchtzubereitung | [al:?] | Saat-Rohstoff I	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-036	3	sheo	STRONG_COMPOSITIONAL_SHELL	f93r	f93r.2	H	A	1	6	MEDIAL	cthodar	s	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	1	1	[ycham:?] | [s:?] | trocken; nominal trockenes Gut/Material | [chotom:?] | [cthodar:?] | [sheo:?] | [s:?] | [oteodal:?] | [s:?] | [ofchoshy:?] | [cthoshol:?]	[ycham:?] | [s:?] | trocken; nominal trockenes Gut/Material | [chotom:?] | [cthodar:?] | Feuchtzubereitung | [s:?] | [oteodal:?] | [s:?] | [ofchoshy:?] | [cthoshol:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A03-037	3	sheo	STRONG_COMPOSITIONAL_SHELL	f96r	f96r.9	H	A	1	2	MEDIAL	todar	cthody	todar sheo cthody shokocfhy chopcho dory	todar sheo cthody shokocfhy chopcho dory	to ar sheo cthody shokocfhy chopcho dory	ALL_THREE_EXACT	1	1	[sheo:?]	Feuchtzubereitung	1	1	[todar:?] | [sheo:?] | [cthody:?] | [shokocfhy:?] | [chopcho:?] | abgemessene Portion	[todar:?] | Feuchtzubereitung | [cthody:?] | [shokocfhy:?] | [chopcho:?] | abgemessene Portion	0	SHORT_OR_OPAQUE_CONTEXT
G650-A04-001	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f100r	f100r.22	P	A	1	4	MEDIAL	fchod	cphol	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	folsho dy choldaiin fchodycheol cphol qotees shey seso alcfhy	READER_VARIANT	0	0	[ycheol:?]	trockener Drogenstoff dieser Droge	2	1	[folshody:?] | trocken, Grad III | [fchod:?] | [ycheol:?] | [cphol:?] | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | [cphol:?] | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	0	READER_VARIANT_WARNING
G650-A04-002	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f102r1	f102r1.10	P	A	1	1	INITIAL	<BOS>	sholdy	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	ycheol sholdy chol chol ykeeol dol doleodaiin dol cthedy	ycheol shol y chol chol ykeeol dol doleadaiin dal cthedy	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	3	3	[ycheol:?] | [sholdy:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | [ykeeol:?] | Materialmaß | [doleodaiin:?] | [dal:?] | [cthedy:?]	trockener Drogenstoff dieser Droge | [sholdy:?] | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | [ykeeol:?] | Materialmaß | [doleodaiin:?] | [dal:?] | [cthedy:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A04-003	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f104v	f104v.13	S	B	3	1	INITIAL	<BOS>	cheody	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin cheitaiin	ycheol cheody qoeechdy qokeol qotaiin chedar cheo lkaiin cheetar aiin chataiin	ycheol cheody qoeechdy qokeol qotaiin che ar cheo lkaiin cheetar aiin cheetaiin	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	4	4	[ycheol:?] | getrockneter Ansatz | [qoeechdy:?] | [qokeol:?] | kalt, Grad III | [chedar:?] | trocken angesetzte Zubereitung | [lkaiin:?] | [cheetar:?] | Menge III | [cheitaiin:?]	trockener Drogenstoff dieser Droge | getrockneter Ansatz | [qoeechdy:?] | [qokeol:?] | kalt, Grad III | [chedar:?] | trocken angesetzte Zubereitung | [lkaiin:?] | [cheetar:?] | Menge III | [cheitaiin:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A04-004	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f104v	f104v.30	S	B	3	1	INITIAL	<BOS>	kaiin	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	ycheol kaiin cheody shaiin qoeeol otairor cheeody okcheey lkair ar ar adam	ycheol kaiin cheo dy shaiin qoeeol otairor cheeody okcheey lkair ar ar adam	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	5	3	[ycheol:?] | heiß, Grad III | getrockneter Ansatz | feucht, Grad III | [qoeeol:?] | [otair:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [cheeody:?] | heiß-trockener Ansatz am Ende des Grades | [lkair:?] | [ar:?] | [ar:?] | [adam:?]	trockener Drogenstoff dieser Droge | heiß, Grad III | getrockneter Ansatz | feucht, Grad III | [qoeeol:?] | [otair:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [cheeody:?] | heiß-trockener Ansatz am Ende des Grades | [lkair:?] | [ar:?] | [ar:?] | [adam:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A04-005	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f106r	f106r.33	S	B	3	1	INITIAL	<BOS>	chokaiin	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	ycheol chokaiin sheody chody qokaiin ar akair aiir okaly	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	1	1	[ycheol:?] | [chokaiin:?] | [sheody:?] | [chody:?] | heiß, Grad III | [ar:?] | [akair:?] | [aiir:?] | [okaly:?]	trockener Drogenstoff dieser Droge | [chokaiin:?] | [sheody:?] | [chody:?] | heiß, Grad III | [ar:?] | [akair:?] | [aiir:?] | [okaly:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A04-006	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f108r	f108r.34	S	B	3	1	INITIAL	<BOS>	chckhy	ycheol chckhy qokedy okain	ycheol chckhy qokedy okain	ycheol chckhy qokedy okain	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	3	3	[ycheol:?] | trockene Arzneimischung am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II	trockener Drogenstoff dieser Droge | trockene Arzneimischung am Gradanfang | heiß in der Mitte des Grades, abgeschlossen | heiß im Zubereitungsrahmen, Grad II	0	FAMILY_CONTEXT_COMPATIBLE
G650-A04-007	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f112v	f112v.23	S	B	3	1	INITIAL	<BOS>	keeor	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	ycheolkee r alkeeey chedain ol cheedaiin eedy qokeedy qotain	READER_VARIANT	0	0	[ycheol:?]	trockener Drogenstoff dieser Droge	4	2	[ycheol:?] | [keeor:?] | [olkeeey:?] | [chedain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheedaiin:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II	trockener Drogenstoff dieser Droge | [keeor:?] | [olkeeey:?] | [chedain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheedaiin:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II	0	READER_VARIANT_WARNING
G650-A04-008	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f17v	f17v.9	H	A	1	1	INITIAL	<BOS>	shol	ycheol shol kchol choltaiin ol	ycheol shol kchol choltaiin ol	ycheol shol kchol choltaiin ol	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	2	1	[ycheol:?] | feucht; nominal feuchtes Gut/Material | [kchol:?] | [choltaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockener Drogenstoff dieser Droge | feucht; nominal feuchtes Gut/Material | [kchol:?] | [choltaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	0	SHORT_OR_OPAQUE_CONTEXT
G650-A04-009	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f24r	f24r.18	H	A	1	1	INITIAL	<BOS>	chol	ycheol chol daiin chol s	y cheol chol daiin chol s	ycheol chol daiin chol s	ALL_THREE_SPLIT_NORMALIZED	0	1	[ycheol:?]	trockener Drogenstoff dieser Droge	3	3	[ycheol:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken; nominal trockenes Gut/Material | [s:?]	trockener Drogenstoff dieser Droge | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken; nominal trockenes Gut/Material | [s:?]	0	FAMILY_CONTEXT_COMPATIBLE
G650-A04-010	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f24v	f24v.7	H	A	1	1	INITIAL	<BOS>	daid	ycheol daid dar olom	ycheol daid dar olom	ycheol daid dar olom	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	1	1	[ycheol:?] | [daid:?] | abgemessene Fraktion I | [olom:?]	trockener Drogenstoff dieser Droge | [daid:?] | abgemessene Fraktion I | [olom:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A04-011	4	ycheol	STRONG_LOCAL_ENTRY_FAMILY	f80v	f80v.12	B	B	2	1	INITIAL	<BOS>	kain	ycheol kain shey qokain chedy qokol olkain shy l	ycheol kain shey qokaiin chedy qokol olkain shcthhy l	ycheol kain she qokain ched qokol olkain shy l	ALL_THREE_EXACT	1	1	[ycheol:?]	trockener Drogenstoff dieser Droge	5	1	[ycheol:?] | heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | [olkain:?] | feucht am Anfang des Grades | [l:?]	trockener Drogenstoff dieser Droge | heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | [olkain:?] | feucht am Anfang des Grades | [l:?]	0	SHORT_OR_OPAQUE_CONTEXT
G650-A05-001	5	sheckhy	EXPLORATORY_LEARNED_CKH_HEAD	f103r	f103r.23	S	B	3	2	MEDIAL	daiin	lchedy	daiin sheckhy lchedy chckhy shol	daiin sheckhy lchedy chckhy shol	daiin sheckhy lchedy chckhy shol	ALL_THREE_EXACT	1	1	[sheckhy:?]	feuchte Arzneimischung, Anfangsgrad, gebunden	4	4	Grad-/Maßwert III | [sheckhy:?] | getrocknetes Drogenholz | trockene Arzneimischung am Gradanfang | feucht; nominal feuchtes Gut/Material	Grad-/Maßwert III | feuchte Arzneimischung, Anfangsgrad, gebunden | getrocknetes Drogenholz | trockene Arzneimischung am Gradanfang | feucht; nominal feuchtes Gut/Material	0	EXPLORATORY_CONTEXT_NO_RECORDED_COLLISION
G650-A05-002	5	sheckhy	EXPLORATORY_LEARNED_CKH_HEAD	f103r	f103r.30	S	B	3	2	MEDIAL	pcholkchdy	qokey	pcholkchdy sheckhy qokey okaiin shedy chpchy opchedy oteeykshy chdaly	pcholkchdy sheckhy qokey okaiin shedy chpchy opchedy oteeykshy chdaly	pcholkchdy sheckhy qokey okaiin shedy chpchy opchedy oteeykshy chdaly	ALL_THREE_EXACT	1	1	[sheckhy:?]	feuchte Arzneimischung, Anfangsgrad, gebunden	3	3	[pcholkchdy:?] | [sheckhy:?] | heiß in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | [chpchy:?] | [opchedy:?] | [oteeykshy:?] | [chdaly:?]	[pcholkchdy:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß in der Mitte des Grades | heiß, Grad III, im Ansatzrahmen | feucht in der Mitte des Grades, abgeschlossen | [chpchy:?] | [opchedy:?] | [oteeykshy:?] | [chdaly:?]	0	EXPLORATORY_CONTEXT_NO_RECORDED_COLLISION
G650-A05-003	5	sheckhy	EXPLORATORY_LEARNED_CKH_HEAD	f103v	f103v.35	S	B	3	6	MEDIAL	lshey	chtain	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	qol shey ykeey okeey lsheey sheckhy chtain oty okedy otaly	qol shey ykeey keey lshey sheckhy chtain oty okedy otaly	ALL_THREE_EXACT	1	1	[sheckhy:?]	feuchte Arzneimischung, Anfangsgrad, gebunden	6	4	[qol:?] | feucht in der Mitte des Grades | [ykeey:?] | heißer Ansatz am Ende des Grades | eingeweichtes Drogenholz, Form I | [sheckhy:?] | kalt-trocken, Grad II | kalter Ansatz am Anfang des Grades | heißer Ansatz in der Mitte des Grades, abgeschlossen | [otaly:?]	[qol:?] | feucht in der Mitte des Grades | [ykeey:?] | heißer Ansatz am Ende des Grades | eingeweichtes Drogenholz, Form I | feuchte Arzneimischung, Anfangsgrad, gebunden | kalt-trocken, Grad II | kalter Ansatz am Anfang des Grades | heißer Ansatz in der Mitte des Grades, abgeschlossen | [otaly:?]	0	EXPLORATORY_CONTEXT_NO_RECORDED_COLLISION
G650-A05-004	5	sheckhy	EXPLORATORY_LEARNED_CKH_HEAD	f103v	f103v.45	S	B	3	7	MEDIAL	shckhy	or	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	okey ol cheey lcheey lkain shckhy sheckhy orain otar oly	okey ol cheey lcheey lkain shckhy sheckhyorain otar oly	READER_VARIANT	0	0	[sheckhy:?]	feuchte Arzneimischung, Anfangsgrad, gebunden	6	3	heißer Ansatz in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, trocken gebunden, Form II | [lkain:?] | [shckhy:?] | [sheckhy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II | [otar:?] | [oly:?]	heißer Ansatz in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Drogenholz, trocken gebunden, Form II | [lkain:?] | [shckhy:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge-/Klassenwert II | [otar:?] | [oly:?]	0	READER_VARIANT_WARNING
